MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	4.55E-05	2.55E-05	3.17E-05	9.21E-04	2.52E-03	3.45E-04
1:Del:C:1	3.13E-05	3.00E-05	3.79E-05	5.12E-04	1.35E-03	2.37E-04
1:Del:C:2	5.68E-05	2.16E-05	1.46E-05	2.79E-04	6.80E-04	1.64E-04
1:Del:C:3	1.82E-04	4.40E-05	9.16E-06	1.47E-04	2.02E-04	1.11E-04
1:Del:C:4	4.84E-04	1.02E-04	8.25E-06	1.07E-04	9.34E-04	8.71E-05
1:Del:C:5	7.16E-04	2.21E-04	1.08E-04	1.41E-04	2.39E-03	1.16E-04
1:Del:T:0	2.34E-05	1.46E-05	1.95E-05	7.07E-04	1.19E-03	2.37E-04
1:Del:T:1	3.49E-05	2.79E-05	2.47E-05	5.24E-04	7.19E-04	1.46E-04
1:Del:T:2	2.67E-05	1.34E-04	4.45E-05	4.39E-04	7.15E-04	2.08E-04
1:Del:T:3	1.85E-04	3.30E-04	9.65E-06	3.04E-04	4.93E-04	2.39E-04
1:Del:T:4	1.89E-04	5.56E-04	1.90E-04	2.19E-04	1.27E-03	3.76E-04
1:Del:T:5	2.72E-03	2.42E-03	2.52E-03	3.52E-04	2.92E-02	1.48E-03
1:Ins:C:0	6.15E-06	1.40E-05	1.01E-04	4.08E-04	1.35E-03	1.09E-04
1:Ins:C:1	4.80E-06	5.41E-06	2.13E-05	1.88E-04	6.58E-04	7.97E-05
1:Ins:C:2	2.24E-06	5.46E-06	1.31E-05	7.36E-05	2.50E-04	8.06E-05
1:Ins:C:3	7.94E-06	7.82E-06	2.08E-05	1.12E-04	3.28E-04	3.21E-05
1:Ins:C:4	3.91E-05	1.73E-05	4.94E-05	9.95E-05	1.54E-04	2.98E-05
1:Ins:C:5	1.17E-04	6.57E-05	1.75E-04	2.28E-04	2.67E-04	6.21E-05
1:Ins:T:0	4.32E-05	2.23E-05	5.33E-05	4.74E-04	1.62E-03	1.51E-04
1:Ins:T:1	4.88E-06	1.30E-05	3.45E-05	2.66E-04	1.20E-03	1.73E-04
1:Ins:T:2	8.37E-05	3.37E-05	7.66E-05	2.26E-04	5.02E-04	1.27E-04
1:Ins:T:3	3.31E-05	3.00E-05	6.91E-05	1.76E-04	3.22E-04	6.25E-05
1:Ins:T:4	2.29E-05	1.01E-04	1.08E-04	1.46E-04	2.05E-04	5.68E-05
1:Ins:T:5	1.02E-03	1.73E-03	2.23E-03	2.45E-03	4.95E-03	8.83E-04
2:Del:R:0	1.71E-05	1.79E-06	2.00E-05	2.83E-04	6.44E-04	1.61E-04
2:Del:R:1	1.54E-04	6.16E-06	7.38E-05	5.21E-04	5.76E-04	1.85E-04
2:Del:R:2	3.62E-05	1.62E-05	1.82E-05	1.47E-04	2.07E-04	7.06E-05
2:Del:R:3	4.25E-05	4.65E-05	9.18E-06	6.39E-05	2.69E-04	6.55E-05
2:Del:R:4	7.36E-05	2.63E-05	1.37E-05	4.50E-05	3.29E-04	3.96E-05
2:Del:R:5	1.53E-04	0.00E+00	0.00E+00	9.10E-05	3.39E-04	6.51E-05
3:Del:R:0	1.44E-05	3.22E-07	0.00E+00	1.18E-04	3.81E-04	1.10E-04
3:Del:R:1	1.52E-04	3.11E-06	8.73E-05	6.04E-04	3.46E-04	1.29E-04
3:Del:R:2	5.67E-05	1.95E-06	3.85E-05	1.25E-04	1.12E-04	6.93E-05
3:Del:R:3	1.22E-05	6.92E-07	2.50E-05	5.09E-05	1.15E-04	2.08E-05
3:Del:R:4	1.24E-05	3.49E-06	8.16E-08	6.61E-05	2.94E-05	2.48E-05
3:Del:R:5	8.48E-06	7.01E-06	1.95E-06	5.98E-05	3.15E-05	0.00E+00
4:Del:R:0	4.30E-06	2.31E-06	3.60E-06	8.92E-05	3.51E-04	9.92E-05
4:Del:R:1	6.02E-05	7.06E-06	3.10E-05	3.57E-04	3.70E-04	1.14E-04
4:Del:R:2	8.38E-06	1.27E-06	2.06E-05	9.77E-05	1.86E-04	7.31E-05
4:Del:R:3	8.70E-06	3.06E-07	0.00E+00	7.83E-05	4.76E-05	4.33E-05
4:Del:R:4	4.38E-06	1.01E-06	1.63E-07	5.12E-05	3.82E-05	2.83E-05
4:Del:R:5	1.20E-05	8.17E-07	2.38E-06	1.98E-05	1.44E-05	2.70E-05
5:Del:R:0	0.00E+00	4.16E-06	1.63E-05	5.63E-04	2.76E-03	5.25E-04
5:Del:R:1	8.32E-06	3.68E-06	1.11E-05	9.96E-05	4.37E-04	1.06E-04
5:Del:R:2	5.32E-06	1.60E-06	9.51E-06	6.07E-05	1.83E-04	4.56E-05
5:Del:R:3	3.62E-06	4.10E-07	6.54E-06	2.73E-05	3.60E-05	2.60E-05
5:Del:R:4	2.59E-06	8.35E-07	6.84E-06	6.92E-06	9.00E-06	9.00E-07
5:Del:R:5	1.58E-06	2.54E-07	1.01E-09	1.86E-09	2.89E-06	6.57E-06
2:Ins:R:0	6.00E-05	1.27E-05	5.45E-05	6.54E-04	1.98E-03	1.83E-04
2:Ins:R:1	1.85E-06	3.18E-06	1.70E-05	1.16E-04	4.65E-04	5.60E-05
2:Ins:R:2	7.52E-06	3.54E-06	2.41E-05	9.31E-05	1.87E-04	5.51E-05
2:Ins:R:3	1.86E-05	1.10E-05	4.23E-05	4.37E-05	8.02E-05	1.40E-05
2:Ins:R:4	2.83E-05	3.08E-05	5.98E-05	9.93E-07	9.44E-05	1.64E-05
2:Ins:R:5	8.22E-05	7.18E-05	2.11E-04	1.73E-04	3.37E-04	8.38E-05
3:Ins:R:0	1.30E-05	1.02E-06	8.89E-06	2.94E-04	8.52E-04	1.35E-04
3:Ins:R:1	1.72E-06	2.38E-06	8.05E-06	7.76E-05	3.16E-04	3.53E-05
3:Ins:R:2	7.35E-07	2.02E-06	9.44E-06	3.83E-05	3.16E-05	4.48E-05
