Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP85623	4.71E-01	2.21E-01	3.97E-01	1.38E+00	1.46E+00	6.67E-01	1.07E+00	7.71E-01
SP85491	3.68E-01	2.97E-01	0.00E+00	2.46E+00	2.26E+00	8.14E-01	2.17E+00	1.20E+00
SP87582	2.79E-01	4.34E-01	3.09E-01	1.15E+00	1.03E+00	9.78E-01	1.36E+00	1.07E+00
SP89090	2.40E-01	5.82E-01	3.78E-01	1.69E+00	1.94E+00	1.12E+00	1.88E+00	1.38E-01
SP85511	6.92E-01	7.81E-01	7.75E-01	2.47E+00	2.75E+00	2.06E+00	3.05E+00	1.79E+00
SP85952	1.08E-01	3.53E-01	1.97E-01	1.68E+00	1.39E+00	1.05E+00	1.71E+00	5.84E-01
SP85840	4.58E-01	3.86E-01	0.00E+00	1.84E+00	1.77E+00	5.55E-01	1.72E+00	1.65E+00
SP87675	4.64E-01	6.61E-01	0.00E+00	1.24E+00	1.06E+00	9.63E-01	8.69E-01	9.95E-01
SP85836	3.93E-01	6.20E-01	3.77E-01	2.71E+00	3.62E+00	1.32E+00	3.40E+00	1.77E+00
SP120767	6.92E-01	1.90E-01	6.91E-01	2.14E+00	2.40E+00	1.18E+00	2.57E+00	1.34E+00
SP105708	7.28E-01	4.65E-01	6.74E-02	1.82E+00	1.64E+00	1.16E+00	1.75E+00	1.24E+00
SP85818	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-02	0.00E+00	0.00E+00	2.00E-02
SP105922	2.78E-01	3.43E-02	0.00E+00	1.79E+00	1.61E+00	3.12E-01	9.54E-01	9.78E-01
SP86118	8.26E-01	2.15E-01	6.00E-02	2.02E+00	1.56E+00	1.47E+00	1.65E+00	8.49E-01
SP86306	7.30E-01	1.88E+00	0.00E+00	3.14E+00	2.15E+00	3.06E+00	3.64E+00	6.42E-01
SP87099	9.43E-01	6.39E-01	3.25E-01	2.23E+00	1.39E+00	1.75E+00	2.22E+00	1.43E+00
SP87434	4.60E-01	5.75E-01	0.00E+00	1.25E+00	1.55E+00	9.99E-01	1.47E+00	1.30E+00
SP85864	2.45E-01	3.06E-01	2.28E-01	2.33E-01	3.29E-01	5.20E-01	3.30E-01	5.01E-01
SP105807	3.97E-01	7.65E-01	0.00E+00	2.07E+00	2.19E+00	1.21E+00	1.81E+00	6.01E-01
SP89291	2.76E-01	4.63E-01	4.00E-02	1.12E+00	1.07E+00	6.89E-01	9.41E-01	9.62E-01
SP88050	2.14E-01	4.86E-01	1.34E-01	9.37E-01	4.59E-01	6.70E-01	1.02E+00	8.34E-01
SP88593	2.45E-01	3.98E-01	2.01E-01	1.50E+00	1.50E+00	6.10E-01	1.29E+00	1.71E+00
SP88158	1.42E-01	2.57E-01	0.00E+00	8.78E-01	6.93E-01	2.61E-01	6.28E-01	7.26E-01
SP87534	6.34E-01	1.98E+00	1.21E+00	2.87E+00	2.66E+00	3.06E+00	3.87E+00	1.37E+00
SP88776	1.92E-01	5.42E-01	4.00E-02	2.57E+00	2.38E+00	8.78E-01	2.45E+00	8.48E-01
SP85725	2.29E-01	7.18E-01	1.41E-01	1.60E+00	2.04E+00	9.88E-01	1.84E+00	8.01E-01
SP86660	4.91E-01	1.15E+00	3.49E-01	2.37E+00	2.75E+00	1.67E+00	2.84E+00	1.65E+00
SP87903	0.00E+00	4.34E-01	7.59E-02	1.18E+00	1.19E+00	5.85E-01	1.32E+00	7.28E-01
