Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP85623	8	1	7	16	30	0	0	6
SP85491	3	0	1	18	57	0	19	0
SP87582	0	1	0	0	0	6	38	18
SP89090	2	13	4	9	44	0	0	0
SP85511	11	0	6	0	29	0	105	6
SP85952	1	0	0	2	0	0	48	4
SP85840	8	0	0	7	34	0	17	26
SP87675	7	12	0	15	15	0	0	18
SP85836	4	13	0	17	111	0	0	10
SP120767	4	0	10	37	57	7	14	9
SP105708	11	0	0	44	0	9	15	17
SP85818	0	0	0	0	0	0	0	2
SP105922	2	0	0	39	19	0	0	1
SP86118	12	0	0	72	0	5	0	5
SP86306	6	46	0	102	0	0	5	0
SP87099	8	0	1	49	0	29	0	16
SP87434	6	10	0	1	39	0	0	14
SP85864	2	5	2	0	0	0	0	15
SP105807	6	14	2	29	53	0	0	0
SP89291	4	7	0	27	0	0	0	14
SP88050	1	12	0	17	0	0	0	12
SP88593	3	5	0	24	11	0	0	29
SP88158	1	2	0	22	0	0	0	4
SP87534	4	31	10	3	10	0	109	18
SP88776	0	11	0	23	67	0	0	2
SP85725	2	15	0	0	67	0	0	0
SP86660	3	25	2	18	48	0	38	28
SP87903	0	4	0	0	24	0	20	0
SP88098	0	16	7	30	0	1	67	0
SP85487	0	53	0	0	9	49	119	11
SP105759	12	0	2	9	8	0	15	14
SP86775	0	0	2	0	14	0	0	4
SP88322	3	19	0	57	14	0	0	0
SP85582	6	12	2	0	31	0	7	29
SP87446	0	44	0	52	0	24	50	31
SP87337	2	1	0	0	29	0	0	8
SP86929	3	22	8	42	0	0	80	2
SP86130	7	7	1	0	30	0	1	27
SP86425	20	12	0	104	0	0	0	0
SP85495	4	0	0	0	2	0	0	23
SP85787	0	0	3	1	9	0	0	28
SP86836	0	0	0	0	0	0	0	16
SP89245	5	4	0	0	22	0	0	1
SP86989	0	3	4	46	36	28	16	18
SP88757	0	4	4	9	42	0	0	0
SP85733	6	0	5	78	0	0	0	10
SP85737	0	0	3	16	2	0	0	4
SP85647	3	6	0	29	4	0	0	25
CPCT02011098T	14	44	83	0	47	0	0	0
WIDE01010618T	92	817	82	7	13	0	0	5
WIDE01010310T	242	86	49	0	0	380	0	0
CPCT02080230T	8	125	202	13	40	0	0	1
CPCT02010914T	1	27	176	0	1	0	24	1
DRUP01010057T	0	15	249	30	0	317	66	24
CPCT02010635T	65	0	539	40	0	99	0	6
WIDE01010556T	3374	323	206	0	23	0	0	0
WIDE01010540T	0	163	52	6	0	126	164	0
