Samples	ID83A	ID83B	ID83C
SP116536	50	50	0
SP116539	17	6	0
SP116542	14	16	0
SP116545	18	11	0
SP116548	16	24	0
SP116550	3	2	1
SP116553	5	27	3
SP116557	5	0	4
SP116559	19	21	0
SP116562	6	33	7
SP116564	20	24	2
SP116571	12	14	0
SP116393	1	0	1
SP116442	4	0	0
SP116446	3	6	1
SP116419	102	29	0
SP116383	297	205	1
SP116385	62	150	14
SP116440	72	103	4
SP116450	177	240	27
SP116493	13	67	3
SP116391	23	51	0
SP116401	34	27	5
SP116409	32	108	4
SP116416	22	9	0
SP116424	24	10	0
SP116515	84	10	0
SP116499	96	62	0
SP116505	0	276	2
SP116509	103	79	0
SP116437	43	22	0
SP116512	216	170	0
SP116465	91	101	0
SP116496	397	148	7
SP116525	165	89	0
SP116481	13	26	2
SP116586	58	17	0
SP116528	0	351	24
SP116589	195	188	12
SP116406	67	50	0
SP116484	26	15	2
SP116453	56	42	1
SP116469	358	61	13
SP116578	649	32	38
SP116531	8	88	2
SP116593	44	18	0
SP116487	13	17	0
SP116456	31	16	2
SP116472	93	146	0
SP116518	138	429	0
SP116412	31	72	0
SP116534	52	37	0
SP116596	315	79	4
SP116490	60	97	0
SP116459	95	106	0
SP116475	23	90	0
SP116520	159	93	0
SP116431	126	155	3
SP116582	123	266	4
SP116599	30	129	0
SP116478	80	89	0
SP116462	23	78	1
SP116523	18	107	2
SP116434	11	13	3
SP122725	88	205	2
SP122476	207	68	4
SP122372	275	0	12
SP122489	80	101	0
SP122560	64	113	6
SP122590	130	63	0
SP122714	91	53	4
SP121870	63	163	0
SP123010	69	192	17
SP121865	133	80	1
SP122676	51	308	12
SP122412	106	67	15
SP122392	388	372	0
SP122634	121	96	0
SP122702	161	112	3
SP121828	128	80	1
SP121783	202	40	0
SP121774	295	154	0
SP121790	162	69	0
SP121859	136	94	0
SP121808	83	39	10
SP121781	361	193	0
SP121763	118	41	2
SP121811	154	45	2
SP121852	153	94	8
SP122361	300	389	0
SP121837	122	28	4
SP121824	113	4	0
SP121841	81	35	0
SP121831	114	105	1
SP121761	206	178	0
SP121816	181	87	0
SP121861	10	3	3
SP121847	147	98	0
DRUP01010001T	308	193	57
CPCT02010424T	336	236	79
CPCT02010349T	90	33	21
CPCT02020325T	29	151	161
CPCT02030246T	138	112	110
CPCT02070010T	23	185	89
CPCT02010370T	163	46	44
CPCT02010369T	416	356	194
CPCT02070013T	527	217	151
CPCT02060018T	33	136	110
CPCT02060022T	72	156	96
CPCT02070009T	127	252	202
CPCT02010398T	393	62	236
CPCT02010408T	78	135	171
CPCT02030246TII	150	188	47
CPCT02010386T	120	400	95
CPCT02020309T	7	279	291
CPCT02080045T	940	225	95
CPCT02020398T	90	100	76
CPCT02010392T	84	0	180
CPCT02090003T	3	211	148
CPCT02060274T	120	329	91
CPCT02020650T	390	163	177
CPCT02080181T	129	155	99
DRUP01340015T	117	191	352
