Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP101845	217	88	192	250	39	34	4	0
SP101682	25	29	66	33	171	96	3	0
SP61553	8	110	10	0	79	45	3	15
SP101724	85	120	241	56	48	102	6	7
SP102103	13	6	111	32	97	39	0	0
SP102174	65	37	170	21	80	56	13	0
SP101622	497	4	117	254	16	39	0	15
SP102161	113	19	93	32	86	41	11	3
SP101654	56	43	142	4	224	144	2	0
SP102074	31	23	60	32	57	19	2	9
SP101694	78	27	190	43	84	50	4	19
SP101616	103	166	273	19	11	29	0	0
SP101666	155	50	83	145	21	15	0	46
SP101558	234	34	52	183	10	14	6	0
SP102096	20	75	74	54	121	18	2	22
SP102084	122	118	77	26	81	99	4	0
SP101580	129	58	73	101	59	23	5	26
SP102064	309	33	57	233	21	31	5	16
SP101564	40	36	69	14	67	33	3	0
SP101921	19	62	136	9	95	34	0	6
SP101648	256	13	50	95	71	5	2	21
SP101628	25	51	82	26	86	21	6	9
SP101708	37	44	85	10	65	66	4	22
SP102055	23	38	44	0	70	24	1	2
SP101634	340	11	59	137	17	6	1	15
SP101588	40	35	97	20	117	81	5	8
SP101584	44	0	143	31	143	53	1	5
SP101686	14	15	71	7	99	42	0	3
SP101532	277	18	86	192	27	28	1	13
SP101732	372	19	180	204	65	46	8	0
SP101528	38	16	179	22	12	19	0	4
SP101536	16	6	34	15	152	14	4	7
SP101576	73	67	161	39	76	51	7	29
SP102015	368	0	194	337	0	45	6	3
SP102168	2	39	78	37	86	12	0	8
SP101716	89	149	144	43	148	134	3	38
SP101592	38	42	142	22	42	25	9	8
SP101658	3	28	25	10	24	8	0	5
SP102045	1314	13	130	288	136	54	25	37
SP101552	709	0	289	378	0	59	0	0
SP101519	64	157	71	44	54	0	1	17
SP101690	124	8	138	43	176	59	7	11
SP102123	18	73	81	43	94	25	3	0
SP101662	397	23	102	21	19	22	3	0
SP101600	1	91	39	20	29	6	3	19
SP101544	52	81	150	7	68	40	6	10
SP102133	0	18606	0	0	0	1311	29	153
SP101881	345	9	93	190	40	46	12	20
SP102035	707	32	0	155	71	19	8	4
SP101642	761	81	170	284	51	103	17	23
SP101596	24	71	96	16	143	32	2	11
SP101670	680	60	166	214	31	35	18	7
SP101674	251	0	56	83	21	3	11	16
SP101572	7	37	35	15	60	11	1	0
SP101678	326	60	144	277	43	30	8	14
SP101740	1217	36	17	721	44	53	33	0
SP101700	253	34	47	220	28	18	0	2
SP101891	521	0	159	310	8	100	5	23
SP102143	644	22	35	131	36	16	20	0
SP102113	228	8	88	155	34	3	11	9
SP101521	23	90	72	18	70	65	3	8
SP101526	90	15	132	79	138	76	12	0
SP101540	14	131	53	33	136	24	1	12
SP101604	192	12	63	72	78	27	2	0
SP101548	420	22	70	35	39	15	0	17
SP101523	376	26	45	197	6	25	0	10
SP102090	22	26	132	12	107	54	3	20
SP101795	323	28	61	265	34	17	3	0
SP102187	224	21	174	100	0	40	7	18
SP101515	178	1	49	124	36	15	0	11
SP101931	344	38	169	142	87	105	9	0
SP101610	239	22	48	231	12	15	8	0
SP61703	35	125	132	83	159	16	4	8
SP59707	0	57	29	17	73	0	2	11
SP68659	204	35	7	198	34	0	3	0
SP62616	1047	34	141	132	3	67	6	6
SP59761	55	69	81	28	78	40	3	11
SP66960	13	128	55	34	114	14	4	12
SP61453	22	22	70	31	65	32	4	21
SP63796	9	18	86	20	39	12	1	0
SP69155	5	24	42	13	34	6	0	4
SP59950	366	0	403	109	154	122	0	4
SP59938	311	21	76	105	0	11	0	2
SP64976	68	41	127	2	63	65	4	0
SP64296	475	78	65	308	0	63	0	12
SP65807	730	77	70	124	14	35	27	43
SP59803	45	55	161	64	172	40	10	25
SP66159	716	16	89	119	148	56	42	73
SP63356	18	68	91	65	110	1	11	11
SP68348	487	127	128	126	60	99	49	24
SP62450	28	19	34	23	66	12	2	9
SP67428	471	16	57	73	117	34	30	21
SP61713	394	24	0	263	20	24	4	19
SP68725	222	26	31	60	51	7	11	9
SP67609	1004	0	31	179	123	69	43	58
SP62110	27	0	151	60	188	100	6	0
SP64546	290	46	50	148	8	0	1	25
SP63546	44	19	198	10	71	49	5	30
SP60322	218	8	69	53	26	24	2	2
SP60243	216	11	19	214	33	17	0	2
SP63966	23	119	77	30	172	95	5	0
SP60362	13	93	64	12	38	16	2	19
SP69077	712	19	79	560	0	54	3	0
SP67346	92	23	296	40	123	79	1	0
SP66687	21	157	112	8	81	65	1	0
SP63716	19	79	87	15	41	6	1	0
SP65376	702	35	76	456	0	61	0	0
SP61343	8	42	115	18	41	42	6	1
SP60001	683	11	116	66	82	45	14	7
SP59860	75	24	130	59	224	84	5	0
SP60610	7	52	70	18	47	14	0	6
SP64036	285	98	35	306	20	16	16	14
SP60842	190	37	143	130	10	38	13	16
CPCT02020307T	21	135	123	22	70	40	81	32
