Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP111062	355	307	24	0	3	0	5	46	11	204	0	12	24	39	37	0
SP111006	397	672	106	216	506	0	40	166	0	217	31	12	71	60	55	0
SP110846	155	100	0	53	0	0	27	70	0	128	0	59	24	35	24	0
SP111086	576	104	141	0	608	0	138	70	0	64	199	155	27	35	26	0
SP111096	444	296	0	0	27	0	75	7	3	108	0	32	34	24	27	0
SP111021	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SP111058	595	312	137	0	718	0	287	42	9	0	0	71	64	24	77	0
SP111092	1004	187	27	0	38	0	74	313	25	17	0	203	572	0	47	0
SP111076	748	433	256	157	39	0	19	9	0	120	0	23	31	49	14	0
SP111098	209	374	0	241	81	0	54	103	8	53	38	55	25	22	12	0
SP111039	8	16	0	0	0	0	19	20	5	37	68	13	0	50	17	0
SP111052	8	10	0	0	15	5	6	8	1	23	0	31	4	9	0	0
SP111166	566	566	530	0	151	0	120	37	0	133	0	70	38	37	30	0
SP111014	51	10	0	0	4	28	47	44	0	0	70	10	5	1	0	0
SP111066	694	441	234	146	296	0	342	116	0	0	0	40	9	23	29	0
SP111094	289	206	50	244	199	0	136	86	0	260	0	116	23	33	75	0
SP111015	130	80	16	61	46	19	68	75	0	27	0	6	33	26	16	0
SP110853	284	141	88	0	116	100	129	135	4	128	28	75	85	63	21	0
SP111051	240	169	38	0	4	0	8	141	12	0	131	2	78	18	0	0
SP110855	424	225	0	134	169	0	112	29	0	229	17	52	67	53	27	0
SP111004	404	615	0	0	17	0	29	61	0	227	83	81	10	37	22	0
SP111078	145	90	0	0	4	0	47	21	0	64	0	7	3	25	12	0
SP110863	178	161	0	0	58	0	141	12	0	61	151	96	13	29	30	0
SP111013	259	83	3	0	32	0	23	28	0	0	356	25	12	23	0	0
SP111042	12	1	0	0	3	0	4	37	0	5	26	0	1	0	0	0
SP111040	49	162	23	0	53	0	25	89	0	27	33	45	44	16	18	0
SP111031	1502	583	0	267	111	0	64	71	6	71	526	8	10	40	0	0
SP23496	160	289	0	166	63	0	72	44	0	102	0	19	30	17	59	0
SP111030	49	3	0	20	10	10	41	21	0	30	284	11	22	26	15	0
SP111019	49	51	0	11	25	0	107	91	0	57	0	58	12	10	0	0
SP111026	432	194	306	0	139	0	209	6	7	99	9	57	22	26	46	0
SP110860	792	255	53	21	93	0	162	23	3	69	260	72	28	38	46	0
SP110851	374	496	3	0	49	0	43	63	1	200	212	63	37	37	20	0
SP111059	385	309	2	69	36	0	15	66	0	104	168	95	78	85	3	0
SP111170	710	446	444	63	81	0	96	115	0	89	0	73	82	22	81	0
SP111054	410	416	0	0	28	92	177	123	0	12	184	0	72	50	0	0
SP111033	847	567	66	0	37	0	47	91	1	88	0	0	80	16	29	0
SP111113	1041	340	164	386	218	0	375	117	0	104	0	94	77	29	62	0
SP110865	634	547	0	0	230	0	197	454	12	40	0	251	574	113	0	0
SP111061	358	216	103	25	76	0	47	34	0	179	37	17	11	37	17	0
SP111101	891	609	217	0	22	0	227	74	0	6	34	65	18	0	0	0
SP110859	233	372	288	50	49	0	43	13	0	97	37	21	2	64	90	0
SP111168	0	115	0	130	18	0	6	123	3	59	0	34	16	20	0	0
SP111067	57	252	0	122	15	0	19	61	0	110	0	48	20	15	18	0
SP111036	498	332	113	58	14	0	12	40	0	87	0	52	2	29	32	0
SP111116	701	488	459	172	66	0	58	36	0	160	0	9	17	28	4	0
SP111099	442	272	110	0	178	0	32	57	2	235	13	47	8	27	51	0
SP23502	749	265	0	0	371	0	305	202	0	152	0	113	47	70	0	0
SP111069	343	505	58	0	372	0	79	0	2	0	387	11	37	74	0	0
SP111043	693	454	71	139	163	0	157	0	0	0	620	56	174	5	60	0
SP111024	726	206	169	0	69	0	120	37	13	65	104	50	64	8	38	0
SP111011	269	169	0	208	138	0	168	26	0	334	0	35	21	39	15	0
