MutationType	ID83A	ID83B
1:Del:C:0	5.24E-06	6.22E-05
1:Del:C:1	4.09E-06	4.07E-05
1:Del:C:2	4.25E-06	3.17E-05
1:Del:C:3	9.97E-06	2.50E-05
1:Del:C:4	1.72E-05	1.89E-05
1:Del:C:5	3.06E-05	1.15E-05
1:Del:T:0	5.07E-06	4.68E-05
1:Del:T:1	5.18E-06	4.81E-05
1:Del:T:2	7.35E-06	4.00E-05
1:Del:T:3	2.19E-05	5.27E-05
1:Del:T:4	3.31E-05	5.40E-05
1:Del:T:5	8.98E-05	3.42E-04
1:Ins:C:0	5.48E-06	7.56E-05
1:Ins:C:1	2.12E-06	2.30E-05
1:Ins:C:2	1.90E-06	1.33E-05
1:Ins:C:3	3.06E-06	1.33E-05
1:Ins:C:4	7.30E-06	1.83E-05
1:Ins:C:5	1.92E-05	4.52E-05
1:Ins:T:0	3.69E-06	3.29E-05
1:Ins:T:1	2.99E-06	3.72E-05
1:Ins:T:2	5.95E-06	2.80E-05
1:Ins:T:3	4.69E-06	2.66E-05
1:Ins:T:4	8.63E-06	2.97E-05
1:Ins:T:5	5.84E-05	1.82E-04
2:Del:R:0	5.50E-06	3.41E-05
2:Del:R:1	7.32E-06	4.63E-05
2:Del:R:2	6.66E-06	2.32E-05
2:Del:R:3	1.54E-05	5.72E-06
2:Del:R:4	1.23E-05	7.47E-06
2:Del:R:5	1.75E-05	1.65E-05
3:Del:R:0	2.05E-06	1.93E-05
3:Del:R:1	7.54E-06	4.15E-05
3:Del:R:2	4.38E-06	1.79E-05
3:Del:R:3	3.74E-06	1.20E-05
3:Del:R:4	2.14E-06	8.87E-06
3:Del:R:5	3.42E-06	8.05E-06
4:Del:R:0	1.64E-06	2.02E-05
4:Del:R:1	4.28E-06	2.93E-05
4:Del:R:2	2.48E-06	1.48E-05
4:Del:R:3	2.69E-06	1.32E-05
4:Del:R:4	2.62E-06	6.27E-06
4:Del:R:5	2.21E-06	6.02E-06
5:Del:R:0	2.09E-06	5.69E-05
5:Del:R:1	2.27E-06	2.87E-05
5:Del:R:2	1.61E-06	1.13E-05
5:Del:R:3	1.54E-06	6.92E-06
5:Del:R:4	1.18E-06	3.93E-06
5:Del:R:5	4.35E-07	2.81E-06
2:Ins:R:0	3.41E-06	3.04E-05
2:Ins:R:1	1.82E-06	2.36E-05
2:Ins:R:2	2.06E-06	1.61E-05
2:Ins:R:3	3.78E-06	1.37E-05
2:Ins:R:4	7.55E-06	2.02E-05
2:Ins:R:5	1.37E-05	4.25E-05
3:Ins:R:0	9.22E-07	1.93E-05
3:Ins:R:1	1.10E-06	2.08E-05
3:Ins:R:2	1.02E-06	9.86E-06
3:Ins:R:3	1.06E-06	4.10E-06
3:Ins:R:4	2.21E-06	5.84E-06
3:Ins:R:5	4.85E-06	1.26E-05
4:Ins:R:0	1.85E-06	2.66E-05
4:Ins:R:1	1.46E-06	2.14E-05
4:Ins:R:2	1.19E-06	8.24E-06
4:Ins:R:3	1.52E-06	7.21E-06
4:Ins:R:4	1.73E-06	1.02E-05
4:Ins:R:5	2.35E-06	1.55E-05
5:Ins:R:0	3.36E-06	4.67E-05
5:Ins:R:1	1.84E-06	4.02E-05
5:Ins:R:2	7.07E-07	1.04E-05
5:Ins:R:3	9.04E-07	6.86E-06
5:Ins:R:4	9.82E-07	6.58E-06
5:Ins:R:5	6.64E-07	4.10E-06
2:Del:M:1	5.69E-06	3.96E-05
3:Del:M:1	1.91E-06	1.60E-05
3:Del:M:2	4.89E-06	3.16E-05
4:Del:M:1	2.24E-06	1.53E-05
4:Del:M:2	2.63E-06	2.32E-05
4:Del:M:3	3.46E-06	3.08E-05
5:Del:M:1	2.17E-06	4.77E-05
5:Del:M:2	1.88E-06	5.37E-05
5:Del:M:3	1.72E-06	4.69E-05
5:Del:M:4	1.27E-06	3.32E-05
5:Del:M:5	1.36E-06	3.80E-05
