NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	228.756	36.266	61.74	33.224	0.146	0.934	1000000.0
2	228.958	36.262	61.941	33.326	0.147	0.933	1000000.0
3	227.618	36.294	61.004	33.349	0.147	0.934	1000000.0
4	228.394	36.263	61.629	33.236	0.146	0.934	1000000.0
5	227.752	36.298	61.168	33.315	0.149	0.933	1000000.0
6	227.402	36.277	61.06	33.434	0.147	0.934	1000000.0
7	228.496	36.27	61.48	33.357	0.147	0.934	1000000.0
8	227.685	36.285	61.119	33.312	0.147	0.934	1000000.0
9	228.66	36.181	61.992	33.21	0.146	0.934	1000000.0
10	228.189	36.238	61.505	33.229	0.147	0.934	1000000.0
11	229.804	36.298	62.305	33.229	0.147	0.934	1000000.0
12	229.092	36.273	61.98	33.117	0.146	0.934	1000000.0
13	227.65	36.222	60.997	33.28	0.146	0.934	1000000.0
14	228.184	36.242	61.402	33.277	0.147	0.934	1000000.0
15	229.171	36.201	62.239	33.187	0.146	0.934	1000000.0
16	227.639	36.216	61.204	33.248	0.146	0.934	1000000.0
17	231.603	36.249	63.437	33.228	0.146	0.934	1000000.0
18	227.665	36.226	61.267	33.275	0.146	0.934	1000000.0
19	227.513	36.26	61.097	33.275	0.146	0.933	1000000.0
20	228.944	36.217	62.018	33.197	0.146	0.933	1000000.0
21	227.713	36.291	61.007	33.288	0.147	0.934	1000000.0
22	229.039	36.234	61.938	33.203	0.147	0.934	1000000.0
23	228.491	36.281	61.626	33.288	0.146	0.934	1000000.0
24	228.484	36.273	61.849	33.398	0.146	0.933	1000000.0
25	228.593	36.286	61.652	33.236	0.147	0.934	1000000.0
26	228.144	36.235	61.503	33.264	0.146	0.933	1000000.0
27	228.772	36.213	62.024	33.323	0.147	0.934	1000000.0
28	227.916	36.287	61.212	33.384	0.146	0.933	1000000.0
29	227.871	36.248	61.192	33.267	0.146	0.934	1000000.0
30	227.712	36.242	61.157	33.227	0.146	0.934	1000000.0
31	227.884	36.225	61.399	33.28	0.146	0.934	1000000.0
32	227.655	36.258	61.234	33.298	0.146	0.934	1000000.0
33	228.54	36.265	61.821	33.369	0.146	0.933	1000000.0
34	228.828	36.21	61.938	33.243	0.146	0.934	1000000.0
35	227.853	36.302	61.183	33.31	0.146	0.933	1000000.0
36	228.88	36.295	61.832	33.245	0.146	0.934	1000000.0
37	228.251	36.334	61.473	33.359	0.147	0.933	1000000.0
38	229.504	36.281	62.255	33.307	0.146	0.933	1000000.0
39	227.971	36.322	61.231	33.315	0.146	0.933	1000000.0
40	228.078	36.287	61.174	33.315	0.146	0.934	1000000.0
41	229.879	36.261	62.388	33.196	0.146	0.934	1000000.0
42	228.139	36.293	61.52	33.352	0.146	0.933	1000000.0
43	228.24	36.228	61.466	33.292	0.146	0.933	1000000.0
44	228.682	36.269	61.846	33.309	0.146	0.933	1000000.0
45	227.89	36.248	61.326	33.29	0.147	0.934	1000000.0
46	227.756	36.306	61.247	33.268	0.15	0.933	1000000.0
47	228.462	36.212	61.665	33.244	0.147	0.934	1000000.0
48	227.349	36.244	61.066	33.33	0.146	0.934	1000000.0
49	227.26	36.291	60.97	33.344	0.146	0.933	1000000.0
50	228.982	36.245	61.796	33.187	0.146	0.934	1000000.0
51	227.469	36.211	61.225	33.283	0.146	0.934	1000000.0
52	228.074	36.251	61.537	33.314	0.146	0.933	1000000.0
53	227.896	36.228	61.478	33.252	0.147	0.934	1000000.0
54	229.041	36.287	61.95	33.296	0.147	0.934	1000000.0
55	228.258	36.284	61.516	33.222	0.15	0.933	1000000.0
56	228.505	36.244	61.81	33.373	0.147	0.933	1000000.0
57	227.798	36.256	60.946	33.398	0.147	0.934	1000000.0
58	227.324	36.234	61.069	33.189	0.146	0.934	1000000.0
59	230.672	36.27	62.713	33.223	0.146	0.934	1000000.0
60	228.61	36.305	61.696	33.32	0.147	0.934	1000000.0
61	229.524	36.306	62.193	33.327	0.148	0.933	1000000.0
62	229.024	36.215	62.127	33.254	0.147	0.934	1000000.0
63	230.407	36.264	62.596	33.2	0.147	0.933	1000000.0
64	228.064	36.305	61.442	33.317	0.15	0.933	1000000.0
65	228.005	36.259	61.443	33.263	0.15	0.933	1000000.0
66	228.183	36.243	61.596	33.276	0.146	0.933	1000000.0
67	229.247	36.247	62.019	33.234	0.147	0.934	1000000.0
68	228.004	36.208	61.594	33.327	0.147	0.934	1000000.0
69	228.481	36.245	61.455	33.18	0.146	0.934	1000000.0
70	227.658	36.245	61.253	33.383	0.146	0.933	1000000.0
71	229.124	36.311	61.912	33.217	0.146	0.934	1000000.0
72	227.663	36.236	61.126	33.3	0.146	0.934	1000000.0
73	228.301	36.26	61.406	33.283	0.147	0.933	1000000.0
74	229.383	36.273	62.095	33.361	0.147	0.934	1000000.0
75	227.77	36.259	60.989	33.347	0.147	0.933	1000000.0
76	227.592	36.283	60.881	33.358	0.146	0.934	1000000.0
77	228.739	36.25	61.899	33.309	0.146	0.934	1000000.0
78	228.515	36.22	61.75	33.278	0.146	0.933	1000000.0
79	228.566	36.277	61.784	33.367	0.146	0.933	1000000.0
80	228.196	36.271	61.515	33.347	0.147	0.933	1000000.0
81	228.173	36.197	61.614	33.272	0.146	0.934	1000000.0
82	228.979	36.255	61.992	33.393	0.146	0.933	1000000.0
83	229.08	36.29	61.905	33.266	0.147	0.933	1000000.0
84	227.902	36.285	61.126	33.409	0.146	0.933	1000000.0
85	227.638	36.207	61.441	33.234	0.148	0.934	1000000.0
86	228.751	36.249	61.855	33.336	0.147	0.933	1000000.0
87	228.424	36.25	61.553	33.314	0.146	0.933	1000000.0
88	228.25	36.229	61.745	33.331	0.146	0.933	1000000.0
89	228.528	36.229	61.798	33.221	0.146	0.934	1000000.0
90	227.92	36.214	61.175	33.331	0.148	0.934	1000000.0
91	228.372	36.324	61.355	33.337	0.146	0.933	1000000.0
92	226.864	36.214	60.611	33.348	0.146	0.934	1000000.0
93	228.477	36.311	61.543	33.378	0.146	0.933	1000000.0
94	227.897	36.286	61.232	33.258	0.146	0.934	1000000.0
95	227.197	36.272	60.93	33.334	2.784	0.933	1000000.0
96	227.459	36.274	60.983	33.557	0.147	0.933	1000000.0
97	228.067	36.215	61.537	33.312	0.146	0.933	1000000.0
98	228.729	36.284	61.751	33.383	0.147	0.933	1000000.0
99	227.376	36.257	61.041	33.269	0.146	0.934	1000000.0
100	228.637	36.207	61.821	33.266	0.147	0.933	1000000.0
