MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
3:Ins:R:4	3.43E-06	1.67E-05	2.86E-05	1.38E-05	5.83E-06	4.18E-05	1.47E-05	3.82E-05	1.94E-05
3:Ins:R:5	1.23E-05	6.32E-05	2.12E-05	1.84E-05	4.28E-05	1.25E-04	4.09E-05	9.49E-05	2.19E-04
4:Ins:R:0	4.20E-05	1.45E-05	3.17E-05	0.00E+00	1.94E-04	1.04E-03	5.64E-04	1.16E-04	1.99E-03
4:Ins:R:1	0.00E+00	1.17E-05	1.42E-04	2.83E-04	5.37E-05	7.52E-04	2.70E-04	3.89E-04	4.14E-04
4:Ins:R:2	1.24E-05	1.52E-05	1.29E-05	6.56E-05	9.15E-07	1.51E-04	9.56E-05	4.58E-05	1.35E-04
4:Ins:R:3	1.40E-06	2.31E-05	1.29E-05	2.77E-05	1.69E-05	3.80E-05	4.61E-05	4.12E-06	9.07E-05
4:Ins:R:4	8.53E-06	3.05E-05	3.02E-05	3.74E-05	6.12E-06	1.06E-04	3.12E-05	8.89E-05	1.28E-04
4:Ins:R:5	1.09E-07	3.99E-05	1.57E-05	5.74E-05	7.96E-05	1.14E-04	2.10E-05	9.18E-05	1.67E-04
5:Ins:R:0	2.14E-09	2.01E-07	1.33E-08	4.71E-09	6.52E-08	6.19E-08	3.24E-03	7.61E-09	4.21E-04
5:Ins:R:1	1.61E-04	2.68E-05	3.92E-04	8.26E-04	2.44E-04	1.58E-03	3.99E-04	8.96E-04	1.16E-03
5:Ins:R:2	2.19E-05	7.24E-06	3.80E-05	1.22E-04	2.57E-05	1.97E-04	9.87E-05	9.44E-05	3.26E-04
5:Ins:R:3	6.29E-06	1.38E-05	2.19E-05	1.45E-05	9.05E-06	8.20E-05	4.32E-05	7.60E-05	1.49E-04
5:Ins:R:4	3.79E-11	1.84E-05	9.78E-06	1.91E-05	1.23E-05	5.53E-05	5.51E-06	4.93E-05	4.88E-05
5:Ins:R:5	1.76E-06	1.27E-05	2.70E-05	7.83E-06	9.01E-06	5.60E-05	2.89E-05	3.27E-05	2.17E-05
2:Del:M:1	1.62E-04	4.32E-05	3.60E-04	6.54E-04	3.87E-04	1.29E-03	4.08E-04	1.04E-03	9.18E-04
3:Del:M:1	9.43E-05	8.77E-11	1.67E-04	3.79E-04	2.14E-05	7.60E-04	2.25E-04	6.70E-04	3.35E-04
3:Del:M:2	1.04E-04	2.18E-05	2.09E-04	4.44E-04	2.50E-04	8.27E-04	1.72E-04	8.58E-04	5.84E-04
4:Del:M:1	1.05E-04	1.12E-05	2.07E-04	3.00E-04	1.57E-04	6.21E-04	2.89E-04	5.87E-04	8.08E-04
4:Del:M:2	1.37E-04	1.59E-05	1.58E-04	4.60E-04	2.28E-04	8.18E-04	2.60E-04	7.32E-04	3.57E-04
4:Del:M:3	1.23E-04	1.67E-05	5.22E-05	5.03E-04	2.54E-04	8.69E-04	1.85E-04	8.43E-04	5.62E-04
5:Del:M:1	3.30E-03	1.72E-05	3.04E-03	6.55E-04	5.04E-04	1.90E-03	1.67E-03	1.26E-03	9.71E-04
5:Del:M:2	9.00E-04	2.35E-05	3.06E-03	2.51E-04	4.47E-04	2.68E-03	2.12E-04	5.95E-04	1.99E-03
5:Del:M:3	1.55E-03	1.46E-05	2.70E-03	6.87E-04	1.83E-04	1.13E-03	4.17E-04	5.14E-04	1.28E-03
5:Del:M:4	1.13E-03	1.20E-05	1.50E-03	5.98E-04	1.63E-04	5.60E-04	3.15E-05	8.71E-04	1.09E-03
5:Del:M:5	1.17E-03	1.80E-05	1.01E-03	4.42E-04	1.04E-04	9.76E-04	2.76E-04	6.73E-04	1.61E-03
