Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP116536	15	9	0	11	0	0	19	0	22	0	8	0	0	0	7	1	0	0	8
SP116539	1	0	0	3	0	4	1	0	11	0	3	0	0	0	0	0	0	0	0
SP116542	3	0	0	2	0	0	7	1	7	0	1	0	2	0	7	0	0	0	0
SP116545	1	0	0	4	10	0	7	0	4	0	0	0	0	3	0	0	0	0	0
SP116548	6	0	0	3	5	1	0	0	9	0	5	1	3	4	3	0	0	0	0
SP116550	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SP116553	10	2	0	1	4	0	5	0	1	2	0	0	0	0	6	0	0	4	0
SP116557	0	0	1	0	0	3	0	0	2	1	0	0	0	0	1	0	0	0	1
SP116559	3	0	0	3	8	0	1	0	11	0	3	6	0	0	4	0	1	0	0
SP116562	14	7	2	0	0	0	6	0	0	0	5	0	2	2	6	0	0	0	2
SP116564	5	1	0	6	1	3	0	5	2	4	1	0	5	1	4	0	0	3	5
SP116571	2	1	0	8	4	1	0	0	3	1	2	0	2	0	2	0	0	0	0
SP116393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP116442	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SP116446	1	0	0	1	0	0	0	0	3	2	0	0	1	0	0	1	0	0	1
SP116419	3	3	0	8	14	1	38	0	11	0	15	0	0	2	13	0	8	1	14
SP116383	52	98	3	91	31	46	37	7	26	0	21	0	22	4	46	12	7	0	0
SP116385	42	16	0	11	6	10	16	28	0	0	4	26	9	0	29	8	0	21	0
SP116440	27	6	0	12	0	2	0	55	1	0	13	0	0	0	28	0	27	0	8
SP116450	78	88	2	37	20	0	29	60	4	0	20	37	12	0	24	0	19	9	5
SP116493	24	0	0	2	8	1	11	0	13	0	3	0	2	0	3	1	12	3	0
SP116391	11	0	0	15	4	0	0	2	8	0	1	7	0	0	0	0	3	1	22
SP116401	11	15	0	2	4	0	6	0	10	0	4	0	6	1	4	1	1	0	1
SP116409	34	7	0	11	11	2	7	0	4	0	6	0	15	0	30	7	4	0	6
SP116416	1	0	0	3	0	2	14	0	5	0	1	0	2	0	0	1	2	0	0
SP116424	2	2	0	1	2	2	7	0	1	0	5	1	4	0	7	0	0	0	0
SP116515	0	11	2	8	7	12	25	5	9	0	8	0	1	5	1	0	0	0	0
SP116499	11	6	5	33	47	14	16	0	0	0	7	0	1	0	0	1	0	8	9
SP116505	134	1	2	57	28	3	0	11	0	0	1	0	1	0	6	3	12	8	11
SP116509	0	13	1	31	39	15	0	0	17	0	6	48	3	0	3	3	0	3	0
SP116437	6	6	0	3	7	0	10	0	13	0	9	0	0	0	5	0	0	2	4
SP116512	30	13	0	15	50	5	59	9	0	0	5	0	168	0	29	0	0	0	3
SP116465	6	1	0	34	11	6	0	0	0	0	1	0	42	0	76	4	0	11	0
SP116496	47	98	0	32	33	41	22	108	70	0	15	0	14	0	23	10	0	0	39
SP116525	21	31	0	30	20	4	54	0	49	0	9	0	6	0	18	0	0	12	0
SP116481	8	0	1	3	8	1	0	0	0	0	0	0	0	0	0	0	3	0	17
SP116586	3	2	0	3	21	7	2	15	9	0	2	0	0	0	3	1	5	2	0
SP116528	144	19	0	12	19	5	6	5	27	0	6	62	11	44	1	3	0	11	0
SP116589	66	53	6	37	88	37	0	5	0	0	13	0	6	0	9	0	51	7	17
SP116406	6	11	0	21	38	1	0	0	0	1	1	8	8	0	12	0	0	8	2
SP116484	3	0	2	3	2	0	24	7	0	0	0	0	2	0	0	0	0	0	0
SP116453	10	6	1	7	14	0	19	7	8	0	2	0	4	0	4	2	9	6	0
SP116469	23	101	0	8	24	29	57	152	1	0	17	0	17	0	0	3	0	0	0
SP116578	20	253	0	18	26	119	10	125	47	0	26	0	25	1	12	0	35	0	2
SP116531	34	0	0	4	18	1	0	11	4	0	4	0	5	0	1	0	16	0	0
