Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP124389	239	20	37	35	6	69	10	0	7
SP124362	607	1	134	127	9	44	75	4	25
SP124394	255	8	223	34	14	44	0	19	8
SP124334	247	17	117	90	0	56	3	6	12
SP124339	1	4	46	33	0	1	10	16	18
SP124454	150	28	111	92	6	64	0	0	9
SP124380	410	18	115	50	1	24	83	35	10
SP124273	14	26	28	323	6	67	18	0	9
SP124357	20	46	56	77	0	41	32	28	13
SP124399	396	19	254	160	4	61	94	0	6
SP124311	473	7	361	74	8	0	54	0	38
SP124355	11	13	43	86	0	20	14	30	6
SP124434	289	26	109	60	6	53	43	45	11
SP124428	699	10	404	213	13	88	91	191	9
SP124449	297	56	96	193	18	41	73	0	7
SP124298	828	30	740	144	32	79	222	0	32
SP124431	256	12	283	48	8	35	36	9	9
SP124396	172	111	97	157	0	49	16	34	33
SP124409	546	20	138	133	4	153	121	17	22
SP124341	18	35	28	103	0	126	16	29	8
SP124353	2	3	33	32	0	41	10	15	4
SP124278	7	34	33	208	2	31	0	11	14
SP124376	161	23	156	61	4	29	0	68	19
SP124346	62	26	42	286	0	88	7	7	27
SP124439	746	29	167	37	37	43	156	0	7
SP124351	10	9	41	41	2	23	3	0	6
SP124406	206	85	109	0	0	61	6	170	91
SP124323	12	22	34	97	0	23	0	30	3
SP124391	20	11	62	111	6	61	17	22	12
SP124423	38	0	11	15	0	12	0	0	3
SP124382	1619	11	1156	0	8	278	32	0	49
SP124415	978	46	97	102	47	245	710	0	9
SP124436	1077	38	514	271	14	192	110	0	68
SP124460	523	54	112	131	7	71	89	14	23
SP124425	192	7	156	20	6	24	2	2	6
SP124456	113	38	246	1	7	0	0	36	3
SP124367	351	25	218	47	5	56	31	0	23
SP124281	9	10	13	100	6	21	13	0	10
SP124377	191	0	247	30	3	20	0	52	15
SP124412	245	7	152	39	10	0	0	0	14
SP124333	90	12	121	53	1	71	18	9	11
SP124359	5	38	53	188	0	63	32	21	17
SP124286	4	21	20	37	0	10	4	9	6
SP124329	114	0	67	4	0	12	0	13	8
SP124326	105	27	154	131	2	43	11	5	20
SP124458	395	32	493	26	12	45	23	80	22
SP124401	1495	63	604	160	28	108	191	44	28
SP124264	27	25	50	128	0	234	29	41	15
SP124384	437	18523	292	2385	0	298	0	0	65
SP124403	41	4	81	0	0	7	9	11	2
SP124462	336	48	317	96	11	68	23	29	36
SP124271	45	60	150	407	0	155	36	10	21
SP124336	12	4	33	272	2	73	20	22	16
SP124452	246	21	296	45	14	15	0	0	12
SP124386	335	16	255	91	9	11	38	107	10
SP124441	10	123	49	109	0	110	12	111	15
SP124418	342	10	150	29	11	50	26	0	10
SP124291	1	22	50	138	0	37	0	42	11
SP124319	457	4	155	18	2	0	0	13	8
SP124305	98	1	99	149	7	58	0	18	25
SP124447	1302	83	1601	49	23	207	352	214	61
SP124344	3	11	28	63	1	54	19	37	9
SP124369	355	33	227	67	17	81	86	8	29
SP124348	4	3	34	94	0	50	19	4	5
SP124295	37	114	48	207	0	106	13	42	13
SP124444	69	32	61	191	13	0	2	18	3
SP124365	268	34	200	65	5	106	29	6	27
SP124420	165	21	189	91	5	44	0	92	12
SP124364	205	114	0	121	0	0	0	802	543
SP124307	364	24	122	69	0	24	0	115	27
SP82445	1056	3	83	58	0	206	322	0	10
SP83242	208	27	108	49	5	72	24	0	22
