MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	8.12E-04	3.11E-04	4.38E-05	7.87E-04	4.79E-04	1.32E-03	7.97E-04
1:Del:C:1	1.91E-03	3.37E-04	4.49E-05	1.32E-03	4.23E-04	1.89E-03	5.15E-04
1:Del:C:2	1.28E-03	1.12E-04	3.79E-05	9.28E-04	2.71E-04	1.32E-03	3.89E-04
1:Del:C:3	6.00E-04	9.73E-05	5.71E-05	4.52E-04	1.84E-04	5.55E-04	3.62E-04
1:Del:C:4	4.73E-04	4.67E-05	8.31E-05	3.68E-04	1.60E-04	4.92E-04	3.58E-04
1:Del:C:5	2.36E-04	4.63E-05	1.21E-04	1.17E-04	6.95E-05	2.26E-04	3.04E-04
1:Del:T:0	6.58E-04	2.72E-04	3.67E-05	6.24E-04	5.39E-04	1.07E-03	6.80E-04
1:Del:T:1	6.00E-04	1.94E-04	3.10E-05	4.84E-04	4.98E-04	9.24E-04	4.87E-04
1:Del:T:2	5.83E-04	2.33E-04	4.68E-05	6.70E-04	5.80E-04	8.25E-04	6.10E-04
1:Del:T:3	4.72E-04	2.89E-04	8.47E-05	5.25E-04	4.02E-04	7.92E-04	5.60E-04
1:Del:T:4	3.26E-04	2.34E-04	1.51E-04	5.03E-04	3.26E-04	4.99E-04	3.09E-04
1:Del:T:5	4.56E-04	5.37E-04	4.60E-04	8.20E-04	5.87E-04	6.69E-04	1.35E-03
1:Ins:C:0	1.89E-04	1.17E-04	2.23E-05	2.19E-04	1.60E-04	2.80E-04	3.68E-04
1:Ins:C:1	1.24E-04	8.20E-05	1.51E-05	1.68E-04	7.04E-05	2.17E-04	2.16E-04
1:Ins:C:2	9.79E-05	5.28E-05	1.49E-05	1.55E-04	1.08E-04	2.10E-04	2.12E-04
1:Ins:C:3	9.26E-05	5.10E-05	3.12E-05	1.40E-04	1.01E-04	1.62E-04	1.69E-04
1:Ins:C:4	8.53E-05	5.42E-05	4.85E-05	8.15E-05	7.84E-05	7.47E-05	1.38E-04
1:Ins:C:5	2.11E-04	1.66E-04	7.69E-05	1.33E-04	1.10E-04	1.52E-04	4.86E-04
1:Ins:T:0	1.83E-04	1.30E-04	1.89E-05	2.35E-04	1.30E-04	3.73E-04	4.71E-04
1:Ins:T:1	4.48E-04	4.52E-04	3.34E-05	5.66E-04	2.97E-04	2.32E-03	8.66E-04
1:Ins:T:2	3.61E-04	1.85E-04	6.89E-05	3.48E-04	9.03E-05	8.57E-04	4.77E-04
1:Ins:T:3	2.33E-04	1.56E-04	5.30E-05	3.03E-04	1.61E-04	6.38E-04	3.67E-04
1:Ins:T:4	2.03E-04	1.35E-04	4.55E-05	2.10E-04	1.55E-04	3.85E-04	2.46E-04
1:Ins:T:5	4.70E-03	1.41E-03	3.89E-04	1.10E-03	2.98E-03	6.14E-03	2.21E-03
2:Del:R:0	2.79E-04	1.34E-04	1.63E-05	3.62E-04	2.22E-04	3.64E-04	3.67E-04
2:Del:R:1	3.81E-04	1.63E-04	4.72E-05	4.40E-04	2.84E-04	4.05E-04	4.22E-04
2:Del:R:2	1.34E-04	8.46E-05	3.13E-05	1.81E-04	1.16E-04	2.63E-04	2.04E-04
2:Del:R:3	7.21E-05	4.88E-05	3.83E-05	8.45E-05	6.52E-05	1.29E-04	1.78E-04
