Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP85623	4.43E-01	1.63E-01	3.49E-01	5.13E-01	1.38E+00	6.29E-01	1.14E+00	1.14E+00	1.31E+00	6.48E-01
SP85491	2.80E-01	1.64E-01	0.00E+00	4.41E-01	2.15E+00	8.99E-01	2.43E+00	2.62E+00	2.32E+00	4.01E-01
SP87582	2.43E-01	4.10E-01	2.75E-01	4.71E-01	9.73E-01	1.20E+00	1.15E+00	6.39E-01	1.02E+00	1.07E+00
SP89090	2.27E-01	5.26E-01	4.05E-01	1.01E+00	1.61E+00	1.17E+00	1.42E+00	1.54E+00	1.70E+00	1.51E-01
SP85511	6.62E-01	6.48E-01	6.17E-01	1.14E+00	1.54E+00	2.64E+00	3.24E+00	3.23E+00	2.03E+00	1.23E+00
SP85952	1.02E-01	3.61E-01	0.00E+00	6.35E-01	1.07E+00	1.39E+00	1.31E+00	1.61E+00	1.06E+00	4.07E-01
SP85840	4.34E-01	2.79E-01	0.00E+00	4.95E-01	1.33E+00	8.73E-01	1.49E+00	1.86E+00	1.43E+00	1.38E+00
SP87675	4.67E-01	6.18E-01	0.00E+00	8.09E-01	9.04E-01	7.07E-01	7.21E-01	1.36E+00	8.96E-01	9.24E-01
SP85836	3.29E-01	5.18E-01	3.10E-01	1.52E+00	2.32E+00	1.54E+00	3.10E+00	2.41E+00	2.92E+00	1.16E+00
SP120767	4.68E-01	1.75E-01	6.95E-01	1.05E+00	2.05E+00	1.39E+00	2.11E+00	2.46E+00	2.17E+00	9.82E-01
SP105708	6.44E-01	4.65E-01	0.00E+00	9.46E-01	1.83E+00	1.02E+00	1.24E+00	1.86E+00	1.23E+00	9.05E-01
SP85818	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-02	0.00E+00	2.00E-02
SP105922	2.99E-01	4.61E-02	0.00E+00	2.37E-01	1.79E+00	5.23E-01	6.25E-01	1.50E+00	1.60E+00	2.89E-01
