Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP85623	3.81E-01	2.04E-01	4.09E-01	1.49E+00	1.29E+00	1.13E+00
SP85491	3.31E-01	3.18E-01	0.00E+00	2.56E+00	2.42E+00	1.66E+00
SP87582	2.96E-01	4.32E-01	3.32E-01	1.30E+00	1.43E+00	1.38E+00
SP89090	2.85E-01	5.36E-01	4.01E-01	2.07E+00	2.13E+00	1.34E+00
SP85511	6.12E-01	9.44E-01	9.78E-01	3.27E+00	3.51E+00	2.49E+00
SP85952	1.30E-01	4.39E-01	9.64E-02	1.80E+00	1.93E+00	1.22E+00
SP85840	3.81E-01	3.34E-01	0.00E+00	2.11E+00	1.69E+00	1.85E+00
SP87675	4.10E-01	6.61E-01	0.00E+00	1.21E+00	1.21E+00	1.19E+00
SP85836	3.29E-01	7.29E-01	4.41E-01	4.00E+00	3.62E+00	2.76E+00
SP120767	4.87E-01	3.56E-01	7.56E-01	2.82E+00	2.47E+00	2.18E+00
SP105708	6.30E-01	5.05E-01	3.00E-02	1.97E+00	1.82E+00	1.58E+00
SP85818	0.00E+00	0.00E+00	0.00E+00	2.00E-02	0.00E+00	2.00E-02
SP105922	2.17E-01	8.09E-02	0.00E+00	1.80E+00	1.45E+00	1.46E+00
SP86118	6.11E-01	2.42E-01	0.00E+00	2.49E+00	2.16E+00	1.73E+00
SP86306	6.80E-01	1.47E+00	0.00E+00	3.33E+00	4.02E+00	1.58E+00
SP87099	8.48E-01	6.35E-01	4.31E-01	2.31E+00	2.16E+00	1.86E+00
SP87434	4.82E-01	5.25E-01	5.00E-02	1.73E+00	1.21E+00	1.47E+00
SP85864	2.37E-01	3.33E-01	2.51E-01	2.56E-01	5.12E-01	4.59E-01
SP105807	3.48E-01	6.63E-01	2.00E-02	2.32E+00	2.23E+00	1.35E+00
SP89291	2.61E-01	4.60E-01	0.00E+00	1.16E+00	1.09E+00	1.14E+00
SP88050	2.56E-01	4.52E-01	2.65E-01	9.16E-01	1.02E+00	9.21E-01
SP88593	2.85E-01	4.48E-01	2.13E-01	1.55E+00	1.21E+00	1.66E+00
SP88158	1.51E-01	2.62E-01	1.00E-02	9.33E-01	6.97E-01	9.51E-01
SP87534	5.57E-01	1.57E+00	1.41E+00	3.26E+00	3.72E+00	2.28E+00
SP88776	1.29E-01	5.38E-01	9.00E-02	2.82E+00	2.84E+00	1.81E+00
SP85725	2.22E-01	6.61E-01	1.92E-01	2.37E+00	2.26E+00	1.77E+00
SP86660	3.91E-01	1.09E+00	3.82E-01	2.72E+00	2.78E+00	2.44E+00
SP87903	0.00E+00	4.35E-01	1.46E-01	1.39E+00	1.43E+00	1.12E+00
SP88098	1.71E-01	1.07E+00	7.92E-01	3.19E+00	3.66E+00	1.58E+00
SP85487	8.26E-01	1.74E+00	5.30E-01	3.61E+00	3.27E+00	2.21E+00
SP105759	3.98E-01	3.43E-01	3.55E-01	1.38E+00	1.27E+00	1.28E+00
SP86775	0.00E+00	0.00E+00	2.07E-01	5.89E-01	4.10E-01	6.28E-01
SP88322	3.15E-01	8.47E-01	0.00E+00	2.20E+00	2.40E+00	1.34E+00
SP85582	2.82E-01	6.06E-01	0.00E+00	1.36E+00	1.25E+00	1.54E+00
SP87446	6.44E-01	1.62E+00	3.47E-01	3.12E+00	3.47E+00	1.99E+00
SP87337	1.87E-01	2.62E-01	4.00E-02	1.21E+00	8.85E-01	1.19E+00
SP86929	4.95E-01	1.14E+00	6.38E-01	3.03E+00	3.62E+00	1.60E+00
SP86130	3.89E-01	4.66E-01	2.59E-01	1.65E+00	1.31E+00	1.45E+00
SP86425	8.88E-01	5.44E-01	4.65E-01	3.84E+00	3.80E+00	2.31E+00
SP85495	2.22E-01	1.66E-01	5.51E-02	6.04E-01	3.09E-01	6.60E-01
SP85787	0.00E+00	2.00E-02	3.21E-01	8.64E-01	4.88E-01	9.71E-01
SP86836	1.30E-01	0.00E+00	0.00E+00	2.06E-01	1.18E-01	2.65E-01
SP89245	3.39E-01	2.94E-01	0.00E+00	9.84E-01	9.11E-01	8.14E-01
SP86989	5.67E-01	7.34E-01	4.45E-01	2.89E+00	2.91E+00	2.43E+00
SP88757	0.00E+00	3.52E-01	3.65E-01	1.95E+00	1.67E+00	1.59E+00
SP85733	3.35E-01	1.93E-01	4.79E-01	2.64E+00	2.47E+00	2.07E+00
SP85737	0.00E+00	0.00E+00	2.98E-01	8.79E-01	6.81E-01	8.00E-01
SP85647	2.70E-01	4.04E-01	0.00E+00	1.50E+00	1.54E+00	1.40E+00
CPCT02011098T	9.42E-01	1.83E+00	2.35E+00	2.10E+00	2.90E+00	1.35E+00
WIDE01010618T	3.90E+00	7.01E+00	2.33E+00	1.41E+00	8.31E+00	4.45E-01
WIDE01010310T	1.05E+01	9.01E+00	2.76E+00	4.14E+00	2.09E+01	2.31E+00
CPCT02080230T	1.38E+00	3.07E+00	3.92E+00	2.54E+00	3.37E+00	1.30E+00
CPCT02010914T	6.43E-01	2.26E+00	2.78E+00	1.40E+00	2.42E+00	5.89E-01
DRUP01010057T	4.29E+00	3.92E+00	6.54E+00	3.89E+00	9.20E+00	2.18E+00
CPCT02010635T	4.41E+00	1.70E+00	7.63E+00	2.15E+00	1.01E+01	1.50E+00
WIDE01010556T	2.61E+01	1.64E+01	1.01E+01	4.76E+00	2.64E+01	1.90E+00
WIDE01010540T	1.55E+00	3.57E+00	2.51E+00	4.57E+00	6.30E+00	2.06E+00
