Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP85623	8	0	7	44	0	9
SP85491	3	3	1	91	0	0
SP87582	0	5	4	0	23	31
SP89090	2	14	3	53	0	0
SP85511	0	2	14	34	90	17
SP85952	0	7	2	26	12	8
SP85840	9	3	0	39	0	41
SP87675	5	10	0	7	17	28
SP85836	4	14	0	116	0	21
SP120767	3	0	10	78	29	18
SP105708	10	0	1	28	33	24
SP85818	0	0	0	0	0	2
SP105922	3	0	0	54	0	4
SP86118	12	0	0	59	16	7
SP86306	7	48	0	104	0	0
SP87099	11	0	2	11	55	24
SP87434	6	9	0	31	0	24
SP85864	1	5	1	0	0	17
SP105807	6	15	0	83	0	0
SP89291	0	3	0	0	30	19
SP88050	0	11	1	0	12	18
SP88593	3	6	0	19	0	44
SP88158	1	1	0	12	8	7
SP87534	2	51	19	74	8	31
SP88776	0	11	0	85	0	7
SP85725	3	16	0	65	0	0
SP86660	0	32	4	64	14	48
SP87903	0	9	0	37	0	2
SP88098	0	26	13	64	18	0
SP85487	0	74	2	22	121	22
SP105759	12	1	5	19	0	23
SP86775	0	0	3	8	0	9
SP88322	4	20	0	69	0	0
SP85582	5	13	3	14	5	47
SP87446	0	51	2	30	71	47
SP87337	3	0	0	22	0	15
SP86929	0	34	14	84	21	4
SP86130	8	8	1	16	0	40
SP86425	23	12	1	100	0	0
SP85495	4	0	0	0	0	25
SP85787	0	0	3	0	0	38
SP86836	0	0	0	0	0	16
SP89245	3	1	0	9	15	4
SP86989	0	1	6	41	75	28
SP88757	0	2	4	40	11	2
SP85733	7	0	7	72	0	13
SP85737	0	0	3	17	0	5
SP85647	3	7	0	22	0	35
CPCT02011098T	15	43	94	34	0	2
WIDE01010618T	81	832	95	2	0	6
WIDE01010310T	365	157	86	0	149	0
CPCT02080230T	8	120	220	38	0	3
CPCT02010914T	2	25	197	0	0	6
DRUP01010057T	82	69	300	0	220	30
CPCT02010635T	97	0	599	0	43	10
WIDE01010556T	3484	140	258	44	0	0
WIDE01010540T	8	196	75	0	232	0
