MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	1.65E-04	8.84E-05	7.95E-04	9.38E-04	2.16E-04
1:Del:C:1	4.04E-04	3.97E-05	5.69E-04	2.38E-04	1.36E-04
1:Del:C:2	3.30E-04	3.82E-05	5.22E-04	9.51E-06	9.11E-05
1:Del:C:3	1.18E-04	3.90E-05	2.36E-04	7.27E-05	6.77E-05
1:Del:C:4	1.10E-04	4.31E-05	1.65E-04	8.48E-06	5.68E-05
1:Del:C:5	4.90E-05	7.80E-05	8.46E-05	5.37E-05	8.36E-05
1:Del:T:0	1.65E-04	3.45E-05	4.19E-04	9.35E-04	1.63E-04
1:Del:T:1	2.08E-03	5.85E-05	1.62E-04	1.22E-03	6.61E-04
1:Del:T:2	7.49E-05	3.70E-05	2.56E-04	5.30E-04	1.48E-04
1:Del:T:3	1.61E-04	5.30E-05	3.13E-04	6.53E-04	1.80E-04
1:Del:T:4	7.68E-05	8.38E-05	2.47E-04	4.08E-04	1.36E-04
1:Del:T:5	2.46E-04	8.75E-04	3.51E-04	5.18E-04	9.26E-04
1:Ins:C:0	1.45E-04	2.88E-05	1.50E-04	3.03E-04	5.07E-05
1:Ins:C:1	3.12E-05	1.57E-05	7.63E-05	1.07E-04	7.17E-05
1:Ins:C:2	3.71E-05	6.64E-06	5.96E-05	1.31E-04	2.25E-05
1:Ins:C:3	2.13E-05	1.02E-05	4.36E-05	1.02E-04	4.31E-05
1:Ins:C:4	2.00E-05	2.34E-05	4.85E-05	8.70E-05	1.64E-05
1:Ins:C:5	5.81E-05	5.57E-05	1.60E-04	2.23E-04	4.61E-05
1:Ins:T:0	3.85E-04	2.68E-05	2.25E-04	6.02E-04	1.19E-04
1:Ins:T:1	1.87E-04	1.29E-05	1.50E-04	3.76E-04	8.52E-05
1:Ins:T:2	1.81E-04	3.96E-05	1.97E-04	1.75E-04	6.23E-05
1:Ins:T:3	1.40E-04	3.38E-05	1.27E-04	1.39E-04	5.20E-05
1:Ins:T:4	9.05E-05	3.35E-05	8.92E-05	1.12E-04	5.86E-05
1:Ins:T:5	6.43E-04	5.95E-04	2.40E-03	1.08E-03	3.50E-04
2:Del:R:0	5.81E-05	3.19E-05	1.60E-04	3.18E-04	2.58E-04
2:Del:R:1	9.77E-05	7.42E-05	3.98E-05	1.05E-04	7.67E-04
2:Del:R:2	4.27E-05	2.21E-05	6.91E-05	2.27E-05	2.81E-04
2:Del:R:3	2.27E-05	2.84E-05	4.70E-05	9.26E-05	1.41E-04
2:Del:R:4	4.32E-06	2.52E-05	2.95E-05	4.48E-05	6.45E-05
2:Del:R:5	1.40E-06	5.39E-05	6.16E-05	1.15E-04	6.99E-05
3:Del:R:0	1.05E-04	1.02E-05	6.42E-05	1.95E-04	1.00E-04
3:Del:R:1	4.56E-05	3.36E-05	8.13E-05	1.09E-04	3.70E-04
3:Del:R:2	8.17E-06	2.27E-05	3.95E-05	3.88E-05	1.48E-04
3:Del:R:3	4.81E-06	1.09E-05	1.04E-05	2.00E-05	7.77E-05
3:Del:R:4	7.73E-06	1.15E-05	1.62E-05	1.88E-05	5.01E-05
3:Del:R:5	9.07E-06	1.51E-05	2.23E-05	2.36E-05	4.78E-05
4:Del:R:0	8.42E-05	4.00E-06	4.73E-05	1.43E-04	7.55E-05
4:Del:R:1	1.72E-05	3.01E-05	7.07E-05	1.19E-04	2.41E-04
4:Del:R:2	1.77E-06	1.58E-05	4.94E-05	6.82E-05	1.04E-04
4:Del:R:3	6.89E-06	1.33E-05	2.80E-05	4.13E-05	6.26E-05
4:Del:R:4	3.16E-06	8.51E-06	2.15E-05	1.76E-05	4.56E-05
4:Del:R:5	3.01E-06	1.15E-05	7.40E-06	1.32E-05	3.89E-05
5:Del:R:0	1.35E-03	0.00E+00	3.54E-04	1.91E-03	2.66E-04
5:Del:R:1	9.97E-05	1.99E-05	8.60E-05	9.84E-05	1.23E-04
5:Del:R:2	8.55E-06	8.66E-06	3.14E-05	4.18E-05	6.78E-05
5:Del:R:3	1.64E-06	7.38E-06	9.90E-06	1.72E-05	3.02E-05
5:Del:R:4	1.59E-09	7.48E-06	3.97E-06	1.15E-05	1.54E-05
5:Del:R:5	1.84E-06	3.89E-06	2.56E-06	5.16E-06	1.72E-05
2:Ins:R:0	1.63E-04	2.96E-05	4.99E-04	9.87E-04	6.13E-05
2:Ins:R:1	3.64E-05	1.04E-05	8.95E-05	1.69E-04	6.80E-05
2:Ins:R:2	2.21E-05	1.31E-05	4.72E-05	6.73E-05	4.81E-05
2:Ins:R:3	1.93E-05	1.50E-05	4.49E-05	8.45E-05	1.64E-05
2:Ins:R:4	1.21E-05	2.54E-05	4.40E-05	9.17E-05	1.24E-05
2:Ins:R:5	2.20E-05	5.78E-05	2.42E-04	7.32E-04	4.37E-05
3:Ins:R:0	4.85E-05	7.84E-06	2.96E-04	5.47E-04	3.56E-05
3:Ins:R:1	2.57E-05	3.28E-06	5.75E-05	7.85E-05	6.09E-05
3:Ins:R:2	1.10E-05	6.89E-06	2.43E-05	2.90E-05	2.27E-05
3:Ins:R:3	2.54E-06	4.58E-06	1.72E-05	1.50E-05	1.55E-05
3:Ins:R:4	2.02E-06	6.70E-06	1.19E-05	3.82E-06	1.70E-05
