Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
SP116852	4.22E-01	5.18E-01	7.13E-01	5.00E-01	7.24E-01	1.34E+00	5.52E-01	5.17E-01	1.04E+00
SP116902	3.90E-01	3.73E-01	8.20E-01	6.86E-01	2.66E-01	9.07E-01	4.06E-01	2.51E-01	6.60E-01
SP116871	0.00E+00	6.80E-02	3.23E-01	1.75E-01	1.06E-01	1.97E-01	1.55E-01	3.29E-01	2.91E-01
SP116820	7.24E-01	7.17E-01	5.81E-01	1.01E+00	1.22E+00	1.12E+00	1.16E+00	6.26E-01	9.36E-01
SP116889	5.65E-01	6.88E-01	1.35E+00	9.59E-01	4.86E-01	1.31E+00	6.80E-01	1.04E+00	6.31E-01
SP116923	6.63E-01	5.68E-01	1.11E+00	1.47E+00	5.32E-01	1.07E+00	1.18E+00	5.91E-01	1.13E+00
SP116829	4.41E-01	4.66E-01	1.33E+00	1.83E+00	3.88E-01	1.42E+00	7.72E-01	7.23E-01	9.79E-01
SP116872	4.00E-02	5.84E-02	2.05E-01	1.36E-01	1.77E-01	1.24E-01	1.73E-01	3.03E-01	1.77E-01
SP116904	0.00E+00	4.00E-02	1.11E-01	1.57E-01	1.31E-01	8.51E-02	1.78E-01	1.50E-01	1.75E-01
SP116806	9.26E-01	5.28E-01	9.15E-01	8.94E-01	5.79E-01	1.50E+00	5.99E-01	5.38E-01	5.78E-01
SP116857	7.33E-01	8.24E-01	1.78E+00	1.80E+00	9.23E-01	1.85E+00	7.81E-01	7.67E-01	1.14E+00
SP116888	1.87E-01	1.35E-01	7.51E-01	5.60E-01	1.97E-01	7.02E-01	1.87E-01	5.12E-01	4.22E-01
SP116818	2.87E-01	1.86E-01	2.07E-01	4.59E-01	6.91E-01	4.34E-01	5.93E-01	2.70E-01	4.72E-01
SP116837	3.46E-01	6.50E-01	1.42E+00	1.49E+00	1.08E+00	1.24E+00	1.49E+00	9.33E-01	1.52E+00
SP116905	0.00E+00	6.52E-02	1.25E-01	1.17E-01	5.56E-02	8.24E-02	1.61E-01	1.36E-01	1.05E-01
SP116804	1.18E+00	7.69E-01	8.34E-01	9.48E-01	9.80E-01	1.59E+00	7.74E-01	6.02E-01	7.52E-01
SP116819	4.16E-01	3.76E-01	3.01E-01	6.20E-01	9.73E-01	7.34E-01	5.43E-01	3.77E-01	6.01E-01
SP116856	2.79E-01	3.50E-01	1.42E+00	1.23E+00	5.86E-01	1.25E+00	4.72E-01	4.98E-01	7.48E-01
SP116839	6.02E-01	9.20E-01	1.13E+00	1.64E+00	1.40E+00	1.37E+00	1.52E+00	7.15E-01	1.46E+00
SP116925	3.37E-01	2.15E-01	3.66E-01	3.20E-01	7.05E-01	6.14E-01	4.38E-01	5.84E-01	6.59E-01
SP116878	1.00E-02	1.63E-01	6.47E-01	4.50E-01	3.43E-01	4.65E-01	1.95E-01	4.07E-01	7.16E-01
SP116893	4.68E-01	5.83E-01	1.36E+00	1.14E+00	3.06E-01	1.58E+00	6.87E-01	4.01E-01	1.05E+00
SP116876	1.41E-02	1.71E-02	2.56E-02	2.19E-02	3.49E-02	3.78E-02	2.19E-02	4.35E-02	4.16E-02
SP116927	6.06E-01	5.53E-01	3.62E-01	3.25E-01	8.71E-01	1.14E+00	5.46E-01	1.05E+00	1.14E+00
SP116909	5.25E-01	2.84E-01	4.41E-01	4.74E-01	5.14E-01	6.53E-01	3.12E-01	4.78E-01	1.91E-01
SP116795	2.04E-01	3.83E-02	1.51E-01	1.15E-01	2.02E-01	1.52E-01	1.30E-01	1.45E-01	1.27E-01
SP116826	9.64E-01	5.32E-01	9.23E-01	8.40E-01	2.86E-01	1.43E+00	2.40E-01	4.03E-01	3.97E-01
SP116891	3.02E-01	1.48E-01	8.71E-01	4.68E-01	3.23E-01	7.87E-01	6.42E-01	4.84E-01	7.32E-01
SP116860	4.04E-01	5.96E-01	9.00E-01	8.59E-01	3.76E-01	7.22E-01	5.92E-01	4.34E-01	3.86E-01
SP116848	1.80E-01	3.28E-01	1.08E+00	1.27E+00	4.78E-01	9.55E-01	6.54E-01	8.71E-01	1.06E+00
SP116910	1.20E+00	9.91E-01	1.01E+00	1.00E+00	8.64E-01	1.26E+00	5.26E-01	7.57E-01	7.77E-01
SP116797	3.45E-01	4.18E-01	1.39E-01	4.61E-02	2.38E-01	1.14E-01	1.90E-01	7.61E-02	6.82E-02
SP116862	6.21E-01	8.81E-01	1.31E+00	1.52E+00	9.32E-01	1.01E+00	1.30E+00	4.43E-01	9.74E-01
SP116823	5.73E-01	3.98E-01	8.14E-01	6.01E-01	3.61E-01	1.04E+00	2.93E-01	3.01E-01	4.37E-01
SP116897	9.16E-02	1.74E-01	4.39E-01	3.13E-01	1.63E-01	2.43E-01	2.85E-01	6.02E-01	2.97E-01
SP116846	0.00E+00	9.83E-02	5.67E-01	2.48E-01	2.38E-01	2.23E-01	4.53E-01	5.02E-01	5.94E-01
SP116784	0.00E+00	2.39E-02	1.71E-02	2.19E-02	4.65E-02	3.78E-02	3.38E-02	2.73E-02	3.78E-02
SP116896	5.22E-02	1.41E-01	3.76E-01	3.08E-01	2.22E-01	9.99E-02	2.97E-01	5.15E-01	2.65E-01
SP116824	7.04E-01	4.44E-01	7.57E-01	5.77E-01	2.63E-01	1.21E+00	1.92E-01	2.88E-01	4.88E-01
SP116881	1.00E-02	1.22E-01	2.46E-01	1.75E-01	1.26E-01	1.29E-01	2.45E-01	2.56E-01	3.19E-01
SP116812	4.95E-01	1.51E-01	5.58E-01	4.97E-01	8.66E-01	6.54E-01	8.29E-01	7.05E-01	8.45E-01
SP116915	6.70E-01	7.23E-01	1.68E+00	1.27E+00	8.09E-01	1.46E+00	1.07E+00	1.18E+00	7.84E-01
SP116786	7.92E-01	6.85E-01	9.19E-01	5.26E-01	1.33E+00	1.24E+00	1.09E+00	1.26E+00	1.29E+00
SP116851	2.07E-01	1.91E-01	2.64E-01	2.55E-01	4.84E-01	4.39E-01	2.57E-01	2.02E-01	3.96E-01
CPCT02220038T	1.82E+01	1.74E+01	2.51E+00	2.73E+00	1.25E+01	4.55E+00	5.37E+00	4.19E+00	2.83E+00
CPCT02290013T	1.63E+01	2.29E+01	4.84E+00	2.41E+00	3.50E+00	9.35E+00	9.72E+00	2.79E+00	5.91E+00
