NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	271.057	15.047	60.514	8.025	0.046	0.993	1000000.0
2	268.383	14.858	59.339	7.807	0.046	0.993	1000000.0
3	269.699	15.052	58.807	7.973	0.046	0.993	1000000.0
4	268.515	15.022	58.723	7.928	4.094	0.994	1000000.0
5	269.754	15.175	57.808	8.036	16.241	0.993	1000000.0
6	269.232	15.007	59.036	7.946	4.094	0.994	1000000.0
7	271.379	15.089	60.501	8.008	0.047	0.993	1000000.0
8	267.617	14.908	58.876	7.849	0.046	0.994	1000000.0
9	269.159	14.985	60.031	7.949	0.046	0.994	1000000.0
10	271.569	15.072	61.167	8.02	0.046	0.993	1000000.0
11	270.012	14.934	58.786	7.817	0.046	0.994	1000000.0
12	266.937	14.982	58.657	7.923	8.142	0.994	1000000.0
13	265.029	14.806	56.758	7.773	0.046	0.994	1000000.0
14	269.609	14.936	60.49	7.92	0.046	0.994	1000000.0
15	270.083	14.929	58.736	7.858	0.046	0.994	1000000.0
16	272.48	15.091	61.262	8.047	0.046	0.994	1000000.0
17	267.553	14.964	58.973	7.896	0.046	0.993	1000000.0
18	268.024	14.98	58.508	7.911	8.143	0.993	1000000.0
19	270.644	14.987	59.692	7.923	0.047	0.994	1000000.0
20	270.372	15.071	59.527	8.029	0.047	0.994	1000000.0
21	269.31	14.992	59.082	7.945	0.046	0.993	1000000.0
22	271.717	15.143	59.262	8.043	0.046	0.993	1000000.0
23	268.919	14.99	59.098	7.922	8.143	0.993	1000000.0
24	267.836	15.005	59.064	7.981	0.046	0.994	1000000.0
25	266.682	14.827	57.692	7.794	8.143	0.993	1000000.0
26	270.375	14.96	59.59	7.934	0.046	0.993	1000000.0
27	268.215	15.052	58.644	7.945	0.048	0.992	1000000.0
28	270.009	15.034	59.639	7.945	4.095	0.993	1000000.0
29	268.989	14.897	57.652	7.79	0.045	0.994	1000000.0
30	267.889	14.991	59.651	7.932	4.095	0.993	1000000.0
31	273.742	15.105	60.738	8.021	0.046	0.994	1000000.0
32	268.231	14.997	58.511	7.906	0.046	0.994	1000000.0
33	267.795	14.795	58.699	7.755	0.046	0.994	1000000.0
34	267.061	14.95	58.516	7.886	0.047	0.993	1000000.0
35	268.995	14.894	60.028	7.764	4.095	0.994	1000000.0
36	268.402	14.84	58.856	7.8	0.046	0.994	1000000.0
37	267.642	15.063	59.196	8.059	0.046	0.993	1000000.0
38	269.704	14.968	59.133	7.87	0.047	0.994	1000000.0
39	268.904	14.86	59.489	7.909	0.047	0.994	1000000.0
40	270.318	15.022	59.299	7.974	0.046	0.994	1000000.0
41	268.616	15.015	59.028	8.042	0.046	0.994	1000000.0
42	271.456	14.978	59.395	7.938	0.048	0.994	1000000.0
43	272.315	15.154	61.048	8.134	0.047	0.993	1000000.0
44	269.906	15.058	59.396	7.99	0.047	0.993	1000000.0
45	268.286	15.009	58.547	7.891	0.046	0.994	1000000.0
46	269.173	15.059	59.181	7.936	4.095	0.993	1000000.0
47	269.864	15.031	58.589	7.928	0.046	0.994	1000000.0
48	269.496	14.982	59.53	7.867	0.046	0.994	1000000.0
49	268.697	14.981	59.656	7.96	4.095	0.993	1000000.0
50	270.855	14.953	59.165	7.936	4.094	0.994	1000000.0
51	268.018	14.951	58.515	7.869	0.047	0.993	1000000.0
52	271.886	15.11	59.923	8.012	0.047	0.993	1000000.0
53	270.279	15.065	58.761	7.91	0.047	0.993	1000000.0
54	265.469	14.698	56.898	7.635	0.046	0.994	1000000.0
55	266.935	14.944	58.563	7.904	0.046	0.994	1000000.0
56	269.94	15.026	59.11	7.977	0.046	0.993	1000000.0
57	269.667	15.072	58.645	7.979	0.046	0.994	1000000.0
58	273.452	15.397	61.348	8.218	16.24	0.993	1000000.0
59	266.968	14.94	58.012	7.884	0.047	0.994	1000000.0
60	270.436	15.165	59.059	8.045	4.095	0.993	1000000.0
61	266.252	15.066	57.597	8.035	0.047	0.993	1000000.0
62	270.37	14.998	58.912	8.002	0.046	0.993	1000000.0
63	268.965	15.038	56.815	7.889	12.193	0.993	1000000.0
64	270.484	15.012	59.779	7.986	0.046	0.993	1000000.0
65	269.895	15.02	58.752	7.921	0.047	0.993	1000000.0
66	267.558	15.027	58.91	7.933	0.047	0.994	1000000.0
67	267.385	15.01	58.846	7.963	0.047	0.993	1000000.0
68	268.028	14.86	59.633	7.835	0.046	0.994	1000000.0
69	269.881	15.019	59.835	7.953	0.046	0.994	1000000.0
70	266.119	14.901	57.569	7.858	0.046	0.994	1000000.0
71	268.508	15.044	59.569	7.908	4.096	0.993	1000000.0
72	268.94	15.057	59.572	7.915	0.046	0.993	1000000.0
73	271.408	14.974	60.825	7.953	0.046	0.994	1000000.0
74	271.867	15.376	59.565	8.256	0.048	0.993	1000000.0
75	269.679	15.054	59.109	7.966	0.046	0.994	1000000.0
76	271.179	15.044	59.131	7.963	0.046	0.994	1000000.0
77	266.415	15.17	59.596	7.966	24.339	0.993	1000000.0
78	269.401	15.025	58.504	7.901	0.045	0.994	1000000.0
79	269.38	14.964	59.616	7.871	4.094	0.994	1000000.0
80	267.641	14.997	59.273	7.938	4.094	0.993	1000000.0
81	273.964	15.149	61.043	8.092	0.046	0.994	1000000.0
82	268.037	15.008	58.359	8.016	0.046	0.993	1000000.0
83	269.752	15.094	58.985	7.982	0.046	0.993	1000000.0
84	269.063	14.984	59.046	7.895	0.046	0.994	1000000.0
85	274.288	15.483	61.665	8.308	12.194	0.993	1000000.0
86	271.036	15.162	59.237	8.019	0.046	0.994	1000000.0
87	267.21	14.981	57.74	7.828	0.046	0.994	1000000.0
88	272.619	15.354	60.965	8.184	12.193	0.993	1000000.0
89	271.633	14.982	60.583	7.912	0.046	0.993	1000000.0
90	269.184	15.025	59.459	8.004	0.047	0.994	1000000.0
91	266.891	14.986	59.229	7.955	4.094	0.994	1000000.0
92	267.21	15.075	58.764	7.967	0.047	0.993	1000000.0
93	267.501	14.954	59.087	7.894	0.046	0.994	1000000.0
94	270.723	15.133	59.704	8.016	0.046	0.993	1000000.0
95	274.34	15.318	60.538	8.257	0.047	0.993	1000000.0
96	268.895	14.898	59.841	7.86	0.047	0.994	1000000.0
97	268.34	14.977	57.998	7.866	0.046	0.993	1000000.0
98	271.254	15.041	60.103	7.924	0.046	0.993	1000000.0
99	268.971	15.029	59.786	7.92	0.047	0.993	1000000.0
100	274.305	15.221	60.437	8.182	4.095	0.993	1000000.0
