Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP117956	2	11	14	10	36	13	2	29	6	4
SP117975	2	18	17	0	27	13	0	10	1	0
SP2149	26	20	21	205	3	234	0	39	48	12
SP117113	5	121	6	7	24	11	0	16	16	3
SP117245	2	19	9	5	53	23	0	31	13	4
SP117402	11	18	5	1	45	5	3	21	11	0
SP117136	10	62	2	10	27	0	0	34	3	4
SP117378	6	38	0	16	11	12	0	30	28	0
SP116947	7	28	0	8	49	5	2	29	20	6
SP117369	0	29	6	0	0	9	0	12	98	3
SP117244	5	52	0	0	23	3	4	3	11	3
SP117162	7	10	14	5	16	5	2	28	35	4
SP117079	0	21	0	6	34	16	1	32	15	3
SP117344	10	65	10	295	48	96	8	10	20	14
SP118074	117	187	0	23	60	16	4	31	24	18
SP117598	1	28	0	17	280	148	1	26	34	6
SP117312	6	29	0	1	16	6	1	47	9	5
SP118038	2	61	0	15	16	0	2	17	21	6
SP117552	7	23	3	0	13	8	3	19	9	6
SP118073	2	47	6	3	35	16	0	27	13	3
SP117933	5	21	2	8	15	6	0	18	7	2
SP118012	6	21	0	13	38	5	3	37	24	6
SP117108	6	46	0	0	33	14	1	19	4	1
SP117812	11	14	3	9	31	6	0	10	22	3
SP117354	16	53	25	24	24	29	6	32	21	12
SP117370	8	66	0	6	17	3	1	25	14	4
SP116991	12	41	23	1	22	33	2	23	8	8
SP117629	5	15	0	370	33	113	14	24	22	10
SP124199	23	61	0	6	52	14	0	21	9	0
SP124195	12	90	7	8	22	12	2	23	14	2
SP117850	10	25	10	1	45	17	2	9	7	0
SP117127	11	55	3	7	23	8	0	18	2	10
SP117614	11	7	7	4	75	11	0	26	31	7
SP116948	12	109	0	11	68	20	1	47	17	7
SP117409	17	35	0	378	96	108	9	33	42	10
SP117593	4	30	20	11	43	5	0	30	0	4
SP117372	9	21	0	6	24	11	1	21	48	2
SP118077	15	22	0	26	36	11	0	42	11	5
SP117840	12	86	0	1	55	21	0	12	6	8
SP117363	27	81	0	73	124	54	12	22	106	5
SP117887	8	25	0	493	51	174	32	70	38	10
SP116946	14	36	0	13	86	11	1	14	16	0
SP117901	11	29	0	113	15	117	3	14	62	0
SP117454	12	38	0	8	31	9	0	42	18	0
SP124197	33	36	0	512	34	212	28	45	172	23
SP117919	31	37	0	550	36	121	20	28	48	15
SP117250	3	44	0	1	22	15	0	29	37	2
SP117983	21	75	0	13	33	23	3	22	16	7
SP117676	3	12	4	3	16	3	0	33	10	0
SP117011	9	42	5	16	12	20	3	32	47	0
SP117057	11	25	0	3	23	3	0	14	20	1
SP117126	4	58	15	0	45	22	2	38	8	2
SP117728	5	69	1	11	31	16	1	19	5	1
SP117618	8	44	5	8	15	2	1	8	6	4
SP117257	2	14	15	8	20	2	1	16	11	1
SP116963	9	24	9	3	22	8	1	22	2	1
SP117078	17	137	0	21	82	7	1	37	19	0
SP117944	12	34	0	205	45	91	10	30	40	5
SP117639	61	67	18	30	80	25	3	74	26	5
SP117834	30	50	1	8	81	27	0	38	20	6
SP117105	27	75	3	4	34	29	1	33	14	5
SP117785	8	2	20	0	39	16	4	38	25	0
SP117882	2	38	20	0	5	4	2	35	1	1
SP117778	18	81	0	11	82	25	4	49	29	5
SP117032	0	46	22	16	32	10	1	30	6	3
SP117710	6	18	0	17	174	83	0	55	52	2
SP117538	31	53	0	649	107	169	26	17	57	17
SP124207	334	297	0	31	68	13	0	31	64	11
SP117800	16	50	9	1	17	16	3	33	27	0
SP117724	23	74	0	6	10	25	0	61	15	0
SP124193	5	13	13	0	19	5	0	15	12	0
SP2293	6	47	5	10	0	13	4	29	203	16
SP2357	44	26	0	186	68	90	3	11	87	13
SP2144	2	20	9	155	0	162	0	12	18	3
SP2145	11	37	36	485	31	104	0	25	37	13
SP2147	33	107	0	700	83	181	3	5	79	5
SP2146	7	9	3	142	26	97	1	3	24	4
SP2148	0	14	28	120	0	122	0	15	25	1
SP2150	10	32	0	13	36	0	0	35	13	2
SP2152	4	46	0	4	0	6	2	28	13	0
SP2349	49	56	0	21	50	35	3	72	22	6
SP2155	26	25	0	492	117	28	12	20	68	2
SP2154	26	20	0	722	126	145	27	64	65	23
SP2158	26	97	21	8	27	14	3	35	18	0
SP2156	1	12	7	5	18	17	0	20	6	6
SP2159	17	36	0	5	22	7	1	18	49	5
SP2153	115	310	0	40	37	18	0	102	71	10
SP2160	16	47	0	19	17	16	1	41	10	7
SP2151	5	17	3	10	9	13	4	15	13	0
SP116341	13	15	0	355	57	73	0	0	66	11
SP116331	37	210	0	23	45	34	5	26	37	5
SP116351	39	54	10	20	16	13	0	85	27	1
SP116371	2	86	3	0	58	88	1	236	5	17
SP116361	12	8	26	163	0	149	0	1	24	4
SP116343	46	89	47	19	71	22	6	66	36	4
SP116333	46	84	5	70	29	16	0	45	67	1
SP116373	25	4	0	280	42	149	7	1	58	17
SP116363	9	6	0	139	0	124	2	11	20	0
SP116353	93	346	0	42	159	23	6	79	72	24
SP116345	23	129	0	1	27	27	2	93	11	0
SP116365	0	7	27	260	0	368	0	4	0	2
SP116375	110	147	0	23	65	18	3	74	46	11
SP116335	67	34	0	58	0	48	0	297	0	5
SP116355	10	8	0	117	3	156	0	0	68	11
SP116347	4	43	10	9	34	8	0	27	16	5
SP116367	47	49	6	43	67	55	1	45	71	10
SP116339	33	199	3	11	43	23	2	44	33	2
SP116349	1	37	39	11	48	13	3	36	7	5
SP116357	13	0	0	132	34	121	0	5	27	0
SP116359	15	20	0	255	35	227	2	14	45	17
SP116369	58	114	0	725	138	202	29	12	49	16
SP116377	57	160	0	33	58	30	5	113	89	22
SP116379	28	110	12	16	42	28	0	48	8	0
SP7692	172	217	0	47	15	66	7	211	94	12
SP5052	21	9	28	602	0	690	11	10	126	19
SP7785	56	249	0	520	115	121	23	49	115	0
SP3415	15	20	0	168	57	112	3	25	45	16
SP2799	5	52	28	13	32	16	0	28	19	2
SP9979	4	4	18	7	46	28	3	30	13	5
SP5393	106	92	0	38	54	33	0	216	35	11
SP11292	1	5	0	64	12	46	0	4	19	6
SP13036	225	301	0	38	156	36	0	103	61	35
SP7421	54	92	18	46	56	46	0	58	49	25
SP4875	32	23	0	400	46	371	12	175	58	21
SP8795	100	344	37	35	69	25	4	149	29	14
SP4820	12	50	138	720	141	173	42	20	47	9
SP4593	15	22	7	6	55	21	2	19	16	1
SP8085	47	69	11	20	37	14	3	96	19	6
SP11235	36	73	7	26	54	0	3	26	10	7
SP6730	59	214	16	17	79	38	1	57	11	8
SP10635	6	34	0	8	54	10	3	5	21	4
SP5381	5	19	12	7	6	8	1	45	6	0
SP10084	94	26	0	52	137	37	3	168	145	16
SP9251	16	30	6	26	72	16	1	31	34	0
SP3016	98	68	0	160	71	56	6	175	40	39
SP11045	3	34	10	9	17	12	0	18	13	2
SP2826	20	31	0	40	39	162	8	24	0	3
SP11171	14	38	6	175	26	200	5	13	28	23
SP5784	69	85	0	40	96	26	2	60	72	5
SP8564	31	82	5	25	47	44	1	155	37	9
SP5844	80	72	66	15	38	51	2	206	35	18
SP6519	4	52	29	20	28	20	3	29	7	0
SP6766	3	41	24	29	28	14	6	17	19	5
SP5448	44	138	8	7	68	32	6	56	52	18
SP12049	39	12	0	600	0	599	0	45	78	18
SP2714	45	32	0	464	62	390	10	16	59	36
SP2801	26	97	30	29	127	45	1	87	32	0
SP8891	37	39	0	308	44	151	0	19	49	19
SP9481	11	30	4	2	36	25	1	31	4	0
SP5808	56	153	34	234	64	179	7	81	60	7
SP6429	71	43	0	294	105	161	26	60	35	22
SP5017	41	295	64	17	66	13	0	13	17	6
SP8229	20	59	13	16	68	21	0	23	21	8
SP8157	1	20	42	39	29	19	1	54	8	0
SP5279	233	231	0	40	72	35	2	192	61	1
SP8660	5	23	39	486	18	159	5	43	28	5
SP11878	11	35	27	27	79	33	3	50	57	8
SP9433	25	51	1	14	27	6	1	37	51	1
SP2881	120	195	0	57	99	35	17	69	167	25
SP7378	28	37	1	23	30	34	2	32	10	2
SP9816	0	4	82	205	77	314	1	0	39	14
SP4265	7	25	27	51	0	100	0	26	30	7
SP2793	146	178	50	876	0	562	22	29	32	28
SP6825	206	371	0	82	111	45	1	120	34	9
SP4523	18	111	30	23	72	14	4	9	32	0
SP9930	41	44	0	356	18	297	4	10	44	8
SP5820	15	146	15	2	65	17	2	47	27	5
SP10470	22	3	0	387	52	253	1	0	56	20
SP9648	31	19	49	371	36	307	18	2	87	109
SP4535	3	12	18	12	64	22	0	24	18	4
SP11808	52	122	2	0	40	29	8	52	24	11
SP96163	0	18	64	344	0	304	0	0	11	4
