MutationType	ID83A	ID83B	ID83C
1:Del:C:0	6.75E-05	3.58E-05	2.37E-04
1:Del:C:1	7.13E-05	3.08E-05	1.96E-04
1:Del:C:2	5.78E-05	2.55E-05	1.47E-04
1:Del:C:3	4.10E-05	2.79E-05	1.10E-04
1:Del:C:4	2.84E-05	4.16E-05	8.82E-05
1:Del:C:5	1.88E-05	7.75E-05	6.91E-05
1:Del:T:0	8.85E-05	3.41E-05	2.21E-04
1:Del:T:1	6.89E-05	3.70E-05	1.99E-04
1:Del:T:2	8.09E-05	4.61E-05	2.05E-04
1:Del:T:3	7.36E-05	5.96E-05	1.53E-04
1:Del:T:4	5.27E-05	7.07E-05	1.50E-04
1:Del:T:5	1.68E-04	3.08E-04	3.50E-05
1:Ins:C:0	1.98E-05	2.15E-05	8.95E-05
1:Ins:C:1	2.73E-05	1.31E-05	9.16E-05
1:Ins:C:2	2.36E-05	1.06E-05	6.02E-05
1:Ins:C:3	1.68E-05	9.87E-06	6.13E-05
1:Ins:C:4	1.08E-05	2.00E-05	4.96E-05
1:Ins:C:5	1.74E-05	5.03E-05	1.00E-04
1:Ins:T:0	3.18E-05	1.83E-05	1.28E-04
1:Ins:T:1	6.31E-05	2.37E-05	1.92E-04
1:Ins:T:2	5.07E-05	3.32E-05	1.29E-04
1:Ins:T:3	3.51E-05	2.84E-05	1.06E-04
1:Ins:T:4	3.06E-05	3.03E-05	1.07E-04
1:Ins:T:5	1.06E-04	2.45E-04	7.80E-04
2:Del:R:0	4.48E-05	2.44E-05	1.25E-04
2:Del:R:1	4.87E-05	4.25E-05	1.66E-04
2:Del:R:2	2.29E-05	2.59E-05	7.42E-05
2:Del:R:3	1.26E-05	2.20E-05	5.83E-05
2:Del:R:4	7.28E-06	2.12E-05	3.98E-05
2:Del:R:5	5.71E-06	3.37E-05	5.26E-05
3:Del:R:0	3.29E-05	1.26E-05	7.29E-05
3:Del:R:1	3.58E-05	4.41E-05	1.35E-04
3:Del:R:2	1.36E-05	2.55E-05	5.35E-05
3:Del:R:3	6.37E-06	1.22E-05	3.75E-05
3:Del:R:4	5.54E-06	6.95E-06	2.34E-05
3:Del:R:5	3.90E-06	9.56E-06	1.87E-05
4:Del:R:0	3.04E-05	1.43E-05	9.05E-05
4:Del:R:1	3.06E-05	3.15E-05	1.42E-04
4:Del:R:2	1.26E-05	1.56E-05	6.67E-05
4:Del:R:3	8.27E-06	1.04E-05	4.49E-05
4:Del:R:4	5.27E-06	9.61E-06	2.66E-05
4:Del:R:5	1.24E-06	6.41E-06	1.38E-05
5:Del:R:0	6.72E-05	1.58E-05	2.54E-04
5:Del:R:1	1.71E-05	1.84E-05	8.31E-05
5:Del:R:2	5.06E-06	8.70E-06	2.82E-05
5:Del:R:3	3.83E-06	5.07E-06	2.22E-05
5:Del:R:4	1.30E-10	1.22E-06	6.35E-06
5:Del:R:5	4.44E-07	3.76E-06	1.15E-06
2:Ins:R:0	2.81E-05	1.77E-05	1.27E-04
2:Ins:R:1	3.82E-05	1.60E-05	1.08E-04
2:Ins:R:2	2.53E-05	1.14E-05	7.19E-05
2:Ins:R:3	1.32E-05	9.69E-06	4.69E-05
2:Ins:R:4	7.03E-06	2.30E-05	3.95E-05
2:Ins:R:5	0.00E+00	6.04E-05	7.48E-05
3:Ins:R:0	2.18E-05	8.73E-06	7.76E-05
3:Ins:R:1	2.64E-05	6.24E-06	7.26E-05
3:Ins:R:2	1.02E-05	4.06E-06	1.96E-05
3:Ins:R:3	2.54E-06	1.08E-06	1.15E-05
3:Ins:R:4	1.76E-06	5.45E-06	9.41E-06
3:Ins:R:5	1.25E-06	1.51E-05	2.01E-05
4:Ins:R:0	1.66E-05	1.31E-05	9.87E-05
4:Ins:R:1	1.95E-05	7.11E-06	5.88E-05
4:Ins:R:2	6.44E-06	4.66E-06	2.23E-05
4:Ins:R:3	1.57E-10	3.46E-06	1.11E-05
4:Ins:R:4	1.48E-06	6.25E-06	1.73E-05
4:Ins:R:5	5.12E-06	5.69E-06	2.18E-05
5:Ins:R:0	3.58E-05	4.22E-05	3.47E-04
5:Ins:R:1	3.07E-05	9.51E-06	1.13E-04
5:Ins:R:2	7.18E-06	2.44E-06	3.13E-05
5:Ins:R:3	3.00E-06	1.95E-06	1.78E-05
5:Ins:R:4	2.98E-06	1.08E-06	1.42E-05
5:Ins:R:5	2.02E-06	6.85E-07	1.05E-05
2:Del:M:1	4.60E-05	3.89E-05	1.51E-04
3:Del:M:1	2.72E-05	9.66E-06	6.47E-05
3:Del:M:2	2.67E-05	3.30E-05	9.63E-05
4:Del:M:1	2.97E-05	1.66E-05	7.97E-05
4:Del:M:2	2.58E-05	2.24E-05	1.02E-04
4:Del:M:3	2.95E-05	2.11E-05	1.21E-04
5:Del:M:1	6.17E-05	1.84E-05	2.22E-04
5:Del:M:2	5.56E-05	1.57E-05	1.84E-04
5:Del:M:3	3.90E-05	1.70E-05	1.43E-04
5:Del:M:4	2.88E-05	1.19E-05	1.01E-04
5:Del:M:5	2.51E-05	6.97E-06	1.02E-04
