Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP23435	4	62	25	56	5	0	23	23	5	12
SP112829	2	0	56	82	11	1	11	248	0	0
SP112947	0	0	54	24	12	3	17	11	204	0
SP112985	0	0	0	0	0	0	0	0	32	0
SP112925	4	0	62	27	22	10	16	10	153	32
SP112937	8	24	1	24	9	0	16	10	30	0
SP112989	2	1	21	24	3	0	16	36	15	4
SP111145	23	54	30	46	9	0	56	31	7	13
SP111143	3	75	20	70	7	0	18	25	1	0
SP125584	2	0	2	0	3	2	0	5	0	0
SP111144	8	52	84	90	13	0	52	1	11	4
SP116296	0	0	13	25	0	0	5	12	8	7
SP116254	17	4	94	51	58	2	0	28	0	0
SP116256	18	0	87	47	62	2	0	25	0	0
SP116274	10	9	22	21	11	0	27	9	5	5
SP116259	3	22	62	44	1	0	19	23	1	16
SP116290	0	21	0	31	7	0	11	13	0	0
SP116258	2	30	80	47	34	0	6	25	2	0
SP116261	0	0	4	26	1	0	8	0	3	5
SP23463	0	0	16	10	7	2	12	13	0	0
SP116268	3	9	3	24	1	0	15	7	0	0
SP23471	3	14	22	21	4	0	12	12	0	0
SP116266	1	38	11	33	1	0	28	16	0	0
SP116264	5	31	35	51	3	6	24	19	0	5
SP116269	0	28	31	43	1	1	38	19	2	2
SP116275	11	31	24	27	4	0	26	11	4	3
SP23447	3	25	11	10	2	0	15	17	1	0
SP116255	24	0	104	37	65	2	1	32	0	0
SP23455	6	10	8	20	0	0	30	21	0	0
SP23475	8	19	2	25	0	0	19	8	1	0
SP116227	1	63	88	16	13	0	11	21	1	0
SP116226	2	12	8	24	1	0	9	0	3	8
SP23443	18	0	79	64	0	4	9	11	0	14
SP116260	11	41	32	37	3	0	14	25	1	5
SP116280	14	90	135	59	29	5	70	45	0	3
SP116224	4	4	26	20	11	0	8	3	4	1
SP116249	0	0	0	0	0	0	3	0	0	0
SP116232	1	0	0	9	0	0	3	3	0	1
SP116251	2	8	4	8	0	0	9	14	0	13
SP116272	9	17	30	16	5	0	23	8	10	5
SP116286	2	2	6	26	0	0	0	12	1	0
SP116282	4	4	31	49	0	0	12	6	3	11
SP116288	3	0	8	5	0	0	1	3	0	2
SP23467	2	8	33	25	5	0	22	9	4	6
SP116263	2	0	13	21	5	0	19	0	1	3
SP116292	4	10	7	26	0	0	10	0	4	0
SP116248	1	13	6	8	2	0	8	12	2	3
SP116276	1	0	0	9	2	1	0	4	0	0
SP116265	10	70	27	57	6	3	40	49	0	3
SP116267	5	60	16	44	0	0	28	32	0	0
SP116253	1	24	14	45	15	0	33	11	4	4
SP23481	2	3	1	32	0	0	12	0	0	0
SP116233	13	10	58	37	58	0	4	23	0	0
SP116284	14	13	46	18	12	0	7	30	0	6
SP116270	0	10	8	21	1	0	13	17	1	4
SP116257	3	22	73	40	14	1	17	26	0	0
SP116298	1	2	4	0	2	0	1	2	1	0
SP116294	0	0	2	21	7	0	1	0	1	0
SP23439	1	77	0	42	86	5	84	21	0	4
SP23483	0	0	0	5	0	0	0	3	0	2
SP116262	1	21	5	18	1	0	13	1	4	3
SP116228	29	24	88	99	94	0	50	22	0	16
SP116222	0	39	2	41	0	0	6	0	5	5
SP23451	1	37	0	36	0	0	10	9	6	4
SP116247	13	10	46	36	5	0	31	0	3	7
SP116225	0	12	0	40	10	0	15	12	12	0
SP116273	7	26	22	12	3	0	25	4	5	1
SP116221	6	0	20	13	6	0	8	22	0	3
SP116271	0	8	1	5	0	0	11	5	2	4
SP23459	3	0	28	16	0	0	18	12	1	7
SP23479	4	40	0	24	2	0	6	0	0	3
SP116223	6	13	11	23	0	0	12	16	0	2
SP116229	19	94	126	29	0	7	33	34	9	0
SP23477	1	11	6	21	8	0	1	10	4	7
SP116252	14	0	21	45	14	0	22	21	0	3
SP116278	0	0	0	6	0	0	0	0	0	0
SP23431	291	135	283	49	5	0	24	27	7	0
SP116231	1	11	51	21	3	1	10	15	1	0
SP116250	2	0	4	9	1	0	15	5	0	0
SP112815	13	0	128	85	25	3	20	24	41	13
SP112799	0	12	38	47	2	0	24	19	0	14
SP112835	0	43	3	70	0	0	48	43	16	15
SP112955	5	0	31	42	4	1	8	40	72	4
SP112807	12	45	59	70	1	0	29	27	53	8
SP112953	21	0	118	58	15	5	36	0	170	0
SP112911	2	0	33	46	7	1	9	7	49	2
SP112847	7	45	42	43	5	0	29	4	12	3
SP112859	8	40	97	114	17	4	69	35	46	22
SP112919	6	73	7	54	0	0	23	10	20	11
SP102652	8	44	37	36	6	3	28	49	0	11
SP112981	6	7	51	69	15	0	22	4	73	0
SP102620	24	0	58	80	11	0	33	26	52	20
SP112987	24	29	98	58	9	0	33	12	48	9
SP112825	22	0	55	87	5	4	34	19	24	5
SP112967	1	1	0	0	0	0	7	3	8	0
SP102622	7	68	59	102	0	0	73	28	3	23
SP112785	1	51	93	149	203	2	56	53	25	33
SP112793	7	74	42	80	6	2	19	25	4	12
SP112963	30	0	81	65	0	0	29	29	40	13
SP112801	21	24	184	107	0	0	65	28	11	24
SP112997	16	40	46	106	21	7	20	0	43	3
SP112973	12	0	235	83	10	3	37	34	38	4
SP112819	41	34	113	49	15	0	19	42	42	0
SP112941	4	69	1	51	18	4	43	32	15	4
SP112965	16	9	101	70	8	1	31	4	27	3
SP112791	25	0	113	67	11	4	39	53	0	3
SP112949	6	2	17	19	4	0	10	12	13	3
SP112857	8	0	105	69	13	2	29	20	39	11
SP112843	17	0	86	109	8	0	81	22	53	16
SP112915	12	45	17	42	12	4	44	62	33	0
SP112837	48	95	1	161	1	5	67	13	29	0
SP112823	6	32	30	52	9	0	19	25	12	6
SP102633	6	2	10	40	0	0	29	5	22	4
SP112899	0	13	28	29	5	6	18	1	77	18
SP112893	0	29	42	59	10	6	27	0	44	12
SP112895	15	0	134	29	12	1	35	8	50	2
SP102626	0	40	61	140	4	0	35	65	8	9
SP112795	13	36	131	56	0	0	51	9	4	17
SP112927	6	69	59	40	11	0	27	0	59	0
SP112779	0	85	134	93	3	0	38	30	21	18
SP112975	11	51	126	65	13	0	33	22	29	14
SP112867	0	34	21	78	12	0	18	23	59	15
SP112903	11	0	73	69	3	0	22	0	59	8
SP112933	9	25	35	34	7	0	9	11	24	1
SP112869	4	76	90	69	6	0	25	16	50	38
SP112999	0	3	6	23	5	0	14	0	28	2
SP112939	5	13	51	45	6	0	29	0	20	3
SP112921	11	6	12	72	15	0	8	7	42	7
SP112901	0	55	18	58	10	4	13	20	31	0
SP112831	0	6	46	67	0	0	28	9	52	0
SP112891	2	65	37	56	5	1	31	29	25	0
SP112775	18	33	90	116	11	1	73	16	7	9
SP112897	7	22	75	70	2	0	63	46	41	0
SP112885	9	41	47	24	5	0	21	14	34	11
SP112789	18	0	98	128	221	8	124	17	2	0
SP102630	24	146	11	123	22	0	54	42	25	0
SP112971	35	20	61	60	16	0	16	123	9	0
SP112821	5	0	123	28	2	3	23	4	20	0
SP112813	0	0	11	38	1	0	11	1	37	6
SP112961	34	96	88	47	120	6	17	69	42	5
SP112977	23	0	39	60	7	0	30	5	32	25
SP112905	24	7	97	74	4	5	30	3	36	9
SP102647	8	45	107	121	17	0	40	43	25	5
SP112873	10	34	79	31	10	0	53	30	41	2
SP112959	0	0	1	0	0	1	0	0	46	0
SP112931	4	33	27	49	7	0	32	18	30	7
SP112865	12	27	67	27	8	0	43	19	60	0
SP113003	8	39	8	87	3	1	9	15	11	0
SP113001	20	35	85	37	14	0	18	11	41	6
SP112879	7	0	37	68	15	1	32	0	47	4
SP112945	12	28	65	111	11	0	31	55	20	8
SP112935	13	27	97	73	14	0	15	6	5	11
SP112863	9	0	226	85	2	3	27	25	38	13
SP112983	28	0	130	114	25	2	47	18	44	43
SP112809	26	77	152	67	12	0	65	28	26	10
SP112923	14	21	82	37	13	0	32	38	47	10
SP112853	14	32	49	58	4	1	26	0	40	9
SP113005	4	0	14	14	11	2	11	1	40	0
SP112957	1	24	52	78	0	0	24	24	47	13
SP112783	37	8	97	53	8	1	28	46	0	13
SP112943	6	8	28	37	4	0	23	35	7	7
SP112861	1	22	3	30	0	1	17	46	85	18
SP112917	30	58	39	51	0	0	20	22	33	5
SP112787	5	58	80	88	12	0	40	15	56	19
SP112995	23	0	78	69	4	2	32	19	88	8
SP112811	15	74	51	55	11	0	45	18	20	2
SP112797	22	48	148	69	10	1	29	47	0	8
SP112909	20	26	71	48	7	0	24	33	49	19
SP112781	20	9	58	66	1	1	36	24	41	6
SP112991	19	95	132	115	1	0	41	68	20	7
SP112907	4	0	1268	93	11	6	35	0	24	0
SP112817	243	158	0	152	0	0	67	333	142	0
SP112993	10	31	62	63	16	0	39	35	31	9
SP112827	17	0	79	59	12	0	13	41	12	5
SP112855	13	10	21	58	6	0	13	4	41	15
SP112969	11	1	24	89	7	1	5	11	84	1
SP112883	10	0	84	30	9	6	16	14	56	0
SP112929	22	14	130	71	8	0	67	48	11	8
SP112833	4	32	8	29	6	0	23	12	28	4
SP112777	274	0	0	41	0	0	100	0	47	140
