NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	432.582	27.32	113.313	15.454	8.593	0.95	1000000.0
2	321.085	26.96	71.824	15.116	17.0	0.949	1000000.0
3	378.679	27.53	95.6	15.631	17.042	0.946	1000000.0
4	376.216	28.043	93.155	15.825	0.214	0.945	1000000.0
5	430.461	27.436	110.697	15.605	0.234	0.946	1000000.0
6	345.682	27.298	79.995	15.583	8.602	0.948	1000000.0
7	372.64	27.179	94.841	15.454	33.839	0.948	1000000.0
8	323.271	27.748	75.383	15.654	17.015	0.946	1000000.0
9	359.761	26.94	88.627	15.183	8.591	0.953	1000000.0
10	308.216	27.849	67.246	15.626	25.425	0.942	1000000.0
11	311.254	27.572	66.524	15.527	17.197	0.945	1000000.0
12	374.447	27.302	96.51	15.632	17.01	0.945	1000000.0
13	361.654	27.203	85.982	15.151	17.014	0.952	1000000.0
14	318.152	27.577	67.088	15.589	9.04	0.948	1000000.0
15	390.29	27.216	99.475	15.393	16.997	0.946	1000000.0
16	317.582	27.44	69.617	15.932	75.814	0.946	1000000.0
17	344.05	27.607	81.581	15.628	17.185	0.947	1000000.0
18	325.425	27.302	75.105	15.795	42.194	0.944	1000000.0
19	354.75	27.181	85.74	15.4	17.035	0.949	1000000.0
20	313.637	27.624	68.001	15.763	0.371	0.946	1000000.0
21	322.97	26.69	73.852	15.115	8.626	0.951	1000000.0
22	364.619	27.072	88.686	15.164	25.421	0.948	1000000.0
23	306.6	26.791	66.767	15.108	0.208	0.951	1000000.0
24	366.461	26.959	89.005	15.188	25.409	0.949	1000000.0
25	343.474	27.863	81.712	15.951	25.384	0.944	1000000.0
26	369.126	27.288	89.371	15.674	8.627	0.947	1000000.0
27	347.883	26.836	86.222	15.115	0.196	0.954	1000000.0
28	302.127	27.53	68.381	15.536	25.408	0.948	1000000.0
29	293.924	26.986	62.802	15.775	16.999	0.946	1000000.0
30	345.118	27.526	84.513	15.741	25.391	0.949	1000000.0
31	348.27	26.959	82.19	15.192	17.009	0.952	1000000.0
32	313.159	27.426	69.254	15.531	25.373	0.946	1000000.0
33	361.784	27.501	90.085	15.522	17.018	0.947	1000000.0
34	342.113	27.527	78.169	15.621	8.602	0.948	1000000.0
35	376.73	26.966	93.783	15.493	8.617	0.949	1000000.0
36	319.321	27.264	71.274	15.504	25.426	0.949	1000000.0
37	383.048	27.191	98.254	15.137	25.391	0.949	1000000.0
38	299.343	27.836	64.921	15.683	8.626	0.945	1000000.0
39	362.364	27.333	90.907	15.657	42.179	0.949	1000000.0
40	361.526	27.67	88.635	15.811	42.196	0.946	1000000.0
41	359.278	27.358	87.641	15.655	8.791	0.947	1000000.0
42	352.44	26.901	85.999	15.354	33.785	0.952	1000000.0
43	365.844	27.429	91.709	15.426	33.791	0.949	1000000.0
44	362.602	27.289	90.231	15.588	33.786	0.95	1000000.0
45	355.36	26.835	87.814	15.414	8.623	0.949	1000000.0
46	371.443	27.058	91.957	15.48	8.604	0.948	1000000.0
47	375.025	26.75	91.939	15.124	8.584	0.951	1000000.0
48	333.917	27.409	74.855	15.324	42.18	0.947	1000000.0
49	374.608	26.683	92.598	15.003	25.413	0.953	1000000.0
50	338.711	27.255	81.636	15.348	17.018	0.948	1000000.0
51	308.368	27.257	67.777	16.116	33.814	0.941	1000000.0
52	384.901	27.292	94.542	15.79	0.224	0.947	1000000.0
53	362.364	26.964	91.145	15.136	17.001	0.95	1000000.0
54	365.612	27.003	88.691	14.732	17.171	0.951	1000000.0
