MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.04444051	0.00422347	0.08291960	0.01077905	0.04199747	0.15143660	0.00404845	0.03303632	0.06849109	0.01622922	0.00301199	0.02733365
1:Del:C:1	0.02012509	0.00018612	0.02277326	0.00200188	0.04714418	0.15574576	0.00706798	0.01049352	0.01061643	0.02016620	0.00295976	0.01184175
1:Del:C:2	0.00430461	0.00129002	0.00939848	0.00009535	0.00568127	0.11593203	0.00020873	0.00205646	0.00059434	0.01031681	0.00149481	0.00707780
1:Del:C:3	0.00490639	0.00468120	0.00785500	0.00101977	0.00110942	0.04576934	0.00075393	0.00746566	0.00231689	0.00939733	0.00127579	0.00250566
1:Del:C:4	0.00488099	0.01154850	0.00038023	0.00015167	0.00055232	0.02961491	0.00064112	0.00295441	0.00252111	0.00088230	0.00167848	0.00055818
1:Del:C:5	0.00022315	0.04248757	0.00118455	0.00006162	0.00712471	0.01520778	0.00078676	0.00061712	0.00294294	0.00189795	0.00246931	0.00081739
1:Del:T:0	0.03877457	0.00182132	0.06680662	0.00117228	0.00777317	0.05111747	0.00086494	0.08778819	0.04081885	0.04066416	0.00281004	0.00195252
1:Del:T:1	0.48290707	0.00048262	0.00290541	0.00006212	0.08365006	0.00304309	0.00131034	0.00014304	0.00736880	0.02245478	0.00438876	0.00009456
1:Del:T:2	0.03418441	0.00188013	0.03490442	0.00661896	0.00770536	0.02437015	0.00203055	0.04685719	0.01567689	0.01285981	0.00433995	0.01037666
1:Del:T:3	0.07207899	0.01075054	0.02436216	0.00407006	0.00450856	0.02598514	0.00053483	0.04395893	0.01008863	0.02849219	0.00465877	0.01242117
1:Del:T:4	0.03405946	0.03704837	0.02117266	0.00473398	0.00350518	0.01561291	0.00000454	0.03774466	0.00620398	0.00375228	0.00339738	0.01591684
1:Del:T:5	0.03348632	0.70890556	0.00043302	0.04397450	0.00530100	0.00010929	0.00020089	0.00051136	0.01521029	0.02051345	0.00336143	0.16150676
1:Ins:C:0	0.00102892	0.00155323	0.00919797	0.00089431	0.00854722	0.00160841	0.00000000	0.00195924	0.20039453	0.01116683	0.00096881	0.00129888
1:Ins:C:1	0.00159851	0.00065435	0.00487062	0.00029049	0.00186692	0.00239734	0.00050767	0.02158306	0.03743154	0.00339456	0.00066775	0.00354091
1:Ins:C:2	0.00176104	0.00008134	0.00180078	0.00073581	0.00212601	0.00343865	0.00551816	0.01360042	0.00904016	0.00077770	0.00014004	0.00023531
1:Ins:C:3	0.00004485	0.00050425	0.00228996	0.00031687	0.00142525	0.00498122	0.00349613	0.01647841	0.00494089	0.00108672	0.00123092	0.00011531
1:Ins:C:4	0.00005814	0.00236143	0.00028271	0.00211378	0.00133858	0.00307947	0.00233060	0.01650082	0.00268797	0.00068116	0.00001887	0.00000928
1:Ins:C:5	0.00092358	0.01220077	0.00061659	0.03299654	0.00401837	0.00576682	0.00178876	0.06601176	0.01431578	0.00175294	0.00099264	0.00040252
1:Ins:T:0	0.02413536	0.00141300	0.00121425	0.00013966	0.04704271	0.01707405	0.00591682	0.00087674	0.15949329	0.00049240	0.00224621	0.00644088
1:Ins:T:1	0.01062350	0.00000472	0.00208717	0.00478096	0.01127835	0.07033621	0.01857516	0.05408242	0.02207133	0.00849780	0.00273629	0.00277749
1:Ins:T:2	0.00546195	0.00308012	0.00107050	0.00444528	0.02060606	0.06434359	0.00383478	0.00225458	0.02328170	0.00559422	0.00228650	0.00044322
1:Ins:T:3	0.01268137	0.00147349	0.00293411	0.00795953	0.01723650	0.03367137	0.00183085	0.00025015	0.01135982	0.00279857	0.00019136	0.00405449
1:Ins:T:4	0.01317574	0.00227835	0.00095357	0.01587354	0.00561575	0.01439675	0.00169301	0.00677930	0.01275934	0.00135685	0.00044425	0.00232802
1:Ins:T:5	0.02363719	0.08142595	0.04901187	0.75958292	0.06134803	0.07436918	0.00438338	0.03794266	0.06056618	0.02519987	0.00695567	0.04614465
2:Del:R:0	0.01305544	0.00170077	0.02162312	0.00278422	0.00239349	0.01242640	0.00245176	0.02073204	0.01879903	0.00729090	0.08219018	0.00052639
2:Del:R:1	0.00283996	0.00260304	0.00116682	0.00240389	0.00847723	0.00239333	0.00011130	0.00034927	0.00398891	0.00801845	0.36885580	0.01673248
2:Del:R:2	0.00085546	0.00151530	0.00202124	0.00045201	0.00136246	0.00859863	0.00126567	0.00218024	0.00057689	0.00319987	0.08577590	0.00645582
2:Del:R:3	0.00001026	0.00405059	0.00019970	0.00000189	0.00324354	0.00249274	0.00432285	0.00599803	0.00022904	0.00139629	0.02797708	0.00040311
2:Del:R:4	0.00000000	0.00433301	0.00014321	0.00003219	0.00317812	0.00147161	0.00309239	0.00211330	0.00028462	0.00169526	0.00585388	0.00038091
2:Del:R:5	0.00000000	0.01371249	0.00117253	0.00000001	0.01531966	0.00135236	0.00115723	0.02827037	0.00000970	0.00928989	0.00132730	0.00029631
3:Del:R:0	0.00287125	0.00018929	0.01595768	0.00050848	0.00243154	0.00081576	0.00361783	0.01407320	0.00060908	0.00307599	0.00216802	0.00774589
3:Del:R:1	0.00199343	0.00176268	0.00103614	0.00441199	0.00020185	0.00293296	0.00078228	0.00008985	0.00062541	0.00369751	0.03052423	0.16843426
3:Del:R:2	0.00001696	0.00103803	0.00003994	0.00050882	0.00002391	0.00000698	0.00006133	0.00018130	0.00039796	0.00001157	0.00591836	0.04930599
3:Del:R:3	0.00000413	0.00026557	0.00005882	0.00000000	0.00003135	0.00001729	0.00008616	0.00006801	0.00000406	0.00081959	0.00044912	0.01506194
3:Del:R:4	0.00010490	0.00034372	0.00023411	0.00000783	0.00053162	0.00000000	0.00010321	0.00149764	0.00014937	0.00082556	0.00092306	0.00298264
3:Del:R:5	0.00008245	0.00057334	0.00031288	0.00004566	0.00044177	0.00012090	0.00003308	0.00105936	0.00032717	0.00057123	0.00000000	0.00462899
4:Del:R:0	0.00182976	0.00002064	0.01237746	0.00005785	0.00600158	0.00017842	0.00424327	0.00567182	0.00437393	0.00375193	0.00206756	0.00497839
4:Del:R:1	0.00008476	0.00063919	0.00050506	0.00314243	0.00339154	0.00044337	0.00039197	0.00460054	0.00084138	0.00144541	0.01255390	0.08412295
4:Del:R:2	0.00000000	0.00021911	0.00005039	0.00047427	0.00132500	0.00046313	0.00194065	0.00120921	0.00050706	0.00029065	0.00186087	0.02639510
4:Del:R:3	0.00000330	0.00030988	0.00031007	0.00000015	0.00154952	0.00014025	0.00059969	0.00250683	0.00030747	0.00091867	0.00011839	0.01080832
4:Del:R:4	0.00000213	0.00016543	0.00012183	0.00021623	0.00015731	0.00014264	0.00022151	0.00102725	0.00023425	0.00027871	0.00007615	0.00402715
4:Del:R:5	0.00000288	0.00040739	0.00007891	0.00000280	0.00031829	0.00003276	0.00000677	0.00050855	0.00006867	0.00021509	0.00005808	0.00234408
5:Del:R:0	0.02549280	0.00001807	0.17451131	0.00002367	0.00000000	0.00056144	0.19562510	0.00055759	0.00094720	0.11534216	0.00273808	0.00032484
5:Del:R:1	0.00001975	0.00023524	0.00134165	0.00093105	0.00506781	0.00002371	0.00537161	0.01306194	0.00091049	0.04680384	0.00116528	0.01608976
5:Del:R:2	0.00000000	0.00006323	0.00048239	0.00053962	0.00079726	0.00005086	0.00143955	0.00300696	0.00020844	0.00296535	0.00022746	0.00637040
5:Del:R:3	0.00000000	0.00014703	0.00003696	0.00000367	0.00042263	0.00001398	0.00030189	0.00019574	0.00005534	0.00041183	0.00022748	0.00235708
5:Del:R:4	0.00000000	0.00015353	0.00001810	0.00000074	0.00024435	0.00000000	0.00000998	0.00027783	0.00013772	0.00010034	0.00000120	0.00070978
5:Del:R:5	0.00000000	0.00002233	0.00000145	0.00000505	0.00003874	0.00000000	0.00000510	0.00012421	0.00002106	0.00026911	0.00001581	0.00040493
2:Ins:R:0	0.00134524	0.00158686	0.00221432	0.00073868	0.04770721	0.00219201	0.02722364	0.02668410	0.08548691	0.00646100	0.00166786	0.00057412
2:Ins:R:1	0.00324213	0.00004313	0.00389478	0.00198686	0.00719320	0.00333449	0.00931854	0.02677937	0.00601672	0.00617123	0.00029220	0.00431167
2:Ins:R:2	0.00270665	0.00017712	0.00098795	0.00281011	0.00224962	0.00025893	0.00121601	0.01342491	0.00084159	0.00335292	0.00017191	0.00314285
2:Ins:R:3	0.00086132	0.00105373	0.00033127	0.00065605	0.00188076	0.00102258	0.00168055	0.00866637	0.00356991	0.00022371	0.00009353	0.00067859
2:Ins:R:4	0.00008195	0.00339711	0.00005252	0.00470883	0.00112863	0.00119800	0.00510675	0.00630855	0.00200873	0.00080302	0.00013997	0.00002689
2:Ins:R:5	0.00015581	0.01764652	0.00000000	0.03313659	0.01968371	0.00016158	0.00861849	0.11715078	0.00000000	0.00082431	0.00050565	0.00004993
3:Ins:R:0	0.00000469	0.00000606	0.00023910	0.00023260	0.03068967	0.00074343	0.01440293	0.00400000	0.00850367	0.00027912	0.00032091	0.00083794
3:Ins:R:1	0.00532192	0.00000847	0.00329201	0.00056693	0.00297820	0.00110750	0.00205012	0.02109767	0.00119396	0.00160431	0.00043962	0.00582441
3:Ins:R:2	0.00066277	0.00002363	0.00040830	0.00115778	0.00022561	0.00006519	0.00017597	0.00242732	0.00167958	0.00031808	0.00044731	0.00024873
3:Ins:R:3	0.00000663	0.00000124	0.00000918	0.00083475	0.00014241	0.00000000	0.00006137	0.00058823	0.00024468	0.00000243	0.00007506	0.00059550
3:Ins:R:4	0.00000144	0.00013821	0.00003610	0.00057109	0.00002836	0.00001888	0.00000057	0.00004720	0.00019962	0.00000000	0.00012042	0.00043646
3:Ins:R:5	0.00006095	0.00095809	0.00014786	0.00498656	0.00049910	0.00000000	0.00010493	0.00378055	0.00024583	0.00088392	0.00041560	0.00028624
4:Ins:R:0	0.00000048	0.00033512	0.00000000	0.00000000	0.13668523	0.00000000	0.01885443	0.00078001	0.01342764	0.00040125	0.00008725	0.00053529
4:Ins:R:1	0.00496675	0.00000000	0.00464245	0.00227040	0.00740907	0.00045883	0.00409993	0.02058365	0.00115414	0.00088389	0.00142819	0.00531636
4:Ins:R:2	0.00008159	0.00001712	0.00001979	0.00062967	0.00208288	0.00015793	0.00144637	0.00101013	0.00031244	0.00009488	0.00004945	0.00176894
4:Ins:R:3	0.00000000	0.00010347	0.00001388	0.00069408	0.00032135	0.00000613	0.00106010	0.00150917	0.00003769	0.00029445	0.00009033	0.00072182
4:Ins:R:4	0.00000685	0.00038403	0.00027583	0.00052771	0.00076991	0.00008105	0.00056007	0.00435500	0.00002067	0.00056281	0.00000167	0.00001379
4:Ins:R:5	0.00000000	0.00043181	0.00017183	0.00188320	0.00076388	0.00005346	0.00141482	0.00377125	0.00007897	0.00031140	0.00000506	0.00052864
5:Ins:R:0	0.00000000	0.00040460	0.00000418	0.00000000	0.15846609	0.00007214	0.50004435	0.00000000	0.00278886	0.00000000	0.00001212	0.00000000
5:Ins:R:1	0.02352801	0.00003083	0.02186000	0.00589292	0.00663670	0.00053621	0.00966286	0.05780690	0.01301962	0.01384608	0.00201469	0.01018341
5:Ins:R:2	0.00008269	0.00000387	0.00016749	0.00040708	0.00064241	0.00043739	0.00286716	0.00220630	0.00006301	0.00160994	0.00037351	0.00013362
5:Ins:R:3	0.00001306	0.00002068	0.00024204	0.00021444	0.00096846	0.00000000	0.00041261	0.00043580	0.00016505	0.00088723	0.00000000	0.00045878
5:Ins:R:4	0.00000261	0.00003713	0.00005379	0.00040813	0.00010532	0.00000000	0.00015803	0.00037530	0.00000170	0.00068808	0.00000000	0.00007532
5:Ins:R:5	0.00000566	0.00000000	0.00005509	0.00036278	0.00010646	0.00000000	0.00008097	0.00018475	0.00062437	0.00011191	0.00000000	0.00020938
2:Del:M:1	0.00488741	0.00269868	0.00867869	0.00318031	0.00641557	0.00808126	0.00372701	0.01396323	0.00696177	0.00948327	0.24984892	0.00516265
3:Del:M:1	0.00175415	0.00016177	0.01001496	0.00115827	0.00117362	0.00106943	0.00323615	0.00889608	0.00309189	0.00533517	0.00313504	0.00609193
3:Del:M:2	0.00043922	0.00114848	0.00475634	0.00058793	0.00385208	0.00015026	0.00122865	0.00427114	0.00474422	0.00613293	0.01439177	0.08372166
4:Del:M:1	0.00018536	0.00026399	0.01029160	0.00214804	0.00560095	0.00006910	0.00675906	0.00472935	0.00619520	0.00113217	0.00270491	0.00947006
4:Del:M:2	0.00009754	0.00007312	0.00565185	0.00205149	0.00334542	0.00011945	0.00087866	0.00210669	0.00114741	0.00444624	0.00606092	0.02977984
4:Del:M:3	0.00019282	0.00057547	0.00248579	0.00137671	0.00142577	0.00118966	0.00282553	0.00722922	0.00118154	0.00101054	0.01343210	0.04828796
5:Del:M:1	0.01913618	0.00086346	0.15173322	0.00008636	0.04006389	0.00307908	0.05115931	0.00319195	0.01922342	0.08779832	0.00113486	0.00452600
5:Del:M:2	0.00466918	0.00000155	0.10469371	0.00029958	0.02937933	0.00260445	0.01525770	0.00022200	0.02053319	0.06145346	0.00483082	0.00475539
5:Del:M:3	0.00220826	0.00000077	0.05057924	0.00133419	0.01588964	0.00381768	0.00488242	0.00796936	0.00849592	0.03883910	0.00363196	0.00996831
5:Del:M:4	0.00000779	0.00001234	0.02328619	0.00067441	0.00339699	0.00238030	0.00373521	0.00185771	0.00990220	0.03260254	0.00307741	0.00538318
5:Del:M:5	0.00451159	0.00056622	0.00348140	0.00000000	0.00463947	0.00144654	0.00011816	0.00028242	0.00103088	0.24803897	0.00119997	0.00381297
