Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP53460	501	14	9	227	151	0	47	66	0	0	33	26	0	6	20	23	6	13	30	18
SP50827	683	41	115	214	239	0	115	196	23	9	46	17	0	6	47	71	47	7	24	26
SP50263	12	35	155	20	0	39	35	40	2	4	19	32	5	0	21	13	29	0	49	10
SP50317	41	111	56	54	17	0	99	0	3	0	25	24	0	0	0	29	39	5	25	2
SP54113	1879	48	73	436	268	263	151	191	0	11	104	94	0	9	179	52	3	66	14	32
SP50406	2	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0
SP51824	242	20	89	24	57	222	37	24	0	0	27	50	0	0	29	5	10	3	56	15
SP55387	123	0	7	29	35	0	13	19	1	8	0	10	4	0	17	0	0	0	0	0
SP52779	475	20	68	152	160	359	19	109	1	5	0	55	0	5	102	30	16	17	15	0
SP55235	1389	46	86	358	451	0	99	240	0	124	76	136	0	0	123	60	36	6	0	4
SP50713	155	2	15	37	40	21	19	28	0	0	21	55	3	0	6	6	18	4	8	4
SP50611	851	14	79	288	275	0	62	58	0	7	13	37	0	0	84	77	25	1	22	0
SP50485	9	7	23	7	13	0	11	26	13	3	11	2	0	1	0	4	21	0	2	2
SP51037	6	18	89	0	1	22	18	4	13	0	4	23	0	1	4	6	15	1	3	3
SP55142	1653	168	310	699	242	1286	324	228	0	0	438	38	0	8	129	168	56	9	24	48
SP53387	387	13	20	135	128	146	67	126	0	0	13	44	0	6	89	35	33	29	9	23
SP54745	171	64	158	100	61	30	71	209	7	0	26	25	0	5	0	17	64	32	34	26
SP52284	25	22	140	10	15	1	34	0	19	6	16	33	0	2	10	18	24	4	36	20
SP53618	831	7	69	284	336	332	23	160	0	0	32	80	0	4	95	64	0	8	0	3
SP52232	374	1	0	104	104	215	13	13	0	0	13	17	0	4	23	24	9	9	8	3
SP50412	11	3	16	5	7	0	3	26	9	1	5	6	0	1	0	3	14	0	0	9
SP50321	137	0	45	74	76	0	46	23	8	20	0	86	0	3	12	13	6	4	34	10
SP53548	0	9	65	2	3	0	50	25	16	0	9	26	3	1	0	21	9	11	2	7
SP55004	0	0	3	3	1	0	2	0	0	2	1	6	0	0	0	0	2	0	1	0
