De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-ID83A, Signature ID5 (87.54%) & Signature ID8 (12.46%), 39.24,  37.37, 0.161, 0.93, 0.90
Signature 83-ID83B, Signature ID1 (13.84%) & Signature ID2 (86.16%), 15.35,  4.67, 0.488, 1.00, 1.00
Signature 83-ID83C, Signature ID23 (100.00%), 24.21,  18.92, 0.061, 0.98, 0.98
Signature 83-ID83D, Signature ID1 (5.68%) & Signature ID5 (18.92%) & Signature ID6 (17.78%) & Signature ID8 (40.08%) & Signature ID9 (17.54%), 23.85,  17.64, 0.086, 0.98, 0.98
Signature 83-ID83E, Signature ID1 (100.00%), 32.04,  4.44, 0.862, 1.00, 1.00
Signature 83-ID83F, Signature ID8 (25.74%) & Signature ID19 (74.26%), 65.34,  34.69, 0.359, 0.94, 0.94
Signature 83-ID83G, Signature 83-ID83G, 0, 0, 0, 1, 1
Signature 83-ID83H, Signature ID4 (39.16%) & Signature ID11 (12.84%) & Signature ID21 (48.00%), 53.28,  38.82, 0.409, 0.92, 0.90
