Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP117956	3	10	0	7	11	24	1	17	19	20	3	9	3
SP117975	4	17	1	0	9	10	0	18	6	19	1	3	0
SP2149	20	17	15	169	220	80	0	0	30	2	36	9	10
SP117113	6	110	0	5	8	12	0	14	8	30	11	4	1
SP117245	3	16	0	3	17	24	0	31	18	25	8	12	2
SP117402	11	16	0	0	4	19	2	19	14	8	6	21	0
SP117136	11	57	0	9	0	0	0	20	26	10	2	14	3
SP117378	5	33	0	11	12	25	0	0	19	6	17	13	0
SP116947	7	26	0	6	6	18	2	18	22	1	10	33	5
SP117369	2	24	0	0	5	0	0	13	3	31	71	7	1
SP117244	5	48	0	0	1	9	4	16	0	7	8	4	2
SP117162	10	9	1	5	3	1	2	14	20	17	24	17	3
SP117079	0	19	0	5	13	12	1	22	22	10	11	11	2
SP117344	11	61	2	255	108	38	7	37	4	15	17	9	12
SP118074	110	177	4	17	18	43	4	10	26	0	12	42	17
SP117598	6	33	0	21	109	4	0	243	11	0	25	83	6
SP117312	5	29	0	1	4	15	1	12	38	0	8	2	5
SP118038	2	55	0	12	0	14	2	10	9	14	15	3	4
SP117552	7	20	0	0	6	5	2	5	15	12	5	9	5
SP118073	2	43	3	3	11	10	0	31	17	15	10	5	2
SP117933	4	16	0	6	6	11	0	2	13	11	4	10	1
SP118012	4	19	0	10	7	31	3	8	27	0	14	24	6
SP117108	7	45	0	0	10	0	0	27	15	3	3	14	0
SP117812	11	13	0	8	6	9	0	16	7	4	14	19	2
SP117354	18	47	0	18	28	30	6	0	21	35	12	19	8
SP117370	6	59	5	6	3	12	1	10	18	3	10	8	3
SP116991	12	36	10	1	26	15	2	17	16	18	7	6	7
SP117629	7	14	6	328	127	5	11	59	14	0	22	3	10
SP124199	21	56	0	4	13	24	1	18	16	3	2	28	0
SP124195	12	84	0	6	11	13	2	7	16	15	8	17	1
SP117850	10	24	2	1	12	17	2	28	5	11	4	10	0
SP117127	11	47	0	5	8	7	0	5	12	17	0	17	8
SP117614	6	6	8	1	10	54	0	28	17	1	18	24	6
SP116948	10	103	1	8	17	38	1	37	33	8	11	19	6
SP117409	11	31	3	323	130	97	7	33	20	0	26	37	10
SP117593	4	26	13	8	6	17	0	15	25	5	0	24	4
SP117372	7	19	0	4	9	37	1	12	12	0	35	5	2
SP118077	13	20	1	22	12	22	0	18	34	2	7	13	4
SP117840	10	77	0	0	18	25	0	16	9	9	0	31	6
SP117363	23	74	0	60	52	63	11	48	14	0	63	91	5
SP117887	10	17	0	427	186	41	27	63	45	39	33	7	6
SP116946	13	35	0	12	9	21	0	57	8	0	10	26	0
