Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP101845	188	66	210	115	26	47	1	17	0	0	154	0
SP101682	19	46	33	61	75	0	3	0	40	142	0	4
SP61553	4	53	0	0	48	14	3	0	131	13	0	4
SP101724	70	110	50	160	81	0	4	123	51	16	0	0
SP102103	8	11	9	43	27	93	0	0	0	34	73	0
SP102174	45	45	0	76	40	151	6	40	25	14	0	0
SP101622	441	0	241	112	30	1	0	2	0	22	81	12
SP102161	95	26	12	46	30	114	7	0	27	39	0	2
SP101654	45	98	10	131	109	0	3	0	0	219	0	0
SP102074	26	12	27	31	16	0	1	3	0	17	99	1
SP101694	65	0	43	159	41	0	4	0	107	60	0	16
SP101616	85	150	21	222	23	0	0	0	66	27	0	7
SP101666	139	0	132	65	18	0	0	0	89	0	49	23
SP101558	198	35	132	0	8	159	1	0	0	0	0	0
SP102096	17	75	47	34	12	0	2	71	42	69	14	3
SP102084	104	81	28	64	88	0	4	18	101	39	0	0
SP101580	113	21	94	65	23	1	5	0	103	30	0	19
SP102064	274	40	201	44	23	78	3	0	8	18	0	16
SP101564	33	44	12	48	25	18	3	14	18	47	0	0
SP101921	13	68	7	86	24	0	0	32	0	59	72	0
SP101648	218	23	64	2	0	159	0	0	10	22	0	15
SP101628	17	53	1	25	14	125	3	0	31	30	0	7
SP101708	29	12	10	69	59	2	4	0	91	39	0	18
SP102055	20	24	0	35	22	0	2	0	51	41	4	3
SP101634	297	11	121	25	2	52	0	68	10	0	0	0
SP101588	33	25	21	83	67	0	4	3	73	84	0	10
SP101584	33	33	15	77	33	76	0	47	0	106	0	0
SP101686	8	3	3	47	34	26	0	0	65	61	0	4
SP101532	250	0	178	76	23	0	1	39	58	14	0	3
SP101732	327	10	190	142	34	0	6	0	0	42	143	0
SP101528	30	0	18	124	14	0	0	0	6	0	98	0
SP101536	10	24	2	1	6	77	2	0	27	94	0	5
SP101576	60	19	28	114	46	55	5	0	134	23	0	19
SP102015	327	3	286	143	31	115	4	8	0	0	33	3
SP102168	0	47	28	50	6	28	0	11	26	60	0	6
SP101716	72	124	29	100	114	83	1	0	115	84	0	26
SP101592	30	41	20	94	17	0	7	66	29	23	0	1
SP101658	2	12	4	5	9	22	0	0	24	0	25	0
SP102045	1149	18	279	96	38	137	17	36	0	75	127	25
SP101552	637	23	369	293	37	0	0	46	0	21	0	9
SP101519	55	144	31	41	2	53	0	0	48	25	0	9
SP101690	99	49	1	43	37	234	2	0	0	91	0	10
SP102123	13	61	29	46	21	54	2	0	64	47	0	0
SP101662	343	16	28	77	17	33	2	0	0	8	62	1
SP101600	0	90	1	1	5	84	1	0	0	0	16	10
SP101544	41	36	1	106	37	39	5	0	120	18	4	7
SP102133	0	18377	9	0	1511	0	24	0	0	0	0	178
SP101881	305	1	154	44	36	133	8	22	32	0	14	6
SP102035	621	29	145	0	16	116	5	0	34	24	0	6
SP101642	668	107	264	163	78	86	13	0	0	74	0	37
SP101596	15	51	0	42	26	93	0	0	95	64	0	9
SP101670	588	75	164	83	21	261	10	0	0	0	0	9
SP101674	211	5	51	4	0	155	6	0	0	0	0	9
SP101572	4	28	4	8	10	53	0	0	38	19	2	0
SP101678	286	34	219	75	24	172	4	0	79	0	0	9
SP101740	1078	54	620	0	37	307	23	0	0	0	0	2
SP101700	226	22	203	56	16	0	0	0	46	27	0	6
SP101891	457	0	286	157	78	0	4	0	0	97	29	18
SP102143	552	29	103	0	10	198	12	0	0	0	0	0
SP102113	194	19	108	25	0	176	6	0	0	0	0	8
SP101521	16	74	6	39	55	65	1	0	55	30	0	8
SP101526	73	46	46	66	54	156	7	0	7	87	0	0
SP101540	9	93	27	24	25	17	1	21	122	60	0	5
SP101604	167	0	64	37	22	29	1	0	25	30	71	0
SP101548	367	0	48	71	14	0	0	0	58	30	13	17
SP101523	332	0	185	44	23	0	0	0	24	0	72	5
SP102090	15	20	0	84	43	71	2	0	64	65	0	12
SP101795	286	34	227	38	11	87	2	0	0	13	33	0
SP102187	195	5	88	141	31	41	6	0	52	0	0	25
SP101515	159	0	114	40	11	6	0	0	0	22	54	8
SP101931	299	64	124	117	79	72	6	70	0	63	0	0
SP101610	215	15	210	47	12	0	6	0	0	7	63	0
SP61703	27	54	73	96	21	16	4	0	207	64	0	0
SP59707	0	2	14	11	8	0	2	0	117	7	28	0
SP68659	184	10	182	19	3	0	3	0	67	13	0	0
SP62616	911	29	155	118	53	0	4	147	19	0	0	0
SP59761	46	58	27	70	34	0	3	0	58	60	0	9
SP66960	8	114	7	0	12	124	2	0	57	30	20	0
SP61453	17	7	24	40	27	16	3	0	18	23	85	7
SP63796	6	27	12	54	6	28	0	13	0	25	14	0
SP69155	2	6	4	17	6	43	0	0	46	1	0	3
SP59950	309	14	99	316	87	58	0	0	51	174	39	11
SP59938	274	0	105	77	11	0	0	0	53	0	0	6
SP64976	51	14	0	83	57	59	1	0	85	20	0	0
SP64296	421	45	286	65	56	0	0	60	68	0	0	0
SP65807	632	81	101	27	27	196	18	11	0	0	0	27
SP59803	35	87	37	71	22	111	6	59	0	102	37	5
SP66159	626	0	87	24	44	272	30	0	93	43	0	40
SP63356	13	56	33	27	0	134	7	0	69	35	0	1
SP68348	410	136	61	11	77	366	31	0	0	0	0	8
SP62450	22	2	6	0	10	85	1	0	56	8	0	3
SP67428	411	0	67	37	28	100	23	0	82	53	0	18
SP61713	353	0	241	1	24	9	4	0	10	0	101	5
SP68725	193	29	50	8	3	64	8	7	1	18	31	5
SP67609	877	6	173	35	53	150	33	0	40	90	0	50
SP62110	19	44	50	114	71	27	5	20	0	182	0	0
SP64546	261	0	141	51	1	0	1	0	98	0	0	15
SP63546	29	0	0	131	38	88	3	0	82	32	0	23
SP60322	183	14	36	19	16	90	0	44	0	0	0	0
SP60243	193	6	195	19	13	0	0	42	27	17	0	0
SP63966	14	96	5	22	81	127	2	0	103	71	0	0
SP60362	9	40	11	47	21	0	2	0	114	0	5	8
SP69077	644	10	521	113	43	0	5	33	44	14	0	0
SP67346	72	39	3	175	55	193	0	0	41	69	7	0
SP66687	14	102	9	88	62	0	2	0	138	30	0	0
SP63716	14	33	14	63	11	0	1	0	109	3	0	0
SP65376	631	16	431	104	52	0	0	33	59	4	0	0
SP61343	3	46	0	64	31	89	3	0	10	12	12	3
SP60001	590	22	39	37	32	252	7	0	0	8	36	1
SP59860	61	53	52	88	61	19	4	8	0	157	98	0
SP60610	4	4	17	51	17	0	0	1	113	7	0	0
SP64036	252	105	250	4	10	145	11	0	0	0	0	13
SP60842	166	26	114	96	29	20	9	32	0	0	80	5
CPCT02020307T	15	95	23	100	38	0	65	10	113	43	0	22
CPCT02020333T	546	9	223	117	26	21	107	94	65	32	0	52
CPCT02080024T	66	77	4	58	19	55	79	95	55	57	0	37
CPCT02030259TII	256	75	148	100	53	0	78	36	0	0	62	39
CPCT02040038T	636	61	167	13	34	19	93	69	37	47	0	10
CPCT02030250T	20	50	7	39	38	59	73	201	14	137	8	12
CPCT02050058T	84	93	57	47	291	124	135	0	0	101	94	25
