Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP111062	2.87E+00	2.75E+00	8.68E-01	1.52E+00	2.07E+00	1.61E+00
SP111006	5.55E+00	9.90E+00	9.36E+00	1.58E+00	3.96E+00	2.44E+00
SP110846	1.85E+00	1.76E+00	7.08E-01	4.69E-01	2.16E+00	1.86E+00
SP111086	5.38E+00	1.04E+01	1.14E+01	1.77E+00	3.98E+00	3.04E+00
SP111096	2.82E+00	3.01E+00	1.97E+00	9.39E-01	2.08E+00	1.53E+00
SP111021	0.00E+00	0.00E+00	6.13E-02	5.20E-02	9.12E-02	4.93E-02
SP111058	6.05E+00	1.27E+01	1.43E+01	1.91E+00	3.79E+00	2.72E+00
SP111092	6.84E+00	5.86E+00	2.89E+00	2.11E+00	4.16E+00	8.53E+00
SP111076	4.80E+00	5.19E+00	2.22E+00	1.36E+00	2.19E+00	1.51E+00
SP111098	3.69E+00	3.84E+00	3.64E+00	1.78E+00	2.53E+00	1.46E+00
SP111039	5.75E-01	1.22E+00	5.80E-01	9.87E-01	1.19E+00	8.31E-01
SP111052	3.86E-01	6.34E-01	8.51E-01	6.11E-01	8.66E-01	8.93E-01
SP111166	6.38E+00	7.50E+00	5.52E+00	1.30E+00	3.35E+00	2.34E+00
SP111014	1.22E+00	1.07E+00	1.67E+00	0.00E+00	1.28E+00	6.83E-01
SP111066	6.90E+00	9.80E+00	1.11E+01	1.09E+00	3.97E+00	2.08E+00
SP111094	4.00E+00	5.82E+00	5.75E+00	1.30E+00	3.85E+00	2.56E+00
SP111015	2.13E+00	2.39E+00	2.58E+00	0.00E+00	1.73E+00	1.37E+00
SP110853	3.56E+00	3.94E+00	3.72E+00	1.16E+00	2.91E+00	2.54E+00
SP111051	2.62E+00	2.34E+00	1.35E+00	1.04E+00	2.23E+00	2.01E+00
SP110855	3.70E+00	4.83E+00	5.59E+00	1.10E+00	3.12E+00	2.57E+00
SP111004	4.80E+00	4.68E+00	1.64E+00	6.12E-01	2.82E+00	1.77E+00
SP111078	1.53E+00	1.49E+00	1.23E+00	0.00E+00	1.38E+00	6.45E-01
SP110863	2.36E+00	3.23E+00	3.73E+00	4.37E-01	2.44E+00	1.84E+00
SP111013	2.54E+00	2.82E+00	2.42E+00	5.99E-01	2.09E+00	1.47E+00
SP111042	5.96E-01	6.04E-01	7.44E-01	0.00E+00	6.87E-01	3.65E-01
SP111040	1.27E+00	2.36E+00	2.31E+00	6.90E-01	1.82E+00	1.76E+00
SP111031	7.12E+00	7.84E+00	5.36E+00	1.90E+00	3.71E+00	1.88E+00
SP23496	3.06E+00	3.59E+00	3.69E+00	9.75E-01	2.55E+00	1.63E+00
SP111030	1.37E+00	1.73E+00	1.66E+00	9.37E-01	1.96E+00	1.56E+00
SP111019	1.71E+00	1.99E+00	3.27E+00	9.83E-01	2.05E+00	1.35E+00
SP111026	3.54E+00	5.32E+00	6.33E+00	1.83E+00	3.09E+00	1.80E+00
SP110860	4.95E+00	5.15E+00	5.26E+00	1.51E+00	2.91E+00	1.92E+00
SP110851	4.33E+00	5.34E+00	2.35E+00	7.80E-01	2.96E+00	2.17E+00
SP111059	3.61E+00	3.94E+00	2.32E+00	1.31E+00	2.82E+00	2.26E+00
SP111170	5.64E+00	6.40E+00	4.12E+00	1.75E+00	3.53E+00	2.79E+00
SP111054	4.18E+00	4.76E+00	3.90E+00	5.25E-01	3.44E+00	2.37E+00
SP111033	5.20E+00	5.35E+00	2.27E+00	5.74E-01	2.54E+00	2.18E+00
SP111113	6.21E+00	8.50E+00	9.29E+00	1.68E+00	4.76E+00	3.10E+00
SP110865	7.82E+00	9.45E+00	7.80E+00	1.81E+00	5.58E+00	8.76E+00
SP111061	3.48E+00	3.93E+00	3.10E+00	4.49E-01	2.59E+00	1.43E+00
SP111101	5.76E+00	6.22E+00	4.36E+00	0.00E+00	3.77E+00	2.06E+00
SP110859	3.74E+00	4.74E+00	2.85E+00	1.12E+00	2.80E+00	1.62E+00
SP111168	1.49E+00	1.88E+00	1.77E+00	1.14E+00	1.77E+00	1.33E+00
SP111067	2.06E+00	2.23E+00	1.61E+00	8.98E-01	1.76E+00	1.48E+00
SP111036	3.89E+00	3.82E+00	1.42E+00	7.46E-01	2.07E+00	1.32E+00
SP111116	6.19E+00	6.19E+00	3.44E+00	1.34E+00	2.72E+00	1.56E+00
SP111099	3.85E+00	4.64E+00	4.36E+00	1.46E+00	2.84E+00	1.87E+00
SP23502	5.48E+00	8.65E+00	9.18E+00	5.21E-01	4.63E+00	2.70E+00
SP111069	5.04E+00	8.26E+00	7.86E+00	1.18E+00	2.73E+00	2.20E+00
SP111043	6.43E+00	8.26E+00	7.83E+00	2.30E+00	4.29E+00	4.02E+00
