Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP116788	3	0	0	4	0	0	0	0	2	0	2	5
SP116789	0	0	0	2	0	0	0	0	2	0	2	0
SP116919	0	0	0	0	0	0	0	0	0	0	1	0
SP109002	6	0	1	0	1	6	0	0	0	39	0	0
SP109001	0	2	0	0	0	0	6	0	0	3	0	0
SP109006	7	15	0	0	0	0	3	30	0	0	0	10
SP108998	26	39	0	9	0	0	0	43	0	21	0	0
SP127706	0	17	13	0	28	8	54	21	13	1	0	0
SP108999	21	28	24	0	25	0	7	0	0	5	1	0
SP109007	0	19	1	0	7	10	11	0	3	15	0	10
SP109003	7	0	6	0	1	9	0	4	1	17	2	5
SP116868	0	7	0	2	5	0	2	13	18	0	1	7
SP116794	3	0	0	2	0	0	1	0	0	0	9	0
SP116791	2	0	0	1	0	0	1	0	0	0	9	0
SP116866	0	0	5	11	0	0	0	3	16	0	7	6
SP116815	4	1	34	0	0	0	0	0	6	0	1	1
SP116853	0	0	0	19	3	0	0	0	0	0	0	20
SP116901	5	0	0	5	7	4	2	0	0	0	1	0
SP116830	0	2	0	17	15	9	38	0	4	0	7	0
SP116802	0	0	2	0	0	0	4	0	6	0	2	1
SP116885	20	0	14	0	0	21	0	20	0	0	0	15
SP116834	0	0	0	0	0	0	0	19	0	0	12	0
SP116913	0	0	0	0	22	0	0	0	0	0	3	0
SP116799	0	0	7	1	2	10	15	0	0	0	0	0
SP116920	0	0	10	0	0	3	0	0	0	0	5	0
SP116835	9	0	0	0	2	19	0	26	7	0	22	3
SP116852	1	0	0	18	2	0	0	0	0	0	0	17
SP116902	3	0	1	7	10	4	2	4	0	0	0	0
SP116871	0	0	0	0	0	7	0	0	3	0	0	0
SP116820	2	0	0	6	0	0	12	31	0	0	0	0
SP116889	1	1	4	16	22	0	5	3	11	0	0	0
SP116923	14	2	0	0	3	14	18	0	0	0	11	0
SP116829	1	1	0	15	0	7	37	0	1	0	12	0
SP116872	0	0	0	0	1	1	2	0	4	0	0	0
SP116904	0	0	0	0	0	0	0	0	0	0	4	1
SP116806	17	0	2	10	10	7	0	0	6	0	0	0
SP116857	12	0	7	0	6	28	19	0	9	0	0	0
SP116888	0	0	0	5	10	7	0	0	5	0	0	0
SP116818	0	0	4	0	0	0	5	6	0	5	0	2
SP116837	0	0	12	8	14	0	3	0	0	0	18	18
SP116905	0	0	0	0	0	0	0	0	0	0	4	0
SP116804	14	0	9	17	12	0	0	4	3	0	0	0
SP116819	1	0	0	0	0	0	5	20	0	0	0	5
SP116856	0	0	6	6	8	23	8	0	0	0	0	0
SP116839	0	1	9	23	0	0	14	0	0	15	4	12
SP116925	6	0	0	0	0	0	2	0	11	0	0	9
SP116878	0	0	0	0	0	15	0	0	0	0	0	7
SP116893	0	0	0	21	0	29	0	0	0	0	0	2
SP116876	0	0	0	0	0	0	0	0	1	0	0	0
SP116927	8	0	0	4	0	0	0	0	14	0	0	17
SP116909	9	0	0	4	3	12	0	0	0	0	0	0
SP116795	0	0	1	0	0	0	0	3	3	0	0	0
SP116826	5	0	0	38	0	0	1	0	4	0	0	0
SP116891	0	0	5	7	4	11	0	0	0	0	4	0
SP116860	4	5	0	0	16	0	8	3	0	0	0	0
SP116848	0	0	0	6	2	0	17	0	5	0	16	10
SP116910	29	0	0	0	6	12	12	10	0	0	3	0
SP116797	0	6	3	0	0	0	0	0	0	2	0	0
SP116862	7	9	15	0	16	0	13	0	0	0	1	5
SP116823	9	0	0	12	4	9	0	0	1	0	0	0
SP116897	0	0	0	1	1	0	0	0	13	0	0	0
SP116846	0	0	0	0	4	4	0	0	1	0	4	6
SP116784	0	0	0	0	0	0	0	0	0	1	0	0
SP116896	0	0	0	0	0	0	0	0	7	0	7	0
SP116824	3	0	0	24	0	5	0	0	3	0	0	0
SP116881	0	0	0	0	0	2	0	0	1	1	1	4
SP116812	2	0	24	3	4	0	0	3	0	0	1	6
SP116915	13	0	2	0	45	0	0	0	4	0	14	0
SP116786	7	0	15	0	3	0	0	13	12	0	0	16
SP116851	2	0	2	0	0	3	0	0	0	0	0	8
CPCT02220038T	846	152	112	0	0	0	0	0	39	109	15	0
CPCT02290013T	74	611	36	38	33	31	0	0	0	0	23	0
