Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP124977	9.10E+00	1.02E+01	7.02E+00	1.21E+01	2.15E+00	6.37E-01	1.65E+00	1.48E+00	4.18E-01	1.72E+00	1.11E+01	1.60E+00	6.28E-01	1.62E+00	2.14E+00	4.10E+00
SP59356	4.56E+00	3.39E+00	3.28E+00	5.45E+00	1.55E+00	4.98E-01	1.52E+00	1.56E+00	0.00E+00	1.34E+00	4.72E+00	1.43E+00	7.55E-01	1.32E+00	1.42E+00	3.03E+00
SP116612	7.08E+00	1.02E+01	5.12E+00	1.06E+01	2.16E+00	1.34E+00	1.69E+00	2.17E+00	0.00E+00	2.42E+00	1.15E+01	2.23E+00	7.60E-01	1.80E+00	2.21E+00	4.60E+00
SP116659	1.12E+01	3.44E+00	8.74E+00	8.20E+00	3.15E+00	7.23E-01	3.24E+00	3.70E+00	1.42E-01	2.27E+00	4.66E+00	2.86E+00	1.35E+00	2.08E+00	2.81E+00	6.55E+00
SP116668	1.83E+01	1.54E+01	1.56E+01	2.08E+01	9.52E+00	1.15E+00	8.07E+00	1.02E+01	2.67E-01	3.07E+00	1.69E+01	3.27E+00	4.97E+00	1.43E+00	6.05E+00	1.40E+01
SP116630	1.79E+01	2.49E+01	1.28E+01	2.89E+01	2.51E+00	1.52E+00	1.44E+00	1.60E+00	0.00E+00	2.03E+00	3.00E+01	2.03E+00	5.72E-01	1.55E+00	2.28E+00	7.01E+00
SP59412	1.12E+01	9.86E+00	8.62E+00	1.30E+01	2.14E+00	9.80E-01	2.20E+00	2.70E+00	2.19E-01	2.52E+00	1.26E+01	1.73E+00	1.12E+00	1.95E+00	2.20E+00	6.93E+00
SP116686	3.76E+00	4.33E+00	3.61E+00	5.41E+00	1.79E+00	1.20E+00	1.74E+00	1.62E+00	0.00E+00	1.41E+00	4.64E+00	1.67E+00	3.21E-01	1.11E+00	1.78E+00	2.81E+00
SP116694	1.07E+01	9.60E+00	7.57E+00	1.22E+01	3.47E+00	1.13E+00	2.78E+00	4.80E+00	4.26E-01	2.15E+00	1.14E+01	2.36E+00	1.01E+00	1.11E+00	2.85E+00	7.10E+00
SP116712	2.01E+00	1.39E+00	1.84E+00	2.22E+00	6.22E-01	4.08E-01	6.58E-01	5.02E-01	1.15E-01	4.83E-01	1.48E+00	4.54E-01	1.90E-01	4.98E-01	5.73E-01	1.15E+00
SP116726	1.28E+01	6.76E+00	1.06E+01	1.26E+01	2.22E+00	9.28E-01	1.78E+00	2.65E+00	3.43E-01	3.02E+00	8.19E+00	2.19E+00	9.80E-01	1.82E+00	3.07E+00	6.51E+00
SP116723	2.10E+00	2.58E+00	1.80E+00	3.11E+00	1.61E+00	5.78E-01	1.50E+00	1.40E+00	1.31E-01	9.75E-01	2.98E+00	1.05E+00	6.20E-01	8.91E-01	1.20E+00	1.74E+00
SP59276	3.50E+00	1.02E+00	2.99E+00	2.90E+00	8.68E-01	4.03E-01	3.94E-01	1.35E+00	1.00E-02	1.19E+00	1.42E+00	7.82E-01	7.04E-02	5.85E-01	6.77E-01	2.61E+00
SP116703	2.30E+00	2.62E+00	1.54E+00	3.14E+00	1.78E+00	4.28E-01	1.76E+00	1.69E+00	4.00E-02	1.01E+00	3.00E+00	1.04E+00	5.43E-01	8.88E-01	6.57E-01	1.38E+00
SP59312	1.62E+01	1.11E+01	1.39E+01	1.52E+01	2.12E+00	1.12E+00	2.17E+00	2.92E+00	4.27E-01	2.60E+00	1.39E+01	1.53E+00	9.41E-01	1.29E+00	2.65E+00	9.80E+00
SP116701	8.48E+00	6.05E+00	6.83E+00	8.67E+00	2.24E+00	1.26E+00	2.62E+00	2.36E+00	2.45E-01	2.13E+00	7.31E+00	2.18E+00	1.03E+00	1.83E+00	2.30E+00	6.32E+00
SP59296	5.15E+00	2.52E+00	4.52E+00	4.10E+00	1.13E+00	1.50E-01	8.30E-01	1.16E+00	1.94E-01	6.80E-01	2.56E+00	6.62E-01	4.40E-01	4.37E-01	1.09E+00	2.68E+00
SP59280	7.79E+00	4.35E+00	5.69E+00	6.91E+00	1.67E+00	2.43E-01	1.20E+00	2.05E+00	1.65E-01	8.54E-01	5.04E+00	1.38E+00	4.77E-01	1.03E+00	1.28E+00	3.96E+00
SP59344	3.46E+00	1.36E+00	2.86E+00	2.47E+00	8.49E-01	2.19E-01	8.52E-01	1.36E+00	0.00E+00	7.94E-01	1.75E+00	7.11E-01	5.06E-01	6.38E-01	1.01E+00	2.44E+00
SP59460	1.13E+01	5.03E+00	9.52E+00	1.01E+01	1.84E+00	6.39E-01	2.56E+00	3.21E+00	2.00E-02	2.16E+00	6.38E+00	1.66E+00	1.20E+00	1.15E+00	1.98E+00	7.34E+00
SP59404	5.81E+00	2.62E+00	4.33E+00	4.67E+00	7.77E-01	2.71E-01	7.60E-01	5.78E-01	0.00E+00	7.31E-01	2.84E+00	8.54E-01	4.80E-01	2.50E-01	1.42E+00	2.58E+00
SP116709	5.28E+00	3.30E+00	4.40E+00	6.04E+00	1.34E+00	8.41E-01	1.62E+00	2.03E+00	3.05E-01	1.29E+00	4.30E+00	1.39E+00	8.55E-01	1.19E+00	1.32E+00	3.67E+00
SP59448	4.33E+01	3.68E+01	3.35E+01	4.45E+01	4.90E+00	1.61E+00	3.67E+00	6.30E+00	2.13E-01	4.76E+00	4.08E+01	3.26E+00	1.27E+00	2.18E+00	5.94E+00	2.15E+01
SP116614	1.94E+01	8.50E+00	1.50E+01	1.65E+01	2.76E+00	8.91E-01	2.58E+00	3.66E+00	0.00E+00	2.21E+00	1.18E+01	1.98E+00	1.35E+00	1.72E+00	2.10E+00	1.10E+01
SP59464	3.08E+00	3.45E+00	2.04E+00	3.95E+00	1.16E+00	3.92E-01	1.41E+00	1.36E+00	0.00E+00	9.56E-01	3.63E+00	1.22E+00	7.63E-01	9.78E-01	1.08E+00	1.37E+00
SP59364	7.19E+00	3.89E+00	6.05E+00	6.02E+00	4.32E+00	8.62E-01	3.69E+00	3.05E+00	0.00E+00	1.48E+00	4.92E+00	2.17E+00	1.37E+00	1.66E+00	2.08E+00	4.74E+00
SP116663	2.12E+01	1.84E+01	1.67E+01	2.19E+01	2.59E+00	1.40E+00	1.65E+00	3.69E+00	5.66E-01	3.12E+00	2.37E+01	1.89E+00	8.04E-01	1.96E+00	3.19E+00	1.11E+01
SP59444	2.95E+00	2.09E+00	2.68E+00	3.17E+00	1.50E+00	5.62E-01	1.28E+00	1.31E+00	0.00E+00	1.85E+00	2.33E+00	1.68E+00	3.42E-01	1.49E+00	1.38E+00	1.96E+00
SP116690	1.93E+01	1.74E+01	1.47E+01	2.10E+01	3.35E+00	1.66E+00	2.59E+00	5.28E+00	5.15E-01	4.94E+00	1.87E+01	2.76E+00	1.79E+00	2.25E+00	4.29E+00	1.40E+01
SP59270	2.59E+00	1.86E+00	2.24E+00	2.48E+00	6.08E-01	2.01E-01	4.89E-01	8.59E-01	0.00E+00	8.42E-01	1.94E+00	5.38E-01	2.53E-01	5.59E-01	7.06E-01	1.74E+00
SP59352	6.86E+00	3.82E+00	5.69E+00	7.06E+00	2.09E+00	9.80E-01	2.26E+00	2.25E+00	2.35E-01	1.90E+00	4.69E+00	1.72E+00	1.19E+00	1.48E+00	2.36E+00	4.76E+00
SP116652	2.57E+00	2.72E+00	1.87E+00	3.58E+00	7.10E-01	3.75E-01	3.75E-01	7.22E-01	0.00E+00	6.54E-01	3.23E+00	6.21E-01	2.29E-01	3.79E-01	9.06E-01	1.82E+00
SP116715	3.90E+01	4.17E+01	2.59E+01	4.90E+01	4.77E+00	2.11E+00	4.04E+00	6.46E+00	4.92E-01	5.73E+00	5.01E+01	5.06E+00	1.79E+00	3.47E+00	7.16E+00	1.54E+01
SP116718	4.78E+00	5.98E+00	4.09E+00	6.75E+00	2.41E+00	9.67E-01	2.42E+00	2.34E+00	3.16E-01	1.68E+00	6.68E+00	1.58E+00	1.03E+00	1.02E+00	1.72E+00	4.19E+00
SP116720	2.61E+00	2.46E+00	2.14E+00	2.82E+00	1.68E+00	8.33E-02	1.57E+00	1.61E+00	0.00E+00	9.74E-01	2.74E+00	1.19E+00	4.85E-01	8.81E-01	8.63E-01	1.65E+00
SP59284	8.56E+00	6.08E+00	6.72E+00	8.91E+00	6.43E-01	3.79E-01	9.09E-01	1.05E+00	0.00E+00	1.06E+00	7.85E+00	8.16E-01	2.52E-01	6.76E-01	9.50E-01	4.12E+00
SP116618	3.03E+00	3.25E+00	2.44E+00	4.61E+00	1.52E+00	1.09E+00	1.31E+00	1.52E+00	0.00E+00	1.35E+00	3.48E+00	1.22E+00	6.38E-01	1.18E+00	1.35E+00	2.34E+00
SP59436	4.48E-01	6.59E-01	3.43E-01	6.43E-01	6.20E-01	1.90E-01	7.70E-01	6.89E-01	0.00E+00	5.69E-01	6.24E-01	5.86E-01	2.96E-01	4.82E-01	4.49E-01	5.48E-01
SP116645	2.18E+01	9.35E+00	1.73E+01	1.87E+01	3.18E+00	8.13E-01	3.30E+00	3.77E+00	5.02E-01	2.97E+00	1.05E+01	2.29E+00	1.15E+00	2.31E+00	2.29E+00	1.38E+01
SP59320	4.04E+00	3.17E+00	3.02E+00	5.85E+00	1.95E+00	4.11E-01	2.31E+00	2.78E+00	0.00E+00	9.70E-01	3.96E+00	8.33E-01	1.04E+00	9.88E-01	1.20E+00	2.78E+00
SP116672	1.16E+00	1.47E+00	9.06E-01	1.95E+00	1.11E+00	3.54E-01	8.45E-01	5.48E-01	2.00E-02	7.92E-01	1.45E+00	9.28E-01	4.03E-01	8.38E-01	7.12E-01	8.24E-01
SP116635	5.37E+00	2.64E+00	4.00E+00	5.08E+00	1.78E+00	6.55E-01	1.53E+00	1.84E+00	1.51E-01	1.56E+00	3.27E+00	1.45E+00	7.57E-01	1.13E+00	1.22E+00	3.67E+00
SP59328	3.78E+00	2.33E+00	3.26E+00	3.85E+00	1.18E+00	3.80E-01	7.07E-01	9.78E-01	2.79E-01	8.32E-01	2.71E+00	1.07E+00	2.79E-01	6.25E-01	8.58E-01	2.39E+00
SP116627	3.43E+00	2.90E+00	1.97E+00	3.73E+00	8.20E-01	5.89E-01	1.23E+00	1.11E+00	5.14E-02	1.16E+00	3.45E+00	1.15E+00	4.93E-01	1.10E+00	1.21E+00	1.95E+00
SP116725	2.57E+00	1.80E+00	2.12E+00	2.71E+00	6.88E-01	9.59E-02	3.33E-01	7.53E-01	0.00E+00	3.88E-01	2.08E+00	4.41E-01	4.07E-01	1.46E-01	1.02E+00	1.99E+00
SP59292	3.25E+00	2.71E+00	2.41E+00	3.92E+00	1.53E+00	4.47E-01	1.73E+00	1.92E+00	0.00E+00	1.15E+00	3.07E+00	1.18E+00	1.06E+00	1.13E+00	8.13E-01	2.52E+00
SP116683	6.95E+00	4.35E+00	6.36E+00	7.19E+00	2.44E+00	1.10E+00	2.31E+00	1.83E+00	3.00E-01	1.66E+00	5.06E+00	1.56E+00	1.05E+00	1.74E+00	1.93E+00	4.78E+00
SP59372	8.10E-01	1.31E+00	4.38E-01	1.33E+00	6.54E-01	9.53E-01	5.16E-01	5.59E-01	3.33E-01	7.87E-01	1.43E+00	1.17E+00	6.42E-01	1.00E+00	6.57E-01	6.06E-01
SP116610	1.10E+01	7.29E+00	9.19E+00	1.09E+01	3.41E+00	3.59E+00	3.25E+00	3.96E+00	5.04E-01	1.58E+00	8.77E+00	2.54E+00	1.55E+00	1.62E+00	2.92E+00	7.27E+00
SP116638	5.54E+00	2.71E+00	4.71E+00	4.45E+00	1.70E+00	6.51E-01	1.65E+00	2.01E+00	1.27E-01	8.58E-01	3.00E+00	1.04E+00	8.80E-01	7.83E-01	1.24E+00	3.03E+00
SP59336	3.39E+00	2.87E+00	1.38E+00	4.35E+00	8.04E-01	2.56E-01	5.76E-01	7.96E-01	2.17E-01	7.87E-01	3.13E+00	7.69E-01	6.08E-02	4.10E-01	8.89E-01	1.79E+00
SP124971	1.71E+01	1.48E+01	1.41E+01	1.86E+01	2.88E+00	1.13E+00	2.72E+00	4.00E+00	4.09E-01	2.51E+00	1.73E+01	2.44E+00	1.20E+00	1.92E+00	3.02E+00	1.03E+01
SP116665	1.17E+00	1.90E+00	9.63E-01	2.13E+00	1.09E+00	3.05E-01	9.32E-01	6.35E-01	0.00E+00	6.36E-01	2.16E+00	7.29E-01	5.20E-01	5.73E-01	5.94E-01	1.03E+00
SP116674	8.85E+00	5.22E+00	7.21E+00	7.93E+00	1.75E+00	8.40E-01	1.33E+00	2.10E+00	1.97E-01	1.85E+00	5.78E+00	1.51E+00	1.15E+00	1.37E+00	1.65E+00	5.06E+00
SP116657	2.94E+01	1.38E+01	2.23E+01	2.40E+01	4.21E+00	1.86E+00	2.94E+00	5.01E+00	2.50E-01	4.50E+00	1.69E+01	3.83E+00	1.58E+00	3.13E+00	4.61E+00	1.59E+01
SP116670	8.12E+00	1.86E+01	4.87E+00	1.89E+01	2.03E+00	1.49E+00	2.04E+00	2.75E+00	2.37E-01	3.02E+00	2.28E+01	2.72E+00	1.40E+00	2.69E+00	3.23E+00	3.98E+00
SP116642	1.02E+01	1.25E+01	9.87E+00	1.50E+01	3.63E+00	2.51E+00	2.99E+00	3.90E+00	6.23E-01	2.14E+00	1.42E+01	2.72E+00	1.61E+00	7.76E-01	3.76E+00	7.07E+00
SP116606	2.23E+00	3.74E+00	1.51E+00	4.00E+00	1.63E+00	2.86E+00	1.83E+00	1.70E+00	2.62E-01	1.32E+00	4.57E+00	2.30E+00	8.26E-01	8.09E-01	1.51E+00	2.23E+00
SP116604	3.18E+00	3.37E+00	2.42E+00	4.58E+00	1.79E+00	5.53E-01	2.10E+00	1.72E+00	2.73E-01	1.53E+00	3.62E+00	1.24E+00	1.16E+00	8.90E-01	1.26E+00	2.67E+00
SP59376	2.08E+00	1.59E+00	1.46E+00	2.56E+00	4.54E-01	5.21E-01	3.04E-01	5.55E-01	2.71E-01	1.16E+00	1.90E+00	6.98E-01	1.69E-01	5.56E-01	9.71E-01	1.69E+00
SP59272	6.17E+00	2.05E+00	4.69E+00	3.93E+00	1.03E+00	3.73E-01	5.26E-01	1.40E+00	2.28E-01	8.20E-01	2.55E+00	6.91E-01	6.31E-02	5.03E-01	9.58E-01	3.56E+00
SP124969	1.58E+01	1.62E+01	1.32E+01	1.92E+01	3.35E+00	1.90E+00	2.61E+00	5.43E+00	3.44E-01	4.22E+00	1.97E+01	3.64E+00	1.89E+00	2.08E+00	4.18E+00	1.03E+01
SP116608	9.42E-01	1.68E+00	1.28E+00	1.64E+00	1.00E+00	2.68E-01	1.03E+00	9.48E-01	0.00E+00	5.93E-01	1.99E+00	6.20E-01	4.20E-01	5.43E-01	7.64E-01	1.08E+00
SP59396	4.57E+00	3.09E+00	3.43E+00	5.21E+00	6.41E-01	3.00E-01	5.88E-01	8.30E-01	2.30E-01	7.01E-01	3.22E+00	5.56E-01	3.08E-01	2.03E-01	9.97E-01	1.99E+00
SP116688	4.64E+00	2.55E+00	3.60E+00	4.35E+00	9.26E-01	5.56E-01	9.08E-01	1.37E+00	0.00E+00	9.64E-01	3.36E+00	1.15E+00	1.00E-02	8.63E-01	1.19E+00	2.78E+00
SP59392	5.46E+00	1.83E+00	4.23E+00	4.05E+00	5.75E-01	1.21E-01	3.42E-01	7.05E-01	0.00E+00	8.62E-01	2.16E+00	3.31E-01	5.00E-02	1.86E-01	7.16E-01	3.57E+00
SP59456	8.62E+00	5.70E+00	6.54E+00	9.02E+00	2.18E+00	8.24E-01	2.24E+00	2.22E+00	2.13E-01	2.07E+00	6.62E+00	1.86E+00	1.17E+00	1.48E+00	1.43E+00	5.38E+00
SP59348	4.07E+00	3.76E+00	3.42E+00	4.75E+00	2.07E+00	6.37E-01	1.69E+00	1.64E+00	0.00E+00	1.35E+00	4.94E+00	1.37E+00	7.56E-01	1.09E+00	1.74E+00	2.35E+00
SP59300	5.81E+00	7.37E+00	4.45E+00	8.18E+00	2.30E+00	4.72E+00	8.91E-01	1.75E+00	2.07E-01	2.67E+00	9.25E+00	3.57E+00	8.13E-01	1.91E+00	1.34E+00	3.83E+00
SP59340	5.57E+00	3.23E+00	3.97E+00	5.80E+00	2.46E+00	3.04E-01	2.03E+00	2.63E+00	4.98E-02	1.73E+00	4.06E+00	1.23E+00	7.31E-01	9.84E-01	1.55E+00	3.40E+00
SP59380	1.76E+00	8.46E-01	1.30E+00	1.64E+00	1.05E+00	5.57E-01	1.13E+00	1.09E+00	0.00E+00	7.63E-01	1.04E+00	1.05E+00	7.23E-01	7.76E-01	7.49E-01	1.06E+00
SP59440	7.20E+00	9.61E+00	4.14E+00	1.20E+01	1.18E+00	1.76E+00	1.04E+00	1.56E+00	5.54E-01	1.91E+00	1.20E+01	1.81E+00	9.78E-01	1.32E+00	2.14E+00	3.07E+00
SP59428	1.97E+00	1.41E+00	1.71E+00	1.77E+00	1.10E+00	5.08E-01	1.49E+00	1.19E+00	0.00E+00	6.87E-01	1.41E+00	1.25E+00	6.11E-01	8.00E-01	8.64E-01	1.60E+00
SP59400	8.26E+00	1.97E+01	6.76E+00	2.03E+01	2.25E+00	2.76E+00	3.11E+00	3.26E+00	5.67E-01	4.12E+00	2.26E+01	3.50E+00	1.20E+00	3.45E+00	4.23E+00	6.94E+00
SP116624	5.91E+00	5.95E+00	4.49E+00	7.29E+00	1.54E+00	7.90E-01	1.68E+00	2.06E+00	1.39E-01	1.52E+00	6.23E+00	1.37E+00	7.28E-01	1.25E+00	1.72E+00	3.35E+00
SP59432	3.19E+00	2.04E+00	2.37E+00	3.39E+00	2.26E+00	5.62E-01	2.10E+00	1.96E+00	2.67E-01	1.37E+00	2.53E+00	1.36E+00	8.96E-01	1.10E+00	9.61E-01	2.12E+00
SP59452	1.35E+01	1.50E+01	9.41E+00	1.83E+01	3.28E+00	1.24E+00	2.39E+00	3.96E+00	4.13E-01	3.96E+00	1.77E+01	2.61E+00	1.49E+00	2.49E+00	3.66E+00	7.86E+00
SP116679	8.14E-01	1.23E+00	8.02E-01	1.35E+00	1.02E+00	4.20E-01	9.24E-01	8.70E-01	6.75E-02	6.50E-01	1.30E+00	7.83E-01	3.15E-01	5.61E-01	8.15E-01	8.81E-01
SP116676	1.24E+01	2.82E+01	8.99E+00	3.01E+01	3.84E+00	1.61E+00	2.83E+00	5.10E+00	3.77E-01	5.08E+00	3.29E+01	3.81E+00	1.62E+00	3.72E+00	5.18E+00	8.31E+00
SP59360	9.74E+00	1.35E+01	8.50E+00	1.81E+01	1.39E+00	4.02E-01	9.26E-01	1.31E+00	1.93E-01	9.14E-01	1.49E+01	9.46E-01	7.03E-01	6.55E-01	1.60E+00	5.46E+00
SP59384	8.70E+00	4.76E+00	6.92E+00	9.14E+00	1.17E+00	1.81E-01	9.20E-01	1.28E+00	6.20E-02	1.04E+00	5.36E+00	9.49E-01	2.20E-01	9.06E-01	9.95E-01	4.85E+00
SP59332	3.37E+00	2.77E+00	2.58E+00	3.31E+00	1.26E+00	4.73E-01	6.65E-01	1.05E+00	8.74E-02	1.05E+00	2.65E+00	8.23E-01	0.00E+00	7.56E-01	1.09E+00	1.74E+00
SP116616	7.83E+00	7.99E+00	7.18E+00	1.08E+01	2.54E+00	5.39E-01	2.08E+00	2.74E+00	1.86E-01	1.36E+00	9.70E+00	1.42E+00	1.35E+00	1.35E+00	1.72E+00	4.87E+00
SP124981	6.75E+00	6.17E+00	5.39E+00	8.73E+00	2.13E+00	3.81E-01	1.81E+00	1.76E+00	0.00E+00	8.66E-01	7.07E+00	1.11E+00	6.36E-01	1.02E+00	1.46E+00	3.36E+00
SP59368	1.06E+01	1.47E+01	8.19E+00	1.80E+01	3.60E+00	1.40E+00	3.21E+00	3.67E+00	7.24E-01	2.86E+00	1.78E+01	2.66E+00	1.32E+00	2.46E+00	3.58E+00	6.76E+00
SP116648	2.76E+01	2.04E+01	2.36E+01	2.63E+01	4.40E+00	1.52E+00	3.10E+00	5.01E+00	3.37E-01	3.64E+00	2.25E+01	3.26E+00	9.45E-01	2.57E+00	5.03E+00	1.88E+01
SP59420	2.44E+00	1.56E+00	2.02E+00	2.76E+00	1.23E+00	6.15E-01	1.47E+00	1.55E+00	2.20E-01	9.43E-01	1.93E+00	9.80E-01	6.79E-01	9.16E-01	9.32E-01	1.97E+00
SP116706	7.78E+00	5.25E+00	6.16E+00	9.13E+00	4.17E+00	7.40E-01	3.75E+00	3.08E+00	2.54E-01	2.04E+00	6.20E+00	2.05E+00	1.75E+00	2.07E+00	2.26E+00	4.66E+00
SP116654	5.96E+00	3.75E+00	4.67E+00	6.37E+00	2.41E+00	5.86E-01	2.74E+00	2.51E+00	3.10E-01	1.33E+00	4.02E+00	1.10E+00	7.48E-01	9.99E-01	1.29E+00	3.49E+00
SP59308	3.72E+00	3.41E+00	3.28E+00	4.51E+00	1.26E+00	4.08E-01	1.31E+00	1.30E+00	0.00E+00	1.07E+00	4.03E+00	7.23E-01	5.87E-01	8.18E-01	1.22E+00	2.59E+00
SP59288	6.91E+00	1.29E+01	4.87E+00	1.28E+01	1.95E+00	8.03E-01	1.66E+00	3.16E+00	4.11E-01	1.94E+00	1.38E+01	1.79E+00	8.14E-01	6.54E-01	2.89E+00	4.80E+00
SP116622	2.42E+00	2.55E+00	1.86E+00	4.09E+00	8.25E-01	5.33E-01	1.28E+00	1.05E+00	1.95E-01	8.55E-01	3.31E+00	9.42E-01	5.00E-01	8.04E-01	7.79E-01	1.17E+00
SP59316	3.97E+00	3.28E+00	3.34E+00	4.29E+00	1.52E+00	5.56E-01	1.53E+00	1.63E+00	0.00E+00	1.13E+00	3.85E+00	9.91E-01	8.93E-01	7.43E-01	1.05E+00	2.66E+00
SP59324	2.75E+00	2.06E+00	2.45E+00	3.20E+00	1.73E+00	6.76E-01	1.81E+00	1.34E+00	1.86E-01	1.09E+00	2.63E+00	1.60E+00	2.15E-01	1.35E+00	9.63E-01	1.91E+00
SP116697	7.64E+01	1.31E+02	5.74E+01	1.37E+02	1.31E+01	1.72E+01	8.15E+00	1.32E+01	9.59E-01	1.30E+01	1.52E+02	1.20E+01	3.55E+00	8.37E+00	1.69E+01	3.76E+01
SP59304	4.02E+01	2.08E+01	3.28E+01	3.46E+01	4.86E+00	8.77E+00	4.21E+00	5.89E+00	8.14E-01	6.58E+00	2.89E+01	6.46E+00	2.19E+00	5.43E+00	4.52E+00	2.16E+01
SP116620	1.97E+01	3.23E+01	1.52E+01	3.10E+01	6.18E+00	1.39E+00	5.44E+00	6.95E+00	2.39E-01	2.52E+00	3.56E+01	3.47E+00	2.05E+00	2.43E+00	4.93E+00	1.23E+01
SP13289	6.34E-01	4.44E-01	6.71E-01	6.52E-01	7.83E-01	2.01E-01	6.30E-01	4.76E-01	2.13E-01	2.92E-01	3.85E-01	5.40E-01	4.32E-01	6.61E-01	4.24E-01	5.87E-01
SP116742	4.17E-01	9.13E-02	5.08E-01	2.60E-01	5.62E-01	4.29E-01	6.95E-01	6.04E-01	0.00E+00	4.37E-01	2.03E-01	5.51E-01	2.87E-01	5.34E-01	2.63E-01	4.79E-01
SP115134	2.43E-01	2.09E-01	5.48E-01	2.32E-01	5.38E-01	1.45E-01	3.96E-01	5.62E-01	2.06E-01	4.42E-01	2.76E-01	4.45E-01	6.48E-01	3.14E-01	3.72E-01	5.43E-01
SP96884	6.45E-01	4.00E-01	5.83E-01	6.06E-01	5.87E-01	2.58E-01	8.29E-01	5.29E-01	0.00E+00	5.53E-01	3.07E-01	9.18E-01	8.76E-01	5.99E-01	3.53E-01	7.65E-01
SP13385	7.74E-01	4.11E-01	1.03E+00	2.75E-01	8.06E-01	6.72E-01	1.27E+00	9.92E-01	0.00E+00	3.00E+00	3.87E-01	1.09E+00	3.82E-01	2.93E+00	8.97E-01	1.19E+00
SP13291	1.09E+00	6.37E-01	7.45E-01	1.10E+00	1.71E+00	2.38E-01	1.92E+00	9.91E-01	2.30E-01	8.37E-01	7.99E-01	1.42E+00	2.17E-01	1.40E+00	8.27E-01	1.10E+00
SP13514	2.33E+00	1.94E+00	1.50E+00	2.75E+00	6.30E-01	4.85E-01	9.78E-01	8.80E-01	3.72E-01	6.65E-01	2.15E+00	8.59E-01	2.16E-01	6.02E-01	7.63E-01	1.38E+00
SP115117	8.76E-01	8.77E-01	6.96E-01	1.26E+00	3.36E-01	2.19E-01	3.67E-01	3.53E-01	2.94E-01	1.00E-01	1.07E+00	4.26E-01	3.36E-01	2.38E-01	1.98E-01	6.79E-01
SP115114	3.29E+00	2.72E+00	2.49E+00	3.75E+00	9.46E-01	5.05E-01	8.83E-01	8.01E-01	0.00E+00	6.28E-01	2.91E+00	9.36E-01	5.96E-01	6.16E-01	8.90E-01	1.61E+00
SP13279	9.83E-01	6.41E-01	7.95E-01	1.21E+00	9.82E-01	3.33E-01	9.69E-01	6.53E-01	2.51E-01	5.52E-01	7.22E-01	8.10E-01	2.65E-01	6.65E-01	6.89E-01	6.39E-01
SP13487	9.85E-01	5.28E-01	8.62E-01	8.35E-01	8.37E-01	2.74E-01	9.35E-01	8.12E-01	0.00E+00	5.93E-01	4.78E-01	7.79E-01	5.80E-01	7.22E-01	3.74E-01	5.81E-01
