Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP127630	431	316	0	281	0	9	0	73	10	16	0	35	8	29	0	0
SP127634	0	25	81	427	76	168	21	292	3	74	0	161	102	19	0	0
SP127636	462	332	180	0	35	27	53	74	12	0	0	20	36	7	0	0
SP127628	350	173	0	0	30	0	3	26	0	27	0	13	8	0	0	0
SP127640	353	436	170	0	77	19	10	42	6	0	0	27	14	10	0	0
SP127638	1001	233	227	0	15	13	14	4	3	24	0	92	7	23	0	0
SP127632	582	779	0	263	17	62	18	56	7	264	0	23	11	24	0	0
SP59388	209	74	0	0	0	0	0	19	0	37	10	0	17	3	0	0
SP116649	0	312	402	111	56	8	50	33	0	8	0	0	31	9	0	0
SP59416	116	167	92	0	7	8	41	22	1	0	0	2	29	5	0	0
SP124977	299	342	48	0	39	3	7	15	5	8	0	0	4	32	0	0
SP59356	154	90	0	26	31	2	7	20	1	18	0	30	10	16	0	0
SP116612	0	207	113	312	58	26	0	14	0	63	0	38	11	23	0	3
SP116659	253	46	144	120	54	4	91	72	3	32	0	13	21	16	0	0
SP116668	0	465	441	252	206	0	52	198	0	0	0	0	159	0	0	0
SP116630	617	700	0	99	50	28	0	0	0	0	0	12	1	9	0	0
SP59412	459	334	35	0	45	7	24	29	1	66	0	4	25	39	0	0
SP116686	114	79	0	19	55	39	19	0	0	29	0	16	0	0	0	0
SP116694	66	223	146	224	78	26	9	122	8	21	0	0	12	0	0	0
SP116712	0	1	39	0	7	5	8	0	0	0	50	0	1	6	0	0
SP116726	152	20	218	331	56	10	0	0	6	77	111	38	15	25	0	0
SP116723	27	78	36	0	46	11	9	13	1	15	0	0	12	1	0	0
SP59276	95	14	12	0	17	5	0	10	0	25	0	0	0	0	0	0
SP116703	41	70	14	0	20	6	48	4	0	15	0	0	6	2	0	0
SP59312	611	346	115	0	9	18	53	50	4	46	0	0	15	16	0	0
SP116701	238	215	121	0	49	21	52	0	3	44	0	57	13	14	0	0
SP59296	154	25	16	0	28	0	0	0	1	0	30	6	1	0	0	0
SP59280	25	59	137	173	40	0	0	27	0	0	4	0	4	13	0	0
SP59344	115	8	0	17	13	0	1	25	0	12	0	12	5	1	0	6
SP59460	254	165	219	0	0	5	86	18	1	44	0	0	26	2	0	0
SP59404	152	10	0	83	8	2	0	0	0	3	0	13	4	0	0	0
SP116709	209	68	0	16	0	16	47	0	3	20	0	26	15	19	0	0
SP59448	1402	1258	435	0	104	16	4	64	0	49	0	0	13	13	0	0
SP116614	0	85	352	602	32	10	36	76	0	30	0	0	31	31	0	0
SP59464	86	97	1	0	17	1	31	10	1	0	0	9	17	16	0	0
SP59364	177	23	0	123	157	13	22	6	0	0	0	21	38	17	0	0
SP116663	988	622	61	0	26	29	0	52	12	51	0	21	8	30	0	0
SP59444	0	43	75	0	32	9	11	0	0	33	29	3	3	39	0	0
SP116690	703	553	116	0	29	36	0	135	8	187	0	14	42	0	0	0
SP59270	6	53	65	0	5	0	0	10	0	22	0	0	2	2	0	0
SP59352	286	11	0	51	42	15	33	39	0	48	61	1	31	10	16	0
SP116652	0	0	52	0	6	3	0	1	0	0	121	0	1	1	0	0
SP116715	1495	1353	0	165	126	10	7	93	13	0	0	98	6	76	0	0
SP116718	0	93	111	121	9	21	84	7	3	27	75	12	21	0	0	0
SP116720	78	45	0	21	53	0	13	0	0	21	0	9	4	6	0	0
SP59284	197	102	31	93	0	2	5	0	1	0	17	0	0	12	0	0
SP116618	0	21	0	177	38	33	12	21	0	14	0	10	9	11	0	35
SP59436	0	6	0	13	0	1	23	0	0	7	0	1	3	0	7	0
SP116645	621	195	238	0	54	5	92	3	4	48	0	0	24	30	0	0
SP59320	101	52	0	42	0	5	100	0	0	0	0	0	21	7	0	0
SP116672	0	8	2	55	22	2	0	0	0	7	0	17	3	7	0	0
SP116635	116	20	21	101	49	9	19	1	0	39	0	9	12	6	0	0
SP59328	0	11	70	125	17	1	0	6	1	0	15	20	0	0	8	0
SP116627	14	10	0	141	1	6	19	0	0	11	0	5	7	14	39	0
SP116725	63	21	18	0	16	0	0	0	0	0	31	0	7	0	0	0
SP59292	89	66	17	0	7	4	50	0	0	26	0	0	21	0	0	0
SP116683	268	60	0	81	19	33	68	0	3	0	0	19	16	43	23	34
SP59372	0	32	12	0	11	38	0	0	5	6	0	1	12	27	0	0
SP116610	319	152	109	31	81	169	55	67	11	0	65	0	46	13	0	0
SP116638	182	27	0	3	54	13	17	1	0	0	8	0	15	5	0	0
SP59336	0	0	26	92	9	0	0	0	3	9	59	1	0	0	0	0
SP124971	633	477	169	0	56	15	72	25	1	17	0	33	26	8	0	0
SP116665	0	29	0	52	21	2	10	0	0	0	0	8	6	5	0	10
SP116674	0	81	200	205	46	15	2	30	2	35	0	0	27	24	0	0
SP116657	1096	425	0	0	159	43	1	31	0	137	0	33	34	22	0	0
SP116670	297	640	0	0	0	18	18	0	2	0	47	56	25	84	17	0
SP116642	396	291	0	140	126	105	0	62	11	0	0	28	29	0	0	31
SP116606	0	47	0	104	21	167	45	5	1	13	0	1	12	0	0	14
SP116604	0	28	29	126	26	4	49	0	2	39	6	0	37	0	0	20
SP59376	46	0	0	20	0	8	0	0	2	24	35	10	0	0	0	0
SP59272	56	60	108	0	10	5	0	29	2	3	0	0	0	6	0	0
SP124969	38	220	302	533	0	37	12	126	3	120	241	82	30	1	0	0
SP116608	0	43	15	0	19	2	13	0	0	0	3	0	5	0	17	14
SP59396	137	55	3	18	9	2	1	9	3	6	0	0	1	0	2	0
SP116688	133	0	0	76	12	9	5	23	0	0	25	13	0	16	0	0
SP59392	118	31	38	0	6	0	0	1	0	19	0	0	0	0	0	0
SP59456	311	136	0	0	61	19	33	0	3	40	0	4	24	13	0	0
SP59348	0	20	76	59	36	9	24	0	0	34	108	10	11	2	0	0
SP59300	53	94	0	241	41	254	0	0	3	28	0	27	9	29	0	0
SP59340	0	59	97	93	45	0	28	0	0	35	0	0	8	0	0	0
SP59380	26	0	0	32	24	7	20	0	0	2	0	3	12	4	0	0
SP59440	101	194	0	309	0	77	0	2	7	0	0	47	11	10	0	0
SP59428	5	34	44	0	0	5	30	10	0	0	0	38	9	0	0	0
SP59400	130	684	193	0	20	122	19	1	10	104	0	0	24	114	0	0
SP116624	148	101	69	0	29	9	8	26	0	0	151	9	7	12	0	0
SP59432	49	0	0	85	17	8	77	0	1	22	0	1	17	5	0	0
SP59452	268	562	204	0	29	12	0	129	12	82	0	0	23	52	13	0
SP116679	14	27	7	0	24	7	6	2	0	10	0	0	1	5	0	0
SP116676	401	970	50	0	108	35	0	52	5	111	0	43	36	61	0	0
SP59360	0	215	116	481	14	0	0	0	0	0	0	0	9	1	0	0
SP59384	224	32	15	185	38	0	0	0	0	0	0	0	0	9	0	0
SP59332	0	78	84	0	32	2	0	0	0	18	0	0	0	4	0	0
SP116616	0	178	173	221	48	3	31	35	1	0	0	0	37	28	0	0
SP124981	193	158	16	0	55	0	20	11	0	0	0	0	9	13	0	0
SP59368	0	102	46	854	95	46	18	59	15	52	47	36	30	33	0	0
SP116648	375	818	760	0	181	13	0	2	3	51	0	0	9	36	0	0
SP59420	44	37	24	0	0	6	58	19	2	14	0	0	12	12	0	6
SP116706	4	0	88	344	152	4	18	0	3	18	0	0	36	32	0	0
SP116654	0	0	63	246	16	4	101	0	3	9	0	0	9	0	0	0
SP59308	160	87	0	0	24	2	24	14	0	2	0	0	10	6	6	20
SP59288	161	402	83	0	7	4	0	65	4	0	102	13	6	0	0	0
SP116622	24	29	0	89	1	14	33	1	1	0	0	1	7	12	0	0
SP59316	0	37	52	125	13	3	35	3	0	28	0	0	21	0	0	0
SP59324	35	14	16	73	14	6	37	4	1	0	0	46	0	13	0	0
SP116697	1416	4860	1509	0	166	955	63	70	22	108	0	0	30	185	0	0
SP59304	1346	764	279	0	86	457	64	59	27	139	0	33	55	101	0	0
SP116620	762	845	0	0	171	0	54	118	0	0	0	0	47	12	0	0
SP13289	0	7	15	0	11	1	7	0	3	0	0	4	6	12	0	0
SP116742	3	0	5	0	3	4	8	0	0	8	0	8	4	2	0	4
SP115134	0	1	10	0	6	2	0	0	3	12	0	0	10	0	0	0
SP96884	15	0	0	2	0	1	10	0	2	2	0	25	12	0	0	0
SP13385	0	0	15	5	0	0	0	0	0	21	0	0	4	141	0	0
SP13291	7	14	16	0	10	0	41	0	2	0	0	30	0	14	0	0
SP13514	50	12	0	37	0	4	18	0	4	0	25	19	1	0	0	0
SP115117	17	14	0	10	0	0	0	1	3	0	0	13	4	0	0	0
SP115114	111	50	0	0	15	5	8	0	0	0	0	16	5	4	0	0
SP13279	18	0	0	16	12	2	19	0	1	0	0	12	1	4	12	0
SP13487	0	9	25	0	11	1	12	0	0	7	0	6	9	6	0	0
SP13361	24	12	0	64	14	10	0	15	0	0	0	9	3	27	0	0
SP13421	1	24	6	98	23	5	0	0	5	0	0	8	3	3	0	0
SP116738	1	0	0	21	18	0	12	0	1	0	0	14	7	21	7	0
SP13293	0	2	14	0	24	0	32	0	1	19	0	0	11	0	0	0
SP13281	41	23	0	0	0	2	9	2	1	0	0	2	0	13	0	0
SP13677	0	4	3	0	0	11	19	19	2	8	0	0	6	11	5	4
SP13399	0	7	13	0	26	0	7	0	0	0	0	0	7	13	35	0
SP116732	0	42	37	0	7	14	0	0	0	0	0	32	6	0	0	0
SP115073	19	0	7	0	2	4	21	0	2	0	0	3	4	5	0	0
SP13307	22	0	0	0	30	0	10	0	4	1	0	28	7	14	11	7
SP13299	37	0	0	41	20	7	13	0	3	37	0	9	13	8	29	0
SP13481	12	7	1	0	0	18	38	0	0	0	0	0	0	5	0	0
SP116780	12	0	0	6	32	4	10	1	0	0	0	17	12	6	17	0
SP13433	0	10	8	1	0	2	7	0	0	0	17	7	8	41	18	0
SP115064	0	36	33	0	9	0	7	9	0	0	0	0	3	37	0	26
SP13359	0	3	0	15	10	6	12	0	2	0	0	22	5	20	0	0
