Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP23435	7	35	14	28	0	0	8	1	7	39	0	37	17	1	12	8	1	0
SP112829	2	46	12	23	0	0	12	2	22	20	0	66	0	9	164	20	0	13
SP112947	0	35	0	0	18	0	7	1	12	20	35	27	4	19	10	9	0	128
SP112985	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	25
SP112925	1	35	14	24	0	0	8	5	23	12	0	0	51	11	9	21	8	114
SP112937	6	3	5	0	12	3	6	0	8	13	25	7	0	10	1	14	0	9
SP112989	1	2	2	0	1	0	3	0	5	20	48	4	6	3	12	6	0	9
SP111145	26	29	5	12	0	0	12	0	2	51	50	25	20	22	6	7	1	1
SP111143	8	28	13	33	2	4	8	0	16	17	4	52	0	12	10	12	0	0
SP125584	2	3	0	0	0	0	3	2	0	0	0	0	0	1	3	0	0	0
SP111144	14	90	6	25	0	0	13	1	24	66	0	34	0	21	0	20	1	0
SP116296	0	12	0	0	1	0	0	0	0	7	0	34	2	0	2	10	0	2
SP116254	16	84	5	0	1	18	46	2	25	3	0	29	4	0	14	7	0	0
SP116256	17	79	5	0	0	9	46	1	27	0	0	15	8	4	12	17	0	1
SP116274	10	29	0	0	1	0	10	0	7	28	0	0	20	11	3	0	0	0
SP116259	4	69	0	0	0	8	0	0	12	29	0	9	36	2	8	12	2	0
SP116290	2	0	1	14	0	1	8	0	3	2	0	36	1	9	3	3	0	0
SP116258	4	81	11	0	0	17	27	0	18	12	3	23	0	3	10	16	0	1
SP116261	0	5	0	0	0	0	2	0	5	7	0	18	5	3	0	2	0	0
SP23463	0	7	0	5	0	0	5	2	5	5	12	1	0	9	9	0	0	0
SP116268	4	5	0	7	0	0	1	0	7	13	0	7	3	9	6	0	0	0
SP23471	4	11	1	10	0	0	2	0	9	13	23	0	0	5	6	4	0	0
SP116266	5	9	0	30	0	0	1	0	11	21	0	11	0	19	11	9	0	1
SP116264	3	25	12	33	0	0	0	5	23	22	0	4	24	12	13	1	2	0
SP116269	1	35	11	13	0	0	1	1	11	29	0	16	13	18	10	6	0	0
SP116275	14	38	0	2	1	4	6	1	4	36	0	8	14	7	6	0	0	0
SP23447	5	15	0	0	1	5	3	0	1	17	17	1	0	6	7	6	0	0
SP116255	23	85	1	0	0	4	51	2	18	2	20	17	14	2	11	14	0	1
SP23455	5	12	1	0	2	8	0	0	7	0	0	11	9	24	10	5	0	1
SP23475	9	5	3	11	0	0	0	1	4	13	0	22	0	11	3	0	0	0
SP116227	5	84	17	21	1	16	11	0	2	5	0	21	0	8	8	13	0	2
SP116226	3	13	3	0	0	4	1	0	6	10	0	14	6	3	0	1	3	0
SP23443	16	68	8	5	1	4	0	4	20	12	0	35	2	6	4	7	7	0
SP116260	13	37	2	21	0	0	5	0	4	21	0	25	29	1	6	5	0	0
SP116280	19	146	21	0	0	39	19	4	26	51	37	0	0	41	18	22	6	1
SP116224	3	24	3	0	0	0	11	0	3	11	0	16	9	1	0	0	0	0
SP116249	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
SP116232	1	1	0	0	0	0	0	0	3	3	0	4	1	1	3	0	0	0
SP116251	2	0	0	2	0	0	0	0	0	0	13	14	13	5	0	8	1	0
SP116272	8	40	8	0	3	0	5	0	2	34	0	0	16	3	1	2	1	0
SP116286	2	8	1	0	0	0	0	1	6	5	0	14	0	0	5	7	0	0
SP116282	4	32	2	0	0	3	0	0	13	16	0	24	13	4	2	2	4	1
SP116288	2	4	0	0	0	0	0	0	1	0	7	3	0	0	0	5	0	0
SP23467	3	33	0	6	0	0	7	0	2	23	0	17	4	8	4	4	1	2
SP116263	2	13	0	0	0	0	4	0	6	7	0	11	7	12	0	2	0	0
SP116292	5	12	0	0	1	0	0	0	3	10	1	23	0	4	0	2	0	0
SP116248	2	6	0	0	0	0	3	0	0	16	20	5	0	0	3	0	0	0
SP116276	1	1	0	0	0	0	1	0	5	0	0	1	0	1	3	4	0	0
SP116265	15	33	15	42	0	0	4	3	19	43	0	15	0	20	31	22	3	0
SP116267	11	40	2	4	0	18	0	1	13	35	2	17	0	14	20	7	0	1
SP116253	3	28	5	0	1	3	14	0	13	29	0	20	4	16	5	8	2	0
SP23481	1	0	4	4	0	0	0	0	12	4	2	10	1	10	1	0	0	1
SP116233	14	48	3	0	1	8	48	0	17	8	19	19	0	3	7	7	1	0
SP116284	16	35	0	21	0	0	13	1	1	16	0	20	0	1	18	2	2	0
SP116270	1	14	0	0	0	2	4	0	0	13	0	22	0	6	7	5	1	0
SP116257	3	75	6	0	2	15	10	0	15	9	0	18	11	12	10	10	0	0
SP116298	1	5	1	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0
SP116294	0	0	0	0	0	0	5	0	9	6	7	4	1	0	0	0	0	0
SP23439	6	0	11	39	0	9	69	4	25	30	30	11	10	59	7	4	4	2
SP23483	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	5	0	0
SP116262	1	16	7	0	1	2	0	0	6	19	0	0	15	0	0	0	0	0
SP116228	30	91	11	0	0	19	75	1	44	26	0	45	5	37	13	16	9	0
SP116222	3	10	2	0	0	8	0	1	8	13	21	21	0	2	0	8	0	1
SP23451	3	0	5	21	0	10	1	0	6	20	0	21	1	1	1	13	0	0
SP116247	14	42	1	8	0	0	7	1	4	19	0	33	0	19	0	0	3	0
SP116225	0	1	2	0	5	2	11	1	8	28	15	23	0	2	3	0	0	0
SP116273	9	33	3	3	2	3	4	0	1	31	0	0	7	8	1	0	0	0
SP116221	5	18	0	4	0	0	6	0	3	5	0	10	7	5	13	0	2	0
SP116271	1	6	0	0	0	0	0	0	0	10	0	1	9	3	0	6	0	0
SP23459	1	26	0	0	0	0	0	0	0	4	0	12	28	9	1	4	0	0
SP23479	7	6	0	14	0	12	3	0	4	14	0	17	1	0	1	0	0	0
SP116223	6	9	0	0	0	4	0	0	7	8	17	7	11	7	6	0	0	1
SP116229	26	127	2	48	11	12	2	7	1	52	0	19	0	12	18	14	0	0
SP23477	1	0	2	0	0	0	7	1	3	5	26	10	11	0	0	3	0	0
SP116252	12	13	4	0	2	0	12	0	12	1	17	32	0	20	7	6	2	0
SP116278	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
SP23431	262	247	103	54	4	37	4	0	10	40	0	28	0	1	8	19	4	0
SP116231	0	52	4	0	0	7	1	1	7	11	0	4	19	1	4	3	0	0
SP116250	2	5	0	0	0	0	0	0	5	5	0	0	0	12	5	2	0	0
SP112815	11	102	18	0	0	5	18	3	29	40	28	24	5	3	8	28	4	26
SP112799	1	29	0	17	0	0	3	0	11	19	0	25	15	11	7	14	4	0
SP112835	5	28	0	0	0	11	5	2	5	55	0	65	0	20	26	0	8	8
SP112955	0	11	7	0	19	0	5	1	6	6	43	43	0	8	16	7	1	34
SP112807	16	57	12	25	2	0	6	2	7	55	0	52	0	5	13	21	2	29
SP112953	19	89	12	24	13	0	2	1	40	21	0	9	10	37	15	15	0	116
SP112911	3	21	0	15	0	0	2	1	20	26	0	4	9	1	10	7	0	37
SP112847	12	37	1	18	0	5	3	0	14	28	22	10	0	14	3	13	0	10
SP112859	12	74	9	53	2	0	16	5	34	59	0	64	0	44	24	10	14	32
SP112919	11	20	0	28	0	3	2	1	0	17	0	67	33	10	0	0	0	12
SP102652	10	13	5	0	3	14	3	2	13	16	99	0	0	16	18	8	2	0
SP112981	3	45	11	0	13	1	13	0	20	44	19	33	0	5	2	3	1	34
SP102620	16	51	0	6	23	0	12	2	15	26	0	59	35	16	13	14	0	16
SP112987	19	85	11	24	15	0	7	1	15	39	0	22	31	12	3	17	0	19
SP112825	23	50	0	1	0	0	4	5	26	33	0	41	0	20	11	21	4	16
SP112967	0	1	0	0	5	1	0	0	0	4	0	0	0	4	2	0	0	3
SP102622	16	79	0	21	0	10	5	0	23	69	0	61	0	41	17	8	13	0
SP112785	10	121	13	0	1	3	183	8	44	103	0	106	0	10	19	24	19	2
SP112793	13	47	16	39	0	0	5	3	24	48	0	31	0	0	20	18	6	1
SP112963	22	74	2	0	15	2	0	0	15	24	0	38	51	12	8	8	0	16
SP112801	22	164	11	19	5	5	0	0	26	57	16	60	0	36	14	17	12	0
SP112997	18	58	2	0	11	15	10	4	50	53	15	8	1	7	10	16	2	22
SP112973	8	200	7	12	11	14	5	2	30	25	0	37	35	22	17	10	0	21
SP112819	38	92	13	35	21	0	16	0	8	37	0	44	0	6	18	15	0	12
SP112941	7	23	16	0	6	11	16	5	13	32	28	27	0	24	12	13	3	5
SP112965	17	87	2	3	2	10	3	1	27	34	20	14	0	17	3	13	2	15
SP112791	22	68	8	16	0	0	8	3	22	24	62	18	0	23	25	14	0	2
SP112949	4	4	0	0	7	1	4	0	4	0	27	17	0	9	0	6	0	3
SP112857	7	76	0	22	11	0	13	3	14	8	0	61	13	24	10	14	0	20
SP112843	13	83	9	0	19	0	11	2	23	50	0	81	8	51	11	6	5	20
SP112915	12	43	17	0	8	8	6	3	19	60	0	0	16	13	33	14	1	18
SP112837	56	56	15	0	1	15	0	5	61	118	0	18	0	21	18	17	4	15
SP112823	8	28	1	0	0	12	7	0	17	18	36	20	9	9	13	1	0	12
SP102633	6	13	2	0	1	0	1	0	10	30	0	19	3	15	5	0	1	12
SP112899	2	7	0	35	0	0	2	4	12	33	0	0	17	5	8	9	5	56
SP112893	0	27	12	12	4	15	5	4	24	11	26	26	4	21	0	6	4	28
SP112895	9	101	0	29	33	0	11	1	5	18	0	35	0	26	4	2	2	10
SP102626	4	59	8	0	2	3	12	1	22	36	49	114	0	17	22	12	1	0
SP112795	16	80	0	50	0	0	1	1	12	31	46	28	9	30	3	2	5	3
SP112927	12	81	10	4	1	23	10	0	9	51	0	17	0	6	3	8	0	36
SP112779	6	155	9	0	7	29	11	3	5	63	7	86	0	7	3	23	8	0
SP112975	15	99	8	0	0	24	8	0	23	37	78	6	0	15	8	21	3	19
SP112867	3	21	0	0	6	6	13	2	15	42	41	45	6	2	13	10	2	33
SP112903	10	32	3	39	0	0	2	0	21	0	0	45	14	23	1	10	0	45
SP112933	11	30	0	21	5	0	8	0	6	24	0	29	0	1	6	0	2	12
SP112869	12	75	12	60	2	0	7	0	14	53	11	43	0	7	14	18	16	30
SP112999	0	2	3	0	6	0	3	0	10	11	15	2	0	9	2	5	0	13
SP112939	6	53	0	0	0	8	3	0	16	26	0	10	16	15	0	5	0	14
SP112921	11	8	4	0	0	9	12	0	22	11	14	40	0	9	5	4	2	29
SP112901	0	40	16	0	14	21	7	4	20	16	0	36	0	11	13	0	0	11
SP112831	0	37	5	14	13	0	0	0	17	31	0	45	0	16	7	0	0	23
SP112891	7	40	5	45	10	0	0	0	25	56	0	2	0	11	23	13	1	13
SP112775	17	88	15	20	0	0	9	2	36	61	0	42	23	36	10	14	0	1
SP112897	7	50	9	33	7	0	1	0	21	27	18	37	1	46	25	17	0	27
SP112885	11	27	0	47	0	0	5	0	2	20	0	18	24	9	5	15	0	23
SP112789	17	87	21	16	0	0	181	8	65	45	0	66	0	92	9	1	6	2
SP102630	31	3	30	82	0	0	17	0	37	58	51	52	0	26	19	19	3	19
SP112971	32	29	12	0	0	5	14	0	11	26	95	36	0	1	47	19	0	13
SP112821	7	108	0	8	0	0	2	3	9	29	0	9	0	12	5	0	0	16
SP112813	0	12	0	0	5	0	2	0	7	19	0	28	0	4	0	10	2	16
SP112961	43	82	3	55	4	14	99	8	17	33	0	44	0	10	29	48	4	31
SP112977	20	25	6	4	0	3	8	1	13	20	18	37	19	16	0	1	8	22
SP112905	22	89	0	6	6	9	2	4	24	38	0	28	17	13	2	6	4	19
SP102647	11	78	1	14	11	5	17	0	31	48	85	61	0	20	17	4	0	8
SP112873	10	51	0	0	11	13	11	0	1	28	86	23	0	32	5	0	0	19
SP112959	0	1	0	0	8	1	0	0	2	1	0	1	0	1	0	0	0	33
SP112931	7	33	0	16	8	0	10	0	9	41	0	36	5	15	11	0	2	14
SP112865	4	53	7	16	47	0	5	0	13	34	29	3	0	27	15	0	2	8
SP113003	9	17	9	17	5	0	1	1	29	32	0	36	0	1	14	7	1	2
SP113001	22	87	2	0	0	23	13	1	4	20	0	34	19	7	0	7	0	28
SP112879	7	36	11	0	0	0	15	2	16	29	0	49	0	17	0	1	1	27
SP112945	13	58	10	19	3	1	12	3	25	33	7	84	0	17	25	17	4	10
SP112935	12	48	7	40	0	0	9	0	24	0	44	30	16	15	1	10	0	5
SP112863	8	158	13	54	6	0	5	4	18	23	0	69	0	19	16	11	4	20
SP112983	27	74	5	3	0	0	21	3	35	41	106	50	0	29	6	2	18	31
SP112809	30	120	18	60	3	0	12	0	13	75	35	24	0	26	8	25	4	10
SP112923	16	70	9	20	0	11	12	1	9	31	0	26	0	18	25	5	6	35
SP112853	14	31	0	38	3	0	4	2	14	15	0	39	31	17	0	1	0	24
SP113005	1	14	1	0	16	0	10	2	3	16	0	15	0	5	2	0	0	12
SP112957	4	39	9	29	0	0	0	1	20	34	0	47	0	12	14	13	7	34
SP112783	33	86	10	0	1	6	8	2	11	27	13	25	29	9	17	13	1	0
SP112943	7	28	3	0	0	6	6	1	3	5	0	43	0	18	12	14	3	6
SP112861	1	14	11	3	13	8	1	1	5	51	0	19	0	0	37	0	9	50
SP112917	32	37	5	21	12	0	4	2	2	38	27	40	0	4	1	25	1	7
SP112787	12	101	8	0	0	18	12	0	18	55	0	54	0	16	3	35	8	33
SP112995	17	50	10	29	13	0	0	1	25	38	0	21	21	17	16	14	0	51
SP112811	20	66	9	0	0	22	10	0	8	24	20	40	0	26	0	31	0	15
SP112797	23	142	0	13	0	28	7	2	19	20	0	35	46	15	18	13	0	1
SP112909	17	56	17	0	10	6	7	1	10	44	51	20	0	3	14	13	6	22
SP112781	20	42	4	6	2	0	3	3	13	42	35	34	0	15	10	10	0	23
SP112991	26	166	7	0	16	37	7	1	22	62	0	87	0	17	39	4	4	3
SP112907	12	1070	23	108	10	0	5	4	41	46	0	66	0	32	0	3	1	20
SP112817	207	79	143	0	84	0	1	0	0	231	0	94	0	0	178	74	4	0
SP112993	11	54	7	30	8	0	16	0	15	44	0	38	4	20	21	11	3	14
SP112827	15	77	7	0	5	0	8	0	20	19	0	25	0	7	24	21	3	7
SP112855	12	26	2	0	12	0	10	0	5	24	0	59	3	3	0	9	3	13
SP112969	6	26	0	0	31	0	7	2	24	32	0	54	0	1	14	6	1	30
SP112883	6	60	0	0	20	0	3	3	18	15	44	0	0	13	8	7	2	26
SP112929	21	111	8	24	11	0	10	0	15	43	0	52	0	41	26	11	6	0
SP112833	7	21	5	0	1	12	4	0	10	21	0	9	0	15	6	12	4	19
SP112777	227	0	0	0	20	0	0	0	0	78	0	0	258	4	0	0	5	10
SP112887	9	30	7	6	0	0	9	0	26	22	0	84	0	8	1	16	4	23
SP112877	0	0	0	0	4	3	0	0	1	0	0	0	3	0	0	0	0	8
SP112871	8	36	13	0	6	5	1	0	14	29	34	27	0	0	8	11	3	17
SP112875	12	67	9	9	4	30	12	4	23	27	77	28	0	18	6	11	5	40
SP112913	2	12	7	10	0	0	12	0	24	14	30	9	22	4	14	2	3	51
SP112849	8	70	3	21	0	0	9	0	17	27	0	72	34	18	3	14	0	6
SP112881	1	0	8	12	0	0	0	0	15	19	84	4	0	16	10	20	0	16
SP112951	0	3	0	0	0	2	0	0	2	0	0	3	0	0	4	0	0	12
SP112845	16	44	13	8	10	2	4	5	15	42	0	33	0	9	23	12	0	5
SP114910	89	308	26	194	0	0	21	0	21	72	0	11	29	21	24	45	5	1
SP114906	39	215	9	143	1	0	13	0	21	52	0	5	15	27	19	40	5	1
SP114921	109	245	0	0	2	74	68	1	165	108	5	226	0	94	33	14	36	0
SP114901	59	322	18	0	3	66	31	29	14	64	0	30	0	131	23	161	24	0
SP114926	47	232	17	43	1	16	4	3	35	22	0	44	27	4	29	21	7	0
SP114974	68	240	19	139	0	0	17	4	32	64	0	88	0	12	38	4	2	2
SP114958	396	252	0	38	0	95	31	0	84	64	32	122	0	41	65	36	3	2
SP114935	41	211	16	49	1	0	5	3	29	16	0	53	32	4	26	22	7	0
SP114900	48	315	24	0	7	72	25	26	14	43	0	28	0	135	23	169	23	0
SP114941	97	247	18	50	2	0	72	4	249	138	0	169	0	59	97	0	3	0
SP114937	81	244	20	60	9	0	62	3	249	113	0	197	0	48	85	0	5	0
SP114945	93	271	18	75	11	0	65	2	251	114	0	202	0	52	82	0	4	0
SP114943	101	282	20	66	11	13	59	7	257	113	0	191	0	50	92	6	7	0
SP114949	18	328	11	25	1	37	23	5	27	35	0	68	29	27	14	22	5	3
SP114960	360	239	0	51	7	84	33	0	87	64	40	120	0	44	68	44	8	1
SP114962	77	345	47	36	3	28	1316	61	391	88	0	128	124	26	39	0	20	0
SP114996	72	149	9	18	1	0	461	17	399	100	11	0	0	10	10	56	23	5
SP114987	74	166	0	0	2	19	502	14	425	99	0	0	0	25	5	28	30	3
SP114966	92	335	34	107	8	0	1371	72	457	88	0	134	61	52	42	67	44	0
SP114903	56	383	19	0	8	85	11	23	30	63	0	25	3	114	42	148	13	0
SP114914	55	279	28	169	0	0	16	0	20	73	0	0	10	21	20	46	12	0
SP114944	84	264	23	41	10	3	65	6	244	116	0	194	0	50	98	1	5	0
SP114930	53	199	15	71	1	0	31	3	88	79	0	140	0	24	29	13	4	0
SP114946	15	327	13	14	1	36	13	6	20	31	14	56	10	18	15	30	12	3
SP114951	16	303	11	8	0	35	13	7	34	35	0	47	11	21	31	26	9	2
SP114953	361	267	10	6	3	85	37	2	90	80	56	106	0	44	85	41	10	0
SP114924	65	184	0	0	2	65	56	0	157	85	0	223	0	72	24	2	22	0
SP114957	376	254	0	43	2	85	30	0	84	69	0	117	0	37	72	37	9	1
SP114986	66	240	10	126	2	0	17	3	37	63	0	93	0	17	37	9	6	1
