MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	9.29E-05	2.18E-04	1.71E-03	8.57E-04	1.16E-03	1.32E-03	9.25E-04	1.32E-03	7.82E-03	1.29E-03
1:Del:C:1	3.65E-05	1.36E-04	3.26E-03	3.08E-04	2.90E-03	3.75E-04	1.58E-04	3.58E-04	1.34E-03	6.33E-04
1:Del:C:2	7.48E-05	3.03E-05	2.94E-03	1.51E-04	2.73E-03	2.75E-04	2.51E-04	4.87E-05	2.43E-03	3.44E-04
1:Del:C:3	4.34E-05	5.39E-05	1.22E-03	7.36E-05	1.13E-03	1.32E-04	1.40E-04	9.72E-05	9.70E-04	2.09E-04
1:Del:C:4	3.57E-04	4.27E-05	1.45E-03	7.56E-05	6.68E-04	1.34E-04	7.13E-05	7.37E-05	5.05E-04	2.33E-04
1:Del:C:5	1.38E-03	2.30E-04	5.35E-03	4.15E-05	3.65E-04	8.60E-05	2.13E-04	4.91E-05	4.46E-04	2.80E-04
1:Del:T:0	5.78E-05	1.71E-04	1.68E-03	2.16E-04	1.76E-03	1.57E-03	3.72E-04	6.02E-04	1.03E-03	7.71E-04
1:Del:T:1	3.65E-05	1.26E-04	1.27E-03	1.52E-04	1.69E-03	1.46E-03	2.92E-04	5.20E-04	9.05E-04	5.89E-04
1:Del:T:2	8.98E-05	9.39E-05	1.93E-03	3.28E-04	1.44E-03	1.00E-03	1.35E-04	4.48E-04	7.86E-04	4.35E-04
1:Del:T:3	2.77E-04	1.16E-04	2.36E-03	2.98E-04	1.22E-03	4.40E-04	5.82E-05	3.99E-04	7.48E-04	3.19E-04
1:Del:T:4	6.71E-04	1.18E-04	2.14E-03	3.53E-04	1.20E-03	2.02E-04	5.73E-05	4.13E-04	7.27E-04	3.71E-04
1:Del:T:5	4.53E-03	8.93E-04	1.71E-02	1.03E-03	4.25E-03	8.60E-04	1.00E-03	1.72E-03	8.61E-04	1.10E-03
1:Ins:C:0	4.60E-05	0.00E+00	8.31E-09	1.03E-04	1.68E-08	6.31E-05	9.02E-47	7.18E-08	5.50E-10	4.11E-03
1:Ins:C:1	9.48E-06	5.51E-05	5.20E-04	5.00E-05	2.13E-04	1.52E-04	1.39E-04	1.84E-04	1.40E-04	5.51E-04
1:Ins:C:2	5.28E-06	4.96E-05	5.15E-04	2.96E-05	2.23E-04	1.62E-04	1.10E-04	1.55E-04	1.00E-04	2.80E-04
1:Ins:C:3	1.29E-05	5.39E-05	2.92E-04	5.74E-08	1.42E-04	5.51E-05	1.21E-04	3.64E-05	8.68E-05	2.12E-04
1:Ins:C:4	4.64E-05	4.98E-05	2.11E-04	3.74E-06	1.43E-04	3.37E-05	9.91E-05	8.17E-05	1.59E-04	2.16E-04
1:Ins:C:5	1.56E-04	1.27E-04	5.55E-04	0.00E+00	3.22E-04	8.44E-05	2.10E-04	1.28E-04	9.80E-05	3.20E-04
1:Ins:T:0	3.74E-05	9.82E-05	1.11E-03	9.98E-05	4.86E-04	1.79E-04	2.80E-04	9.73E-05	4.30E-04	8.47E-04
1:Ins:T:1	0.00E+00	2.50E-04	2.57E-03	9.68E-05	8.52E-04	2.67E-04	4.31E-04	6.08E-04	9.08E-04	6.91E-04
1:Ins:T:2	1.53E-04	9.60E-05	9.74E-04	3.36E-05	8.73E-04	1.54E-04	2.65E-04	9.23E-05	9.12E-04	3.66E-04
1:Ins:T:3	7.47E-05	8.05E-05	6.69E-04	5.55E-05	4.89E-04	9.58E-05	2.22E-04	2.43E-04	5.07E-04	3.52E-04
1:Ins:T:4	3.84E-05	6.58E-05	2.78E-04	5.13E-05	2.18E-04	5.70E-05	9.76E-05	1.43E-04	1.69E-04	1.47E-04
1:Ins:T:5	1.19E-03	1.48E-03	8.48E-03	8.92E-04	3.47E-03	1.22E-03	2.88E-03	5.13E-04	2.72E-03	5.71E-03
2:Del:R:0	5.60E-05	7.61E-05	5.28E-04	1.44E-04	1.17E-03	8.34E-04	2.63E-04	3.93E-04	2.65E-04	4.23E-04
2:Del:R:1	4.16E-05	1.63E-04	4.58E-04	1.24E-04	6.69E-04	3.83E-04	1.84E-04	9.47E-04	3.48E-04	5.01E-04
2:Del:R:2	2.69E-05	5.71E-05	2.96E-04	5.74E-05	2.84E-04	1.27E-04	1.25E-04	2.56E-04	2.28E-04	1.61E-04
2:Del:R:3	8.50E-05	1.85E-06	3.76E-04	2.71E-05	1.05E-04	3.47E-06	9.95E-05	1.32E-04	1.36E-04	1.56E-04
2:Del:R:4	2.41E-04	1.76E-05	7.83E-04	1.20E-05	1.85E-04	7.82E-06	5.83E-05	7.93E-05	8.00E-05	1.03E-04
2:Del:R:5	7.89E-04	5.71E-06	2.49E-03	6.50E-06	1.96E-03	3.76E-05	1.45E-04	1.53E-04	9.96E-05	2.21E-04
3:Del:R:0	2.80E-05	4.54E-05	6.01E-04	9.81E-05	1.00E-03	7.15E-04	2.05E-04	2.67E-04	8.60E-05	2.91E-04
3:Del:R:1	2.37E-05	1.17E-04	4.72E-04	1.39E-04	4.71E-04	2.48E-04	1.95E-04	6.93E-04	3.17E-04	4.19E-04
3:Del:R:2	1.50E-05	5.33E-05	2.70E-04	1.84E-05	1.01E-04	6.07E-05	9.52E-05	2.03E-04	1.08E-04	6.93E-05
3:Del:R:3	1.11E-05	2.83E-05	1.36E-04	9.37E-06	5.63E-05	1.79E-05	5.19E-05	8.40E-05	4.28E-05	5.82E-05
3:Del:R:4	1.37E-05	1.47E-05	7.82E-05	6.87E-06	5.91E-05	7.35E-06	5.09E-06	8.40E-05	2.77E-05	5.46E-05
3:Del:R:5	2.98E-05	2.36E-05	1.26E-04	8.80E-06	1.02E-04	9.81E-06	1.40E-06	8.85E-05	5.56E-05	1.55E-05
4:Del:R:0	6.51E-06	3.93E-05	7.16E-04	1.09E-04	9.56E-04	6.37E-04	1.67E-04	2.65E-04	1.19E-04	3.15E-04
