MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	0.0029618775098060723	0.008574853315367363	0.0052896413276903335	0.005109269943350227	0.023143569382373243	0.07596997851505875	0.017421321659348905	0.05006984615698516	0.011922016958269523	0.006468890564938605	0.4141296747326851	0.03520366499898955	0.03548898041364737	0.03737048455233435	0.015152692373285391	0.03302122177265119	0.027626718431711196	0.04679768697358668
1:Del:C:1	0.0006142027006353601	0.0016836844529461814	0.0012594228779198601	0.008862116556847467	0.025134753765305506	0.16804833717644216	0.0034600565342407207	0.005218661735743808	0.012938103701453657	0.0016322518190281699	0.12858721509575843	0.05317249778105179	0.017562399108085172	0.005822413386413245	0.012740128870354965	0.03044825142715126	0.002850576211349107	0.018948470526374876
1:Del:C:2	0.0005316831093659857	0.002345196572368877	0.0023276320412605857	0.0024614891788951355	0.012646573907695711	0.14962586797773839	0.00633763458521571	0.008594333692453802	0.0016939984022610588	0.000422078659030376	0.018460490879836585	0.031030997957277578	0.010962539059692062	0.005807593240169808	0.007658876208006404	0.021832953684206586	0.004413745257043047	0.0055825078990892505
1:Del:C:3	0.0009517243464688363	0.0019887136605393606	0.020094864373095333	0.0009180186844605487	0.006095684986794367	0.09836760006844997	0.0005746874088799814	0.009451398672827054	0.0014666830148780717	0.0005197044903979986	0.007499739160120953	0.0035814046749146657	0.007803153286222369	0.004635447034597746	0.005601280913688242	0.01616206624705228	0.0010542941359744872	0.004236469790921547
1:Del:C:4	0.006035363667178899	0.00019820127825369128	0.05031184787862003	0.00245989216666203	0.0018653287954657571	0.06058018561452627	0.002892747987298208	0.0012500438024289906	9.26215184153989e-05	0.0025921707633824553	0.0034195627583540043	0.002135026459436631	0.004018504080304411	0.0021194575956178597	0.01018048528698273	0.0006445211154641583	0.001592903676937567	8.103790678433142e-05
1:Del:C:5	0.023909898723941295	0.006265687025152147	0.19493356918916105	0.0008049410862440709	0.0019948999093321617	0.014183218973339535	0.001108640883685439	0.00855668167816475	1.0750117944553494e-05	0.0032184957855497486	0.0009928906249115244	0.0031013324086234207	0.009302394461119547	0.004083717791363597	0.0038239584612892942	0.0027708799464744517	0.0008225381968804868	0.0025997761159669607
1:Del:T:0	0.00043118388590206337	0.004375728802115191	0.005326014016463887	0.005660853293338732	0.027044275775551796	0.05104558540508151	0.012201960716629401	0.03749431733740494	0.008390721619944088	0.12327781036496162	0.0060654086415888745	0.04118283518357203	0.017107621383620427	0.019436961071332918	0.020885840507689865	0.025872969600604846	0.025411495461012238	0.03806619110750034
1:Del:T:1	1.0092222364619374e-05	0.0016055517208587843	0.0020187786131282337	0.002815621473710053	0.014954364060540683	0.06148631876334548	0.0020395463910244872	0.025099882872309534	0.006097436633717734	0.15602938815951348	0.002240806394838728	0.03219360477756709	0.015616654810437468	0.007075625930447131	0.00556803111510817	0.0416099452227354	0.003658940592140425	0.008479605867469217
1:Del:T:2	0.0010772057369467802	0.0023127661978663595	0.0011696538354590302	0.007319847493199631	0.02388401704134594	0.026074418062344194	0.0012773553307488328	0.02354005940607749	0.00043225696368608623	0.14649841398000718	0.010404891245343606	0.047148678812664005	0.01390655780036468	0.013830979090362234	0.008205821917508729	0.027921504897531122	0.0028483440152194815	0.0009180511975137051
1:Del:T:3	0.007030081092379987	0.002432211573832319	0.016263097443879816	0.008000538592896192	0.0027543813607189805	0.007624658172717318	0.012175290263839997	0.0033868639235926997	0.00976658773724921	0.282000375688076	0.024544616611674428	0.0040105219582619615	0.010804554335772992	0.020616827401099727	0.0028301965849095723	0.0026834846308702253	0.0015077865979401396	0.011860195769695565
1:Del:T:4	0.03506574442610145	0.003950431819539517	0.012633242266019806	0.005502244459930808	0.007350366319296881	0.032854930805042384	0.010051891487601097	0.002791579884942621	0.007509253448079107	0.10134046986699104	0.012889428464695811	0.02360505825083237	0.01126052398001775	0.029407792625715957	0.0014769550086930394	0.0072623188809666315	0.005663157252674864	0.02255867648171261
1:Del:T:5	0.8430333536863327	0.03465698511339724	0.25123087608613787	0.0185067318379879	0.007520784269787188	0.009472406635077278	0.007975119511838049	0.07086090025492013	0.011501665984283135	0.02430538879771147	0.04704018544285415	0.03230963019072078	0.09393612778978422	0.235791959380731	0.01051816247520037	0.0060511995782144366	0.0033427375868423444	0.09486952118109912
1:Ins:C:0	0.0007994556876110436	0.00043692591672879645	0.0014940108147129649	0.00010566729586571455	0.0011757906024562458	0.0006457632571982686	0.0036884101498844755	0.0014115707552991809	0.0009748820419190451	0.0011719279375301235	0.006534023395688564	0.0015552877349546178	0.0007907362989499234	0.0008973805559799075	0.005132090036349837	0.0004447291340329684	0.0009120050992351026	0.3139641071856022
1:Ins:C:1	3.406842686899836e-05	0.0006946859526760818	0.0004122137686772476	0.0008308312334429502	0.0006576507559293532	0.0028568440665549134	0.0003581212590142968	0.016237451292108743	1.0424983920529484e-05	0.001198991130295326	0.0007550241180433659	0.011844726652780082	0.00620408680075343	0.008419498419680167	0.008591471288818866	0.018116418898571282	0.004590620307280915	0.025440085345471743
