MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	3.30E-04	1.45E-03	1.56E-03	7.53E-04	1.30E-03	2.56E-03	1.11E-03	5.66E-03	1.27E-03	5.05E-04	6.15E-03	5.63E-03	5.03E-03	5.71E-03	2.12E-03	4.02E-03	1.44E-03	3.32E-03
1:Del:C:1	6.22E-05	3.23E-04	3.18E-04	1.74E-03	1.21E-03	2.28E-03	4.12E-04	1.27E-03	8.84E-04	2.51E-04	4.58E-03	5.45E-03	3.64E-03	1.19E-03	2.05E-03	2.60E-03	5.18E-04	1.49E-03
1:Del:C:2	5.93E-05	5.24E-04	4.36E-04	1.02E-03	7.39E-04	1.54E-03	3.26E-04	1.50E-03	2.91E-04	9.29E-05	2.21E-03	2.56E-03	2.17E-03	1.03E-03	1.04E-03	1.86E-03	5.69E-04	7.15E-04
1:Del:C:3	1.95E-04	2.55E-04	8.89E-04	1.95E-04	3.53E-04	9.08E-04	1.25E-04	1.55E-03	2.11E-04	9.42E-05	1.01E-03	6.98E-04	1.38E-03	8.02E-04	5.19E-04	1.22E-03	2.00E-04	4.68E-04
1:Del:C:4	2.85E-04	7.39E-05	1.70E-03	2.17E-04	1.99E-04	6.85E-04	1.53E-04	5.13E-04	4.09E-05	1.83E-04	5.31E-04	5.15E-04	1.01E-03	4.96E-04	5.25E-04	1.91E-04	2.39E-04	4.02E-05
1:Del:C:5	2.49E-03	7.66E-04	6.85E-03	2.14E-04	1.63E-04	7.00E-04	1.29E-04	3.10E-03	1.08E-05	2.73E-04	2.85E-04	9.13E-04	2.24E-03	2.09E-03	3.94E-04	5.52E-04	2.18E-04	4.29E-04
1:Del:T:0	6.36E-05	5.27E-04	6.31E-04	7.51E-04	1.04E-03	7.81E-04	4.13E-04	2.94E-03	6.42E-04	1.27E-03	9.09E-04	3.74E-03	2.00E-03	2.23E-03	1.78E-03	1.76E-03	8.03E-04	1.46E-03
1:Del:T:1	1.01E-05	5.76E-04	4.24E-04	1.03E-03	7.84E-04	9.28E-04	2.70E-04	1.87E-03	5.09E-04	1.31E-03	6.66E-04	2.67E-03	2.11E-03	1.38E-03	8.60E-04	1.88E-03	3.73E-04	7.81E-04
1:Del:T:2	2.47E-04	3.71E-04	2.74E-04	8.63E-04	1.23E-03	6.11E-04	2.26E-04	1.51E-03	1.62E-04	1.45E-03	1.06E-03	3.19E-03	1.57E-03	1.63E-03	1.26E-03	1.66E-03	3.33E-04	2.55E-04
1:Del:T:3	4.89E-04	4.88E-04	1.58E-03	9.39E-04	5.70E-04	7.32E-04	5.83E-04	1.27E-03	7.99E-04	1.75E-03	1.80E-03	1.21E-03	1.82E-03	2.39E-03	5.29E-04	7.84E-04	2.76E-04	1.02E-03
1:Del:T:4	7.13E-04	5.87E-04	1.86E-03	7.30E-04	4.96E-04	6.58E-04	3.71E-04	9.48E-04	5.29E-04	9.07E-04	1.39E-03	1.91E-03	1.42E-03	2.05E-03	3.33E-04	1.02E-03	4.62E-04	9.36E-04
