MutationType	ID83A	ID83B
1:Del:C:0	3.67E-04	9.95E-04
1:Del:C:1	3.40E-04	7.30E-04
1:Del:C:2	2.42E-04	5.70E-04
1:Del:C:3	1.44E-04	3.17E-04
1:Del:C:4	1.32E-04	1.81E-04
1:Del:C:5	2.72E-04	2.29E-04
1:Del:T:0	3.02E-04	7.86E-04
1:Del:T:1	2.36E-04	5.72E-04
1:Del:T:2	3.42E-04	5.60E-04
1:Del:T:3	2.78E-04	6.14E-04
1:Del:T:4	3.36E-04	5.19E-04
1:Del:T:5	1.07E-03	1.17E-03
1:Ins:C:0	2.16E-04	1.61E-04
1:Ins:C:1	1.52E-04	2.48E-04
1:Ins:C:2	1.27E-04	2.17E-04
1:Ins:C:3	7.51E-05	1.19E-04
1:Ins:C:4	1.36E-04	8.80E-05
1:Ins:C:5	4.49E-04	4.46E-04
1:Ins:T:0	2.35E-04	3.49E-04
1:Ins:T:1	1.93E-04	6.81E-04
1:Ins:T:2	1.85E-04	2.75E-04
1:Ins:T:3	2.28E-04	3.12E-04
1:Ins:T:4	1.62E-04	1.89E-04
1:Ins:T:5	1.32E-03	2.42E-03
2:Del:R:0	2.30E-04	3.24E-04
2:Del:R:1	2.58E-04	3.10E-04
2:Del:R:2	1.42E-04	2.09E-04
2:Del:R:3	1.28E-04	1.26E-04
2:Del:R:4	8.63E-05	1.51E-08
2:Del:R:5	1.21E-04	1.39E-08
3:Del:R:0	1.62E-04	2.35E-04
3:Del:R:1	2.30E-04	3.43E-04
3:Del:R:2	8.26E-05	1.85E-04
3:Del:R:3	1.05E-08	4.60E-05
3:Del:R:4	4.59E-05	8.32E-05
3:Del:R:5	3.46E-05	1.01E-07
4:Del:R:0	9.77E-05	1.39E-04
4:Del:R:1	2.35E-04	3.56E-04
4:Del:R:2	1.32E-04	2.21E-04
4:Del:R:3	5.24E-05	9.31E-05
4:Del:R:4	8.60E-05	1.01E-04
4:Del:R:5	2.28E-05	7.51E-05
5:Del:R:0	4.07E-04	4.58E-04
5:Del:R:1	2.21E-04	1.91E-04
5:Del:R:2	8.23E-05	1.20E-04
5:Del:R:3	6.77E-05	5.19E-05
5:Del:R:4	6.59E-09	2.08E-08
5:Del:R:5	6.59E-09	2.08E-08
2:Ins:R:0	2.55E-04	2.64E-04
2:Ins:R:1	1.59E-04	2.46E-04
2:Ins:R:2	6.20E-05	8.64E-05
2:Ins:R:3	6.40E-05	5.65E-08
2:Ins:R:4	7.50E-05	1.57E-08
2:Ins:R:5	3.06E-04	3.06E-04
3:Ins:R:0	2.39E-04	3.26E-04
3:Ins:R:1	6.16E-05	1.07E-04
3:Ins:R:2	2.65E-05	7.44E-05
3:Ins:R:3	5.13E-05	4.68E-05
3:Ins:R:4	1.26E-05	6.97E-05
3:Ins:R:5	7.90E-05	1.17E-04
4:Ins:R:0	1.66E-04	1.27E-04
4:Ins:R:1	7.37E-05	1.74E-04
4:Ins:R:2	2.44E-05	4.34E-05
4:Ins:R:3	7.17E-05	6.63E-05
4:Ins:R:4	7.06E-09	8.39E-05
4:Ins:R:5	7.56E-05	1.53E-05
5:Ins:R:0	4.35E-04	4.49E-08
5:Ins:R:1	1.85E-04	3.54E-04
5:Ins:R:2	5.49E-05	9.28E-05
5:Ins:R:3	1.73E-05	8.75E-05
5:Ins:R:4	3.14E-05	1.06E-07
5:Ins:R:5	6.59E-09	2.08E-08
2:Del:M:1	2.85E-04	3.81E-04
3:Del:M:1	1.63E-04	2.63E-04
3:Del:M:2	2.24E-04	3.07E-04
4:Del:M:1	1.18E-04	2.30E-04
4:Del:M:2	1.36E-04	3.03E-04
4:Del:M:3	2.38E-04	3.23E-04
5:Del:M:1	3.54E-04	4.81E-04
5:Del:M:2	2.42E-04	2.96E-04
5:Del:M:3	2.53E-04	3.62E-04
5:Del:M:4	2.22E-04	2.49E-04
5:Del:M:5	2.27E-04	2.65E-04
