Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP123975	1974	13	0	0	0	11	0	29	3	48	81	52
SP124044	0	2	10	0	11	6	10	0	0	6	17	5
SP123972	50	36	0	10	81	59	0	96	0	0	34	47
SP123850	6	6	0	27	0	3	0	19	5	6	69	0
SP123902	6	4	0	19	21	8	9	26	2	23	40	1
SP123884	6	38	30	0	10	5	21	18	7	16	68	0
SP123964	5	21	0	0	35	3	0	3	2	12	56	0
SP123995	1	47	0	0	0	4	0	6	0	14	57	9
SP123846	3	13	0	6	9	5	0	4	2	43	82	9
SP124003	7	7	0	18	0	7	0	12	5	1	36	0
SP123876	5	18	0	13	44	7	0	0	0	0	46	0
SP123878	5	20	0	0	23	6	6	4	5	8	9	5
SP123842	1	53	2	0	3	1	0	14	2	0	23	0
SP123900	1	27	6	10	0	0	75	0	2	4	15	3
SP123978	4	5	0	0	30	2	0	9	0	7	2	6
SP123897	3	17	0	15	1	12	0	6	0	17	21	0
SP124013	1	47	0	5	0	6	0	6	2	0	58	0
SP124021	1	23	0	7	14	5	0	0	0	6	32	1
SP123852	10	1	37	15	0	6	0	0	4	15	30	3
SP123998	1	0	26	0	23	22	4	26	9	13	27	19
SP123967	4	10	6	20	31	0	0	8	0	8	9	0
SP123988	11	81	27	56	0	6	19	39	0	25	22	5
SP123984	7	21	8	4	16	3	0	8	2	4	30	0
SP123858	0	0	7	0	0	10	0	13	1	15	33	9
SP123890	0	21	2	16	0	5	0	18	1	0	35	0
SP123950	6	0	0	7	51	4	9	8	0	27	26	3
SP123886	4	0	0	0	27	6	0	5	2	5	13	0
SP124033	3	0	10	0	0	3	0	6	6	7	46	6
SP123892	9	64	2	3	2	13	0	23	1	3	60	0
SP123840	0	0	5	20	24	6	0	5	7	12	41	2
SP123969	3	30	6	0	25	11	1	27	0	10	29	1
SP123953	11	0	18	28	0	8	0	20	5	0	24	3
SP123955	2	17	0	15	0	2	0	37	2	8	12	0
SP123882	4	39	2	1	24	7	0	6	2	28	98	1
SP123894	11	19	0	0	31	7	1	3	3	5	111	7
SP124017	3	0	0	0	0	4	21	0	3	3	13	0
SP123856	1	6	0	10	6	5	0	14	0	8	19	4
SP123854	7	0	26	0	42	5	0	3	0	2	32	0
SP123888	0	4	2	0	13	6	6	16	6	5	45	5
SP123870	4	5	0	3	8	2	0	1	4	17	47	0
SP123958	0	0	25	5	0	3	0	7	0	0	23	1
SP123844	0	36	0	13	13	6	0	3	2	2	34	7
SP123872	4	5	5	1	24	19	24	8	1	35	32	0
SP123874	6	14	1	30	3	11	0	11	0	5	29	5
SP123836	5	0	21	9	0	17	2	11	0	14	98	1
SP43633	6	5	0	8	36	5	0	6	0	4	6	1
SP36498	9	261	162	117	0	2	97	40	0	0	0	1
SP37516	6	188	151	53	94	8	24	27	2	1	0	2
SP39997	15	327	150	76	48	19	26	0	13	7	45	12
SP35617	6	254	32	101	150	26	60	11	0	20	3	8
SP37636	11	0	42	46	69	26	40	40	8	13	14	4
SP39907	18	38	51	115	209	6	0	27	0	25	0	0
SP40736	24	320	121	127	134	18	0	52	19	28	0	6
SP42154	14	112	194	116	33	44	35	59	0	37	29	7
SP39594	26	171	157	78	173	3	0	50	23	30	13	0
SP41453	9	160	96	93	61	32	67	37	3	5	11	0
SP34452	18	458	352	136	214	10	0	97	6	5	6	0
SP42829	21	288	151	101	78	52	71	0	1	19	0	7
SP37970	18	232	220	140	0	8	205	89	10	10	56	28
SP34186	23	376	193	132	137	58	0	50	15	0	39	7
SP37903	14	553	239	151	97	26	53	33	12	0	7	0
SP35849	2	85	9	49	30	29	9	22	5	0	37	2
SP36586	59	22	17	8	0	110	63	24	6	6	16	13
