Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP117956	3.39E-01	5.23E-01	7.79E-01	5.00E-01	3.51E-01
SP117975	2.88E-01	5.33E-01	6.89E-01	3.47E-01	1.08E-01
SP2149	7.54E-01	7.31E-01	1.80E+00	1.90E+00	3.23E-01
SP117113	3.28E-01	9.30E-01	8.89E-01	5.15E-01	0.00E+00
SP117245	3.06E-01	5.36E-01	8.19E-01	6.07E-01	0.00E+00
SP117402	3.48E-01	5.42E-01	6.76E-01	3.10E-01	2.66E-01
SP117136	3.64E-01	8.06E-01	8.05E-01	3.63E-01	0.00E+00
SP117378	3.07E-01	6.45E-01	8.04E-01	5.42E-01	0.00E+00
SP116947	3.69E-01	6.35E-01	7.65E-01	4.43E-01	2.59E-01
SP117369	1.27E-01	7.04E-01	7.18E-01	3.37E-01	0.00E+00
SP117244	3.13E-01	6.54E-01	7.06E-01	0.00E+00	4.17E-01
SP117162	3.44E-01	4.97E-01	6.95E-01	3.96E-01	2.24E-01
SP117079	1.56E-01	5.45E-01	1.10E+00	5.87E-01	8.42E-01
SP117344	5.25E-01	1.09E+00	1.46E+00	1.76E+00	6.57E-01
SP118074	1.22E+00	1.52E+00	1.33E+00	7.55E-01	4.62E-01
SP117598	3.78E-01	8.08E-01	1.56E+00	1.42E+00	0.00E+00
SP117312	3.03E-01	6.25E-01	5.84E-01	2.69E-01	0.00E+00
SP118038	2.02E-01	7.55E-01	8.24E-01	4.83E-01	3.23E-01
SP117552	3.18E-01	5.60E-01	7.15E-01	2.48E-01	4.71E-01
SP118073	2.64E-01	8.29E-01	9.58E-01	5.27E-01	0.00E+00
SP117933	2.51E-01	5.88E-01	6.18E-01	3.97E-01	0.00E+00
SP118012	3.31E-01	6.11E-01	8.23E-01	4.89E-01	2.60E-01
SP117108	3.15E-01	6.95E-01	7.70E-01	4.26E-01	5.00E-02
SP117812	3.90E-01	4.72E-01	6.24E-01	4.83E-01	0.00E+00
SP117354	5.95E-01	8.97E-01	1.13E+00	8.95E-01	6.78E-01
SP117370	3.47E-01	8.40E-01	8.80E-01	4.17E-01	0.00E+00
SP116991	4.53E-01	7.66E-01	9.80E-01	7.24E-01	5.53E-01
SP117629	5.18E-01	7.38E-01	1.72E+00	1.80E+00	6.76E-01
SP124199	5.20E-01	7.84E-01	8.94E-01	5.66E-01	0.00E+00
SP124195	4.55E-01	8.06E-01	8.14E-01	5.88E-01	3.00E-01
SP117850	3.80E-01	5.53E-01	8.87E-01	5.01E-01	3.69E-01
SP117127	4.12E-01	7.87E-01	8.57E-01	4.52E-01	2.51E-01
SP117614	5.19E-01	5.36E-01	7.36E-01	4.59E-01	0.00E+00
SP116948	5.31E-01	1.09E+00	1.27E+00	6.42E-01	0.00E+00
SP117409	6.92E-01	1.08E+00	2.21E+00	2.08E+00	5.81E-01
SP117593	4.54E-01	6.74E-01	8.70E-01	4.53E-01	6.00E-02
SP117372	3.92E-01	6.08E-01	7.87E-01	4.82E-01	1.77E-01
SP118077	5.10E-01	6.07E-01	8.62E-01	6.62E-01	0.00E+00
SP117840	3.99E-01	9.38E-01	1.03E+00	5.66E-01	0.00E+00
SP117363	7.48E-01	1.03E+00	1.56E+00	1.33E+00	5.42E-01
SP117887	4.63E-01	1.01E+00	2.33E+00	2.08E+00	1.05E+00
SP116946	4.25E-01	7.91E-01	9.20E-01	5.68E-01	2.12E-01
SP117901	4.09E-01	7.26E-01	1.31E+00	1.36E+00	2.98E-01
SP117454	3.96E-01	6.90E-01	7.40E-01	4.34E-01	0.00E+00
SP124197	9.16E-01	8.95E-01	2.54E+00	2.50E+00	9.29E-01
SP117919	8.17E-01	1.09E+00	2.06E+00	2.20E+00	7.61E-01
SP117250	2.70E-01	7.13E-01	7.67E-01	3.78E-01	0.00E+00
SP117983	4.64E-01	8.32E-01	1.03E+00	7.30E-01	4.45E-01
SP117676	2.94E-01	4.93E-01	5.51E-01	2.45E-01	0.00E+00
SP117011	4.35E-01	7.56E-01	8.55E-01	6.13E-01	2.40E-01
SP117057	3.78E-01	6.73E-01	6.62E-01	3.00E-01	0.00E+00
SP117126	4.12E-01	8.30E-01	9.53E-01	5.37E-01	3.40E-01
SP117728	3.54E-01	7.86E-01	8.69E-01	6.14E-01	1.00E-02
SP117618	3.45E-01	6.27E-01	6.14E-01	3.80E-01	3.35E-01
SP117257	2.66E-01	5.08E-01	5.72E-01	3.54E-01	2.19E-01
SP116963	4.28E-01	6.30E-01	6.95E-01	3.36E-01	0.00E+00
SP117078	5.78E-01	1.18E+00	1.24E+00	7.31E-01	0.00E+00
SP117944	4.57E-01	8.91E-01	1.61E+00	1.62E+00	4.85E-01
SP117639	8.26E-01	1.10E+00	1.14E+00	7.02E-01	3.98E-01
SP117834	5.81E-01	8.23E-01	1.01E+00	5.75E-01	0.00E+00
SP117105	5.87E-01	9.05E-01	9.72E-01	6.25E-01	0.00E+00
SP117785	3.99E-01	4.48E-01	6.79E-01	3.56E-01	3.90E-01
SP117882	3.06E-01	7.03E-01	7.47E-01	1.16E-01	4.02E-01
SP117778	6.20E-01	1.10E+00	1.27E+00	7.00E-01	4.12E-01
SP117032	3.13E-01	7.84E-01	9.89E-01	6.32E-01	0.00E+00
SP117710	4.63E-01	7.00E-01	1.19E+00	1.15E+00	2.36E-01
SP117538	8.65E-01	1.19E+00	2.79E+00	2.80E+00	1.09E+00
SP124207	1.62E+00	1.90E+00	1.61E+00	8.71E-01	1.24E-01
SP117800	4.82E-01	7.70E-01	9.18E-01	4.31E-01	2.83E-01
SP117724	6.36E-01	9.30E-01	1.01E+00	6.30E-01	0.00E+00
SP124193	2.96E-01	4.86E-01	5.76E-01	3.17E-01	2.08E-01
SP2293	4.38E-01	1.19E+00	1.25E+00	5.67E-01	3.90E-01
SP2357	7.43E-01	8.83E-01	1.64E+00	1.59E+00	0.00E+00
SP2144	2.74E-01	6.22E-01	1.14E+00	1.26E+00	0.00E+00
SP2145	7.37E-01	1.09E+00	1.68E+00	1.84E+00	0.00E+00
SP2147	8.15E-01	1.63E+00	2.54E+00	2.43E+00	4.81E-01
SP2146	3.68E-01	5.39E-01	1.31E+00	1.28E+00	3.20E-01
SP2148	3.63E-01	6.81E-01	1.22E+00	1.39E+00	2.79E-01
SP2150	3.64E-01	5.96E-01	6.03E-01	4.78E-01	0.00E+00
SP2152	2.74E-01	6.00E-01	6.87E-01	3.99E-01	2.13E-01
SP2349	7.43E-01	9.18E-01	1.16E+00	8.87E-01	2.71E-01
SP2155	7.22E-01	9.31E-01	2.01E+00	1.90E+00	6.00E-01
SP2154	8.12E-01	1.07E+00	2.99E+00	3.05E+00	1.14E+00
SP2158	6.61E-01	1.08E+00	1.06E+00	5.40E-01	2.55E-01
SP2156	2.03E-01	4.49E-01	7.02E-01	4.90E-01	1.26E-01
SP2159	5.26E-01	6.51E-01	7.64E-01	4.65E-01	0.00E+00
SP2153	1.09E+00	1.83E+00	1.71E+00	9.76E-01	1.72E-01
SP2160	4.68E-01	8.50E-01	9.60E-01	7.12E-01	0.00E+00
