Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP117956	7	22	73	20	5
SP117975	7	28	43	7	3
SP2149	28	26	161	380	13
SP117113	7	138	51	13	0
SP117245	6	30	100	19	4
SP117402	15	26	74	1	4
SP117136	13	82	49	8	0
SP117378	7	45	68	21	0
SP116947	9	39	96	8	2
SP117369	1	32	124	0	0
SP117244	5	59	34	0	6
SP117162	11	18	94	3	0
SP117079	1	29	79	16	3
SP117344	12	84	54	417	9
SP118074	125	220	99	31	5
SP117598	3	50	347	115	26
SP117312	8	40	70	1	1
SP118038	3	71	52	13	1
SP117552	9	29	44	4	5
SP118073	4	60	73	12	3
SP117933	6	27	38	13	0
SP118012	7	30	101	13	2
SP117108	7	56	51	7	3
SP117812	12	20	66	11	0
SP117354	23	71	87	47	14
SP117370	9	79	50	6	0
SP116991	18	54	66	25	10
SP117629	5	20	44	524	13
SP124199	25	76	70	14	1
SP124195	14	106	54	15	3
SP117850	13	34	61	12	6
SP117127	14	69	38	13	3
SP117614	15	18	139	7	0
SP116948	14	137	117	21	3
SP117409	19	51	131	527	0
SP117593	12	50	68	16	1
SP117372	9	26	100	8	0
SP118077	19	31	82	36	0
SP117840	13	103	68	14	3
SP117363	27	100	267	100	10
SP117887	7	32	116	704	42
SP116946	16	49	106	19	1
SP117901	9	32	128	187	8
SP117454	14	48	85	11	0
SP124197	31	49	297	694	24
SP117919	33	49	51	747	6
SP117250	4	51	92	6	0
SP117983	22	88	69	27	7
SP117676	5	19	58	2	0
SP117011	10	49	102	24	1
SP117057	11	30	57	2	0
SP117126	9	75	89	14	7
SP117728	6	81	46	23	3
SP117618	10	54	25	10	2
SP117257	6	23	51	9	1
SP116963	13	35	42	8	3
SP117078	19	170	111	21	0
SP117944	12	43	114	290	13
SP117639	75	91	170	47	6
SP117834	33	65	136	24	3
SP117105	30	88	80	22	5
SP117785	14	11	114	6	7
SP117882	8	54	40	0	6
SP117778	20	102	152	23	7
SP117032	7	65	65	26	3
SP117710	8	34	288	68	9
SP117538	33	72	115	887	19
SP124207	342	330	144	33	0
SP117800	19	59	82	8	4
SP117724	25	87	79	21	2
SP124193	9	20	50	2	1
SP2293	6	57	269	1	0
SP2357	45	38	193	252	0
SP2144	2	23	63	286	7
SP2145	20	56	44	659	0
SP2147	33	132	101	930	0
SP2146	7	12	69	222	6
SP2148	5	22	68	227	3
SP2150	12	44	74	11	0
SP2152	4	52	39	6	2
SP2349	55	70	138	44	7
SP2155	31	43	113	603	0
SP2154	30	36	160	982	10
SP2158	34	118	78	15	4
SP2156	3	18	51	17	3
SP2159	16	42	98	4	0
SP2153	121	355	184	43	0
SP2160	18	61	62	31	2
SP2151	5	21	39	17	7
SP116341	13	24	99	454	0
SP116331	37	232	102	43	8
SP116351	48	70	122	25	0
SP116371	7	118	300	52	19
SP116361	16	13	70	281	7
SP116343	64	124	177	30	11
SP116333	48	99	140	76	0
SP116373	24	9	130	410	10
SP116363	7	6	52	234	12
SP116353	101	416	276	47	4
SP116345	26	156	110	15	6
SP116365	1	6	87	531	43
SP116375	119	176	172	29	1
SP116335	94	49	259	106	1
SP116355	7	10	133	214	9
SP116347	7	59	78	12	0
SP116367	50	63	202	77	2
SP116339	35	226	108	22	2
SP116349	13	61	97	21	8
SP116357	11	1	93	223	4
SP116359	12	23	145	431	19
SP116369	62	146	116	996	23
SP116377	62	195	267	42	1
SP116379	34	134	85	36	3
SP7692	186	253	313	82	7
SP5052	16	11	344	1072	73
SP7785	59	303	221	664	1
SP3415	15	29	146	263	8
SP2799	13	72	85	24	1
SP9979	10	13	100	26	9
SP5393	129	123	277	56	0
SP11292	0	7	47	102	1
SP13036	246	365	289	55	0
SP7421	64	118	182	79	1
SP4875	31	28	323	707	49
SP8795	123	430	200	47	6
SP4820	47	101	147	1010	47
SP4593	18	31	91	19	5
SP8085	59	92	138	28	5
SP11235	44	95	73	27	3
SP6730	69	257	125	42	7
SP10635	7	43	78	12	5
SP5381	11	29	55	12	2
SP10084	104	49	467	58	0
SP9251	20	44	133	35	0
SP3016	119	95	262	229	8
SP11045	6	43	51	18	0
SP2826	18	31	94	149	35
SP11171	13	42	121	324	28
SP5784	74	106	225	50	0
SP8564	39	108	234	52	3
SP5844	117	112	295	47	12
SP6519	12	74	63	37	6
SP6766	10	57	68	41	10
SP5448	49	166	182	21	11
SP12049	31	9	264	1047	40
SP2714	40	37	219	772	46
SP2801	39	135	237	58	5
SP8891	38	49	125	454	0
SP9481	14	38	67	19	6
SP5808	66	185	220	385	19
SP6429	77	55	186	451	48
SP5017	59	364	82	25	2
SP8229	25	78	114	29	3
SP8157	15	39	93	63	3
SP5279	256	277	281	53	0
SP8660	13	38	57	703	0
