MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	5.63E-05	5.24E-05	3.10E-04	2.06E-03	2.12E-03	1.65E-03	1.86E-03	1.17E-03	1.70E-03	3.66E-04
1:Del:C:1	1.61E-05	4.97E-05	1.52E-04	5.55E-04	1.22E-03	7.85E-04	9.07E-04	7.39E-04	1.23E-03	2.12E-04
1:Del:C:2	1.88E-05	5.17E-05	1.08E-04	5.20E-04	7.71E-04	4.44E-04	8.78E-04	4.96E-04	1.01E-03	1.66E-04
1:Del:C:3	9.03E-05	1.36E-04	2.26E-05	1.39E-03	2.52E-04	1.00E-03	2.75E-04	2.69E-04	3.86E-04	1.25E-04
1:Del:C:4	2.91E-04	3.75E-04	1.06E-05	3.65E-03	5.04E-04	2.83E-03	2.15E-04	1.65E-04	2.56E-04	9.88E-05
1:Del:C:5	6.55E-04	8.51E-04	6.47E-05	5.41E-03	7.82E-04	4.60E-03	1.51E-05	1.63E-04	1.40E-04	3.42E-05
1:Del:T:0	5.61E-05	3.58E-05	7.51E-05	6.38E-04	9.61E-04	9.78E-04	8.12E-04	8.74E-04	2.16E-03	2.03E-04
1:Del:T:1	4.01E-05	5.50E-05	1.58E-04	3.49E-04	7.85E-04	5.93E-04	7.96E-04	5.23E-04	1.55E-03	1.50E-04
1:Del:T:2	2.03E-05	8.04E-04	1.86E-04	5.36E-04	6.45E-04	9.40E-04	5.09E-04	5.22E-04	1.00E-03	1.95E-04
1:Del:T:3	2.32E-04	2.49E-03	7.49E-06	1.29E-03	6.03E-04	2.44E-03	6.75E-04	4.98E-04	6.04E-04	2.45E-04
1:Del:T:4	5.16E-04	3.46E-03	3.19E-04	2.35E-03	3.89E-04	2.93E-03	4.33E-04	1.54E-04	3.95E-04	3.54E-04
1:Del:T:5	2.43E-03	1.17E-02	2.79E-03	1.28E-02	7.71E-03	2.14E-02	5.13E-03	8.12E-04	1.88E-03	1.51E-03
1:Ins:C:0	2.29E-05	3.36E-05	6.12E-04	1.26E-04	6.97E-03	3.42E-03	4.60E-04	1.89E-03	4.86E-03	1.82E-04
1:Ins:C:1	3.79E-06	1.34E-05	7.63E-05	6.73E-05	1.89E-03	1.02E-03	2.67E-04	6.45E-04	1.41E-03	9.87E-05
1:Ins:C:2	8.78E-07	1.16E-05	4.08E-05	6.10E-05	3.69E-04	1.67E-04	1.23E-04	1.54E-04	2.58E-04	8.53E-05
1:Ins:C:3	9.12E-06	2.40E-05	4.66E-05	1.27E-04	6.22E-04	3.48E-04	9.40E-05	2.65E-04	4.64E-04	2.80E-05
1:Ins:C:4	5.75E-05	1.04E-04	2.23E-04	5.65E-04	1.51E-03	4.28E-04	3.95E-05	2.36E-04	3.68E-04	3.13E-05
1:Ins:C:5	2.09E-04	4.23E-04	1.12E-03	1.93E-03	5.57E-03	1.29E-03	2.66E-04	6.93E-04	1.26E-03	6.21E-05
1:Ins:T:0	2.97E-05	7.07E-05	3.04E-04	1.88E-04	3.80E-03	1.89E-03	3.56E-04	1.32E-03	2.72E-03	1.54E-04
1:Ins:T:1	1.29E-05	3.82E-05	1.61E-04	1.67E-04	1.25E-03	6.27E-04	9.38E-04	5.68E-04	1.46E-03	1.55E-04
1:Ins:T:2	0.00E+00	1.33E-04	3.53E-04	8.12E-04	1.43E-03	6.89E-04	6.83E-04	5.20E-04	1.37E-03	1.31E-04
1:Ins:T:3	0.00E+00	8.51E-05	2.17E-04	3.32E-04	5.11E-04	3.97E-04	4.55E-04	3.07E-04	6.60E-04	7.06E-05
