Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP31606	0	76	3	140	17	8	8	9	1	0	22	8	0	16	11
SP30213	15	146	6	0	35	25	21	20	0	21	0	1	7	24	0
SP32894	9	41	7	97	41	0	4	0	1	16	0	0	1	15	0
SP117260	29	0	66	44	60	32	52	37	3	10	0	0	17	28	2
SP117124	178	6	22	158	30	31	17	18	1	36	0	0	24	44	1
SP117932	161	0	19	253	9	19	15	33	0	27	0	4	23	35	15
SP117189	2	10	4	0	16	3	0	0	3	2	59	0	6	5	1
SP117217	1	2	0	2	7	0	10	0	2	0	0	0	0	0	2
SP117779	80	7	13	20	13	59	0	15	3	8	66	0	11	34	3
SP117376	739	0	0	168	9	38	0	40	6	48	100	0	36	70	1
SP117681	30	0	2	22	4	0	0	5	2	18	13	36	4	6	0
SP117408	12	0	3	8	8	11	0	6	0	19	0	36	0	5	1
SP118015	63	76	18	56	7	19	0	48	3	14	0	0	16	44	6
SP117509	231	0	20	199	36	38	0	41	0	3	130	0	2	35	10
SP117482	157	0	31	162	10	19	0	46	0	51	0	6	7	10	19
SP117003	79	0	0	103	7	244	3	11	0	3	0	63	1	34	0
CPCT02060034T	0	47	26	0	105	8	6	12	33	17	0	46	2	10	9
CPCT02020356T	38	94	29	0	0	27	27	12	64	9	108	1	8	0	11
CPCT02050063T	18	43	24	35	191	42	47	72	38	85	0	56	23	0	18
CPCT02030275T	15	204	45	0	291	76	43	36	59	0	51	0	26	3	25
CPCT02070033T	9	81	15	22	44	8	5	27	27	8	108	10	2	18	1
CPCT02030294T	27	71	139	0	94	172	184	25	80	53	0	115	20	34	29
CPCT02070038T	16	209	24	0	0	0	38	17	59	0	193	0	11	0	21
CPCT02080179T	39	0	4	14	30	109	6	37	113	125	0	0	13	46	91
CPCT02010866TII	236	771	727	0	62	12	10	43	85	112	54	0	3	30	314
CPCT02330133T	0	112	241	0	301	138	427	38	40	40	319	0	18	0	16
CPCT02050427T	70	208	2	96	0	68	130	33	41	0	0	0	13	4	308
DRUP01030028T	49	44	37	42	26	66	14	17	56	0	0	0	1306	9	9
CPCT02080193T	34	132	50	45	10	136	100	55	95	13	60	16	9	24	96
CPCT02030556T	62	236	118	16	110	61	50	104	79	443	292	39	6	0	75
CPCT02120111T	17	0	0	34	12	10	9	1	103	2	0	0	6	0	2
CPCT02050341T	10	73	20	90	29	10	18	0	103	2	0	0	2	12	13
WIDE01010210T	20	31	15	25	3	6	7	0	17	16	0	68	4	8	7
WIDE01010208T	507	20	0	0	0	0	15	5	30	10	0	0	284	655	10
CPCT02290033T	61	81	182	19	39	147	76	55	52	39	0	83	16	26	26
CPCT02070323T	0	29	24	88	47	24	0	14	74	3	56	0	7	5	5
WIDE01010450T	197	381	7	0	0	18	34	13	31	0	0	112	31	94	29
CPCT02090049T	0	203	0	46	46	13	1	0	81	0	0	134	214	421	0
CPCT02010866T	197	689	710	0	259	54	26	72	88	119	0	0	15	36	54
CPCT02070363T	40	53	7	65	209	398	27	10	180	43	0	0	4	44	0
CPCT02060222T	7	0	13	32	37	0	0	1	61	1	0	32	8	0	7
CPCT02080251T	107	270	41	180	470	275	222	106	138	155	0	128	31	21	36
CPCT02070384T	79	226	7	61	65	40	0	21	111	14	71	29	5	0	8
CPCT02070386T	219	0	71	485	308	24	69	83	102	67	0	0	37	19	382
DRUP01070051T	43	41	12	81	375	33	0	43	98	6	144	0	2	0	13
CPCT02080137T	246	0	182	55	23	70	30	36	229	83	0	22	30	22	71
CPCT02080157T	33409	3582	85	0	0	0	174	0	499	0	0	846	171	0	236
CPCT02330128T	0	26	0	34	343	112	10	26	51	46	117	44	4	29	38
CPCT02070030T	0	3	0	0	1	2	4	0	67	13	0	0	0	0	16
DRUP01050009T	0	80	110	0	67	12	204	0	104	162	518	0	29	0	0
CPCT02070225T	24	56	0	52	25	0	32	2	224	0	97	0	14	24	16
CPCT02070230T	5	117	12	0	328	61	13	62	70	58	0	69	12	0	3
DRUP01070022T	331	22	28	37	8	29	34	57	81	72	0	39	60	155	2
DRUP01050010T	0	0	11	0	232	0	0	44	81	50	0	0	3	10	0
CPCT02050161T	21	142	41	0	78	0	55	9	31	111	292	0	26	0	0
CPCT02050174T	6	9	22	174	45	1	18	14	40	16	0	34	9	0	17
CPCT02050172T	239	347	22	175	389	197	124	57	65	85	0	160	40	32	26
CPCT02050186T	325	46	68	0	0	33	139	42	69	19	504	66	3	0	41
DRUP01070016T	0	46	55	7	342	7	23	82	17	17	0	58	11	0	20
CPCT02080120T	14	94	0	84	46	12	157	40	34	11	0	0	17	22	25
CPCT02030351T	114	42	12	48	321	50	0	70	303	41	148	12	13	28	7
CPCT02060119T	15	122	16	0	6	11	16	17	141	12	0	90	7	16	2
CPCT02080136T	139	231	4	174	46	24	13	5	59	19	15	4	9	62	14
DRUP01010035T	3	0	0	27	25	0	5	0	84	0	0	13	3	1	0
CPCT02070039T	6	0	0	30	246	40	14	28	27	44	67	11	0	0	5
CPCT02030302T	11	104	0	20	6	18	39	6	41	16	162	31	0	0	14
CPCT02070053T	0	12	0	0	0	3	0	1460	35	0	0	0	0	0	0
CPCT02070065T	8	27	4	0	8	7	4	4	26	11	0	68	12	9	0
DRUP01070003T	0	4	7	77	42	2	15	7	18	22	0	0	10	17	7
CPCT02070099T	1	28	4	0	9	0	0	1	19	22	0	61	0	9	0
CPCT02020473T	4	20	8	34	9	5	13	15	22	25	0	9	4	7	8
DRUP01070009T	79	362	10	176	0	37	25	26	40	21	55	13	13	32	19
CPCT02030324T	338	358	31	0	178	65	13	45	57	66	0	13	16	39	21
CPCT02030330T	38	389	128	38	10	277	190	7	105	30	0	270	10	7	15
CPCT02050151T	18	48	7	78	26	5	13	18	25	0	0	26	3	17	12
CPCT02070128T	0	43	47	13	353	1	31	85	10	16	0	58	11	0	24
CPCT02080099T	137	166	0	66	202	112	4	36	33	58	32	55	27	20	37
DRUP01030004T	29	88	148	0	108	168	203	31	46	52	0	128	18	49	38
CPCT02070265T	74	98	52	192	0	189	19	43	50	0	19	92	38	19	24
CPCT02080040T	110	292	40	26	34	114	33	20	73	119	0	0	22	46	72
WIDE01010705T	21	7	3	16	0	2	7	14	29	14	7	79	2	8	44
