MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	1.39E-05	6.09E-04	6.92E-04	3.78E-03	1.88E-03	4.70E-04	1.54E-03	4.48E-03	3.95E-03
1:Del:C:1	1.04E-05	8.12E-05	1.46E-03	2.70E-03	6.11E-04	3.46E-04	6.86E-04	1.76E-03	2.55E-03
1:Del:C:2	1.31E-05	1.39E-04	9.52E-04	1.81E-03	3.32E-04	1.67E-04	3.04E-04	7.38E-04	1.39E-03
1:Del:C:3	1.33E-05	7.30E-05	4.94E-04	7.23E-04	2.58E-04	1.36E-04	1.85E-05	8.29E-04	6.00E-04
1:Del:C:4	1.22E-05	1.38E-04	4.51E-04	7.45E-04	1.75E-04	1.56E-04	5.00E-05	5.89E-04	7.10E-04
1:Del:C:5	3.84E-05	6.22E-04	3.56E-04	7.33E-04	9.39E-05	3.29E-04	3.60E-04	4.42E-04	1.07E-03
1:Del:T:0	2.18E-05	2.09E-04	1.19E-03	3.95E-03	7.35E-04	5.40E-04	8.47E-04	2.42E-03	4.49E-03
1:Del:T:1	2.90E-05	5.55E-05	6.51E-04	1.31E-03	4.62E-04	2.40E-04	2.20E-04	8.20E-04	1.38E-03
1:Del:T:2	1.09E-04	1.44E-04	1.89E-04	1.20E-03	3.63E-04	1.85E-04	1.49E-04	1.24E-03	1.86E-03
1:Del:T:3	8.68E-05	1.13E-04	7.42E-04	1.92E-03	6.98E-04	2.28E-04	5.60E-04	1.70E-03	1.37E-03
1:Del:T:4	1.85E-04	3.50E-04	1.34E-03	2.35E-03	5.82E-04	2.74E-04	4.78E-04	1.79E-03	2.01E-03
1:Del:T:5	9.72E-04	8.12E-03	2.25E-03	9.79E-03	7.88E-04	2.98E-03	2.20E-03	3.72E-03	5.48E-03
1:Ins:C:0	4.20E-04	9.69E-05	2.45E-04	2.08E-03	7.84E-05	3.16E-05	3.08E-04	8.76E-04	2.91E-03
1:Ins:C:1	5.34E-05	3.38E-05	4.88E-04	1.13E-03	1.56E-04	4.01E-05	1.87E-04	4.24E-04	1.09E-03
1:Ins:C:2	2.94E-05	3.14E-06	4.06E-04	8.64E-04	9.66E-05	5.19E-05	1.55E-04	2.79E-04	1.10E-03
1:Ins:C:3	7.10E-05	1.27E-05	1.60E-04	3.63E-04	8.47E-05	5.62E-05	1.59E-04	1.82E-04	6.31E-04
1:Ins:C:4	8.66E-05	9.72E-05	3.04E-04	1.14E-03	6.32E-05	1.84E-05	1.17E-04	1.81E-04	2.65E-04
1:Ins:C:5	1.26E-03	8.05E-04	2.94E-03	1.06E-02	6.83E-05	9.83E-05	3.14E-04	2.30E-04	2.92E-04
1:Ins:T:0	1.30E-03	2.36E-04	2.52E-04	3.45E-03	1.60E-04	3.00E-05	4.91E-04	1.25E-03	4.49E-03
1:Ins:T:1	3.39E-04	8.35E-06	1.22E-03	3.02E-03	2.85E-04	1.49E-04	4.14E-04	1.48E-03	3.30E-03
1:Ins:T:2	3.00E-04	1.22E-04	4.30E-04	1.13E-03	1.56E-04	3.85E-05	1.45E-04	3.05E-04	1.41E-03
1:Ins:T:3	5.75E-04	1.35E-04	3.21E-04	1.25E-03	1.56E-04	7.63E-05	1.44E-04	4.27E-04	1.65E-03
1:Ins:T:4	3.01E-03	2.27E-05	5.30E-05	3.67E-04	1.40E-04	2.04E-05	1.57E-04	3.44E-04	2.34E-03
1:Ins:T:5	1.17E-02	8.92E-03	1.60E-02	2.74E-02	4.64E-04	7.84E-04	4.58E-04	3.32E-03	3.80E-03
2:Del:R:0	9.87E-06	6.70E-05	6.64E-04	1.43E-03	3.75E-04	3.94E-04	4.21E-04	8.34E-04	1.68E-03
2:Del:R:1	2.18E-05	1.82E-04	8.75E-04	1.87E-03	3.83E-04	1.88E-03	3.29E-04	2.32E-04	1.17E-03
2:Del:R:2	4.22E-06	6.29E-05	2.65E-04	5.99E-04	1.86E-04	5.52E-04	2.48E-04	4.79E-04	5.72E-04
2:Del:R:3	7.97E-06	3.56E-04	1.99E-04	5.11E-04	9.48E-05	2.38E-04	2.87E-04	2.60E-04	8.85E-04
2:Del:R:4	3.91E-06	4.12E-04	3.54E-04	7.56E-04	5.24E-05	2.76E-04	3.58E-04	3.64E-04	1.38E-03
2:Del:R:5	2.19E-06	1.21E-03	4.24E-04	1.87E-03	1.20E-04	3.76E-04	7.71E-04	4.51E-04	3.01E-03
3:Del:R:0	4.79E-06	2.92E-05	1.90E-04	3.13E-04	2.29E-04	1.82E-04	1.57E-04	1.58E-04	4.64E-04
3:Del:R:1	3.27E-06	1.41E-04	5.29E-04	8.49E-04	4.16E-04	1.80E-03	4.37E-04	7.91E-04	8.55E-04
3:Del:R:2	1.35E-06	4.35E-05	1.88E-04	3.20E-04	1.00E-04	6.31E-04	1.16E-04	1.31E-04	2.66E-04
3:Del:R:3	1.30E-06	5.42E-05	2.70E-05	6.03E-05	2.70E-05	1.68E-04	9.20E-05	4.68E-05	2.13E-04
3:Del:R:4	1.01E-06	6.80E-06	9.69E-05	1.19E-04	1.41E-05	1.22E-04	1.04E-05	1.26E-04	2.77E-04
3:Del:R:5	5.15E-06	6.10E-05	3.50E-05	1.50E-04	1.55E-05	9.98E-05	7.19E-05	9.10E-05	1.96E-04
4:Del:R:0	6.76E-06	2.09E-05	1.82E-04	4.24E-04	1.97E-04	2.00E-04	1.29E-04	2.27E-04	4.30E-04
4:Del:R:1	2.65E-06	1.47E-04	1.65E-03	2.38E-03	2.06E-04	1.71E-03	6.56E-04	1.46E-03	5.39E-03
4:Del:R:2	7.03E-07	3.38E-05	4.31E-04	5.89E-04	5.09E-06	6.01E-04	3.22E-04	3.46E-04	1.53E-03
4:Del:R:3	6.19E-07	5.24E-05	2.89E-04	3.43E-04	1.89E-05	4.49E-04	2.40E-04	2.62E-04	9.96E-04
