MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.00299948	0.00503567	0.06566514	0.02908591	0.01762642	0.03080303	0.12217022
1:Del:C:1	0.00047957	0.00270112	0.04296377	0.00958325	0.00953058	0.00890952	0.12800045
1:Del:C:2	0.00113595	0.00070415	0.02008429	0.00837097	0.00163366	0.00102677	0.09807945
1:Del:C:3	0.00428351	0.00111600	0.01317678	0.00383881	0.00088903	0.00051314	0.03890275
1:Del:C:4	0.01038142	0.00008346	0.00470856	0.00264965	0.00062320	0.00046970	0.02756747
1:Del:C:5	0.03754236	0.00378440	0.00124907	0.00120209	0.00161190	0.00336063	0.01810197
1:Del:T:0	0.00145889	0.00578734	0.07351709	0.01044827	0.03417986	0.01508531	0.03945766
1:Del:T:1	0.00144849	0.00333033	0.05616207	0.00256921	0.02024969	0.00604371	0.03157379
1:Del:T:2	0.00233714	0.00529016	0.05657578	0.01103837	0.03070768	0.00751300	0.02537393
1:Del:T:3	0.01184672	0.00558321	0.04947930	0.01577173	0.03365133	0.00604601	0.03028270
1:Del:T:4	0.03606108	0.00700797	0.03474443	0.01188857	0.02405628	0.00375812	0.02301744
1:Del:T:5	0.66690364	0.04917898	0.01003926	0.02944293	0.02518724	0.01643629	0.00731630
1:Ins:C:0	0.00063638	0.00251036	0.00030094	0.00692429	0.03111767	0.01937599	0.01871622
1:Ins:C:1	0.00005187	0.00140192	0.00529531	0.00079110	0.01199355	0.00513799	0.00892033
1:Ins:C:2	0.00014333	0.00105883	0.00360850	0.00036934	0.00562263	0.00189181	0.00691655
1:Ins:C:3	0.00070694	0.00260627	0.00155626	0.00016871	0.00123347	0.00321488	0.00658138
1:Ins:C:4	0.00202269	0.00368671	0.00036782	0.00037841	0.00099023	0.00234545	0.00529116
1:Ins:C:5	0.01415751	0.03619002	0.00107304	0.00000882	0.00229188	0.00882874	0.00707574
1:Ins:T:0	0.00142235	0.00648547	0.00167193	0.00612508	0.01692752	0.01838009	0.02613178
1:Ins:T:1	0.00002470	0.00506584	0.01722971	0.00129167	0.01606115	0.01048208	0.04843511
1:Ins:T:2	0.00484640	0.00577813	0.00835244	0.00090036	0.00446574	0.00389236	0.04138349
1:Ins:T:3	0.00240343	0.00631097	0.00732838	0.00227174	0.00545726	0.00231976	0.02443286
1:Ins:T:4	0.00243250	0.01153015	0.00745389	0.00159648	0.00449507	0.00115343	0.00764247
1:Ins:T:5	0.12333023	0.73951582	0.12285924	0.03087837	0.01901524	0.07100177	0.01607040
2:Del:R:0	0.00189800	0.00100916	0.02886603	0.00400650	0.02572269	0.00602074	0.00931508
2:Del:R:1	0.00189722	0.00234000	0.02892421	0.00288349	0.06568266	0.00845277	0.00956483
2:Del:R:2	0.00141074	0.00083829	0.00495637	0.00179711	0.01976853	0.00397708	0.00923907
2:Del:R:3	0.00623084	0.00040109	0.00063684	0.00036661	0.00736198	0.00294296	0.00745919
2:Del:R:4	0.00434388	0.00024063	0.00019950	0.00000195	0.00281536	0.00161778	0.00399186
2:Del:R:5	0.01227777	0.00000000	0.00312170	0.00016715	0.03953938	0.00100467	0.02061470
3:Del:R:0	0.00054099	0.00032941	0.01529994	0.00477972	0.00695920	0.00316050	0.00067723
3:Del:R:1	0.00118664	0.00526060	0.01778347	0.00390377	0.04253822	0.00162150	0.00118770
3:Del:R:2	0.00062755	0.00025871	0.00236848	0.00007027	0.01614712	0.00378584	0.00158239
3:Del:R:3	0.00028699	0.00026974	0.00102144	0.00033504	0.00402323	0.00026411	0.00048181
3:Del:R:4	0.00007536	0.00001056	0.00087480	0.00004130	0.00824953	0.00001662	0.00399097
3:Del:R:5	0.00014589	0.00000764	0.00168891	0.00000023	0.01671805	0.00000000	0.00880583
4:Del:R:0	0.00014052	0.00033899	0.00996829	0.00497569	0.00520783	0.00425444	0.00120320
4:Del:R:1	0.00049105	0.00237065	0.01228367	0.00253091	0.04699947	0.00656060	0.00277188
4:Del:R:2	0.00039263	0.00064694	0.00162569	0.00009848	0.01341167	0.00505471	0.00165618
4:Del:R:3	0.00031149	0.00009081	0.00140388	0.00009308	0.01351034	0.00153047	0.00290938
4:Del:R:4	0.00006122	0.00001174	0.00085293	0.00000712	0.00816254	0.00065462	0.00308723
4:Del:R:5	0.00030853	0.00005145	0.00019679	0.00000000	0.00446918	0.00037408	0.00090223
5:Del:R:0	0.00001535	0.00002743	0.07033931	0.07252915	0.00102917	0.12404977	0.00101449
5:Del:R:1	0.00009322	0.00152977	0.00411618	0.00526137	0.01756542	0.00859739	0.00299145
5:Del:R:2	0.00009492	0.00013936	0.00068357	0.00046837	0.00642234	0.00167112	0.00065959
5:Del:R:3	0.00005122	0.00010068	0.00019614	0.00007724	0.00305187	0.00005830	0.00030624
5:Del:R:4	0.00003339	0.00001542	0.00000978	0.00000045	0.00093893	0.00008534	0.00005412
5:Del:R:5	0.00004457	0.00000071	0.00003802	0.00001695	0.00067463	0.00002376	0.00003063
2:Ins:R:0	0.00237231	0.00374251	0.00010320	0.00516031	0.02378048	0.02992749	0.01488153
2:Ins:R:1	0.00022318	0.00119233	0.00535563	0.00000537	0.01190252	0.00589821	0.00541417
2:Ins:R:2	0.00036874	0.00112663	0.00203540	0.00019347	0.00355911	0.00545715	0.00245489
2:Ins:R:3	0.00089770	0.00113869	0.00018328	0.00074764	0.00182719	0.00340624	0.00125267
2:Ins:R:4	0.00382789	0.00378151	0.00000947	0.00032062	0.00082905	0.00465191	0.00113895
2:Ins:R:5	0.01764681	0.02881362	0.00038351	0.00019349	0.01449141	0.01346107	0.00525638
3:Ins:R:0	0.00038350	0.00037001	0.00000848	0.00204792	0.01327790	0.01349417	0.00716810
3:Ins:R:1	0.00000179	0.00062477	0.00369103	0.00007256	0.00491781	0.00500673	0.00214426
3:Ins:R:2	0.00007969	0.00027290	0.00034403	0.00086222	0.00205982	0.00061987	0.00073146
3:Ins:R:3	0.00008943	0.00019788	0.00006773	0.00023192	0.00011401	0.00003241	0.00002374
3:Ins:R:4	0.00012512	0.00025517	0.00003973	0.00016785	0.00033218	0.00006897	0.00003538
3:Ins:R:5	0.00094124	0.00185840	0.00000527	0.00010741	0.00108497	0.00014449	0.00039716
4:Ins:R:0	0.00158829	0.00138797	0.00000001	0.00070952	0.01475923	0.02620605	0.00813164
4:Ins:R:1	0.00001110	0.00144870	0.00405073	0.00046607	0.00649149	0.00322860	0.00173296
4:Ins:R:2	0.00015098	0.00062004	0.00001528	0.00073796	0.00075530	0.00050421	0.00032054
4:Ins:R:3	0.00026733	0.00013883	0.00000000	0.00008968	0.00084593	0.00077046	0.00043153
4:Ins:R:4	0.00033612	0.00051254	0.00000553	0.00002342	0.00151564	0.00057877	0.00036999
