Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP97749	0	74	32	108	48	25	13	55	0	8
SP49235	16	90	97	53	51	18	31	59	0	12
SP50177	7	95	0	290	41	42	22	0	0	4
SP97775	55	128	154	151	209	170	37	0	84	18
SP97685	10	62	28	42	199	50	22	25	62	1
SP97747	15	83	160	14	89	41	29	142	0	12
SP97771	22	60	139	139	136	29	19	33	95	4
SP97681	47	80	130	190	100	79	27	40	0	2
SP98082	26	124	67	158	45	20	65	85	40	11
SP49334	13	99	46	164	61	35	26	0	37	3
SP49124	33	102	0	0	810	4	280	0	34	17
SP115501	38	286	39	74	0	15	43	0	76	9
SP98305	60	416	167	141	20	104	82	0	165	6
SP49247	46	141	202	172	68	32	58	0	184	0
SP49328	27	97	200	6	64	0	37	43	85	9
SP98092	29	104	45	119	34	20	60	96	27	17
SP120755	3	6	0	81	17	0	13	17	0	2
SP49417	37	152	54	194	58	45	71	61	0	2
SP49175	18	367	82	98	36	19	15	6	0	1
SP49223	7	106	3	32	21	13	74	29	0	0
SP49187	24	40	184	0	64	48	10	43	0	4
SP49157	23	62	322	71	33	38	44	80	33	4
SP49379	18	231	102	120	65	38	18	0	56	3
SP49541	59	171	209	17	28	44	131	167	0	8
SP98164	29	98	279	139	72	54	47	58	106	0
SP49481	11	0	3	68	71	20	7	2	0	0
SP98078	12	20	191	96	193	40	20	71	138	4
SP106677	31	117	33	111	27	46	43	90	0	0
SP106743	14	62	32	2	10	13	23	100	0	11
SP98359	51	233	50	84	92	54	43	35	46	14
SP98192	7	331	16	38	19	11	18	2	0	0
SP98053	33	114	173	57	88	31	10	69	181	5
SP106631	13	35	55	48	53	165	27	0	24	5
SP49551	20	98	186	51	13	36	20	53	0	5
SP49651	1	76	0	95	0	2	617	0	0	7
SP98265	37	260	69	85	121	28	19	210	18	1
SP98297	36	49	261	204	111	40	33	0	10	10
SP98060	4	0	4	60	0	7	5	10	0	0
SP98289	24	123	97	218	65	95	92	0	33	11
SP115498	78	168	277	128	0	32	24	40	149	26
SP98096	37	176	194	0	62	56	26	113	59	12
SP49114	22	43	282	142	228	64	65	188	50	12
SP98090	112	747	587	146	38	44	39	0	166	0
SP49286	19	60	136	133	95	43	25	0	83	9
SP49469	59	173	16	89	97	33	67	112	35	1
SP49205	31	106	4	36	19	14	66	21	70	3
SP98327	18	79	91	166	70	45	23	0	108	10
