Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP123975	1938	0	26	0	0	2	32	0	0	31	0	3	45	77	57
SP124044	0	0	6	9	6	0	6	14	0	0	0	0	6	15	5
SP123972	49	0	13	0	54	1	59	77	0	88	0	1	0	31	40
SP123850	6	9	0	0	0	28	3	0	0	18	10	5	6	56	0
SP123902	6	0	14	0	0	16	8	28	0	20	9	2	19	35	2
SP123884	4	85	0	7	0	0	6	0	0	0	49	5	11	50	2
SP123964	3	56	0	0	0	6	2	4	9	0	0	1	8	48	0
SP123995	2	0	41	0	10	0	4	0	0	10	3	0	13	49	6
SP123846	2	17	0	0	0	10	6	2	0	4	19	2	36	71	7
SP124003	7	0	5	5	0	20	7	0	0	14	0	5	1	29	0
SP123876	5	1	22	3	0	16	7	38	0	1	0	0	0	40	0
SP123878	5	0	27	0	0	0	7	24	0	3	1	5	6	8	5
SP123842	1	59	0	0	8	1	1	0	0	9	0	2	0	18	0
SP123900	3	0	18	0	73	0	3	4	0	3	19	2	7	11	0
SP123978	3	10	0	0	5	0	0	15	12	7	0	0	5	4	4
SP123897	3	0	10	0	6	13	12	6	0	6	5	0	15	16	0
SP124013	2	0	45	0	0	10	5	0	0	10	0	2	0	51	0
SP124021	2	0	22	0	0	7	5	19	0	0	0	0	5	27	2
SP123852	10	0	0	19	30	7	6	0	0	3	0	4	13	26	3
SP123998	1	0	0	20	0	0	22	7	0	15	63	7	9	14	12
SP123967	5	0	3	1	25	13	0	24	0	9	0	0	8	8	0
SP123988	13	27	36	2	67	36	7	0	0	35	29	0	23	16	0
SP123984	7	31	0	7	0	8	3	7	0	7	0	2	3	27	1
SP123858	0	0	0	8	4	0	10	0	0	14	0	1	13	29	9
SP123890	0	0	20	5	0	18	5	0	0	19	0	1	0	30	0
SP123950	6	0	0	0	26	3	5	41	0	9	0	0	23	25	3
SP123886	4	0	0	0	0	0	6	21	0	0	18	2	3	8	0
SP124033	2	3	0	8	0	0	2	0	11	5	4	5	5	37	5
SP123892	8	81	0	0	0	10	13	0	0	15	0	1	2	50	0
SP123840	0	0	0	7	0	17	6	16	0	2	27	6	10	30	1
SP123969	4	0	23	0	18	0	10	25	4	24	0	1	8	26	0
SP123953	10	0	0	0	13	14	4	0	18	9	34	3	0	12	0
SP123955	3	0	4	0	12	11	2	0	0	32	15	2	7	7	0
SP123882	4	52	0	0	6	12	7	8	0	8	0	2	23	86	4
SP123894	11	0	27	0	0	0	7	42	0	1	0	3	5	93	9
SP124017	3	0	9	0	0	0	5	1	0	0	15	2	2	10	0
SP123856	0	10	0	0	0	11	5	1	0	11	10	0	6	16	3
SP123854	7	0	0	34	0	0	5	37	0	4	2	0	2	25	1
SP123888	0	8	0	0	0	0	6	3	0	8	40	5	3	32	3
SP123870	4	0	5	0	0	5	2	12	0	1	0	4	14	44	0
SP123958	0	0	0	18	0	4	3	0	2	4	17	0	0	16	0
SP123844	1	0	14	0	21	9	6	4	0	3	29	2	2	23	2
SP123872	4	0	14	5	0	0	21	14	0	0	48	1	28	23	0
SP123874	5	28	0	0	0	28	11	0	0	8	0	0	4	25	6
SP123836	4	0	0	18	7	9	17	0	0	9	25	0	12	76	1
SP43633	6	3	0	0	13	6	5	22	0	5	10	0	3	4	0
SP36498	15	0	293	150	20	91	5	66	0	41	0	1	4	1	2
SP37516	8	146	43	88	152	29	9	46	0	25	0	4	5	0	1
SP39997	18	176	203	141	0	89	19	15	0	4	0	11	11	38	13
SP35617	11	103	139	2	143	76	27	120	0	15	0	1	24	5	5
SP37636	10	50	0	36	0	38	28	33	0	21	71	6	9	6	5
SP39907	19	0	41	43	63	90	7	176	0	25	0	2	22	1	0
SP40736	26	184	204	96	0	125	19	94	0	42	0	17	25	4	13
SP42154	16	37	26	111	190	54	44	37	0	49	65	1	36	14	0
SP39594	20	300	0	130	0	99	0	20	34	32	32	19	20	14	4
SP41453	9	125	95	71	29	79	32	18	11	19	78	1	4	3	0
SP34452	15	499	121	297	47	160	12	37	0	82	0	4	5	11	12
SP42829	26	124	118	59	258	47	53	67	0	7	0	4	25	1	0
SP37970	24	0	263	196	114	97	16	0	0	84	149	9	15	33	16
SP34186	22	327	151	158	0	141	57	1	0	28	109	10	0	20	6
SP37903	21	296	261	123	234	107	27	69	0	30	0	13	0	4	0
SP35849	2	69	35	0	0	45	28	0	0	8	68	3	0	21	0
SP36586	57	0	48	19	0	4	110	0	11	16	51	4	5	9	10
SP34431	10	100	28	82	102	34	0	73	0	13	0	3	17	9	0
SP37432	11	122	66	64	0	88	15	22	1	33	31	0	0	24	0
SP35989	13	112	0	78	0	53	7	11	0	19	76	7	15	7	4
SP39102	11	8	59	45	150	14	18	89	0	17	0	6	6	21	8
SP34493	10	0	74	0	0	81	30	63	0	24	55	1	0	12	0
SP36036	11	0	177	0	0	27	21	97	0	33	36	1	4	12	3
SP35951	41	129	107	62	256	0	14	95	1	13	46	12	34	3	11
SP39248	5	140	0	71	8	51	10	67	33	3	7	3	0	24	2
SP34246	6	102	165	68	0	140	8	83	12	6	159	0	9	0	7
SP35412	4	154	175	106	6	65	17	53	0	70	5	0	20	23	11
SP39298	35	566	154	103	421	105	11	135	0	38	0	19	41	13	6
SP38044	15	290	174	42	0	116	21	0	0	19	137	12	54	11	0
SP38271	29	154	161	140	0	55	17	0	0	42	134	8	2	39	5
SP43201	6	275	31	21	0	64	11	0	0	37	96	6	0	8	5
SP34191	8	0	175	44	0	35	10	162	10	0	0	8	9	17	0
SP40047	79	210	357	0	46	113	21	102	0	46	0	12	11	14	4
SP39349	1	106	160	51	0	44	12	47	0	13	98	1	15	29	0
SP37369	12	39	141	48	0	42	0	147	0	13	0	1	24	2	5
SP38759	14	151	80	89	0	139	21	58	0	43	96	11	6	40	0
SP36218	10	0	0	22	79	0	10	0	0	14	109	1	18	56	0
SP43510	11	196	271	45	179	14	2	41	0	36	7	8	30	12	1
SP43770	10	292	27	4	87	58	16	31	6	14	0	5	33	23	5
SP43651	49	273	219	178	333	10	55	123	0	11	0	8	44	43	15
SP106656	44	74	498	0	301	28	12	249	0	0	0	16	75	0	10
SP97249	43	350	121	0	75	139	172	49	0	63	65	14	34	27	6
SP106638	29	390	533	84	44	137	10	210	0	6	0	8	45	20	25
SP97161	30	314	245	221	134	137	30	9	0	37	51	21	2	33	20
