Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP135287	9.21E+02	9.47E+02	9.60E+01	5.80E+01	3.12E+02	7.54E+01	8.32E+01	1.75E+01	1.60E+02	1.96E+00	1.05E+01	1.26E-01
SP85122	1.26E+03	1.25E+03	1.80E+02	1.42E+02	4.89E+02	7.98E+01	1.06E+02	5.95E+01	3.52E+02	3.56E+00	1.46E+01	2.47E+00
SP84384	2.05E+03	1.79E+03	7.21E+01	1.51E+02	1.56E+03	4.82E+02	1.11E+02	3.85E+01	3.91E+02	5.83E+00	2.50E+01	7.51E-01
SP84982	8.59E+02	8.85E+02	7.13E+01	3.27E+01	3.94E+02	1.20E+02	1.17E+02	8.78E+00	1.55E+02	2.83E+00	8.13E+00	2.85E+00
SP84392	1.53E+03	1.47E+03	1.85E+02	1.46E+02	1.13E+03	2.69E+02	1.28E+02	4.15E+01	3.90E+02	3.87E+00	1.58E+01	3.74E+00
SP84439	1.94E+03	1.61E+03	6.18E+01	1.54E+02	1.60E+03	5.06E+02	2.17E+02	4.27E+01	2.28E+02	7.88E+00	2.69E+01	1.02E+01
SP95454	4.14E+02	3.34E+02	5.78E+01	5.74E+01	3.47E+02	5.36E+01	3.63E+01	1.46E+01	1.54E+02	2.02E+00	6.85E+00	4.67E-01
SP94741	6.61E+02	5.80E+02	1.44E+02	9.43E+01	5.07E+02	8.03E+01	8.49E+01	2.47E+01	2.73E+02	3.10E+00	9.26E+00	3.11E+00
SP90209	1.04E+03	1.04E+03	1.38E+02	3.78E+02	1.08E+03	2.06E+02	5.20E+02	0.00E+00	4.67E+02	0.00E+00	9.53E+00	0.00E+00
SP90989	5.53E+02	6.57E+02	1.78E+02	2.18E+01	1.62E+02	3.48E+01	8.27E+01	9.49E+00	1.82E+02	3.12E+00	8.51E+00	2.45E+00
SP93540	9.56E+02	1.12E+03	3.89E+02	1.04E+02	6.81E+02	1.23E+02	5.98E+01	2.21E+01	4.48E+02	5.40E-01	2.10E+01	8.81E-01
SP93227	8.55E+02	8.52E+02	8.73E+01	5.61E+02	1.35E+03	1.82E+02	6.42E+02	5.25E+00	2.49E+02	8.05E+00	8.04E+00	7.46E-01
SP94348	6.82E+02	6.24E+02	1.23E+02	6.33E+01	5.51E+02	9.55E+01	4.75E+01	1.89E+01	2.78E+02	2.95E+00	1.02E+01	2.58E+00
SP94933	5.19E+02	4.15E+02	2.69E+01	6.11E+02	1.05E+03	8.45E+02	9.53E+01	2.11E+02	4.59E+00	4.32E+00	6.07E+00	1.15E+01
SP92364	5.99E+02	5.54E+02	7.85E+01	1.47E+02	3.65E+02	2.05E+02	1.78E+02	5.38E+01	1.83E+02	3.19E+00	8.85E+00	6.62E+00
SP94917	2.69E+02	2.22E+02	5.24E+01	2.57E+01	2.97E+02	8.44E+01	2.97E+01	1.21E+00	7.81E+01	2.73E+00	6.79E+00	1.99E+00
SP92460	2.29E+02	1.63E+02	4.02E+01	3.71E+01	2.04E+02	3.22E+01	3.12E+01	9.35E+00	8.35E+01	1.89E+00	5.54E+00	2.11E+00
SP89909	2.32E+02	1.83E+02	1.44E+01	1.98E+01	2.25E+02	5.50E+01	1.45E+01	5.26E+00	7.50E+01	1.54E+00	5.63E+00	1.16E+00
CPCT02020308T	5.14E+02	4.27E+02	2.79E+02	1.16E+02	4.06E+02	1.67E+02	1.05E+02	2.39E+01	1.88E+02	4.79E+00	3.24E+01	1.96E+00
CPCT02020323T	1.39E+02	1.39E+02	7.49E+01	2.07E+01	1.13E+02	2.61E+01	1.18E+01	2.70E-01	6.23E+01	1.58E+00	4.57E+00	1.70E+00
CPCT02010373T	5.10E+00	7.89E+00	9.43E-01	3.51E+00	1.21E+01	1.70E+01	5.81E+00	2.47E+00	5.52E+00	1.52E+01	2.56E+00	6.98E+00
CPCT02140022T	1.21E+02	8.23E+01	4.74E+00	2.66E+01	8.12E+01	3.14E+01	1.41E+01	5.36E+00	2.80E+01	3.45E+00	2.26E+00	1.35E+01
CPCT02070024T	3.60E+02	2.45E+02	9.41E+01	7.42E+01	2.95E+02	7.30E+01	4.01E+01	1.24E+01	2.51E+01	4.06E+00	5.18E+00	2.33E+00
CPCT02070023T	1.51E+03	1.08E+03	4.26E+02	2.67E+02	1.68E+03	2.62E+02	3.38E+02	3.36E+01	1.45E+02	1.36E+01	1.86E+01	6.97E+00
CPCT02020387T	1.06E+03	6.56E+02	6.78E+02	1.17E+02	8.61E+02	1.40E+02	1.96E+02	9.59E+00	3.36E+02	6.10E+00	1.62E+01	4.68E+00
CPCT02140024T	8.82E+01	5.10E+01	2.44E+01	1.53E+01	7.28E+01	1.32E+01	5.37E+00	2.50E+00	3.23E+01	1.37E+00	5.06E+00	5.11E+00
CPCT02010441T	4.83E+02	7.95E+02	4.19E+02	5.60E+01	2.75E+02	5.51E+01	4.31E+01	2.09E+01	1.41E+02	4.23E+00	1.11E+01	2.20E+00
DRUP01010007T	2.73E+01	2.01E+01	6.82E+00	7.31E+00	1.97E+01	8.75E+00	8.73E+00	6.14E-01	5.96E+00	8.55E-01	2.76E+00	5.97E+00
DRUP01070001T	6.71E+02	1.12E+03	6.44E+02	7.01E+01	6.60E+02	1.37E+02	1.35E+02	7.09E+00	2.62E+02	5.29E+00	1.03E+01	4.73E+00
CPCT02011015T	2.13E+00	1.48E+01	1.17E+01	7.52E+00	2.13E+01	2.99E+01	1.37E+01	3.44E+00	8.84E+00	2.41E+01	4.79E+00	1.02E+01
CPCT02230072T	5.82E+02	9.82E+01	3.78E+02	5.54E+01	4.48E+02	8.83E+01	1.76E+01	2.91E+00	4.47E+01	9.53E+00	1.15E+01	4.32E+01
CPCT02380035T	3.18E+02	2.63E+02	2.78E+02	3.68E+01	2.19E+02	3.92E+01	8.49E+01	4.01E+00	8.01E+01	3.34E+00	9.65E+00	5.63E+00
CPCT02020704TII	5.44E+02	4.14E+02	2.52E+02	1.10E+02	4.14E+02	1.54E+02	2.32E+02	3.26E+01	1.40E+02	6.29E+00	1.38E+01	4.90E+00
DRUP01010020T	6.19E+02	4.40E+02	3.26E+02	7.39E+01	4.68E+02	1.36E+02	2.39E+01	2.77E+01	3.37E+02	3.96E+00	1.17E+01	4.37E+00
CPCT02011050T	3.27E+02	3.94E+02	1.38E+02	2.71E+01	1.89E+02	3.86E+01	3.91E+01	1.29E+01	9.57E+01	3.59E+00	2.69E+01	4.18E-01
CPCT02080188T	2.73E+00	6.66E+00	4.92E+00	4.87E+00	1.71E+01	1.59E+01	7.46E+00	1.28E+00	7.14E+00	1.57E+01	2.68E+00	1.03E+01
CPCT02250005T	2.04E+02	3.77E+02	3.97E+02	2.47E+01	1.38E+02	3.94E+01	3.63E+01	7.62E+00	1.08E+02	3.12E+00	6.34E+00	3.88E+00
DRUP01070038T	1.58E+02	2.09E+02	6.11E+01	2.45E+01	7.00E+01	1.87E+01	1.37E+01	3.97E+00	4.77E+01	2.93E+00	4.76E+00	7.07E+00
DRUP01010123T	8.85E+02	1.47E+03	1.32E+03	2.90E+02	6.07E+02	4.94E+02	9.41E+01	7.19E+01	5.03E+02	5.55E+00	3.84E+01	1.22E+01
CPCT02200005T	1.35E+02	1.94E+02	7.81E+01	3.23E+00	1.37E+02	4.14E+01	7.91E+00	3.02E+00	3.35E+01	1.80E+00	2.62E+00	1.05E+00
CPCT02120105T	3.69E+01	4.98E+01	2.53E+01	4.91E+00	2.83E+01	8.18E+00	1.25E+01	1.43E+00	8.86E+00	2.19E+00	1.20E+00	1.41E+01
CPCT02330076T	1.89E+03	2.02E+03	4.40E+02	5.04E+01	2.10E+02	1.43E+02	6.64E+02	3.80E+01	1.60E+02	1.19E+01	1.88E+01	8.24E+00
CPCT02220071T	1.06E+02	1.17E+02	9.07E+01	1.70E+01	7.60E+01	1.93E+01	1.69E+01	3.55E+00	4.43E+01	1.75E+00	3.87E+00	4.23E+00
CPCT02020671T	2.01E+01	1.83E+01	6.20E+00	4.35E+00	1.18E+01	2.21E+01	1.07E+01	9.00E-02	6.88E+00	2.23E+01	3.24E+00	6.35E+00
CPCT02050424T	0.00E+00	1.50E-01	2.38E-01	7.55E+00	1.18E+02	1.31E+00	1.32E+01	2.80E+00	1.21E+02	9.99E+00	1.32E+00	1.37E+02
DRUP01340017T	1.26E+03	2.46E+03	1.42E+03	2.43E+02	9.69E+02	2.16E+02	2.20E+02	2.31E+01	3.83E+02	9.73E+00	2.47E+01	1.97E+01
CPCT02230088T	3.98E+00	3.50E+00	2.77E+00	4.18E+00	1.74E+01	1.70E+01	1.07E+01	6.83E-01	9.80E+00	2.07E+01	3.44E+00	1.03E+01
DRUP01010122T	7.08E+02	1.16E+03	1.11E+03	2.30E+02	5.10E+02	3.76E+02	3.31E+02	4.25E+01	3.05E+02	7.09E+00	1.81E+01	7.11E+00
CPCT02230086T	3.30E+02	2.49E+02	1.76E+02	4.66E+01	2.93E+02	5.15E+01	7.79E+01	2.42E+00	1.58E+02	3.90E+00	5.89E+00	4.13E+00
WIDE01010064T	2.27E+01	3.16E+00	7.01E+00	1.82E+01	3.33E+01	3.03E+01	5.07E+00	2.13E+00	1.00E+01	2.86E+00	3.83E+00	8.76E+00
CPCT02150052T	1.76E+01	1.84E+01	1.42E+01	2.65E+00	1.51E+02	3.01E+00	1.32E+01	2.63E+00	1.15E+02	5.32E+00	7.93E+00	1.73E+02
WIDE01010069T	1.42E+03	1.11E+03	4.67E+02	1.19E+02	1.75E+03	4.39E+02	5.98E+01	1.51E+01	1.17E+02	7.83E+00	1.07E+01	5.74E+00
DRUP01010078T	2.62E+00	8.51E+00	3.42E+00	5.26E+00	1.23E+01	2.71E+01	1.11E+01	1.99E+00	8.95E+00	2.27E+01	2.75E+00	5.13E+00
WIDE01010075T	2.85E+02	3.02E+02	3.74E+01	1.83E+01	1.75E+02	4.15E+01	3.19E+01	4.31E+00	8.15E+01	2.09E+00	3.22E+00	3.18E+00
CPCT02020680T	3.09E+02	2.72E+02	2.45E+02	2.29E+01	1.96E+02	5.81E+01	1.91E+01	9.81E+00	1.80E+02	3.79E+00	9.24E+00	3.77E+01
WIDE01010127T	6.72E+00	1.02E+01	6.91E+00	6.79E+00	1.15E+01	1.37E+01	6.22E+00	1.50E+00	6.48E+00	1.39E+01	2.62E+00	1.01E+01
DRUP01030013T	5.64E+02	5.70E+02	2.29E+02	4.54E+01	6.15E+02	1.54E+02	2.83E+01	2.02E+00	2.05E+02	3.16E+00	8.36E+00	1.06E+01
DRUP01230004T	8.54E+02	1.79E+03	1.81E+03	2.15E+02	4.19E+02	2.86E+02	1.39E+02	2.44E+01	3.08E+02	8.81E+00	3.03E+01	1.79E+01
DRUP01230001T	5.75E+02	9.66E+01	3.87E+02	5.35E+01	4.25E+02	8.69E+01	1.71E+01	3.36E+00	5.05E+01	1.04E+01	1.39E+01	5.26E+01
WIDE01010139T	1.43E+01	1.51E+01	8.46E+00	4.70E+00	1.60E+01	1.80E+01	5.97E+00	8.39E-01	8.23E+00	1.52E+01	2.52E+00	5.68E+00
CPCT02130049T	2.20E+01	4.16E+00	4.89E+00	1.04E+01	3.10E+01	1.85E+01	7.34E+00	1.53E+00	1.66E+01	3.34E+00	5.48E+00	3.18E+01
CPCT02050443T	4.71E+02	3.38E+02	5.25E+02	8.81E+01	4.03E+02	1.02E+02	1.78E+02	1.24E+01	1.42E+02	5.07E+00	8.23E+00	5.07E+00
DRUP01340016T	7.98E+02	1.11E+03	9.39E+02	3.35E+02	6.74E+02	5.71E+02	1.02E+02	5.88E+01	4.34E+02	5.56E+00	2.72E+01	8.79E+00
CPCT02140091TII	8.65E+01	2.49E+01	3.90E+01	3.54E+01	4.75E+01	4.09E+01	9.14E-01	9.71E+00	2.82E+01	2.02E+00	3.71E+00	3.99E+01
DRUP01070026TII	8.80E+02	5.98E+02	5.69E+02	1.20E+02	8.83E+02	1.26E+02	1.69E+02	2.13E+01	1.90E+02	6.87E+00	1.12E+01	3.94E+00
CPCT02270029T	1.51E+01	7.88E+00	7.69E+00	5.79E+00	1.98E+01	2.10E+01	8.08E+00	1.60E-01	7.95E+00	1.61E+01	3.47E+00	7.45E+00
CPCT02010780T	5.23E+00	4.84E+00	4.91E+00	2.97E+00	9.57E+00	1.25E+01	4.74E+00	2.05E-01	6.95E+00	1.38E+01	1.78E+00	3.89E+00
CPCT02270026T	1.52E+01	1.10E+01	5.56E+00	9.25E+00	1.09E+01	7.50E+00	6.04E+00	2.12E+00	4.19E+00	1.02E+01	2.95E+00	7.21E+00
CPCT02020986T	4.46E+02	1.07E+03	7.16E+02	5.16E+01	4.91E+02	1.67E+02	4.35E+01	1.18E+01	1.31E+02	3.83E+00	1.05E+01	5.63E+00
CPCT02020704T	5.12E+02	3.83E+02	2.51E+02	1.05E+02	3.85E+02	1.47E+02	2.15E+02	2.87E+01	1.48E+02	5.81E+00	1.30E+01	4.28E+00
DRUP01080031T	4.88E+02	4.88E+02	2.71E+02	6.80E+01	3.16E+02	1.53E+02	1.22E+02	3.03E+01	2.62E+02	3.68E+00	2.54E+01	3.50E+00
DRUP01070080T	7.92E+02	1.55E+03	9.97E+02	1.18E+02	1.01E+03	2.91E+02	8.07E+01	1.63E+01	2.51E+01	9.85E+00	1.58E+01	1.75E+01
CPCT02050358T	1.71E+01	1.46E+00	7.00E+00	3.99E+01	6.14E+01	5.35E+01	4.91E+00	9.82E+00	7.89E+00	1.51E+00	3.48E+00	6.94E+00
DRUP01050049T	4.39E+02	4.18E+02	4.68E+02	8.66E+01	4.46E+02	8.13E+01	1.95E+02	1.27E+01	1.35E+02	4.92E+00	6.83E+00	4.50E+00
DRUP01330020T	2.92E+03	2.96E+03	6.08E+02	0.00E+00	2.65E+02	1.87E+02	1.14E+03	7.77E+01	1.18E+02	1.95E+01	2.71E+01	1.41E+01
DRUP01070085T	5.03E+02	5.03E+02	4.44E+02	1.24E+02	3.35E+02	2.68E+02	1.31E+02	3.01E+01	2.62E+02	4.62E+00	2.08E+01	8.93E+00
DRUP01050048T	8.24E+02	5.99E+02	5.01E+02	1.97E+02	7.66E+02	2.02E+02	1.35E+02	4.60E+01	2.63E+02	6.00E+00	3.27E+01	2.10E+00
DRUP01020053T	1.20E+03	1.62E+03	1.98E+03	3.54E+02	6.62E+02	5.38E+02	2.47E+02	4.33E+01	3.82E+02	1.11E+01	3.84E+01	2.55E+01
DRUP01040016T	7.03E+02	1.37E+03	1.03E+03	2.17E+02	6.60E+02	1.61E+02	4.94E+01	3.92E+01	2.92E+02	6.47E+00	1.33E+01	1.01E+01
DRUP01010142T	5.21E+02	3.76E+02	2.47E+02	8.02E+01	3.88E+02	1.05E+02	8.76E+01	2.46E+01	2.30E+02	3.63E+00	2.07E+01	1.68E+00
CPCT02010786T	5.58E+02	1.01E+03	6.51E+02	9.11E+01	3.09E+02	1.06E+02	1.54E+02	1.83E+01	1.89E+02	4.25E+00	1.22E+01	5.63E+00
DRUP01010148T	1.37E+03	1.04E+03	6.03E+02	1.34E+02	1.74E+03	3.88E+02	5.41E+01	1.79E+01	1.16E+02	8.42E+00	1.46E+01	7.76E+00
WIDE01010451T	3.64E+01	2.18E+01	2.37E+01	9.90E+00	2.06E+01	8.61E+00	5.34E+00	5.05E-01	5.38E+00	2.10E+00	1.37E+01	8.09E+00
DRUP01070042T	5.50E+02	3.45E+02	1.45E+02	8.46E+01	5.11E+02	7.99E+01	8.01E+01	2.25E+01	9.96E+01	4.00E+00	1.03E+01	2.62E+00
CPCT02450014T	1.64E+03	6.82E+02	3.13E+02	1.59E+03	2.59E+03	1.64E+03	3.62E+01	1.68E+03	1.61E+02	9.08E+00	6.27E+00	1.15E+01
DRUP01030018T	9.46E+02	2.26E+03	2.02E+03	4.01E+02	5.73E+02	4.42E+02	2.31E+02	4.72E+01	1.34E+02	1.08E+01	3.83E+01	2.09E+01
DRUP01080014T	2.04E+02	2.15E+02	1.08E+02	1.87E+01	1.36E+02	2.76E+01	4.60E+01	3.57E+00	1.12E+02	2.35E+00	3.58E+00	4.23E+00
CPCT02180068T	3.43E+01	2.80E+01	4.14E+00	1.34E+01	2.65E+01	2.18E+01	1.07E+01	2.55E+00	1.12E+01	1.88E+00	3.99E+00	2.17E+01
CPCT02010870T	4.46E+00	1.06E+01	8.76E+00	9.61E+00	1.47E+01	8.37E+00	8.04E+00	2.86E+00	5.75E+00	9.69E+00	2.54E+00	7.47E+00
CPCT02010847T	8.58E+00	6.01E+00	6.21E+00	3.15E+00	3.86E+01	7.08E+00	5.27E+00	3.06E-01	2.09E+01	1.02E+01	3.66E+00	3.44E+01
DRUP01050028T	5.34E+02	7.11E+02	2.74E+02	6.45E+01	1.23E+02	6.98E+01	2.42E+01	1.49E+01	5.20E+01	4.15E+00	7.01E+00	5.55E+00
WIDE01010606T	8.66E+02	6.13E+02	4.72E+02	9.98E+02	2.09E+03	1.68E+03	1.51E+02	3.80E+02	2.63E+02	1.42E+00	0.00E+00	1.51E+01
CPCT02010867T	3.90E+00	6.04E+00	0.00E+00	2.96E+00	1.06E+01	2.75E+01	1.08E+01	1.58E+00	1.12E+01	2.83E+01	1.44E+00	5.75E+00
DRUP01010047TII	8.16E+02	1.48E+03	9.03E+02	7.77E+01	1.03E+02	1.26E+02	1.33E+02	1.81E+01	4.42E+01	7.17E+00	2.01E+01	7.42E+00
WIDE01010460T	1.02E+03	1.51E+03	9.75E+02	4.38E+02	8.51E+02	7.41E+02	2.93E+02	1.28E+02	2.53E+02	9.37E+00	3.69E+01	1.01E+01
CPCT02010882T	1.00E+03	1.35E+03	1.59E+03	2.28E+02	6.24E+02	5.47E+02	2.26E+02	5.10E+01	3.55E+02	8.08E+00	2.54E+01	1.46E+01
CPCT02310017T	1.97E+01	4.59E+00	6.57E+00	1.23E+01	2.46E+01	1.88E+01	6.19E+00	1.89E+00	1.07E+01	1.79E+00	3.69E+00	9.29E+00
CPCT02050380T	2.65E+01	4.44E+00	1.32E+01	9.58E+00	2.57E+01	1.93E+01	6.33E+00	2.34E+00	8.68E+00	2.85E+00	4.15E+00	1.36E+01
CPCT02130140T	4.36E+02	7.47E+02	4.93E+02	4.32E+01	3.07E+02	6.97E+01	1.33E+02	8.33E+00	2.04E+02	4.45E+00	2.05E+01	2.20E+01
CPCT02210064T	2.39E+01	1.21E+01	9.82E+00	7.94E+00	2.43E+01	1.68E+01	4.58E+00	1.66E+00	7.30E+00	1.50E+00	3.51E+00	4.75E+00
CPCT02170035T	7.10E+02	1.09E+03	1.21E+03	1.69E+02	4.27E+02	3.84E+02	1.85E+02	3.38E+01	2.74E+02	6.65E+00	2.28E+01	1.31E+01
CPCT02010911T	9.49E+00	2.09E+00	5.09E+00	4.16E+00	1.79E+01	1.58E+01	6.86E+00	4.18E-01	6.37E+00	1.65E+01	3.01E+00	1.13E+01
CPCT02130146T	2.78E+02	9.31E+01	8.12E+01	4.50E+02	7.45E+02	6.52E+02	4.93E+01	1.76E+02	4.50E+01	4.24E+00	2.10E+00	8.21E+01
CPCT02020815T	1.49E+00	5.46E+00	1.70E+00	3.99E+00	8.88E+00	2.11E+01	9.52E+00	1.39E+00	7.89E+00	1.95E+01	2.60E+00	3.92E+00
CPCT02330125T	7.00E+02	5.54E+02	3.97E+02	9.69E+01	7.43E+02	9.53E+01	1.45E+02	1.79E+01	6.20E+01	6.35E+00	1.51E+01	4.25E+00
DRUP01010096T	1.08E+01	1.07E+01	5.85E+00	4.69E+00	1.67E+01	1.13E+01	6.07E+00	8.23E-02	6.91E+00	1.30E+01	4.52E+00	1.20E+01
CPCT02030532T	8.17E+01	2.98E+01	2.79E+01	7.43E+02	9.02E+02	6.26E+02	5.21E+01	5.38E+01	8.59E+01	4.39E+00	1.16E+00	1.24E+01
DRUP01070020TII	2.54E+02	2.70E+02	0.00E+00	3.29E+01	1.15E+02	2.63E+01	2.77E+01	3.81E+00	5.67E+01	2.79E+00	1.22E+00	1.41E+01
CPCT02030546T	1.17E+03	6.73E+02	4.31E+02	2.69E+02	1.13E+03	1.66E+02	2.91E+02	3.25E+01	9.33E+01	2.04E+01	2.12E+01	7.97E+00
CPCT02010654T	5.24E+02	3.97E+02	2.71E+02	7.76E+01	4.90E+02	7.23E+01	1.22E+02	3.25E+00	1.34E+02	4.34E+00	8.76E+00	3.03E+00
CPCT02140091T	5.58E+01	3.71E+01	2.40E+01	1.07E+01	3.45E+01	1.11E+01	5.67E+00	2.42E+00	3.16E+01	1.31E+00	2.58E+00	1.45E+01
CPCT02230056T	6.05E+01	6.39E+01	5.86E+00	9.18E+00	5.67E+01	6.92E+00	9.88E+00	9.76E-01	3.88E+01	3.62E+00	7.59E+00	5.77E+01
CPCT02040169T	1.34E+02	1.49E+02	3.25E+01	1.76E+01	4.33E+01	8.74E+00	2.40E+01	7.18E-01	3.41E+01	3.00E+00	4.60E+00	4.11E+01
CPCT02080152T	2.37E+02	1.62E+02	1.34E+02	1.89E+01	1.95E+02	3.67E+01	1.22E+01	4.23E+00	1.28E+02	2.24E+00	5.08E+00	3.54E+00
CPCT02010986T	8.55E+00	3.21E+01	3.01E+01	0.00E+00	6.84E+00	3.04E+00	1.10E+01	1.80E-01	5.45E+00	5.35E+00	2.62E+01	2.75E+00
DRUP01010047T	7.56E+02	1.55E+03	1.12E+03	7.83E+01	1.78E+02	1.79E+02	1.70E+02	2.02E+01	1.39E+02	6.48E+00	2.61E+01	1.35E+01
CPCT02080273T	8.17E+02	4.31E+02	4.81E+02	1.82E+02	6.03E+02	2.66E+02	9.92E+01	5.40E+01	4.28E+02	5.89E+00	1.88E+01	6.49E+00
CPCT02080157T	4.09E+02	2.19E+02	1.81E+02	1.15E+02	2.77E+02	1.87E+02	6.00E+01	3.09E+01	4.79E+01	4.28E+00	5.96E+00	1.44E+01
DRUP01010108T	2.64E+01	4.94E+00	8.46E+00	2.38E+01	4.03E+01	3.58E+01	8.10E+00	3.53E+00	1.04E+01	2.44E+00	4.72E+00	1.17E+01
CPCT02030392T	3.18E+02	1.56E+01	2.13E+02	9.85E+01	1.89E+02	1.02E+02	0.00E+00	5.67E+00	8.36E+01	0.00E+00	3.42E+01	7.44E-01
CPCT02050279T	1.01E+03	1.39E+03	6.14E+02	1.82E+02	3.47E+02	2.13E+02	7.39E+01	4.42E+01	1.90E+02	6.34E+00	1.44E+01	8.37E+00
CPCT02160034T	2.71E+01	1.47E+01	9.96E+00	7.68E+00	2.41E+01	1.59E+01	5.90E+00	1.44E+00	8.57E+00	1.73E+00	2.73E+00	6.76E+00
CPCT02040280TII	6.70E+00	8.93E+00	5.00E+00	4.79E+00	1.29E+01	2.31E+01	6.74E+00	5.03E-01	6.26E+00	1.81E+01	2.92E+00	6.47E+00
