Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP127630	696	305	18	111	48	30
SP127634	244	277	377	133	388	30
SP127636	487	456	154	44	72	25
SP127628	300	210	47	63	9	1
SP127640	609	311	136	31	72	5
SP127638	444	922	14	191	71	14
SP127632	1324	214	14	363	177	14
SP59388	153	141	19	47	7	2
SP116649	415	374	174	17	40	0
SP59416	227	136	90	7	27	3
SP124977	498	154	46	67	28	9
SP59356	163	93	59	64	23	3
SP116612	462	125	72	126	83	0
SP116659	159	382	158	149	17	4
SP116668	724	447	583	0	19	0
SP116630	1117	237	42	23	97	0
SP59412	527	264	89	147	38	3
SP116686	124	56	53	62	75	0
SP116694	431	226	156	46	70	6
SP116712	40	37	17	10	13	0
SP116726	340	418	66	170	50	15
SP116723	98	33	73	18	27	0
SP59276	33	84	9	38	14	0
SP116703	94	19	64	37	12	0
SP59312	550	479	63	129	51	11
SP116701	293	223	97	137	71	6
SP59296	89	124	29	16	0	3
SP59280	184	204	59	35	0	0
SP59344	43	100	27	36	6	3
SP59460	222	377	81	115	20	5
SP59404	99	134	8	24	10	0
SP116709	134	131	36	89	37	12
SP59448	1857	1106	119	173	100	3
SP116614	462	543	132	104	40	4
SP59464	143	31	70	27	12	3
SP59364	141	151	212	54	39	0
SP116663	994	606	24	150	96	30
SP59444	63	56	34	96	28	0
SP116690	847	501	108	228	118	21
SP59270	59	59	9	32	6	0
SP59352	159	229	105	109	40	2
SP116652	104	47	17	4	13	0
SP116715	2189	696	173	219	122	43
SP116718	247	108	104	68	49	8
SP116720	88	42	62	55	3	0
SP59284	246	171	0	28	10	5
SP116618	138	62	59	55	66	1
SP59436	17	0	19	23	2	0
SP116645	327	656	120	186	25	0
SP59320	116	64	90	54	3	1
SP116672	47	10	27	26	13	0
SP116635	109	124	66	76	27	0
SP59328	102	106	28	22	13	3
SP116627	122	39	25	61	18	2
SP116725	67	59	26	0	4	0
SP59292	101	58	63	48	10	0
SP116683	177	219	81	111	67	12
SP59372	26	0	18	16	76	8
SP116610	265	333	184	0	313	23
SP116638	74	127	79	18	27	0
SP59336	115	47	9	18	5	5
SP124971	714	495	147	110	64	2
SP116665	73	7	41	13	9	0
SP116674	207	253	88	73	44	2
SP116657	755	674	165	255	132	0
SP116670	949	0	63	72	97	23
SP116642	522	271	180	9	218	19
SP116606	81	18	45	0	284	2
SP116604	124	63	112	48	13	6
SP59376	52	36	0	32	22	3
SP59272	68	154	17	23	15	2
SP124969	831	431	125	200	134	24
SP116608	59	7	44	12	9	0
SP59396	112	96	11	14	7	6
SP116688	97	123	15	53	23	1
SP59392	58	123	0	28	4	0
SP59456	232	181	95	86	49	1
SP59348	150	76	74	56	33	0
SP59300	219	65	10	11	470	4
SP59340	126	105	79	48	7	0
SP59380	24	26	46	19	15	0
SP59440	466	84	8	20	159	21
SP59428	33	41	47	27	22	5
SP59400	862	30	17	233	266	13
SP116624	287	143	60	40	37	2
SP59432	65	53	87	63	12	2
SP59452	767	249	92	188	65	25
SP116679	33	7	26	22	15	0
SP116676	1363	0	189	172	145	3
SP59360	610	177	41	0	6	2
SP59384	212	223	28	40	0	0
SP59332	86	61	24	35	12	0
SP116616	358	193	145	32	23	4
SP124981	244	109	92	17	13	0
SP59368	746	240	169	133	116	29
SP116648	1007	816	186	154	85	0
SP59420	50	52	59	57	10	6
SP116706	220	180	204	74	21	0
SP116654	154	127	96	64	4	6
SP59308	145	105	56	39	10	0
SP59288	660	72	65	0	35	15
SP116622	99	28	30	27	24	4
SP59316	127	76	70	33	11	0
SP59324	67	52	48	64	24	4
SP116697	6198	931	200	76	1970	9
SP59304	1064	1060	99	270	874	43
SP116620	1298	305	358	26	22	0
SP13289	5	13	27	12	6	3
SP116742	0	7	14	21	7	0
SP115134	0	11	22	1	5	5
SP96884	2	11	22	17	10	7
SP13385	0	0	0	182	4	0
SP13291	15	12	44	55	5	3
SP13514	70	38	11	28	13	10
SP115117	28	12	9	0	5	8
SP115114	85	64	28	19	17	1
SP13279	15	14	28	30	8	2
SP13487	6	22	35	16	7	0
SP13361	63	32	24	35	24	0
SP13421	96	24	27	5	17	7
SP116738	14	2	34	42	7	3
SP13293	1	12	58	32	0	0
SP13281	37	21	7	18	7	3
SP13677	0	7	25	35	20	5
SP13399	13	8	51	30	6	0
SP116732	42	27	26	0	42	1
SP115073	0	20	18	18	7	4
SP13307	3	16	48	55	5	7
SP13299	36	33	45	73	23	7
SP13481	6	5	19	22	28	1
SP116780	6	8	67	19	17	0
SP13433	29	0	22	53	15	0
SP115064	44	39	28	49	0	0
SP13359	10	0	27	36	17	5
SP116734	124	8	37	1	13	3
SP116770	18	11	9	11	26	3
SP13323	10	7	34	31	13	0
SP13367	90	67	32	5	41	7
SP96882	6	5	52	84	63	9
SP13283	2	11	11	30	7	2
SP116728	10	11	25	34	13	0
SP13478	3	3	27	21	6	0
SP116744	16	12	39	16	20	16
SP115093	106	18	42	35	23	2
SP13315	0	9	16	8	1	0
SP13331	64	10	35	28	27	0
SP115108	96	29	29	20	22	0
SP116752	3	7	37	74	3	0
SP115085	1	10	69	18	25	0
SP115102	13	16	35	33	12	6
SP13379	1	27	42	21	18	0
SP116750	67	40	43	8	22	5
SP115125	3	10	21	29	1	0
SP115089	55	43	38	12	16	3
SP13297	5	28	48	19	23	0
SP13339	3	9	21	18	9	0
SP13671	4	9	65	47	10	0
SP116776	11	2	36	19	19	0
SP13683	54	19	17	0	0	0
SP116758	93	15	17	12	9	10
SP116782	122	27	39	26	10	0
SP13317	0	23	18	49	12	1
SP115128	34	35	3	18	6	0
SP116754	45	28	14	8	18	8
SP116766	138	98	60	33	16	5
