Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP127630	6.43E+00	3.89E+00	2.30E+00	6.87E+00	1.99E+00	1.23E+00
SP127634	7.66E+00	3.93E+00	5.16E+00	5.48E+00	6.75E+00	1.12E+00
SP127636	3.82E+00	3.95E+00	2.75E+00	3.03E+00	2.35E+00	8.30E-01
SP127628	3.21E+00	2.75E+00	1.53E+00	2.88E+00	8.16E-01	4.04E-01
SP127640	4.42E+00	4.09E+00	2.63E+00	3.37E+00	2.13E+00	5.24E-01
SP127638	4.73E+00	5.88E+00	2.70E+00	5.43E+00	2.30E+00	5.91E-01
SP127632	1.39E+01	5.07E+00	3.27E+00	1.38E+01	3.52E+00	8.69E-01
SP59388	2.61E+00	2.30E+00	9.07E-01	2.15E+00	6.34E-01	3.17E-01
SP116649	4.01E+00	3.75E+00	2.90E+00	2.48E+00	1.58E+00	0.00E+00
SP59416	2.70E+00	2.32E+00	1.69E+00	1.49E+00	1.37E+00	2.63E-01
SP124977	3.67E+00	3.18E+00	2.00E+00	3.53E+00	1.28E+00	7.09E-01
SP59356	2.32E+00	1.87E+00	1.88E+00	2.21E+00	9.67E-01	9.78E-02
SP116612	4.81E+00	2.77E+00	2.52E+00	4.31E+00	2.17E+00	0.00E+00
SP116659	2.78E+00	3.41E+00	3.67E+00	3.88E+00	1.40E+00	5.75E-01
SP116668	6.20E+00	5.84E+00	4.23E+00	2.12E+00	1.86E+00	4.14E-01
SP116630	6.24E+00	5.08E+00	1.96E+00	5.21E+00	2.63E+00	0.00E+00
SP59412	4.48E+00	3.46E+00	2.70E+00	4.41E+00	1.72E+00	3.45E-01
SP116686	2.41E+00	1.58E+00	2.34E+00	2.88E+00	2.10E+00	0.00E+00
SP116694	4.02E+00	3.76E+00	2.64E+00	2.50E+00	2.01E+00	6.42E-01
SP116712	1.38E+00	1.35E+00	8.91E-01	9.29E-01	8.13E-01	2.94E-01
SP116726	5.89E+00	3.76E+00	2.93E+00	5.84E+00	1.51E+00	6.92E-01
SP116723	1.62E+00	1.20E+00	1.60E+00	1.73E+00	8.83E-01	3.23E-01
SP59276	1.36E+00	1.45E+00	9.09E-01	1.12E+00	6.75E-01	3.00E-02
SP116703	1.54E+00	1.22E+00	1.51E+00	1.71E+00	8.77E-01	4.19E-02
SP59312	4.65E+00	4.24E+00	2.49E+00	4.36E+00	1.72E+00	7.16E-01
SP116701	3.69E+00	2.65E+00	3.17E+00	3.84E+00	2.30E+00	4.21E-01
SP59296	1.61E+00	1.58E+00	1.14E+00	9.66E-01	0.00E+00	4.34E-01
SP59280	2.61E+00	2.71E+00	1.63E+00	1.80E+00	3.07E-01	2.72E-01
SP59344	1.49E+00	1.45E+00	1.11E+00	1.32E+00	4.65E-01	2.80E-01
SP59460	3.02E+00	3.40E+00	2.75E+00	3.24E+00	1.11E+00	3.44E-01
SP59404	1.70E+00	1.52E+00	7.66E-01	1.37E+00	5.99E-01	0.00E+00
SP116709	3.07E+00	1.97E+00	1.94E+00	2.86E+00	1.45E+00	6.86E-01
SP59448	1.19E+01	9.29E+00	4.16E+00	1.33E+01	2.94E+00	3.51E-01
SP116614	3.76E+00	4.25E+00	3.10E+00	4.11E+00	1.61E+00	1.21E-01
SP59464	1.70E+00	1.40E+00	1.87E+00	1.89E+00	9.05E-01	0.00E+00
SP59364	2.55E+00	2.36E+00	3.29E+00	3.39E+00	1.35E+00	0.00E+00
SP116663	7.82E+00	6.25E+00	2.21E+00	8.43E+00	2.35E+00	1.03E+00
SP59444	1.95E+00	1.52E+00	2.18E+00	2.12E+00	1.16E+00	0.00E+00
SP116690	8.14E+00	5.48E+00	3.15E+00	9.00E+00	2.87E+00	1.08E+00
SP59270	1.27E+00	1.06E+00	7.22E-01	1.21E+00	4.71E-01	0.00E+00
SP59352	2.75E+00	2.81E+00	2.39E+00	3.33E+00	1.42E+00	4.56E-01
