MutationType	ID83A	ID83B
1:Del:C:0	5.02E-05	1.61E-04
1:Del:C:1	2.17E-05	1.09E-04
1:Del:C:2	8.86E-06	6.91E-05
1:Del:C:3	1.65E-05	4.44E-05
1:Del:C:4	1.56E-05	3.09E-05
1:Del:C:5	3.03E-05	3.98E-05
1:Del:T:0	4.81E-05	1.40E-04
1:Del:T:1	6.06E-05	1.46E-04
1:Del:T:2	3.54E-05	8.85E-05
1:Del:T:3	4.71E-05	1.08E-04
1:Del:T:4	6.39E-05	1.03E-04
1:Del:T:5	6.64E-04	4.71E-04
1:Ins:C:0	1.03E-04	2.72E-04
1:Ins:C:1	2.16E-05	4.45E-05
1:Ins:C:2	1.18E-05	2.76E-05
1:Ins:C:3	1.42E-05	2.87E-05
1:Ins:C:4	1.39E-05	2.61E-05
1:Ins:C:5	3.22E-05	7.28E-05
1:Ins:T:0	2.75E-05	5.57E-05
1:Ins:T:1	1.79E-05	6.97E-05
1:Ins:T:2	1.90E-05	4.81E-05
1:Ins:T:3	2.31E-05	4.64E-05
1:Ins:T:4	3.00E-05	5.33E-05
1:Ins:T:5	5.46E-04	1.48E-03
2:Del:R:0	2.30E-05	6.20E-05
2:Del:R:1	3.79E-05	7.22E-05
2:Del:R:2	1.95E-05	4.02E-05
2:Del:R:3	1.13E-05	2.07E-05
2:Del:R:4	8.09E-06	1.59E-05
2:Del:R:5	1.12E-05	1.99E-05
3:Del:R:0	1.07E-05	2.91E-05
3:Del:R:1	3.73E-05	7.89E-05
3:Del:R:2	1.93E-05	3.47E-05
3:Del:R:3	8.91E-06	1.63E-05
3:Del:R:4	6.03E-06	1.18E-05
3:Del:R:5	4.17E-06	8.52E-06
4:Del:R:0	9.58E-06	2.69E-05
4:Del:R:1	2.59E-05	5.87E-05
4:Del:R:2	1.65E-05	3.24E-05
4:Del:R:3	1.02E-05	1.74E-05
4:Del:R:4	4.99E-06	9.87E-06
4:Del:R:5	4.35E-06	7.44E-06
5:Del:R:0	1.78E-05	1.30E-04
5:Del:R:1	2.27E-05	4.15E-05
5:Del:R:2	9.65E-06	2.05E-05
5:Del:R:3	6.02E-06	1.09E-05
5:Del:R:4	3.42E-06	6.70E-06
5:Del:R:5	1.53E-06	3.30E-06
2:Ins:R:0	3.39E-05	6.12E-05
2:Ins:R:1	2.04E-05	4.07E-05
2:Ins:R:2	1.54E-05	2.92E-05
2:Ins:R:3	1.01E-05	2.03E-05
2:Ins:R:4	1.80E-05	3.19E-05
2:Ins:R:5	4.68E-05	1.03E-04
3:Ins:R:0	1.82E-05	4.08E-05
3:Ins:R:1	1.53E-05	3.19E-05
3:Ins:R:2	8.45E-06	1.55E-05
3:Ins:R:3	4.26E-06	7.94E-06
3:Ins:R:4	5.35E-06	9.86E-06
3:Ins:R:5	1.36E-05	2.42E-05
4:Ins:R:0	2.66E-05	5.31E-05
4:Ins:R:1	2.22E-05	4.33E-05
4:Ins:R:2	8.18E-06	1.67E-05
4:Ins:R:3	7.13E-06	1.33E-05
4:Ins:R:4	9.95E-06	1.76E-05
4:Ins:R:5	1.29E-05	2.32E-05
5:Ins:R:0	6.58E-05	1.51E-04
5:Ins:R:1	4.22E-05	6.85E-05
5:Ins:R:2	8.92E-06	1.57E-05
5:Ins:R:3	6.41E-06	1.19E-05
5:Ins:R:4	6.14E-06	1.16E-05
5:Ins:R:5	5.03E-06	8.74E-06
2:Del:M:1	2.92E-05	6.79E-05
3:Del:M:1	1.07E-05	2.85E-05
3:Del:M:2	2.42E-05	4.30E-05
4:Del:M:1	1.31E-05	3.15E-05
4:Del:M:2	1.72E-05	4.38E-05
4:Del:M:3	2.47E-05	5.13E-05
5:Del:M:1	1.73E-05	1.13E-04
5:Del:M:2	1.16E-05	1.21E-04
5:Del:M:3	8.41E-06	9.11E-05
5:Del:M:4	6.62E-06	5.66E-05
5:Del:M:5	2.57E-05	6.48E-05
