Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP101845	143	19	208	87	24	54	72	2	39	72	1	12	43	0	0	0	48	0	0	0
SP101682	0	45	17	5	56	33	58	4	0	0	32	0	4	77	66	0	5	1	20	0
SP61553	5	27	0	80	41	0	0	2	0	0	0	6	21	2	41	2	0	0	23	20
SP101724	37	35	35	104	74	56	89	2	69	76	0	26	0	13	0	0	41	8	0	0
SP102103	0	3	5	29	20	17	47	0	18	0	39	16	44	27	0	0	33	0	0	0
SP102174	34	8	0	58	36	26	52	4	68	26	17	57	16	27	0	5	8	0	0	0
SP101622	355	0	232	21	22	27	48	0	45	15	81	0	81	0	0	0	9	6	0	0
SP102161	63	7	21	39	23	50	84	5	0	12	2	41	0	37	0	0	7	1	0	6
SP101654	35	69	9	41	89	0	130	2	13	36	0	25	0	165	0	0	0	1	0	0
SP102074	19	14	26	7	11	11	0	1	46	0	0	1	10	11	41	0	13	1	21	0
SP101694	26	0	28	59	27	72	120	2	41	13	0	19	0	43	0	0	36	9	0	0
SP101616	38	74	16	110	25	82	115	0	118	0	0	0	0	14	0	0	0	9	0	0
SP101666	60	0	95	60	11	151	0	0	39	0	46	0	46	0	0	0	0	7	0	0
SP101558	165	36	103	1	8	0	0	0	28	0	117	75	0	0	0	0	0	0	0	0
SP102096	0	59	38	52	11	46	0	3	30	29	0	0	39	54	0	0	14	4	0	7
SP102084	50	23	21	118	80	101	34	4	36	9	8	0	0	42	0	0	1	0	0	0
SP101580	36	23	64	56	15	171	34	3	22	0	0	23	0	18	0	0	0	9	0	0
SP102064	208	20	206	24	20	77	40	3	39	0	0	21	0	21	0	0	5	13	8	0
SP101564	23	16	4	41	22	6	36	3	13	17	33	9	2	37	0	0	0	0	0	0
SP101921	12	33	9	60	24	0	11	0	78	20	0	0	45	47	8	0	10	4	0	0
SP101648	184	0	60	17	0	0	22	0	5	0	98	52	3	0	62	0	0	10	0	0
SP101628	14	43	13	9	10	5	45	2	0	0	0	27	30	0	104	0	0	4	0	0
SP101708	23	27	5	35	44	0	44	4	0	20	23	0	59	18	0	0	18	12	0	1
SP102055	15	14	1	35	16	1	5	1	5	21	0	0	29	13	32	0	0	0	0	14
SP101634	244	2	135	18	3	22	0	2	56	0	32	9	38	0	0	0	17	5	3	0
SP101588	0	16	7	53	52	71	44	3	23	34	0	15	0	63	0	0	0	10	0	12
SP101584	26	18	9	0	25	0	22	0	77	4	38	28	1	57	110	0	0	5	0	0
SP101686	7	10	7	31	25	0	48	0	5	0	0	3	39	42	1	0	32	1	0	0
SP101532	151	4	154	29	15	158	39	0	9	49	0	21	0	0	0	0	8	2	0	3
SP101732	274	0	197	47	24	0	113	8	35	56	31	0	17	36	0	0	56	0	0	0
SP101528	16	0	12	31	9	19	46	0	71	34	15	0	30	0	0	0	7	0	0	0
SP101536	10	21	7	10	2	0	10	1	0	2	9	17	28	55	62	7	6	1	0	0
SP101576	7	15	4	61	32	105	77	5	19	23	42	19	2	0	68	0	11	9	0	4
SP102015	238	10	278	1	19	101	143	3	53	0	0	39	0	0	0	0	66	2	0	0
SP102168	0	27	11	37	5	0	16	0	0	47	46	7	37	23	0	0	0	3	0	3
SP101716	52	52	16	140	103	16	71	1	0	84	59	36	39	57	6	0	0	16	0	0
SP101592	15	4	18	56	17	21	34	6	7	100	0	0	41	0	0	0	4	5	0	0
SP101658	1	8	0	23	7	0	4	0	0	1	20	2	17	0	0	0	20	0	0	0
SP102045	931	0	352	0	24	84	118	15	14	74	65	38	0	6	140	15	52	17	52	0
SP101552	504	5	382	19	26	69	198	0	63	139	11	0	0	5	0	0	0	14	0	0
SP101519	32	94	29	78	7	44	10	0	24	11	0	18	35	2	0	0	0	4	0	20
SP101690	67	34	10	0	25	45	102	0	0	0	35	72	0	42	106	0	16	8	0	4
SP102123	0	26	24	74	19	35	57	2	0	20	3	21	8	39	0	0	8	1	0	0
SP101662	286	14	63	11	14	8	21	1	78	0	5	6	35	0	41	2	0	2	0	0
SP101600	3	64	6	27	9	0	0	0	23	0	0	27	5	0	21	0	13	10	0	0
SP101544	17	30	1	53	26	42	102	3	11	8	0	10	0	0	68	0	37	3	3	0
SP102133	0	14171	0	3622	2181	0	0	13	0	0	0	0	0	0	0	0	0	112	0	0
SP101881	199	0	139	26	28	176	9	2	59	20	0	85	0	0	0	0	6	6	0	0
SP102035	500	3	182	48	15	86	11	0	0	35	0	71	15	12	0	11	0	3	0	4
SP101642	457	110	258	0	61	272	91	8	16	112	0	61	21	2	0	0	0	21	0	0
SP101596	9	28	9	45	19	12	44	0	0	0	0	12	49	6	157	0	0	4	0	1
SP101670	506	38	222	42	23	0	60	5	32	117	0	91	63	0	0	0	0	12	0	0
SP101674	184	0	70	9	0	0	31	3	0	38	21	59	9	0	0	10	0	7	0	0
SP101572	3	13	8	41	9	3	13	0	5	13	0	15	7	23	0	0	13	0	0	0
SP101678	229	15	228	66	20	58	78	3	52	0	0	52	51	0	0	0	38	12	0	0
SP101740	858	42	643	19	30	201	110	12	0	23	0	161	0	6	0	0	9	7	0	0
SP101700	158	11	189	36	12	93	14	1	0	55	0	0	27	0	0	0	0	3	0	3
SP101891	385	11	303	1	59	0	117	5	25	60	0	0	76	53	0	0	20	11	0	0
SP102143	482	4	156	31	10	0	86	5	2	0	0	108	0	9	0	0	0	10	0	1
SP102113	172	2	135	23	0	0	34	5	21	33	2	44	52	0	0	0	0	10	0	3
SP101521	12	24	0	83	52	0	35	2	0	11	45	13	51	13	1	0	0	7	0	0
SP101526	61	22	38	14	43	0	82	6	30	0	64	54	11	61	6	0	3	0	47	0
SP101540	5	29	13	96	24	0	0	2	0	29	40	4	0	9	128	1	0	6	18	0
SP101604	120	2	71	23	16	58	0	2	33	0	0	0	74	0	47	0	0	0	0	0
SP101548	232	3	52	33	7	203	18	0	26	23	0	0	11	3	0	0	0	7	0	0
SP101523	237	0	161	30	16	101	29	1	12	0	76	0	0	0	0	0	17	5	0	0
SP102090	13	15	6	47	32	3	46	2	62	0	5	17	36	58	0	0	0	7	0	27
SP101795	226	1	225	43	11	63	32	0	29	25	0	48	0	12	0	0	14	2	0	0
SP102187	161	0	104	34	22	0	152	5	20	0	0	9	50	0	0	0	5	20	2	0
SP101515	119	6	112	10	7	45	0	0	34	0	0	0	64	4	0	0	9	4	0	0
SP101931	231	37	131	35	67	64	83	5	46	73	20	31	7	45	0	0	19	0	0	0
SP101610	166	4	199	27	9	53	29	5	5	47	0	18	0	3	0	0	8	0	0	2
SP61703	17	3	60	110	13	13	78	2	0	58	0	26	0	22	0	0	0	0	125	35
SP59707	0	0	12	57	1	0	7	1	0	0	0	0	11	0	36	0	7	0	12	45
SP68659	109	13	147	33	0	131	4	1	0	7	0	36	0	0	0	0	0	0	0	0
SP62616	644	17	169	28	42	284	36	7	71	52	86	0	0	0	0	0	0	0	0	0
SP59761	29	30	25	56	28	24	28	3	12	36	0	0	24	24	24	0	0	5	0	17
SP66960	11	91	14	61	14	0	0	1	14	0	14	28	62	29	0	0	23	1	0	11
SP61453	15	0	26	40	20	0	0	3	15	46	0	0	56	9	6	0	0	3	0	28
SP63796	5	4	9	29	6	0	24	0	39	16	10	15	6	22	0	0	0	0	0	0
