MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	0.01413362	0.00577917	0.09716778	0.03616639
1:Del:C:1	0.00560291	0.00190217	0.04791172	0.01898763
1:Del:C:2	0.00296138	0.00155099	0.02109848	0.00916786
1:Del:C:3	0.00185626	0.00682012	0.01066095	0.00091746
1:Del:C:4	0.00182711	0.00637616	0.00681325	0.00381134
1:Del:C:5	0.00211946	0.01824034	0.00344960	0.00509357
1:Del:T:0	0.00378619	0.00638596	0.08133150	0.04002045
1:Del:T:1	0.00016215	0.00304785	0.05723243	0.04905342
1:Del:T:2	0.00609590	0.00773200	0.04764567	0.01433631
1:Del:T:3	0.01157456	0.01670702	0.05132714	0.00624678
1:Del:T:4	0.01886639	0.03674948	0.04182069	0.00006700
1:Del:T:5	0.18614240	0.62164816	0.02577724	0.01399069
1:Ins:C:0	0.00463728	0.00453189	0.01046315	0.01744976
1:Ins:C:1	0.00138136	0.00085412	0.00549449	0.00832632
1:Ins:C:2	0.00033744	0.00042575	0.00402354	0.00396127
1:Ins:C:3	0.00079802	0.00074650	0.00127361	0.01071965
1:Ins:C:4	0.00130109	0.00291224	0.00118092	0.00385357
1:Ins:C:5	0.02085192	0.01741256	0.00062731	0.01130072
1:Ins:T:0	0.00564257	0.00139019	0.00984301	0.02447086
1:Ins:T:1	0.00323659	0.00087540	0.02065603	0.01290879
1:Ins:T:2	0.00395998	0.00093862	0.00874422	0.00414436
1:Ins:T:3	0.00572885	0.00216378	0.00703476	0.00097877
1:Ins:T:4	0.01806903	0.00466126	0.00255859	0.00003893
1:Ins:T:5	0.53116023	0.18851154	0.00084560	0.04299095
2:Del:R:0	0.00320728	0.00050208	0.02850857	0.01647826
2:Del:R:1	0.01290511	0.00139321	0.02947114	0.00440429
2:Del:R:2	0.00336450	0.00079697	0.01144091	0.00387436
2:Del:R:3	0.00022940	0.00264578	0.00315240	0.00111408
2:Del:R:4	0.00004848	0.00167023	0.00067517	0.00211371
2:Del:R:5	0.00000691	0.00380157	0.00000293	0.00825586
3:Del:R:0	0.00061115	0.00045469	0.00768241	0.00509554
3:Del:R:1	0.01222686	0.00036249	0.02499161	0.00446625
3:Del:R:2	0.00318307	0.00039055	0.00607560	0.00469081
3:Del:R:3	0.00054263	0.00034654	0.00160119	0.00087233
3:Del:R:4	0.00018267	0.00004524	0.00103205	0.00215844
3:Del:R:5	0.00010214	0.00010662	0.00047265	0.00157031
4:Del:R:0	0.00106586	0.00006954	0.00549775	0.00608198
4:Del:R:1	0.00730734	0.00039324	0.02458655	0.00874416
4:Del:R:2	0.00183960	0.00027668	0.00622845	0.00517239
4:Del:R:3	0.00010398	0.00000000	0.00355028	0.00767479
4:Del:R:4	0.00000273	0.00005980	0.00148911	0.00277148
4:Del:R:5	0.00010439	0.00019219	0.00037569	0.00144716
5:Del:R:0	0.00586839	0.00000000	0.03403142	0.07924217
5:Del:R:1	0.00323522	0.00116528	0.00966011	0.00890401
5:Del:R:2	0.00050233	0.00019916	0.00247684	0.00442489
5:Del:R:3	0.00017622	0.00011783	0.00103460	0.00192247
5:Del:R:4	0.00000096	0.00007598	0.00012218	0.00096947
5:Del:R:5	0.00004899	0.00006390	0.00002381	0.00054190
2:Ins:R:0	0.00088547	0.00248056	0.00345941	0.03977260
2:Ins:R:1	0.00187152	0.00025702	0.00436090	0.01036266
2:Ins:R:2	0.00121862	0.00060458	0.00218251	0.00222672
2:Ins:R:3	0.00095485	0.00026565	0.00006067	0.00169128
2:Ins:R:4	0.00228822	0.00172291	0.00009865	0.00641110
2:Ins:R:5	0.01034980	0.01450164	0.00164825	0.03160488
3:Ins:R:0	0.00029618	0.00011039	0.00028104	0.01733309
3:Ins:R:1	0.00195760	0.00006193	0.00324058	0.00319204
3:Ins:R:2	0.00041964	0.00005890	0.00044502	0.00077196
3:Ins:R:3	0.00003777	0.00016682	0.00003423	0.00001828
3:Ins:R:4	0.00004436	0.00011452	0.00015164	0.00007954
3:Ins:R:5	0.00089515	0.00056368	0.00044727	0.00118017
4:Ins:R:0	0.00000000	0.00025017	0.00003082	0.02978372
4:Ins:R:1	0.00317908	0.00046169	0.00301505	0.00249555
4:Ins:R:2	0.00008060	0.00000000	0.00057488	0.00258241
4:Ins:R:3	0.00022240	0.00000023	0.00000308	0.00154868
4:Ins:R:4	0.00041065	0.00026328	0.00025129	0.00132335
4:Ins:R:5	0.00147778	0.00051078	0.00039685	0.00256533
5:Ins:R:0	0.00000001	0.00000089	0.00002766	0.20056114
5:Ins:R:1	0.00576564	0.00028032	0.01672012	0.01069222
5:Ins:R:2	0.00028827	0.00001409	0.00078045	0.00216278
5:Ins:R:3	0.00016909	0.00014757	0.00006632	0.00199251
5:Ins:R:4	0.00017473	0.00009545	0.00018835	0.00024244
5:Ins:R:5	0.00014237	0.00020109	0.00016359	0.00032692
2:Del:M:1	0.00831571	0.00098224	0.03165520	0.01401352
3:Del:M:1	0.00058777	0.00006716	0.00615769	0.00432982
3:Del:M:2	0.00548780	0.00041209	0.01400057	0.00501691
4:Del:M:1	0.00084463	0.00023075	0.00828809	0.00638385
4:Del:M:2	0.00269574	0.00009377	0.01357462	0.00345838
4:Del:M:3	0.00492874	0.00026660	0.01997181	0.00592731
5:Del:M:1	0.00570998	0.00017451	0.03407535	0.03861947
5:Del:M:2	0.01131111	0.00012722	0.02614782	0.00954220
5:Del:M:3	0.00761144	0.00013893	0.01645211	0.00589651
5:Del:M:4	0.00481710	0.00021754	0.01054395	0.00327951
5:Del:M:5	0.00546128	0.00066219	0.01133905	0.01061716
