Samples	ID83A	ID83B
SP95454	26161	2161
SP94741	55132	0
SP90209	69308	57904
SP90989	50628	0
SP93540	96040	0
SP93227	85473	43866
SP94348	50366	0
SP94588	52	481
SP90725	52	355
SP94236	61	450
SP93772	62	323
SP92195	53	461
SP89957	200	279
SP92268	122	316
SP92707	48	285
SP89687	167	333
SP90269	17	471
SP94933	21964	42322
SP95126	413	403
SP95646	67	438
SP89443	49	322
SP89651	42	241
SP94060	36	341
SP92787	27	265
SP92723	58	376
SP92364	52208	7476
SP95406	45	259
SP91746	40	283
SP92332	126	594
SP91730	74	915
SP92947	78	429
SP91666	114	432
SP90245	57	473
SP90893	38	403
SP89519	77	331
SP94917	14408	3465
SP92659	388	3314
SP94332	134	942
SP94661	86	392
SP93652	41	400
SP90125	57	395
SP94540	42	525
SP95222	320	422
SP89389	188	359
SP90503	53	290
SP92460	11798	2388
SP92931	125	390
SP91265	253	505
SP89909	12662	0
SP90629	314	618
SP95550	249	392
CPCT02020389T	178	303
CPCT02080033T	60	882
CPCT02060156T	431	719
DRUP01340014T	45	396
DRUP01010121T	651	414
CPCT02130034T	169	690
CPCT02260015T	553	856
CPCT02220071T	14540	0
CPCT02010710T	225	485
CPCT02340068T	46	369
CPCT02130050T	141	842
DRUP01060016T	69	660
CPCT02260017T	238	879
CPCT02020682T	971	867
DRUP01030013T	52794	0
CPCT02130059T	205	665
WIDE01010296T	261	1429
CPCT02380044T	66	896
CPCT02060117T	78	500
CPCT02080220T	63	886
CPCT02210056T	94	519
CPCT02020734T	89	642
CPCT02020716T	43	378
CPCT02080226T	70	668
DRUP01080014T	22852	0
DRUP01270003T	140	419
CPCT02190044T	62	427
CPCT02130131T	83	544
CPCT02220054T	240	713
CPCT02330075T	362	1143
CPCT02130134T	54	624
CPCT02130148T	125	739
CPCT02070381T	0	287
DRUP01070053T	144	483
DRUP01060025T	74	2911
DRUP01100007T	238	874
CPCT02380019T	62	869
CPCT02020598T	33	411
DRUP01070059T	8	341
CPCT02080152T	21881	0
CPCT02070406T	73	636
CPCT02450002T	436	1051
DRUP01070024T	36	570
DRUP01060027T	75	985
CPCT02030381T	23	677
DRUP01220005T	287	870
CPCT02370010T	47	2915
CPCT02020623T	298	641
CPCT02290023T	156	896
DRUP01010022T	53409	0
CPCT02070159T	18	733
CPCT02030354T	126	238
CPCT02020565T	68	425
CPCT02060114T	44	476
CPCT02060118T	99	542
CPCT02220002T	61	300
DRUP01030002T	69	620
CPCT02070060T	265	1096
CPCT02030320T	138	1005
CPCT02060035T	110	430
CPCT02070110T	41	560
CPCT02020492T	75	691
CPCT02030327T	122	312
CPCT02020503T	290	970
CPCT02380029T	86292	0
CPCT02020636T	121	913
CPCT02130013T	190	1051
DRUP01110002T	83496	0
WIDE01010639T	174	452
DRUP01010167T	42684	0
WIDE01010570T	356	686
