Samples	ID83A	ID83B
SP95454	2.33E+00	2.33E+00
SP94741	3.49E+00	3.49E+00
SP90209	4.27E+00	4.27E+00
SP90989	2.11E+00	2.11E+00
SP93540	3.13E+00	3.13E+00
SP93227	5.95E+00	5.95E+00
SP94348	2.55E+00	2.55E+00
SP94588	1.17E+00	1.17E+00
SP90725	1.35E+00	1.35E+00
SP94236	1.14E+00	1.14E+00
SP93772	1.05E+00	1.05E+00
SP92195	1.22E+00	1.22E+00
SP89957	1.63E+00	1.63E+00
SP92268	1.57E+00	1.57E+00
SP92707	1.10E+00	1.10E+00
SP89687	1.13E+00	1.13E+00
SP90269	9.90E-01	9.90E-01
SP94933	2.04E+01	2.04E+01
SP95126	1.52E+00	1.52E+00
SP95646	1.25E+00	1.25E+00
SP89443	1.09E+00	1.09E+00
SP89651	8.32E-01	8.32E-01
SP94060	9.23E-01	9.22E-01
SP92787	7.34E-01	7.34E-01
SP92723	1.45E+00	1.45E+00
SP92364	4.58E+00	4.58E+00
SP95406	9.27E-01	9.26E-01
SP91746	1.03E+00	1.03E+00
SP92332	1.43E+00	1.43E+00
SP91730	1.46E+00	1.46E+00
SP92947	1.53E+00	1.53E+00
SP91666	1.55E+00	1.55E+00
SP90245	1.03E+00	1.03E+00
SP90893	9.16E-01	9.16E-01
SP89519	1.27E+00	1.27E+00
SP94917	5.38E+00	5.38E+00
SP92659	7.16E+00	7.16E+00
SP94332	1.55E+00	1.55E+00
SP94661	1.46E+00	1.46E+00
SP93652	1.14E+00	1.14E+00
SP90125	1.16E+00	1.16E+00
SP94540	1.44E+00	1.44E+00
SP95222	1.69E+00	1.69E+00
SP89389	1.45E+00	1.45E+00
SP90503	9.41E-01	9.41E-01
SP92460	3.39E+00	3.39E+00
SP92931	1.44E+00	1.44E+00
SP91265	1.85E+00	1.85E+00
SP89909	2.50E+00	2.50E+00
SP90629	1.85E+00	1.85E+00
SP95550	1.69E+00	1.69E+00
CPCT02020389T	1.47E+00	1.47E+00
CPCT02080033T	1.70E+00	1.69E+00
CPCT02060156T	2.29E+00	2.29E+00
DRUP01340014T	8.86E-01	8.86E-01
DRUP01010121T	2.15E+00	2.15E+00
CPCT02130034T	1.93E+00	1.93E+00
CPCT02260015T	2.21E+00	2.21E+00
CPCT02220071T	3.95E+00	3.95E+00
CPCT02010710T	1.68E+00	1.68E+00
CPCT02340068T	1.17E+00	1.17E+00
CPCT02130050T	1.91E+00	1.91E+00
DRUP01060016T	1.14E+00	1.14E+00
CPCT02260017T	2.21E+00	2.21E+00
CPCT02020682T	2.95E+00	2.95E+00
DRUP01030013T	7.34E+00	7.34E+00
CPCT02130059T	1.99E+00	1.99E+00
WIDE01010296T	2.95E+00	2.95E+00
CPCT02380044T	1.44E+00	1.44E+00
CPCT02060117T	1.61E+00	1.61E+00
CPCT02080220T	1.99E+00	1.99E+00
CPCT02210056T	1.52E+00	1.52E+00
CPCT02020734T	1.54E+00	1.54E+00
CPCT02020716T	1.17E+00	1.17E+00
CPCT02080226T	1.34E+00	1.34E+00
DRUP01080014T	4.52E+00	4.52E+00
DRUP01270003T	1.40E+00	1.40E+00
CPCT02190044T	1.02E+00	1.02E+00
CPCT02130131T	1.12E+00	1.12E+00
CPCT02220054T	2.02E+00	2.02E+00
CPCT02330075T	3.05E+00	3.05E+00
CPCT02130134T	1.27E+00	1.27E+00
CPCT02130148T	1.66E+00	1.66E+00
CPCT02070381T	2.53E-01	2.53E-01
DRUP01070053T	1.47E+00	1.47E+00
DRUP01060025T	3.42E+00	3.42E+00
DRUP01100007T	2.42E+00	2.42E+00
CPCT02380019T	1.54E+00	1.54E+00
CPCT02020598T	9.04E-01	9.04E-01
DRUP01070059T	6.25E-01	6.25E-01
CPCT02080152T	5.19E+00	5.19E+00
CPCT02070406T	1.16E+00	1.16E+00
CPCT02450002T	2.84E+00	2.84E+00
DRUP01070024T	9.51E-01	9.51E-01
DRUP01060027T	1.51E+00	1.51E+00
CPCT02030381T	1.14E+00	1.14E+00
DRUP01220005T	2.02E+00	2.02E+00
CPCT02370010T	3.24E+00	3.24E+00
CPCT02020623T	2.07E+00	2.07E+00
CPCT02290023T	2.26E+00	2.26E+00
DRUP01010022T	5.88E+00	5.88E+00
CPCT02070159T	1.44E+00	1.44E+00
CPCT02030354T	9.66E-01	9.66E-01
CPCT02020565T	1.22E+00	1.22E+00
CPCT02060114T	1.02E+00	1.02E+00
CPCT02060118T	1.39E+00	1.39E+00
CPCT02220002T	1.05E+00	1.05E+00
DRUP01030002T	1.43E+00	1.43E+00
CPCT02070060T	2.10E+00	2.10E+00
CPCT02030320T	2.52E+00	2.52E+00
CPCT02060035T	1.54E+00	1.54E+00
CPCT02070110T	1.22E+00	1.22E+00
CPCT02020492T	1.10E+00	1.10E+00
CPCT02030327T	1.09E+00	1.09E+00
CPCT02020503T	1.75E+00	1.75E+00
CPCT02380029T	7.26E+00	7.26E+00
CPCT02020636T	1.62E+00	1.62E+00
CPCT02130013T	1.52E+00	1.52E+00
DRUP01110002T	1.04E+01	1.04E+01
WIDE01010639T	1.85E+00	1.85E+00
DRUP01010167T	4.54E+00	4.54E+00
WIDE01010570T	2.21E+00	2.21E+00
