Samples	ID83A	ID83B
CPCT02010944T	1.44E+00	1.44E+00
CPCT02020832T	1.47E+00	1.47E+00
CPCT02050351TII	1.26E+00	1.26E+00
CPCT02120168T	8.32E-01	8.32E-01
CPCT02440016T	1.68E+00	1.68E+00
CPCT02010935T	1.61E+00	1.61E+00
CPCT02010963T	2.07E+00	2.07E+00
CPCT02070401T	1.59E+00	1.59E+00
CPCT02230056T	6.80E+00	6.80E+00
CPCT02040169T	4.59E+00	4.59E+00
CPCT02020859T	1.13E+00	1.13E+00
CPCT02020633TII	1.99E+00	1.99E+00
CPCT02020621TII	1.72E+00	1.72E+00
CPCT02020586T	1.97E+00	1.97E+00
CPCT02070237T	2.86E+00	2.86E+00
CPCT02080273T	1.11E+01	1.11E+01
CPCT02070410T	2.92E+00	2.92E+00
CPCT02020600T	2.57E+00	2.57E+00
CPCT02010963TII	2.16E+00	2.16E+00
CPCT02120056T	2.02E+00	2.02E+00
CPCT02020840T	1.33E+00	1.33E+00
CPCT02040164T	2.80E+00	2.80E+00
CPCT02070244T	1.28E+00	1.28E+00
CPCT02020619T	1.79E+00	1.79E+00
CPCT02020633T	1.30E+00	1.30E+00
CPCT02010663T	1.81E+00	1.81E+00
CPCT02020614T	2.36E+00	2.36E+00
CPCT02290020T	1.79E+00	1.79E+00
CPCT02020632T	2.86E+00	2.86E+00
CPCT02050103T	1.36E+00	1.36E+00
CPCT02100072T	1.21E+00	1.21E+00
CPCT02100076T	1.77E+00	1.77E+00
CPCT02100077T	1.33E+00	1.33E+00
CPCT02070154T	1.57E+00	1.57E+00
CPCT02330034T	1.86E+00	1.86E+00
CPCT02070156T	2.04E+00	2.04E+00
CPCT02070162T	1.86E+00	1.86E+00
CPCT02070172T	1.06E+00	1.06E+00
CPCT02070188T	1.77E+00	1.77E+00
CPCT02270003T	1.29E+00	1.29E+00
CPCT02160026T	1.29E+00	1.29E+00
CPCT02070149T	1.75E+00	1.75E+00
CPCT02080119T	2.35E+00	2.35E+00
CPCT02110041T	3.69E+00	3.69E+00
CPCT02050216T	1.48E+00	1.48E+00
CPCT02070194T	1.28E+00	1.28E+00
CPCT02330046T	1.12E+00	1.12E+00
CPCT02070204T	2.32E+00	2.32E+00
CPCT02120020T	2.59E+00	2.59E+00
CPCT02260007T	7.78E-01	7.78E-01
CPCT02020583T	3.45E+00	3.45E+00
CPCT02070041T	4.17E+00	4.17E+00
CPCT02070043T	2.11E+00	2.11E+00
CPCT02050086T	1.05E+00	1.05E+00
CPCT02070044T	1.03E+00	1.04E+00
CPCT02220005T	1.80E+00	1.80E+00
CPCT02070057T	3.64E+00	3.64E+00
CPCT02330015T	2.47E+00	2.47E+00
CPCT02140037T	1.37E+00	1.37E+00
CPCT02070096T	1.56E+00	1.56E+00
CPCT02040064T	9.37E-01	9.35E-01
CPCT02070094T	1.83E+00	1.83E+00
CPCT02070102T	1.63E+00	1.63E+00
CPCT02050124T	1.95E+00	1.95E+00
CPCT02060073T	6.88E-01	6.88E-01
CPCT02060082T	2.72E+00	2.72E+00
CPCT02040105T	1.66E+00	1.66E+00
CPCT02010665T	1.19E+00	1.19E+00
CPCT02020629T	1.78E+00	1.78E+00
CPCT02080164T	1.61E+00	1.61E+00
CPCT02120080T	1.80E+00	1.80E+00
CPCT02050289T	1.64E+00	1.64E+00
CPCT02050297T	1.60E+00	1.60E+00
WIDE01010621T	1.55E+00	1.55E+00
WIDE01010461T	1.57E+00	1.57E+00
CPCT02120204T	2.50E+00	2.50E+00
CPCT02120206T	1.77E+00	1.77E+00
WIDE01010518T	2.20E+00	2.20E+00
CPCT02020991T	3.03E+00	3.03E+00
WIDE01010609T	1.67E+00	1.67E+00
CPCT02020993T	1.80E+00	1.80E+00
WIDE01010723T	2.05E+00	2.05E+00
