Samples	ID83A	ID83B
SP1086	1.02E+00	1.02E+00
SP1003	1.31E+00	1.31E+00
SP1677	9.62E-01	9.62E-01
SP1305	1.76E+00	1.76E+00
SP963	9.64E-01	9.64E-01
SP1144	7.80E-01	7.81E-01
SP1132	1.10E+00	1.10E+00
SP1712	1.01E+00	1.01E+00
SP1114	1.01E+00	1.01E+00
SP1431	1.42E+00	1.42E+00
SP975	1.60E+00	1.60E+00
SP1059	1.62E+00	1.62E+00
SP1419	1.84E+00	1.84E+00
SP1009	9.37E-01	9.37E-01
SP1724	8.40E-01	8.40E-01
SP96136	1.50E+00	1.50E+00
SP967	1.22E+00	1.22E+00
SP1781	2.22E+00	2.22E+00
SP1174	2.54E+00	2.54E+00
SP953	1.78E+00	1.78E+00
SP1377	9.83E-01	9.83E-01
SP1365	1.13E+00	1.13E+00
SP1491	1.18E+00	1.18E+00
CPCT02060013T	1.72E+00	1.72E+00
CPCT02100026T	1.61E+00	1.61E+00
CPCT02070020T	2.33E+00	2.33E+00
CPCT02030269T	9.95E-01	9.95E-01
CPCT02010944TIII	1.57E+00	1.57E+00
CPCT02020867T	1.49E+00	1.49E+00
CPCT02070272T	3.06E+00	3.06E+00
CPCT02020648T	1.51E+00	1.51E+00
CPCT02020362T	2.39E+00	2.39E+00
CPCT02440020T	2.48E+00	2.48E+00
CPCT02210077T	1.98E+00	1.98E+00
CPCT02070445T	1.98E+00	1.98E+00
CPCT02020894T	1.80E+00	1.80E+00
CPCT02020896T	1.52E+00	1.52E+00
CPCT02140101T	2.32E+00	2.32E+00
CPCT02210040T	2.35E+00	2.35E+00
DRUP01010020T	7.06E+00	7.06E+00
CPCT02020902T	1.97E+00	1.97E+00
CPCT02070443T	2.25E+00	2.25E+00
CPCT02080295T	3.57E+00	3.57E+00
CPCT02020916T	1.67E+00	1.67E+00
CPCT02020915T	1.65E+00	1.65E+00
CPCT02160036T	1.39E+00	1.39E+00
CPCT02120184T	1.72E+00	1.72E+00
CPCT02050315T	9.06E-01	9.06E-01
CPCT02120182T	1.53E+00	1.53E+00
CPCT02020940T	7.40E-01	7.40E-01
CPCT02010712T	3.96E+00	3.97E+00
CPCT02070294T	1.21E+00	1.21E+00
CPCT02070299T	2.59E+00	2.59E+00
CPCT02050437T	2.91E+00	2.91E+00
CPCT02050436T	2.07E+00	2.07E+00
CPCT02020952T	2.27E+00	2.27E+00
CPCT02020642TII	3.46E+00	3.46E+00
CPCT02020958T	1.51E+00	1.51E+00
CPCT02020684T	4.66E-01	4.65E-01
WIDE01010111T	1.66E+00	1.66E+00
CPCT02020958TII	1.55E+00	1.55E+00
CPCT02020972T	3.40E+00	3.40E+00
CPCT02020971T	1.19E+00	1.19E+00
CPCT02330103T	2.16E+00	2.16E+00
WIDE01010148T	3.23E+00	3.23E+00
CPCT02070480T	1.27E+00	1.27E+00
CPCT02360014T	2.36E+00	2.36E+00
CPCT02140107T	1.59E+00	1.59E+00
CPCT02070485T	2.73E+00	2.73E+00
WIDE01010202T	2.24E+00	2.24E+00
CPCT02020583TII	3.15E+00	3.15E+00
CPCT02020703T	1.22E+00	1.22E+00
CPCT02020973T	1.91E+00	1.91E+00
CPCT02020940TII	1.04E+00	1.04E+00
WIDE01010230T	1.27E+00	1.27E+00
CPCT02320002T	1.51E+00	1.51E+00
CPCT02050351T	9.99E-01	9.99E-01
CPCT02020979T	1.77E+00	1.77E+00
CPCT02080315T	1.69E+00	1.69E+00
CPCT02120203T	1.33E+00	1.33E+00
DRUP01050023T	1.63E+00	1.63E+00
CPCT02020983T	1.78E+00	1.78E+00
CPCT02140034T	7.77E-01	7.77E-01
WIDE01010280T	1.87E+00	1.87E+00
CPCT02020984T	1.16E+00	1.16E+00
CPCT02070154TII	2.28E+00	2.28E+00
CPCT02020986T	9.95E-01	9.95E-01
CPCT02020988T	1.82E+00	1.82E+00
CPCT02050445T	1.63E+00	1.63E+00
CPCT02070331T	2.25E+00	2.25E+00
CPCT02020989T	1.72E+00	1.72E+00
CPCT02050356T	1.19E+00	1.19E+00
WIDE01010412T	1.72E+00	1.72E+00
CPCT02140110T	1.35E+00	1.34E+00
CPCT02020717T	2.39E+00	2.39E+00
CPCT02130095T	1.12E+00	1.12E+00
DRUP01030012T	3.84E+00	3.84E+00
CPCT02070336T	3.35E+00	3.35E+00
CPCT02070332T	5.57E-01	5.57E-01
CPCT02050371T	1.41E+00	1.41E+00
CPCT02100178T	1.61E+00	1.61E+00
CPCT02020767T	9.13E-01	9.13E-01
CPCT02140072T	2.68E+00	2.68E+00
CPCT02060112T	1.20E+00	1.20E+00
CPCT02170032T	1.36E+00	1.36E+00
DRUP01070046T	1.56E+00	1.56E+00
WIDE01010565T	1.68E+00	1.68E+00
CPCT02020787T	9.50E-01	9.50E-01
CPCT02020778T	3.07E+00	3.07E+00
CPCT02050385T	2.07E+00	2.07E+00
CPCT02130142T	1.69E+00	1.69E+00
CPCT02020800T	1.10E+00	1.10E+00
CPCT02050395T	1.32E+00	1.32E+00
DRUP01070048T	1.40E+00	1.40E+00
CPCT02020817T	1.40E+00	1.40E+00
CPCT02080263T	1.31E+00	1.31E+00
