Samples	ID83A	ID83B
SP1086	53	402
SP1003	120	528
SP1677	50	582
SP1305	113	1713
SP963	47	483
SP1144	36	353
SP1132	59	781
SP1712	16	292
SP1114	34	544
SP1431	45	351
SP975	88	1271
SP1059	142	961
SP1419	232	547
SP1009	33	476
SP1724	27	266
SP96136	153	999
SP967	53	240
SP1781	86	730
SP1174	390	628
SP953	173	719
SP1377	24	357
SP1365	66	692
SP1491	106	550
CPCT02060013T	255	1415
CPCT02100026T	148	425
CPCT02070020T	363	1001
CPCT02030269T	62	370
CPCT02010944TIII	138	581
CPCT02020867T	133	1098
CPCT02070272T	591	2085
CPCT02020648T	122	742
CPCT02020362T	150	1107
CPCT02440020T	120	1221
CPCT02210077T	249	927
CPCT02070445T	281	593
CPCT02020894T	197	524
CPCT02020896T	266	261
CPCT02140101T	146	1847
CPCT02210040T	311	800
DRUP01010020T	74163	0
CPCT02020902T	303	1080
CPCT02070443T	325	538
CPCT02080295T	308	1339
CPCT02020916T	254	713
CPCT02020915T	108	452
CPCT02160036T	81	485
CPCT02120184T	217	923
CPCT02050315T	27	444
CPCT02120182T	98	532
CPCT02020940T	21	474
CPCT02010712T	454	1639
CPCT02070294T	125	476
CPCT02070299T	612	1085
CPCT02050437T	344	1250
CPCT02050436T	181	1581
CPCT02020952T	374	716
CPCT02020642TII	716	2871
CPCT02020958T	107	764
CPCT02020684T	7	292
WIDE01010111T	99	1220
CPCT02020958TII	118	774
CPCT02020972T	742	1221
CPCT02020971T	61	422
CPCT02330103T	307	763
WIDE01010148T	469	1276
CPCT02070480T	150	363
CPCT02360014T	46	2766
CPCT02140107T	177	1601
CPCT02070485T	614	851
WIDE01010202T	316	762
CPCT02020583TII	400	1531
CPCT02020703T	93	1039
CPCT02020973T	160	838
CPCT02020940TII	40	653
WIDE01010230T	46	425
CPCT02320002T	209	575
CPCT02050351T	64	450
CPCT02020979T	127	513
CPCT02080315T	159	1236
CPCT02120203T	111	1185
DRUP01050023T	104	689
CPCT02020983T	85	499
CPCT02140034T	15	657
WIDE01010280T	320	420
CPCT02020984T	47	611
CPCT02070154TII	151	2592
CPCT02020986T	66350	0
CPCT02020988T	317	692
CPCT02050445T	75	528
CPCT02070331T	231	631
CPCT02020989T	115	592
CPCT02050356T	118	474
WIDE01010412T	285	603
CPCT02140110T	75	453
CPCT02020717T	343	1850
CPCT02130095T	69	460
DRUP01030012T	802	1625
CPCT02070336T	0	4495
CPCT02070332T	0	716
CPCT02050371T	74	715
CPCT02100178T	121	893
CPCT02020767T	73	335
CPCT02140072T	422	1106
CPCT02060112T	26	480
CPCT02170032T	56	328
DRUP01070046T	120	493
WIDE01010565T	81	1547
CPCT02020787T	30	720
CPCT02020778T	907	655
CPCT02050385T	247	1314
CPCT02130142T	154	803
CPCT02020800T	77	475
CPCT02050395T	124	894
DRUP01070048T	91	731
CPCT02020817T	69	470
CPCT02080263T	54	504
CPCT02010944T	128	617
CPCT02020832T	160	818
CPCT02050351TII	104	622
CPCT02120168T	32	410
CPCT02440016T	127	817
CPCT02010935T	157	760
CPCT02010963T	243	922
CPCT02070401T	173	524
CPCT02230056T	3096	4224
CPCT02040169T	13060	0
CPCT02020859T	119	368
CPCT02020633TII	323	887
CPCT02020621TII	84	1109
CPCT02020586T	469	748
CPCT02070237T	868	786
CPCT02080273T	96947	116
CPCT02070410T	371	1966
CPCT02020600T	654	1046
CPCT02010963TII	301	1155
CPCT02120056T	149	785
CPCT02020840T	61	552
CPCT02040164T	717	1670
CPCT02070244T	52	1291
CPCT02020619T	205	1162
CPCT02020633T	176	558
CPCT02010663T	270	873
CPCT02020614T	479	1014
CPCT02290020T	121	616
CPCT02020632T	531	1108
CPCT02050103T	69	629
CPCT02100072T	79	505
CPCT02100076T	163	1309
CPCT02100077T	117	347
CPCT02070154T	168	1407
CPCT02330034T	122	1668
CPCT02070156T	574	548
CPCT02070162T	200	528
CPCT02070172T	68	549
CPCT02070188T	233	900
CPCT02270003T	63	493
CPCT02160026T	154	839
CPCT02070149T	327	670
CPCT02080119T	568	738
CPCT02110041T	723	1508
CPCT02050216T	91	533
CPCT02070194T	101	452
CPCT02330046T	62	666
CPCT02070204T	373	1763
CPCT02120020T	353	1125
CPCT02260007T	16	372
CPCT02020583T	455	1873
CPCT02070041T	14004	317
CPCT02070043T	198	1262
CPCT02050086T	90	343
CPCT02070044T	50	327
CPCT02220005T	256	521
CPCT02070057T	903	1258
CPCT02330015T	459	985
CPCT02140037T	71	660
CPCT02070096T	119	844
CPCT02040064T	46	346
CPCT02070094T	189	960
CPCT02070102T	228	437
CPCT02050124T	132	909
CPCT02060073T	24	168
CPCT02060082T	361	1260
CPCT02040105T	133	710
CPCT02010665T	14	1441
CPCT02020629T	205	733
CPCT02080164T	35	1886
CPCT02120080T	274	390
CPCT02050289T	212	728
CPCT02050297T	122	614
WIDE01010621T	125	758
WIDE01010461T	87	723
CPCT02120204T	215	1090
CPCT02120206T	63	565
WIDE01010518T	239	1450
CPCT02020991T	584	968
WIDE01010609T	277	1083
CPCT02020993T	100	457
WIDE01010723T	265	1023
