Samples	ID83A	ID83B
SP109953	170	224
SP107650	148	203
SP13206	300	58
SP13078	179	241
SP107607	115	200
SP109941	99	111
SP109801	296	99
SP13072	75	236
SP107595	312	400
SP107640	127	174
SP13084	166	251
SP107603	91	187
SP109957	150	396
SP114020	296	356
SP96540	114	114
SP114032	109	200
SP107624	54	111
SP107575	171	143
SP13242	116	154
SP114016	101	211
CPCT02070011T	509	1975
CPCT02020317T	36	271
CPCT02010352T	2	106
CPCT02010362T	18	124
CPCT02010366T	0	51
CPCT02010383T	0	147
CPCT02050049T	24	198
CPCT02020350T	25	257
CPCT02060023T	210	697
CPCT02080030T	6	2867
CPCT02060010T	400	635
CPCT02040037T	769	1397
CPCT02070018T	128	609
CPCT02080041T	0	911
CPCT02070029T	950	5
CPCT02060033T	230	520
CPCT02020399T	1484	589
CPCT02140024T	6100	0
CPCT02080050T	37	345
CPCT02030293T	111	308
CPCT02010441T	76919	0
CPCT02090030T	603	318
CPCT02010718T	255	462
CPCT02020653T	68	431
CPCT02340008TII	86	307
CPCT02020876T	37	222
CPCT02370016T	95	490
CPCT02070275T	198	452
CPCT02011028T	687	387
CPCT02230072T	39266	0
CPCT02130028T	303	360
CPCT02060182T	17	159
CPCT02020657T	16	270
DRUP01090026T	47	267
CPCT02130029T	0	150
CPCT02340010TII	596	2180
DRUP01020022T	23	242
CPCT02120103T	178	444
CPCT02300030T	212	429
CPCT02150044T	58	218
CPCT02020920T	10	335
CPCT02080192T	107	425
CPCT02130170T	228	1319
CPCT02260014T	1820	509
CPCT02020922T	16	227
CPCT02011072T	37	136
CPCT02010758T	0	442
WIDE01010006T	5	128
CPCT02040220T	84	366
CPCT02100157T	528	550
CPCT02230088T	0	8655
CPCT02130178T	29	296
WIDE01010017T	173	400
WIDE01010025T	29	188
WIDE01010028T	454	903
WIDE01010012T	160	952
WIDE01010031T	1279	964
CPCT02020956T	17	135
CPCT02010774T	20	259
CPCT02010756T	2	255
WIDE01010045T	44	362
CPCT02080204T	7	229
WIDE01010037T	1435	890
WIDE01010056T	471	546
CPCT02070298T	447	355
WIDE01010594T	67	276
WIDE01010078T	0	755
CPCT02130054T	126	411
CPCT02040228T	72	285
WIDE01010051T	55	383
CPCT02050319T	0	289
CPCT02020689T	49	452
WIDE01010043T	72	267
WIDE01010112T	510	616
WIDE01010092T	74	204
WIDE01010119T	270	368
CPCT02170022T	36	297
WIDE01010120T	19	187
WIDE01010127T	338	5358
CPCT02300036T	307	701
WIDE01010146T	17	281
CPCT02070309T	27	327
WIDE01010157T	114	2662
WIDE01010170T	159	192
CPCT02020696T	13	315
CPCT02030471T	13	449
CPCT02130032T	0	367
CPCT02070310T	1237	931
WIDE01010164T	187	609
WIDE01010190T	36	212
WIDE01010182T	704	871
DRUP01050040TII	1204	635
WIDE01010225T	243	357
CPCT02050348T	67	361
WIDE01010275T	102	636
CPCT02010810T	59	220
CPCT02060206T	0	4588
WIDE01010284T	57	164
WIDE01010330T	47	183
WIDE01010312T	0	4388
WIDE01010317T	548	1201
WIDE01010337T	236	930
CPCT02220043T	1038	1321
CPCT02130094T	328	981
WIDE01010329T	497	2795
WIDE01010331T	57	198
CPCT02010828T	164	1350
WIDE01010101T	228	2704
WIDE01010349T	14	265
WIDE01010342T	115	314
WIDE01010359T	18	163
WIDE01010370T	0	267
WIDE01010369T	154	364
CPCT02340084T	252	765
DRUP01030015T	238	795
CPCT02060236T	38	282
CPCT02120125T	6	2238
CPCT02230098T	2682	0
DRUP01090015T	0	201
WIDE01010401T	99	428
CPCT02230105T	4	228
CPCT02080223T	62	927
CPCT02020730T	13	782
CPCT02010831T	349	2087
WIDE01010428T	70	185
CPCT02290039T	2351	501
CPCT02010843T	52	283
CPCT02130103T	213	688
CPCT02070337T	92	742
WIDE01010440T	32	258
WIDE01010404T	391	395
CPCT02080229T	67	613
CPCT02050363T	214	517
CPCT02040250T	105	294
CPCT02040251T	48	478
CPCT02260022T	779	376
CPCT02340090T	309	334
CPCT02450013T	82	300
CPCT02070347T	282	806
CPCT02060140T	24	274
CPCT02020720T	12	166
CPCT02230109T	870	648
DRUP01090019T	622	586
CPCT02120144T	16	296
CPCT02080240T	212	671
CPCT02130125T	121	387
CPCT02070355T	13	187
CPCT02010872T	11	196
CPCT02010878T	105	478
CPCT02090054T	1696	1786
CPCT02330117T	598	483
CPCT02170031T	819	741
CPCT02020765T	41	669
CPCT02010851T	0	251
CPCT02020756T	4	452
DRUP01170001T	292	692
WIDE01010617T	367	345
WIDE01010627T	31	220
CPCT02030502T	72	347
CPCT02030507T	444	145
WIDE01010595T	425	689
CPCT02040273T	78	362
CPCT02030520T	182	463
CPCT02110075T	1533	559
CPCT02290050T	296	414
CPCT02290053T	32	216
CPCT02080257T	90	226
CPCT02290054T	92	330
CPCT02080256T	134	375
CPCT02030497T	73	2391
DRUP01290001T	2357	481
CPCT02070372T	18	241
CPCT02290051T	7	279
CPCT02020815T	0	7353
CPCT02040271T	7	395
CPCT02130154T	39	181
CPCT02120164T	649	2323
CPCT02020797T	15	167
DRUP01010099T	435	524
CPCT02340104T	7	289
CPCT02380018T	425	1063
CPCT02340010TIII	621	2304
CPCT02060033TII	164	683
CPCT02020582T	41	293
DRUP01050040T	830	335
CPCT02180041T	256	454
CPCT02060137T	7	154
CPCT02070403T	0	113
CPCT02050264T	271	429
CPCT02060143T	937	1846
CPCT02010988T	48	255
CPCT02010993T	146	634
CPCT02450003T	172	436
CPCT02230049T	58	1626
CPCT02010995T	121	426
CPCT02010878TII	126	509
CPCT02010656T	0	145
CPCT02010645T	40	214
DRUP01330016T	1179	1569
DRUP01080005T	0	4234
CPCT02020879T	147	295
DRUP01090004T	19	798
CPCT02020613T	98	523
DRUP01110006T	347	480
CPCT02010993TII	147	609
CPCT02060125T	213	615
CPCT02010647T	224	507
CPCT02170013T	1788	0
CPCT02170009T	26	364
CPCT02170012T	156	484
CPCT02020608T	0	265
CPCT02010653T	7	284
CPCT02230061T	670	524
CPCT02050282T	579	703
CPCT02010560T	24	115
CPCT02380007T	60	160
CPCT02380006T	136	1479
CPCT02080105T	323	3393
CPCT02340010T	685	2095
CPCT02010574T	72	231
CPCT02180026T	974	1000
CPCT02100074T	120	390
CPCT02120018T	101	336
CPCT02380008T	184	438
CPCT02170003T	29	333
CPCT02020523T	157	348
CPCT02060081T	292	275
CPCT02110035T	21	226
CPCT02080118T	74	254
CPCT02010589T	7	169
CPCT02030349T	55964	0
CPCT02110039T	200	319
CPCT02030353T	679	1689
CPCT02020540T	243	1265
CPCT02010611T	0	102
CPCT02010608T	70	194
CPCT02330041T	1443	1765
CPCT02380013T	31	130
CPCT02010613T	12	219
CPCT02010577T	15	298
CPCT02050202T	83	310
CPCT02020559T	253	861
CPCT02050213T	51	370
CPCT02020568T	72	269
CPCT02030364T	14	287
CPCT02050192T	0	331
CPCT02010596T	0	221
CPCT02030365T	8	202
DRUP01010036T	6	445
CPCT02230043T	336	409
CPCT02080135T	325	874
CPCT02050229T	34	186
CPCT02010632T	14	183
CPCT02020579T	62	241
CPCT02020587T	0	1094
CPCT02070040T	1126	539
CPCT02070050T	827	681
CPCT02300004T	109	331
CPCT02020424T	13	176
CPCT02020433T	12	194
CPCT02010466T	32	180
CPCT02010454T	34	145
CPCT02140036T	478	428
CPCT02010350T	66	195
CPCT02100039T	1314	933
CPCT02050106T	500	739
CPCT02020415T	44	161
CPCT02180014T	196	411
CPCT02090006T	40	225
CPCT02020444T	0	838
CPCT02030314T	39	192
CPCT02190010T	150	214
DRUP01010013T	94	260
CPCT02080086T	0	3772
CPCT02010438T	0	179
CPCT02190012T	188	767
CPCT02010486T	37	200
CPCT02060077T	160	370
CPCT02020491T	697	6305
CPCT02010538T	10	253
CPCT02170001T	138	398
CPCT02170002T	123	232
CPCT02050142T	84	306
CPCT02080071T	1107	1048
CPCT02020499T	73	295
CPCT02340008T	217	358
CPCT02020505T	44	752
CPCT02080158T	61	452
CPCT02010571T	0	357
CPCT02380010T	812	528
CPCT02110047T	2066	438
CPCT02030425T	333	735
CPCT02080168T	13	205
CPCT02020641T	15	323
CPCT02230065T	80	362
CPCT02330074T	1053	1244
CPCT02010697T	38	215
CPCT02090028T	1344	1559
CPCT02450008T	369	502
CPCT02010688T	14	174
CPCT02020646T	50	300
CPCT02010704T	7	288
CPCT02010705T	42	272
CPCT02250003T	0	4427
CPCT02010698T	66	299
WIDE01010622T	226	703
WIDE01010631T	472	471
WIDE01010635T	438	525
WIDE01010636T	295	983
WIDE01010658T	33	954
WIDE01010504T	58	186
WIDE01010493T	95	243
WIDE01010304T	18	134
WIDE01010568T	57	336
WIDE01010464T	299	897
WIDE01010467T	18	117
WIDE01010486T	28	148
WIDE01010516T	606	492
WIDE01010510T	497	527
WIDE01010583T	58	296
WIDE01010566T	1211	101
WIDE01010578T	24148	0
WIDE01010599T	370	535
WIDE01010604T	377	653
WIDE01010614T	968	519
WIDE01010662T	230	474
WIDE01010672T	332	170
WIDE01010686T	3	134
WIDE01010532T	525	454
WIDE01010703T	17	191
WIDE01010712T	85	226
WIDE01010721T	139	407
WIDE01010663T	139	265
