Samples	ID83A	ID83B
SP109953	6.27E+00	6.27E+00
SP107650	4.51E+00	4.51E+00
SP13206	1.88E+00	1.88E+00
SP13078	2.74E+00	2.74E+00
SP107607	1.93E+00	1.93E+00
SP109941	1.97E+00	1.97E+00
SP109801	2.15E+00	2.15E+00
SP13072	1.59E+00	1.59E+00
SP107595	6.34E+00	6.34E+00
SP107640	2.81E+00	2.81E+00
SP13084	4.87E+00	4.87E+00
SP107603	2.02E+00	2.02E+00
SP109957	2.75E+00	2.75E+00
SP114020	5.36E+00	5.36E+00
SP96540	2.01E+00	2.01E+00
SP114032	3.59E+00	3.59E+00
SP107624	1.33E+00	1.33E+00
SP107575	1.58E+00	1.58E+00
SP13242	2.24E+00	2.24E+00
SP114016	3.55E+00	3.55E+00
CPCT02070011T	9.53E+00	9.53E+00
CPCT02020317T	1.16E+00	1.16E+00
CPCT02010352T	6.09E-01	6.09E-01
CPCT02010362T	9.36E-01	9.36E-01
CPCT02010366T	1.98E-01	1.99E-01
CPCT02010383T	6.45E-01	6.45E-01
CPCT02050049T	8.80E-01	8.80E-01
CPCT02020350T	1.07E+00	1.07E+00
CPCT02060023T	4.65E+00	4.65E+00
CPCT02080030T	6.09E+01	6.09E+01
CPCT02060010T	5.18E+00	5.18E+00
CPCT02040037T	3.92E+01	3.92E+01
CPCT02070018T	2.03E+00	2.03E+00
CPCT02080041T	3.56E+00	3.56E+00
CPCT02070029T	2.12E+00	2.12E+00
CPCT02060033T	2.21E+00	2.21E+00
CPCT02020399T	3.61E+00	3.61E+00
CPCT02140024T	1.20E+01	1.20E+01
CPCT02080050T	1.81E+00	1.81E+00
CPCT02030293T	1.46E+00	1.46E+00
CPCT02010441T	2.16E-01	2.16E-01
CPCT02090030T	6.11E+00	6.11E+00
CPCT02010718T	9.03E+00	9.03E+00
CPCT02020653T	1.18E+00	1.18E+00
CPCT02340008TII	2.24E+00	2.24E+00
CPCT02020876T	1.48E+00	1.48E+00
CPCT02370016T	1.83E+00	1.83E+00
CPCT02070275T	8.12E+00	8.12E+00
CPCT02011028T	2.38E+00	2.38E+00
CPCT02230072T	1.55E+01	1.55E+01
CPCT02130028T	5.79E+00	5.80E+00
CPCT02060182T	1.03E+00	1.03E+00
CPCT02020657T	8.96E-01	8.96E-01
