Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP1086	20	64	40	47	131	61	3	45	6	26	12
SP1003	75	138	17	77	115	76	0	106	0	44	0
SP1677	25	81	5	69	290	26	1	79	14	31	11
SP1305	18	108	187	903	117	188	27	93	113	5	67
SP963	25	73	0	92	151	79	0	34	33	38	5
SP1144	11	37	33	31	144	30	1	10	23	28	41
SP1132	35	46	0	75	512	109	2	0	12	34	15
SP1712	3	167	0	10	28	43	4	11	15	25	2
SP1114	13	106	20	15	394	0	3	26	0	0	1
SP1431	35	229	0	11	4	63	0	14	0	25	15
SP975	28	135	120	806	0	0	18	43	60	42	107
SP1059	67	55	0	61	415	90	0	147	177	43	48
SP1419	158	157	22	34	55	80	0	45	7	170	51
SP1009	8	127	20	36	100	96	10	59	1	30	22
SP1724	12	57	10	22	103	45	0	26	9	3	6
SP96136	55	64	120	385	169	136	0	57	66	50	50
SP967	53	156	0	15	35	12	0	13	0	9	0
SP1781	63	389	0	31	127	110	2	9	21	56	8
SP1174	378	391	0	31	32	0	0	31	23	94	38
SP953	87	142	96	8	344	34	9	93	51	22	6
SP1377	11	186	0	25	55	47	2	14	0	27	14
SP1365	40	211	0	181	128	56	2	72	16	48	4
SP1491	48	104	88	270	0	56	0	0	19	25	46
CPCT02060013T	149	34	0	767	115	73	80	122	42	225	63
CPCT02100026T	114	121	3	40	110	17	64	33	14	10	47
CPCT02070020T	245	262	29	74	97	207	73	88	74	114	101
CPCT02030269T	39	124	23	35	8	59	58	23	0	43	20
CPCT02010944TIII	68	100	69	19	182	61	34	58	29	64	35
CPCT02020867T	42	0	0	92	0	0	71	59	617	17	333
CPCT02070272T	404	575	163	750	73	133	169	85	91	38	195
CPCT02020648T	52	79	73	67	238	82	56	35	74	73	35
CPCT02020362T	98	478	27	49	63	299	108	51	56	28	0
CPCT02440020T	65	769	64	77	66	82	50	47	45	32	44
CPCT02210077T	183	318	37	8	296	88	39	63	80	34	30
CPCT02070445T	211	221	36	0	47	134	30	26	103	50	16
CPCT02020894T	131	150	47	38	87	82	20	36	73	48	9
CPCT02020896T	168	45	0	20	68	74	27	31	33	56	5
CPCT02140101T	48	474	57	65	285	820	66	111	0	37	30
CPCT02210040T	263	410	22	0	15	1	29	213	115	43	0
DRUP01010020T	54294	8056	11568	0	0	0	0	245	0	0	0
CPCT02020902T	155	102	100	411	23	134	79	30	179	93	77
CPCT02070443T	244	183	0	0	36	90	36	27	76	105	66
CPCT02080295T	229	741	118	11	14	36	51	338	56	15	38
CPCT02020916T	109	18	73	33	249	301	42	51	0	57	34
CPCT02020915T	83	198	25	13	26	35	35	10	70	61	4
CPCT02160036T	44	157	64	31	3	32	102	15	30	60	28
CPCT02120184T	127	101	0	303	176	136	17	105	72	90	13
CPCT02050315T	10	102	1	4	51	87	81	30	38	45	22
CPCT02120182T	61	156	31	40	100	57	39	30	51	41	24
CPCT02020940T	5	61	0	69	29	140	25	72	0	86	8
CPCT02010712T	419	938	36	2	0	0	151	82	364	67	34
CPCT02070294T	67	65	43	22	0	66	115	16	81	106	20
CPCT02070299T	452	278	33	55	520	23	132	84	70	33	17
CPCT02050437T	304	683	38	13	96	183	57	66	67	7	80
CPCT02050436T	62	0	158	102	1085	78	76	30	84	46	41
CPCT02020952T	278	243	18	19	69	162	29	26	118	95	33
CPCT02020642TII	347	48	116	1160	111	64	175	146	866	0	554
CPCT02020958T	14	15	166	3	473	0	48	39	65	25	23
CPCT02020684T	4	9	14	84	21	35	108	8	0	16	0
WIDE01010111T	18	273	139	72	368	73	44	76	0	70	186
CPCT02020958TII	19	27	178	4	472	0	52	39	52	30	19
CPCT02020972T	583	453	24	16	204	304	94	0	123	64	98
CPCT02020971T	39	112	14	17	176	46	25	21	0	12	21
CPCT02330103T	223	243	37	80	26	207	83	24	25	92	30
WIDE01010148T	353	534	24	46	9	65	57	495	39	78	45
CPCT02070480T	101	76	0	32	30	35	39	30	59	47	64
CPCT02360014T	27	290	0	385	0	0	354	29	223	6	1498
CPCT02140107T	32	94	270	803	17	265	63	7	145	0	82
CPCT02070485T	394	190	69	93	161	202	54	38	54	129	81
WIDE01010202T	251	289	22	18	105	36	51	60	106	100	40
CPCT02020583TII	349	769	37	42	195	176	106	57	95	75	30
CPCT02020703T	50	90	33	116	322	81	228	21	76	75	40
CPCT02020973T	92	231	86	18	360	0	51	70	20	46	24
CPCT02020940TII	13	172	3	50	21	178	45	87	0	107	17
WIDE01010230T	22	222	31	0	25	75	32	15	24	12	13
CPCT02320002T	121	69	20	99	0	101	104	56	41	125	48
