Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP53460	648	15	0	213	0	180	37	7	42	16	24	8
SP50827	805	49	112	330	237	180	76	2	43	91	0	1
SP50263	18	36	168	4	58	67	60	0	22	38	49	0
SP50317	39	120	56	16	46	123	33	0	33	61	0	3
SP54113	2391	65	64	299	404	273	182	7	114	0	0	74
SP50406	5	0	1	0	0	0	0	0	0	3	4	0
SP51824	333	22	98	84	181	38	88	0	36	5	21	4
SP55387	148	0	7	44	35	14	18	0	0	0	0	0
SP52779	693	23	70	273	212	157	113	5	0	36	0	26
SP55235	1676	53	70	582	385	142	214	0	79	33	0	0
SP50713	198	2	13	48	35	24	79	0	25	11	3	4
SP50611	1084	16	69	365	42	163	59	0	17	78	0	0
SP50485	3	8	30	23	31	16	10	0	11	19	4	0
SP51037	7	19	100	0	32	13	34	1	6	17	0	2
SP55142	2457	196	322	452	522	1025	77	13	528	217	3	16
SP53387	510	19	11	204	183	156	105	3	10	52	11	39
SP54745	205	71	163	121	117	183	100	0	18	64	18	40
SP52284	24	23	168	18	36	26	53	1	22	39	22	3
SP53618	1146	6	55	512	176	205	145	3	35	37	0	8
SP52232	541	3	0	153	63	79	33	6	20	23	0	13
SP50412	11	4	21	14	16	10	17	0	4	13	9	0
SP50321	174	0	53	109	29	79	123	5	5	17	0	3
SP53548	0	12	75	0	31	37	47	1	10	30	0	16
SP55004	0	0	4	1	0	5	7	0	2	2	0	0
SP56079	925	5	30	213	122	53	71	0	13	46	2	23
SP56168	75	23	111	31	2	98	87	2	28	71	61	8
SP54363	606	42	225	237	82	146	101	3	23	21	5	20
SP53810	3388	12	19	1054	58	648	110	0	0	43	91	19
SP50518	0	8	128	8	63	52	72	9	27	33	0	2
SP56303	37	29	152	12	0	150	191	12	154	54	10	3
SP55711	23	7	118	21	0	75	58	0	17	27	80	0
SP55509	1216	10	90	439	36	258	76	0	12	38	0	2
SP55309	6	2	4	8	4	5	5	0	6	7	22	0
SP52607	5	0	20	13	20	27	10	0	7	13	0	9
SP52667	625	14	17	146	0	165	79	4	40	64	26	0
SP51446	63	0	139	0	0	60	81	4	3	35	19	5
SP50592	0	4	109	14	41	32	48	3	9	46	35	0
SP53073	365	24	47	56	145	57	121	0	12	27	20	15
SP56638	586	29	163	171	233	82	97	6	51	43	0	48
SP56537	662	112	195	79	288	218	111	0	18	18	0	32
SP57586	405	71	169	89	237	101	108	9	30	69	0	21
SP56541	720	22	8	152	179	100	119	5	84	42	12	35
SP56553	1233	149	271	197	339	359	71	7	52	41	91	14
SP56771	109	34	253	26	79	90	102	7	37	25	26	0
SP57941	1166	65	105	440	196	599	80	9	42	126	0	3
SP57818	929	46	73	353	43	243	217	8	90	26	0	21
SP56460	217	75	496	7	95	160	140	14	137	26	0	20
SP56474	39	141	220	38	21	140	43	3	60	45	0	19
SP56704	1034	63	86	162	721	0	72	6	19	0	0	17
SP56533	311	60	143	29	203	151	83	5	44	66	0	10
SP56730	670	95	227	65	226	164	147	7	23	19	0	53
SP59245	704	38	149	109	159	150	123	31	376	55	100	52
SP57024	315	23	145	59	144	88	53	3	30	45	15	19
SP57933	874	122	193	111	222	293	139	24	1369	51	0	17
SP56754	328	49	131	61	141	196	89	1	19	52	0	25
SP56827	677	29	29	144	98	109	59	0	11	6	0	1
SP57084	720	99	391	105	260	203	107	6	63	0	0	26
SP57538	496	119	95	22	488	129	180	0	38	31	0	33
SP57735	684	97	48	30	360	167	98	3	22	0	0	38
SP57669	886	75	117	106	248	222	142	2	67	32	23	24
SP56566	199	36	253	65	0	106	69	3	54	33	24	7
SP56569	475	69	106	68	201	149	62	0	33	13	0	41
SP58342	1035	92	390	262	337	124	117	2	50	15	0	122
SP58349	560	66	71	152	236	258	136	15	216	37	0	87
SP56644	834	104	350	107	267	146	135	4	98	30	58	14
SP57629	208	198	848	29	186	272	66	0	91	84	42	18
SP56941	15	0	110	7	32	9	25	0	7	11	0	4
SP57619	632	33	36	141	244	172	97	2	100	1	0	15
SP58245	704	135	51	159	577	232	75	5	39	0	0	13
SP57251	469	82	216	60	509	357	96	14	55	0	0	22
SP56502	811	116	189	61	216	225	100	12	41	62	0	38
SP58668	948	92	175	259	490	139	41	9	66	28	0	47
SP58101	567	125	85	127	331	208	111	0	37	23	0	58
SP58991	381	111	339	109	152	107	86	5	40	64	70	4
SP56607	329	26	175	57	149	23	80	1	25	33	11	8
SP58326	1446	179	329	256	537	181	120	9	32	3	0	41
SP57267	953	108	210	170	274	161	95	23	94	19	0	126
SP57066	827	36	472	162	314	192	104	8	94	23	57	36
SP57901	381	38	370	39	89	201	87	2	52	22	62	14
SP57651	173	28	88	26	67	129	61	11	72	53	0	6
SP57450	134	67	261	16	41	100	58	4	59	58	0	44
SP57846	778	47	197	148	148	129	108	0	9	8	29	31
SP58612	513	68	214	64	268	58	111	5	101	42	0	39
SP56821	676	74	294	77	221	35	92	2	5	12	0	25
SP58882	156	87	217	36	162	120	167	3	30	8	0	41
SP57189	2346	315	377	434	827	152	148	10	16	0	0	82
CPCT02020306T	600	1	33	234	116	140	52	44	0	4	1	23
CPCT02110002T	872	32	138	477	24	188	90	61	45	14	105	43
CPCT02020308T	181	58015	9697	30	0	0	0	306	0	2414	1110	163
CPCT02020305T	349	50	129	34	56	86	75	77	25	30	49	19
CPCT02010356T	255	74	154	71	113	51	87	64	35	17	31	18
CPCT02020337T	1219	69	165	139	309	147	0	63	49	0	91	39
CPCT02010373T	3261	255	128	692	764	168	153	117	22	62	234	114
CPCT02020343T	0	5	92	19	81	28	79	56	36	26	89	7
CPCT02020353T	577	191	211	170	15	221	43	131	56	26	133	34
CPCT02020334T	834	83	97	332	237	103	96	98	24	44	40	44
CPCT02140018T	11	78	160	29	0	66	76	135	33	72	37	18
CPCT02140021T	34	42	57	7	15	37	61	22	15	63	75	0
CPCT02040039T	336	47	173	110	0	88	31	41	5	37	93	11
CPCT02010409T	283	87	177	262	151	48	109	115	58	80	52	42
CPCT02110010T	124	45	135	25	76	36	21	51	25	21	86	11
CPCT02070025T	8	1	26	1	29	0	35	46	0	15	34	0
CPCT02040045T	1892	121	89	754	0	465	148	73	98	67	76	73
CPCT02040051T	617	238	113	338	20	220	67	46	33	69	52	51
CPCT02040054T	304	20	193	86	176	0	61	91	24	28	15	20
CPCT02140028T	758	74	205	146	187	137	108	142	78	92	68	41
CPCT02011006T	2128	79	116	1015	296	329	0	147	96	98	59	325
CPCT02040302T	17	292	250	23	0	27	11	27	6	28	76	31
CPCT02011015T	3725	807	305	1515	1919	645	38	165	89	221	285	176
DRUP01040009T	431	10	623	161	194	96	65	120	29	22	118	285
CPCT02011018T	856	85	42	410	338	160	90	54	27	41	70	63
CPCT02270045T	146	38	172	102	82	29	93	24	19	40	104	22
CPCT02120088T	0	16	51	8	52	0	53	201	23	30	0	4
CPCT02011022T	4	28	71	18	27	42	29	47	45	72	71	8
CPCT02010722T	628	72	144	62	134	107	168	113	273	58	65	50
CPCT02011021T	31	165	453	52	0	57	44	63	89	127	104	33
CPCT02011019T	364	54	98	33	154	170	36	87	165	13	109	34
CPCT02011008T	102	83	71	64	29	42	1	11	34	47	58	20
CPCT02011017T	926	235	310	249	63	83	141	48	23	9	58	36
DRUP01010116T	1390	330	155	431	185	429	399	80	116	101	69	311
CPCT02011029T	58	231	233	20	78	56	74	24	24	26	63	60
CPCT02020887T	1	3	13	28	45	16	70	37	28	37	20	19
CPCT02040214T	670	173	172	214	118	134	32	136	28	40	19	22
CPCT02190052T	939	86	159	468	0	301	189	302	24	58	0	49
CPCT02010699T	1141	61	78	141	380	213	88	148	35	7	0	54
CPCT02040213T	574	107	171	84	203	34	118	115	33	33	25	36
CPCT02070276T	900	37	0	113	216	175	153	190	192	0	0	39
CPCT02040208T	9	42	76	1	12	37	25	157	14	11	3	0
DRUP01040010T	2022	74	150	693	568	152	12	84	32	12	21	72
CPCT02040315T	818	15	51	320	208	89	97	36	3	28	46	43
CPCT02040313T	162	118	33	6	259	116	69	46	6	25	64	19
CPCT02040312T	46	12	146	18	120	56	27	27	38	27	41	15
CPCT02010727T	901	140	1614	217	157	278	52	203	87	49	0	79
CPCT02010728T	108	34	42	2	20	131	397	132	72	70	36	20
CPCT02011031T	243	90	122	48	21	68	96	77	404	31	67	41
CPCT02011035T	314	21	146	173	37	105	110	47	52	30	13	47
CPCT02011038T	6	0	0	0	0	20	0	14	2	10	26	4
CPCT02010927T	280	76	268	59	105	128	116	36	117	44	162	15
CPCT02070447T	21	13	759	41	0	54	22	46	34	35	101	31
DRUP01020043T	11	8	21	14	0	41	45	23	29	25	52	1
DRUP01270007T	19	60	282	32	6	18	114	25	3	56	84	18
CPCT02011040T	0	0	44	16	51	27	24	35	3	21	57	18
CPCT02011032T	34	64	19	35	32	41	32	48	32	62	85	6
CPCT02010738T	774	349	421	294	205	75	133	142	17	68	66	52
CPCT02011044T	232	59	209	81	0	63	54	21	25	48	36	32
CPCT02011036T	228	148	486	64	100	119	237	40	103	123	248	15
CPCT02020906T	79	100	646	26	75	165	7	153	2283	109	0	89
CPCT02011046T	274	13	77	34	175	91	53	30	43	36	79	20
CPCT02011047T	71	129	111	14	0	59	53	44	74	31	48	33
CPCT02011050T	109	35671	4975	0	0	0	75	23	0	1970	186	18
CPCT02390011T	119	15	51	14	0	77	442	112	115	5	0	10
CPCT02080188T	2721	254	390	933	1149	181	245	177	64	31	0	46
CPCT02020912T	150	75	134	117	0	31	91	25	19	34	44	31
CPCT02120100T	5	18	35	16	43	38	57	94	10	58	40	12
CPCT02011053T	332	89	287	146	140	112	108	42	44	62	0	43
CPCT02011055T	914	142	87	457	419	272	82	58	56	37	17	182
DRUP01010119T	10	16	110	31	84	19	106	39	67	78	45	44
DRUP01010116TII	1438	478	200	455	140	458	445	95	157	118	99	380
CPCT02040317T	1330	101	125	75	498	39	101	63	59	0	43	42
CPCT02040320T	942	77	355	149	373	64	60	65	102	5	198	70
CPCT02010955T	27	1056	379	19	0	232	82	55	87	70	59	63
CPCT02011057T	137	118	497	57	83	14	35	65	62	79	150	24
CPCT02011059T	22	3	33	12	77	0	48	29	27	32	88	10
CPCT02011052T	1840	76	146	334	984	144	230	94	96	52	79	151
CPCT02011056T	81	88	345	12	56	92	13	55	162	97	210	26
CPCT02270046T	462	58	248	147	179	68	59	59	26	6	89	25
CPCT02011042T	10	16	47	13	30	37	22	29	47	48	68	7
CPCT02100145T	593	43	180	233	160	90	176	84	67	65	35	18
CPCT02130173T	24	454	167	50	0	60	45	71	77	172	198	17
CPCT02011067T	21	88	303	69	20	66	63	201	65	33	103	13
CPCT02190029T	59	258	329	38	0	137	53	148	107	63	140	5
CPCT02020925T	1321	119	261	576	362	186	29	56	56	84	33	42
CPCT02011051T	0	82	237	25	0	82	22	32	28	43	123	17
DRUP01010066T	320	125	87	38	215	89	92	234	18	31	0	7
CPCT02011065T	41	65	338	48	59	17	100	46	49	64	166	19
CPCT02011080T	18	30	101	7	0	23	4	22	15	4	62	21
CPCT02010741T	32	77	196	61	16	85	58	95	48	63	0	29
CPCT02011082T	452	460	193	102	107	86	18	56	71	116	117	49
CPCT02011079T	1602	740	276	698	298	176	59	92	31	219	15	68
CPCT02011077T	10	1	243	9	22	0	40	26	5	23	28	7
CPCT02270047T	825	84	113	76	477	138	80	67	44	0	70	33
CPCT02410018T	1373	70	61	241	431	225	47	81	30	0	30	61
CPCT02011074T	280	48	341	75	115	64	16	34	55	41	94	18
CPCT02011089T	23	76	331	12	34	84	116	55	64	68	105	21
CPCT02011086T	314	6	149	88	134	121	0	77	597	18	58	118
CPCT02011088T	1012	156	359	533	465	161	252	74	83	49	53	82
CPCT02011087T	721	137	398	237	68	99	94	44	30	27	38	34
CPCT02020671T	4774	845	110	1625	1171	572	77	180	18	97	30	110
CPCT02011071T	8	23	299	43	45	32	40	22	13	25	73	11
CPCT02040216T	19	88	239	24	0	0	48	71	27	24	77	41
CPCT02140057T	808	179	85	218	0	678	11	118	208	37	126	57
CPCT02040221T	402	368	116	87	38	182	96	69	52	67	117	0
WIDE01010002T	512	68	328	218	19	175	159	70	91	95	22	188
CPCT02010500T	24	283	390	19	0	98	39	43	26	41	99	15
CPCT02010966TII	30	6	192	26	24	18	67	66	22	51	127	159
CPCT02010942TII	12	173	168	42	63	78	35	49	29	75	85	57
WIDE01010003T	0	117	64	5	34	8	8	38	33	60	99	10
CPCT02190031T	48	176	229	39	0	137	0	67	82	61	113	0
CPCT02011093T	0	31	92	9	54	24	36	22	42	22	26	15
CPCT02011097T	476	34	367	83	256	152	75	122	214	52	145	37
DRUP01060011T	11	59	127	44	38	21	33	58	31	45	51	0
CPCT02011069T	694	114	98	263	94	238	70	73	76	72	82	45
DRUP01060014T	9	21	161	32	2	13	68	154	19	43	36	6
DRUP01010064T	99	18	151	16	53	69	71	119	19	26	39	5
CPCT02120107T	464	68	61	68	237	126	36	71	44	81	0	22
CPCT02011102T	0	131	325	26	71	52	36	27	37	32	83	9
CPCT02040330T	797	53	138	147	298	120	38	57	78	8	65	38
CPCT02040299TII	312	322	242	158	172	224	109	67	140	66	122	194
WIDE01010034T	6	6	139	17	31	0	43	22	10	22	12	24
CPCT02040332T	535	19	67	171	341	145	90	70	102	0	0	43
CPCT02230086T	0	26067	6160	0	815	502	0	32	34	191	19	264
CPCT02011070T	41	78	274	22	0	89	54	67	59	54	129	36
WIDE01010026T	48	143	720	87	0	103	108	30	75	40	125	66
CPCT02390020T	438	133	254	35	228	221	7	104	36	17	22	21
CPCT02011106T	134	99	129	22	61	73	36	50	45	54	57	33
CPCT02410019T	1270	266	19	424	494	238	27	45	37	286	31	69
CPCT02270022T	230	157	296	84	68	96	47	141	84	54	25	32
CPCT02011040TII	0	0	52	8	55	30	26	35	13	38	41	18
CPCT02010760T	433	119	276	569	322	0	91	71	58	12	3	45
WIDE01010057T	0	19	140	2	63	29	84	7	32	47	31	15
WIDE01010065T	1544	120	344	377	483	195	254	63	68	59	34	62
CPCT02020964T	693	43	170	169	137	182	435	76	168	58	58	64
CPCT02050321T	191	89	232	3	144	45	120	123	22	68	102	13
CPCT02010779T	71	166	113	16	0	211	164	137	101	65	53	28
CPCT02011105T	283	176	152	169	0	113	36	64	29	47	180	39
CPCT02011107T	1052	158	200	468	179	158	54	43	51	40	12	45
WIDE01010615T	8	53	280	19	42	42	29	45	36	47	62	34
WIDE01010130TII	4	8	31	16	24	19	33	29	17	13	29	0
WIDE01010041T	888	107	76	83	307	178	56	68	58	4	99	38
CPCT02040225T	1170	74	237	411	303	299	39	139	61	22	106	77
WIDE01010058T	40	114	382	7	65	87	25	31	15	68	106	22
WIDE01010083T	172	96	80	142	113	61	72	15	12	32	20	12
CPCT02040234T	850	93	103	92	222	178	164	137	56	10	27	26
CPCT02011089TII	13	40	224	27	42	84	106	57	49	43	53	33
CPCT02010781T	645	119	80	166	300	282	79	132	87	38	25	49
WIDE01010088T	461	64	75	262	0	154	158	46	61	17	57	26
WIDE01010081T	27	15	408	17	19	114	31	51	61	38	56	41
DRUP01010078T	4199	265	126	1403	2012	181	87	178	0	20	0	131
