hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9
1	0.0631077826512895	0.00678677347055888	0.0658689601693219	0.0220885972610787	0.000799517039563242	0.00101355001188497	0.00253320670930594	0.0183323687773955	0.217930966790312
2	0.0297214660605279	0.00224937324239647	0.0494855948871127	0.0199141322357041	0.000179371389375063	0.00250927305025539	0.00385244132333017	0.00635993459204323	0.0468426664049225
3	0.0120158495853684	0.00102076100726123	0.0276214275734545	0.00450773760490287	0.000107644648676394	0.00202106227647335	0.00180202386775468	0.00277853456073487	0.0319255698634615
4	0.00509535416385973	0.00185921847977692	0.0143677603183556	0.00269032110268887	0.000125954365727853	0.00146625220476718	0.00319579046334558	0.00135738928174049	0.0238498876831742
5	0.00402019694504107	0.00494736909452597	0.00607446285433074	0.00118704028982443	0.000117317901711983	0.00144513849699522	0.00378806015268581	0.000611378386037743	0.0221348968938108
6	0.0151885935139784	0.0336944838440739	0.00405652536111032	0.00276008130500032	0.000818928990788489	0.00165421390490625	0.00806521325903558	0.0014801907816058	0.00699135046443481
7	0.0380768968095265	0.0035108367300134	0.0683740967092783	0.0253641480412869	0.00024203914295791	0.00330918252822458	0.0040272762950152	0.0116145461389116	0.00861862090472527
8	0.0161389561194135	0.000921616665501903	0.0528793395184166	0.0108008896487673	4.29526879598086e-05	0.00550059027263319	0.00613679093746725	0.00364186963695122	0.00954258281940931
9	0.0186243726171218	0.00278437372962853	0.0428614254788859	0.00620273010675502	0.000182015603231557	0.0171574370403316	0.00165893914941118	0.00553592666877215	0.0182466054736725
10	0.0210474719557933	0.00353972614605347	0.0289536228321841	0.00968906494653357	0.00213154522353492	0.0124766550408738	0.00262757680536923	0.00596030937214255	0.0444293907222785
11	0.0185086488324556	0.0145026787920188	0.0178538859521964	0.0189413124686181	0.0026420541664097	0.0191050339221076	0.00182084226608557	0.00305294826025549	0.0543792741933302
12	0.121429628232651	0.511248022772931	0.0245674618530337	0.0271758084676944	0.0200036764561602	0.032876436010546	0.0718924462717346	0.018744153646257	0.0149124593423911
13	0.00442460315383663	0.00106047780239639	0.00302642475441087	0.00824695317806047	0.00194694281447675	0.00256615304765327	0.00130885204942787	0.0126245638273667	0.00738821741816986
14	0.00446826005296515	0.000337592758648861	0.00473088314034292	0.00563098854717033	0.000329581795889842	0.00543866654731071	0.000550368625076369	0.00660937171532005	0.00413367653758894
15	0.00248793407698854	0.000151258485958366	0.00327955768908997	0.00333298267090423	0.000167373111129139	0.00892301737820138	0.000321488696608531	0.00656281450083053	0.00178493520866816
16	0.00284119665276614	0.000153827527725473	0.00198224337410259	0.00254551713594507	0.000460116174241904	0.00897715461844318	0.000654426024713934	0.00669284606224009	0.00581002400136952
17	0.00191516121790378	0.00157282445963996	0.000804893826366129	0.00143485224003059	0.00022868373888551	0.0269213027684157	0.000784717940251214	0.0312841476628333	0.00611607913998506
18	0.0054752823359085	0.0192047339270018	0.00146681858209306	0.005675018231511	0.0101328387596348	0.170197708796392	0.00229760592429136	0.242952634442721	0.0161378391966207
19	0.00693198010901156	0.00407896407574047	0.00595028241473797	0.00934004915602827	0.00137600043854224	0.137234958770377	0.00121012498429289	0.0268787397082539	0.0120474431836845
20	0.0135053607513369	0.000356821199614545	0.010457135739107	0.0111937633004548	0.00187207355822219	0.0246348557273841	0.00161040993007018	0.00158272619986979	0.0131425950307002
21	0.00398350817732852	0.00236975401179003	0.00495183144963041	0.00335540559307577	0.00119016720132334	0.0345980959706191	0.000883166900977356	0.0174403325477762	0.0186237643313603
22	0.00373519188390524	0.000902619536725978	0.00419444418468009	0.00202261630913632	0.00271370053586653	0.0620557826368267	0.00177189589013133	0.00593303232177104	0.0218980133079885
