hdp.1	hdp.2	hdp.3
1	0.0925791436207461	0.013818295607882	0
2	0.0557872181288362	0.0107941182094575	0
3	0.033839824839652	0.00628685744466764	0
4	0.0123173281299276	0.00316151668045658	0
5	0.00568355603510747	0.00261448514694399	0
6	0.00438304779068826	0.00886865506728979	0
7	0.065250096581804	0.00465596962049913	0
8	0.039356827751441	0.00607729552984539	0
9	0.0367719676283453	0.00770702055670601	0
10	0.036363148216757	0.0145760518535247	0
11	0.0283246434789027	0.0147640374183006	0
12	0.0716752614836517	0.162126244645318	0
13	0.00330556075181589	0.00752691617368367	0
14	0.00569892042213733	0.00310363521446375	0
15	0.00438265180133182	0.00111602701617425	0
16	0.00182495654808792	0.000639409319639543	0
17	0.00171883140056208	0.00339743533425771	0
18	0.0139190258788548	0.0222507724850115	0
19	0.00886350896306069	0.00879462363868735	0
20	0.0410126176464579	0.00233838538617015	0
21	0.00968098939049477	0.00487677190929768	0
22	0.00867232530177161	0.0044529968904216	0
23	0.00401351052325875	0.00947292206829083	0
24	0.130447922568558	0.368570441485714	0
25	0.0105207244197608	0.00970793632418582	0
26	0.0122896088749768	0.0114737086360698	0
27	0.00472003473301843	0.00366927150490261	0
28	0.00216416103081415	0.00318671062212757	0
29	7.66635394067224e-05	0.00349252631410308	0
30	5.19538035648863e-05	0.0056000318348063	0
31	0.00504498359891284	0.00365609313541317	0
32	0.0126715802081985	0.00619770965106262	0
33	0.00331965797290514	0.000785017382527756	0
34	0.000316474693666594	3.87599102630558e-07	0
35	0.000769803308918742	0.000294187718896593	0
36	6.89813458917926e-05	0.000404265864043672	0
37	0.00365838726840365	0.00126706146649929	0
38	0.0126665115444361	0.00465932881272193	0
39	0.00432562933400451	0.00276228960474711	0
40	0.00135681793090493	0.000370027943311306	0
41	0.00131278391446883	0.000958790980207123	0
42	0.00063017746183811	4.78038893244354e-06	0
43	0.0238625562126691	0.0303174850089587	0
44	0.00446596796192673	0.0102850713880027	0
45	0.00152543019887694	0.000611372984549266	0
46	0.000462753161935412	0.00131189376270356	0
47	0	0	0
48	0	0	0
49	0.00617434524347881	0.0126664802745649	0
50	0.00730932993690622	0.00254497570787224	0
51	0.00098134082312882	0.00046589412136193	0
52	7.76139138621776e-05	0.00142378070366291	0
53	6.06655694065593e-05	0.00248502704666538	0
54	0.00752585691700744	0.0156268330207562	0
55	0.00608366368085412	0.00350996827372145	0
56	0.00139190258788548	0.000829720479031147	0
57	0.000506707980500217	0.000206848721103841	0
58	0.000422520643321141	0.000344058803435058	0
59	0.000630256659709398	5.42638743682781e-06	0
60	0.00172952311318595	0.000795353358597904	0
61	0.00249948481784727	0.00884242752801179	0
62	0.00435144784004438	0.000651683291222844	0
63	0.00031354437242894	5.03878833419725e-06	0
64	0.000775822347136625	0.000801038145436486	0
65	0.000949740872484933	7.75198205261115e-07	0
66	0.000391237484162406	0.00142894869169799	0
67	0.00794877354968502	0.0547332568815637	0
68	0.0170303142524014	0.00373697214816208	0
69	0.00139269456659836	0.000828428482022378	0
70	0.000948869695900766	2.4547943166602e-06	0
71	6.99317203472478e-05	0.000402715467633149	0
72	0	0	0
73	0.0132734048321156	0.0171051359981891	0
74	0.00734013790883723	0.00352805623184421	0
75	0.00885804430994182	0.00621967360021168	0
76	0.0049979400633678	0.00114858534079522	0
77	0.0112136265956589	0.00134173889360611	0
78	0.0107304403829312	0.00781684030245133	0
79	0.0181011486700856	0.0185281415036468	0
80	0.0130282874204794	0.0123361166394228	0
81	0.00880593211063436	0.00837033182100777	1
82	0.00591204189377316	0.0079247220526835	0
83	0.00601887982214059	0.0103357176707464	0
