hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15
1	0.0113894165954362	0.00271556961942473	0.0227191699784209	0.109811949654461	0.244477084798232	0.0148402557427136	0.0400950088567999	0.00918960672545868	0.0343080208205322	0.0291651381284419	0.0165305174572917	0.00340875360299226	0.104800826595554	0.00955995909238819	0.00621743216129152
2	0.00584154568815191	0.000588927520642629	0.00967232073553564	0.161645449784135	0.155883332283456	0.012567733036767	0.027073948692635	0.00550210370038972	0.0144378905219496	0.0167245939192697	0.00817081051835301	0.00459758246987787	0.0290590985603255	0.00954898324957259	0.00103389128405098
3	0.00316378618860378	0.000819867829861913	0.00430206957913083	0.147591068131755	0.0576360094977141	0.00534273437749026	0.0193260323704822	0.00297144783200668	0.0088520665062761	0.00507263857766383	0.0032418233091362	0.0069276132641098	0.0101547428632649	0.00426056392589111	0.00119747501226467
4	0.00316738481019019	0.00288834663381964	0.00180985425512931	0.050009556533087	0.0166304592164162	0.00459269294678784	0.0087758215735126	0.00111949396608443	0.0042877220152373	0.00524256246404283	0.00312341043763883	0.024605300366637	0.0100786831610344	0.00935012680326641	0.00349755239779982
5	0.0040086475077381	0.00823661660290308	0.00128690761470534	0.0395901211858837	0.00588536275718934	0.00383888451012153	0.00588250094643031	0.000712362424422665	0.0042515204368367	0.00631788401929098	0.00208041849717561	0.0908058656681813	0.00112561491608022	0.00642990697650395	0.0128491711297064
6	0.0138259082996226	0.0307737465607714	0.00152672426407151	0.0185957674059634	0.00182016071048603	0.00142213807809341	0.00379858307754471	0.00176247641016083	0.00291757033150749	0.00555570474137947	0.00796265583387343	0.23701085901362	0.00332001458698036	0.00151595758417826	0.0683182710815691
7	0.00788959903589622	0.00139801128980718	0.0146011333635887	0.0370306155913069	0.0325417345845031	0.016438730424306	0.0505929445876022	0.0743875949719688	0.0214211425936873	0.473541696858302	0.0133214204710501	0.0030696050465229	0.0402639117144303	0.0296218628458682	0.00254175087175549
8	0.00511158621716468	0.0011602896232313	0.0118887976176569	0.028840765355867	0.0183366700252088	0.0151888904478223	0.0445902672699322	0.118962655699397	0.00164804077293345	0.020883549466604	0.0129947383835478	0.00609842610458976	0.00944668369396735	0.00489974536044668	0.0026090140261447
9	0.0067212979246496	0.00212200225401089	0.00921691650663846	0.0181860848699996	0.0129389940169773	0.0115285908668313	0.0342291107892062	0.0887633381321596	0.0120649934094865	0.0141935639460129	0.0111791591920883	0.00323752511571311	0.0238872105009776	0.00268391638732071	0.00250578285426654
10	0.00982047134538822	0.0104665950349364	0.0147960980400921	0.0136649042203507	0.014317317958437	0.0122046411736348	0.0300446225129409	0.194802580105536	0.0187860859631075	0.0194557301670825	0.014051728621555	0.00580476234645102	0.0195229631623804	0.00839070901362038	0.00941137895126607
11	0.0142666355174323	0.0331275216747368	0.0113360181427345	0.0121090150026264	0.00848290357104372	0.0127511455028197	0.0140495944378535	0.0792575741838089	0.00954231189818926	0.0144367984860277	0.0161630536629445	0.0280692498081058	0.0107989324857684	0.0106995098317726	0.04153759753651
12	0.173240606874149	0.723528812953158	0.0518910181421881	0.00608582541241143	0.0253458813412467	0.0278634486469572	0.0110715213285746	0.094782930929194	0.020711662351737	0.0120679248727809	0.190656562276964	0.0163092396952952	0.0124370490071719	0.0113625798653974	0.0136392499329014
13	0.0111647350192306	0.00053044463513276	0.554554290349537	0.00322228111101324	0.0270445866806395	0.00963867379364964	0.00264326769816397	0.00778896845395402	0.0115059456011341	0.0189231737639295	0.172594503811106	0.00222463744676571	0.00963743387269906	0.0124446688394531	0.00689072185737921
14	0.0018003992768519	0.000121452875242591	0.0185577758736731	0.00267212499531554	0.00176339449162853	0.00253502532874572	0.00364963721137186	0.00143971627379585	0.00391407106160702	0.0048260011213349	0.00738269788280797	0.000999154163642975	0.0189053858510411	0.0100060948209517	0.0016573259513228
15	0.000868648567493354	8.17867413164278e-05	0.00301536740665574	0.00396751269445789	0.00107663960043403	0.00177901947193381	0.00454418972902546	0.000332911450979218	0.00318164449779014	0.00244972986392699	0.00147704945394487	0.000774717268897535	0.00157562051325018	0.00194659800523741	0.00187132413771861
16	0.000989063632635856	0.000242995337874148	0.000941463061213807	0.00661375591378136	0.000403385671947	0.00213532393693289	0.00217304040094545	0.000823973697153612	0.000781883398751461	0.0109124128548271	0.00161141614273407	0.00154629273068903	0.00657169562658429	0.00300350710459849	0.00590520475970403
17	0.00221405221499138	0.00191441025430255	0.000895513939419239	0.00440889800064243	0.000749703129818045	0.00179264517368608	0.000942325108204255	0.000725484670185232	0.00170553913016532	0.00824097559539384	0.00190839638799298	0.00922465508372833	0.00340448721338541	0.00715302132670823	0.033795884890234
18	0.0185790161521387	0.00980184844904875	0.00181151090630512	0.00701256617953284	0.00340225148449303	0.0049788449950774	0.00324068993155409	0.00151844974837125	0.0074013817750709	0.0164996315603326	0.00771620520084009	0.00957713251882936	0.00553158349088966	0.00338637032751915	0.118580597383687
19	0.00851009264071822	0.000884223959195445	0.0423096995724288	0.0239557485132291	0.00695462123919581	0.00826207915702959	0.00583608571985233	0.00521801125868931	0.00940295496782861	0.0184319701916367	0.016038973601896	0.00277602459387561	0.0669600087357058	0.0103147096954139	0.00252328970266922
20	0.00508140322819974	0.000193526439650628	0.0206192487786295	0.0470187200769025	0.0188693274150797	0.0119679815692276	0.00800639483963324	0.00600527002154951	0.00246158950673832	0.025190457897159	0.00735489217359553	0.00242534417723296	0.162961775106398	0.00420116524712433	0.00159717084064595
21	0.00459059591896822	0.00100937048678613	0.00905400081805348	0.0562628437712018	0.0135870935202094	0.00441420982862931	0.00799724090942724	0.00303691469332126	0.00298296293040849	0.00963350813226722	0.00498016583341942	0.0173900332405572	0.135000820689338	0.00336764683095136	0.0162373386325993
22	0.00485811226084078	0.000763998278186142	0.00479277490274004	0.0255612845577634	0.00579216170344631	0.00660715877571254	0.00391126084049633	0.00429642993613562	0.000973024197971557	0.00864784602425081	0.00432420561050663	0.00627595010686547	0.0443632377876963	0.00974913097150413	0.00636752376949562
