hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22
1	0.00215981167271552	0.00174193484636275	0.0356539669523144	0.0275759237689224	0.00176160821027296	0.115278625845231	0.0641542709205481	0.0413440864657076	0.00158941687246299	0.00487226008822866	0.00480632419095163	0.050451722222607	0.00132183875418815	0.0379268518080391	0.278063672295921	0.0407869768079386	0.0177650526986293	0.0461254428273102	0.041264989223775	0.00504769263901196	0.00906781238218771	0.0274210347896055
2	0.000888845444323392	0.000694246101800404	0.00718807091329659	0.0180597500454383	0.000567929938522142	0.165872031763506	0.0363486532965847	0.0180105304741402	0.000655318509390142	0.0118082598853917	0.00492253076445718	0.0433774628032203	0.00451820632510456	0.0130475640763609	0.104386696645443	0.0366559560270293	0.00313579204011159	0.0181640487228566	0.0106002183796054	0.00113497311754659	0.00423672421632234	0.0077780446198022
3	0.000739011798420117	0.00102244430231965	0.00447410400915104	0.0062958969800663	0.000379601365773023	0.150404417549434	0.0100128938643079	0.0133378817229191	0.000380999133366361	0.00655888366768196	0.00452607194579638	0.0154566802541178	0.00330402917285874	0.0118417996809061	0.0389553931869976	0.0195719785895839	0.0024437680987391	0.0108863690215654	0.00521472287491781	0.000986203982487378	0.00976142992084209	0.00774665903803291
4	0.0015005111301616	0.00322778276201986	0.00907032253398816	0.00447048937029125	5.5838660383836e-07	0.049924700913316	0.00565507166475408	0.00531950126236016	0.000508060795567078	0.00431673676482093	0.00351271000330413	0.0105558624911819	0.0078118711036173	0.00594594172757805	0.0191406449229644	0.0144795642768976	0.010002384187181	0.00461747425114668	0.00691534733007975	0.000889002062954823	0.0434707568605216	0.0187202872780421
5	0.00348000672006835	0.00898173199378466	0.0224955203522349	0.00237375294496999	6.0914902236912e-07	0.0359618832990484	0.00529495981006538	0.00318417612275648	0.00105130980377677	0.00357617434522146	0.00180783915617489	0.00419602016078691	0.00887331900659609	0.00198033416644942	0.00424425146060826	0.0116303216618593	0.0298243770980022	0.000618592761980324	0.0137745777887904	0.00142399290958392	0.101012782428366	0.062738449466573
6	0.0104177632376133	0.0298077553929792	0.118211038835432	0.00193520102338146	0.000260868068829575	0.0164459173507402	0.00174173772758003	0.00154315693059696	0.00667089214323411	0.00362728961914203	0.0044103368721209	0.00072853553583472	0.00464834352377471	0.00516603759009523	0.00483612869901493	0.00253841919777317	0.0873829925075367	0.00224629586528968	0.15257582084112	0.0220595877429292	0.1808431387017	0.248650992895334
7	0.00134197640999445	0.00107179320370017	0.0181417950447587	0.0210637558701079	0.00117662209912449	0.0388991675002203	0.0415055941709511	0.0230652458177245	0.000967675847671962	0.00970905980108083	0.00643698821867001	0.00343439359021329	0.000796544464343499	0.00620554756333548	0.0439356765826041	0.0400069828034686	0.0109213668889043	0.0394965064183708	0.0237511066097197	0.00557960314312066	0.00834518053249513	0.0137650519188929
8	0.000761291423622574	0.00141139604735381	0.00361546191084872	0.006855963130598	0.000577016411439149	0.035557467672064	0.327315440595304	0.0122612568091059	0.000415815639537401	0.00405795723153902	0.0160476417935999	0.018542670830099	0.00354878609214733	0.00578018122818652	0.0139627551546371	0.0233608803412516	0.0037522400042114	0.031664264720305	0.0104029062053293	0.000792066345862303	0.00942886691684446	0.00431722792445288
9	0.00118554466850134	0.00235421428620971	0.00508942837843705	0.0132433469462889	0.000552498163288791	0.02231719497104	0.0257210440355633	0.023636875321705	0.000528318798268021	0.0116747195404624	0.0103944676386092	0.131435103715531	0.0800180736404775	0.00409244694206947	0.0240036171950133	0.0211549710299923	0.00365020021455919	0.0263217884879092	0.00790299605595275	0.00239361628294916	0.0175344273284489	0.00232658494613985
10	0.00238586634681062	0.0114257111674463	0.00530351933904021	0.0131480606322153	0.000677119900781807	0.0246397995354189	0.0409372253135876	0.0237560464897323	0.000812116689317014	0.00402335404080903	0.0298102503337675	0.143688258063661	0.280406738428452	0.00737713249944014	0.0170073814645505	0.0328393770687514	0.0115240737662273	0.0276350699955389	0.00299574601684643	0.00685710865284566	0.0551802531810439	0.00177084426916049
11	0.00621775636326277	0.0358074506238616	0.00395746066640026	0.00814451594909371	0.00229456284242741	0.0122264472119286	0.0193754618587639	0.0170341017656425	0.0017117702526904	0.00338033021098562	0.0137328315124373	0.141808225555123	0.475094986326132	0.00663150660587201	0.00841352929267232	0.0271544548680612	0.0215253173888932	0.0131559943134272	0.0049291713334085	0.00961937728632244	0.181650311606979	0.00341050012775094
12	0.0910984552314447	0.735507538127815	0.0194965544851297	0.0183436516805796	0.0053463994444967	0.00625536955831786	0.0138120625903587	0.0175641870708198	0.0231806067847954	0.0245116461166423	0.0144786717051864	0.0417252197431177	0.0229763192512948	0.013205125456891	0.0140636304764598	0.0157156690611245	0.0148481811546671	0.0170960015415444	0.015799136576047	0.0150376997797023	0.012612898157005	0.0191234176394343
13	0.00185579384377703	0.000564301020476857	0.00376352684600186	0.55637899848189	0.000541279668793494	0.00688489050904329	0.0248011824189204	0.00264013383393626	0.00156259205543085	0.00189205464723558	0.0147859807867446	0.0882963521781153	0.000527128438282288	0.00856096672155466	0.00863995718591383	0.00550445722841172	0.00660221200810491	0.0310926937692859	0.0108453345748832	0.0173868982840857	0.00169604891551451	0.00293390425643953
14	0.000556678767883053	0.00011742668095141	0.00186669438761643	0.0149712806634893	0.233685656667469	0.0045009394345904	0.00587810965999483	0.00236601214014847	0.00340483127964475	0.00096611476908393	0.00273473528367425	0.00298958851860672	0.000487854370943129	0.00279303477937801	0.00436302249778694	0.00456554094321524	0.00129741929219526	0.00785787402940699	0.00320629717504098	0.00589163043176096	0.00159836366754036	0.0021250529776996
15	0.000311950599061794	7.76851086923376e-05	0.000690506813644982	0.00357740469048608	0.119003962159054	0.00477541779751866	0.00449776909080489	0.00115583896478952	0.00186280698230783	0.00101413966677894	0.00211257312327653	0.00218161082066181	0.000758143801022261	0.000384370740841757	0.00148444958878236	0.00192710039445411	0.000831634469277204	0.00248161768847135	0.00247004546472333	0.00480023845654	0.00137192508049324	0.000567066056220976
16	0.000521545880409716	0.000308721283605135	0.00172158033628229	0.00120309909410532	0.0427210422864652	0.00734123942626212	0.00095142716342697	0.000451968207765059	0.00333668509318898	0.00053542459919625	0.00249180406353061	0.00231219905435413	0.00119178889591979	0.000907336225811241	0.000509839511695627	0.00240135112694157	0.00118197786949093	0.0036695911387829	0.0026694101946457	0.0112868313417778	0.0049463238979939	0.00118873306104376
17	0.00138218631814167	0.00196420484473634	0.000898413936833338	0.000686554242171802	0.0152311113928989	0.00666949242690519	0.000480968205669157	0.000550577331328569	0.21976327377749	0.000646023976086173	0.0012050084888104	0.00347251635653145	0.00104499879397462	0.000735451083414773	0.00100865903025096	0.000864247734722481	0.00773927336074028	0.00262204481622895	0.00527389805419983	0.0508665326755699	0.0243632086885502	0.00184643536345351
18	0.0144063801294975	0.0106319629227583	0.00569136528216188	0.00142643934548296	0.00410982692908739	0.0062869452339978	0.00339690647056662	0.000995170276834203	0.204870606189446	0.000706568281118307	0.00731571882506595	0.000832544387420126	0.00235009730448596	0.00179945962867475	0.00740119693137459	0.0106960541888554	0.00836567410804902	0.0190112673620872	0.0741622222166119	0.28553915710496	0.0537467893816434	0.00550064702456216
19	0.00351283350024572	0.000593036871506956	0.00860273763472819	0.0428864863443406	0.000498689999646186	0.0190570454715129	0.040196398941938	0.00312274672317798	0.00220737888145965	0.00160169462697715	0.0535303912469321	0.0241997578493977	0.00411291774732218	0.0114284850626378	0.0122451903263486	0.00703571366096596	0.00785258301405334	0.0203714955859573	0.0248445030024887	0.00722222431381282	0.000625544065008786	0.0126234802611427
20	0.00139620816742574	0.000368124075661042	0.00381327961509713	0.023655967312327	0.240471272202149	0.0494066775386717	0.0177547316943645	0.00405872818643655	0.00287558321519779	0.00153893968785666	0.00470901387986692	0.00508193050136825	0.00204097050907663	0.00549568168215098	0.012047348483689	0.0152848152300839	0.00110250496345842	0.0145045077608642	0.0042804816469608	0.00571316071017791	0.00254493222675166	0.00350382656666279
21	0.00287377293255527	0.00157279797357258	0.00468804308602822	0.00722676920008291	0.146587752764483	0.0511291791606032	0.0184172301463296	0.00158460777164993	0.00327907059009456	0.000840672563315042	0.00271003594642166	0.00672091346883846	0.00252105158426027	0.00818627686804328	0.00834618489014833	0.0127395426287691	0.00302233302715965	0.00939919317230789	0.00950060274322831	0.0228726840815542	0.0282657268768264	0.0124199887696078
